	X	idx	beta	pval	cilb	ciub	i2	tau2	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random
1	ADCY2	527	-0.906322934829877	0.0749464196136525	-1.90383426996729	0.0911884003075377	99.0359235704004	5.61995583178175	0.990551320112301	0.974665665539096	1.00669588810591	0.249765249772084	0.987520214418599	0.960504249745496	1.01529605323844	0.374889948509384
2	AHRR	14851	-0.0460324484997015	0.787569005449261	-0.380846593807243	0.288781696807839	94.3371959876891	0.55457232596348	1.04095178651026	1.00974421483166	1.07312387228637	0.00975577829830547	1.06118710447857	1.00285019177347	1.12291754037574	0.0395304626502106
3	ARRB2	20103	0.186056125690576	0.239430688530996	-0.12392339122782	0.496035642608971	98.5553447336585	0.550560781447079	0.971745654547323	0.911976698815188	1.03543173675204	0.376195838889654	0.967337251050751	0.867183519216753	1.0790580500372	0.551505983737527
4	BCAN	25025	0.715165890837932	0.0749077271881925	-0.0718507472718393	1.5021825289477	98.7475302663078	3.45007892915112	1.01286438446676	0.991408227027178	1.03478489824264	0.241967478438589	1.0128597588011	0.986435981141902	1.03999135332742	0.343438579923159
5	DLX5	6634	1.66869546696138	0.000151335631235412	0.805486852751306	2.53190408117145	97.7259919932576	4.04146830655297	1.01225505475754	0.995515885815959	1.0292756855832	0.152226040328106	1.01308113601661	0.98728312422815	1.03955325779024	0.32339752512648
6	DMRTA2	2555	2.01259671721923	0.000388792676307634	0.900677927220067	3.12451550721839	94.0553212359704	6.48937680828212	0.999805797643017	0.990320754533825	1.00938168610951	0.968145007966127	1.00302535690012	0.98799347945094	1.01828593761945	0.694987237337531
7	EN2	25406	1.20582618109939	0.0594027972401704	-0.0478209022876417	2.45947326448643	97.4081166947206	8.51695015024755	1.00092407553822	0.991023617466615	1.010923440506	0.855493025922334	1.00897979643765	0.987768990047799	1.03064607198298	0.409546434383965
8	FGF8	17039	0.596386514080028	0.332556014748137	-0.609931609657631	1.80270463781769	92.63607795643	7.28488374505141	1.00223198746713	0.992528548412742	1.01203029203408	0.653326525055312	1.00413644119513	0.990361055728176	1.01810343480707	0.558080865875103
9	FOXD3	15027	-1.4788979156097	0.135389349269595	-3.42011147415015	0.462315642930764	98.8305670861581	21.557370074137	1.01950629425659	1.0093816359858	1.02973250847158	0.000148407211328523	1.01976998077545	1.00299773305765	1.03682269601997	0.020683002363587
10	GRIN1	7882	0.955025908528016	0.0766760636558043	-0.102314264239726	2.01236608129576	98.7209736861783	6.28654086751211	0.998113853818396	0.981092657618174	1.01543035456283	0.829668789177008	0.998113853818396	0.981092657618174	1.01543035456283	0.829668789177008
11	GSC	3704	1.33723660594391	0.00103875076155176	0.538125873413654	2.13634733847417	95.3261859125157	2.81552490672869	1.01259937010184	0.99993203567144	1.02542717680021	0.0512498180086118	1.01315910093789	0.997412697045214	1.02915409725002	0.101880259756803
12	HIST1H3G	8660	2.20773675375571	0.00072764480749627	0.927134636081826	3.4883388714296	99.052367591582	9.23477387480214	0.997836247849653	0.984230782551632	1.01162978762091	0.757139868822702	0.997360963630722	0.979915019681904	1.01511750692147	0.769144852328096
13	HOXA1	1666	0.483053985788953	0.118767954516847	-0.123862135073386	1.08997010665129	98.9859508750128	2.0557182928486	1.06222033849069	1.03403459324616	1.09117437160506	1.08691621942494e-05	1.08877009189551	1.02410682937081	1.15751626589039	0.00647914552434298
14	HOXA9	26515	0.523342378510102	0.311281342169529	-0.48968940705483	1.53637416407503	99.3401262187383	5.7590925498998	1.02551058854337	1.00725001196745	1.04410221367022	0.00599595998430304	1.02617498998643	1.00651155146848	1.04622257791009	0.00885881657816659
15	HOXD4	24385	0.341621308542979	0.621230906394855	-1.01348198125167	1.69672459833763	99.3404769159506	10.1611376966278	1.01218347823943	0.999017645636333	1.02552282043856	0.0698573998984263	1.01022707048185	0.993340189892803	1.02740102969606	0.236790325317166
16	HOXD9	26819	0.755167790359785	0.210383064420732	-0.426538027386928	1.9368736081065	99.5295037737822	7.9495402569936	1.03249369930205	1.00586588504646	1.05982641915447	0.0164534669308683	1.02754831912383	0.994493492067205	1.06170181761516	0.103317642086717
17	IFFO1	30482	-0.347676983316595	0.0931752903604934	-0.753563090917577	0.0582091242843878	98.5449556124591	0.926933993993014	0.974698254145003	0.932167698492789	1.01916928485016	0.260242020514299	0.950277120069689	0.859230339174419	1.05097150758853	0.320953087102046
18	LHX1	9084	1.09979457012235	0.312868667519252	-1.03606842972391	3.23565756996861	98.9698190832853	25.5792948446191	1.02436551445154	1.01508907476647	1.03372672732091	2.14131216837154e-07	1.0245414366621	1.01107508097528	1.03818714869831	0.000328713860053551
19	LINC00461	27696	-1.42291223545171	0.0437227007468402	-2.80576642741448	-0.0400580434889355	98.4851239558462	10.9358165966468	1.01221910313804	1.00149775586073	1.02305522579729	0.025388674634735	1.01213272800956	0.997986896573298	1.02647906763657	0.0930836800018748
20	MNX1	15068	2.94430461269718	3.50867414259979e-06	1.70022296528511	4.18838626010924	97.6396648925468	8.20207163626572	1.01391901830977	1.00048278978563	1.0275356919538	0.0422673462400223	1.01622587414251	0.991120196032888	1.04196749436679	0.207268102502475
21	NR2E1	11687	0.646488576176465	0.392750130418604	-0.836116263200256	2.12909341555319	97.7056862993413	11.9401644813205	1.01053655772454	1.00074581721926	1.02042308538974	0.0348539764730361	1.01053655772454	1.00074581721926	1.02042308538974	0.0348539764730361
22	OTX1	10973	2.97589697493059	4.12987565736867e-08	1.91255482266949	4.0392391271917	97.6130666241956	6.05728153243231	1.06204546720653	1.03991821991976	1.08464353523969	2.09856111941828e-08	1.05831894364257	1.01346248689994	1.10516077403002	0.0103131820631882
23	PEG3	22826	-2.57998321334523	3.92328822970259e-20	-3.13021138608161	-2.02975504060885	98.0940085929228	1.66332916900225	0.998280162827598	0.978017950529782	1.01896216010684	0.869318574455779	0.975452360222692	0.936663850529906	1.01584715426534	0.22994191882955
24	PITX2	13496	0.928229256921668	0.313900465066742	-0.878292025931452	2.73475053977479	98.9183316929673	18.6482813229424	1.04212542731685	1.02946664221731	1.05493987053451	3.65909391405201e-11	1.04279839416885	1.02669774904133	1.0591515291589	1.30110404155876e-07
25	POU4F3	28124	0.569839314359913	0.235621813612881	-0.371866734898769	1.5115453636186	93.4872045234062	4.59057292092904	1.01051450179285	0.999826911900704	1.02131633603704	0.0538482475644015	1.01055193665471	0.997604527034293	1.02366738422137	0.110616239096929
26	SATB2-AS1	28355	0.588184713847068	0.322519473761053	-0.577112179291571	1.75348160698571	98.5409040307237	7.17169669172078	1.03314847226254	1.01654457298743	1.05002357407857	7.97902082297344e-05	1.0322837770556	1.01332928890387	1.05159281197216	0.000778457519047175
27	SHOX2	20587	2.11489631180859	8.16987527808538e-05	1.06266472234749	3.16712790126969	98.3158583256202	6.10035921559734	1.06561075625252	1.04493770265551	1.08669280566233	2.04844870494946e-10	1.05664965304692	1.01367702119532	1.10144401613011	0.00928890357978487
28	SIM1	28190	-0.393249244332647	0.512399674587777	-1.56978351189763	0.783285023232336	97.9338263077571	7.10299923502757	1.00475493531034	0.994827689313772	1.0147812439025	0.349091886719484	1.00499709901357	0.993962494306357	1.016154205829	0.376208561933124
29	SLC2A14	29353	0.0743539762671632	0.87838531346836	-0.878034661908665	1.02674261444299	97.2425537568607	5.14248599317048	1.01464330276514	1.00017264290683	1.029323326475	0.0473095744682904	1.01349630332106	0.994268577321168	1.03309586592079	0.170126256373072
30	SPEG	19708	-0.713023701743103	0.1155935600996	-1.60114839169571	0.175100988209504	99.098798457169	4.46085899183751	1.05253637155315	1.02767535212343	1.07799881660411	2.68850097102216e-05	1.05947217956694	1.00184630520769	1.12041267551875	0.0429075243571487
31	TFAP2E	3183	0.413258002058152	0.0231114133472731	0.0566920923905386	0.769823911725766	95.7712926052863	0.669019028552575	0.989174367133568	0.957827962117043	1.02154663185175	0.50766242658532	1.00643387833946	0.939847146716463	1.07773817796669	0.854302977875139
32	TRH	30601	-1.08044427181025	0.0568888751282568	-2.19255029685557	0.03166175323508	94.0432772066763	6.27795255724305	0.999500265893993	0.989755364542102	1.00934111328039	0.920348840755438	0.999333319581969	0.989145190900069	1.00962638530142	0.89849979783219
33	TRIM58	8885	-1.66579307924307	3.74291569344088e-06	-2.37169027919193	-0.959895879294221	97.6065926530044	2.77844482772117	1.02180010890933	1.00821318905628	1.03557012931403	0.00159075090290652	1.01947454727562	0.996928699873167	1.04253027591147	0.0909560822746753
