14	0.427	0.39	0.22	0.206	0.31	0.35	0.41	0.421	0.25	0.177	0.238	0.188	0.262	0.659	T
15	0.521	0.452	0.278	0.37	0.315	0.397	0.507	0.521	0.375	0.356	0.411	0.356	0.329	0.575	N
17	0.512	0.472	0.346	0.378	0.44	0.425	0.402	0.425	0.354	0.307	0.339	0.331	0.339	0.622	N
172	0.532	0.467	0.281	0.224	0.339	0.446	0.439	0.474	0.373	0.234	0.316	0.231	0.273	0.612	T
177	0.586	0.455	0.366	0.359	0.393	0.407	0.495	0.428	0.31	0.336	0.444	0.359	0.38	0.658	T
18	0.909	0.727	0.545	0.455	0.636	0.636	0.727	0.636	0.636	0.455	0.636	0.727	0.636	0.545	T
19	0.833	0.826	0.696	0.774	0.744	0.785	0.785	0.802	0.733	0.678	0.781	0.644	0.733	0.678	N
22	0.545	0.394	0.273	0.212	0.424	0.364	0.364	0.424	0.303	0.242	0.303	0.182	0.273	0.576	N
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
27	0.435	0.362	0.217	0.246	0.232	0.406	0.507	0.377	0.333	0.391	0.435	0.362	0.304	0.652	T
31	0.703	0.515	0.363	0.343	0.325	0.532	0.627	0.49	0.436	0.397	0.543	0.295	0.389	0.666	T
32	0.588	0.549	0.373	0.333	0.412	0.451	0.412	0.49	0.294	0.275	0.412	0.333	0.431	0.569	N
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
36	0.423	0.347	0.186	0.183	0.299	0.294	0.368	0.375	0.267	0.183	0.206	0.174	0.241	0.591	N
39	0.646	0.585	0.39	0.556	0.5	0.593	0.549	0.61	0.537	0.512	0.524	0.561	0.5	0.744	T
50	0.478	0.433	0.351	0.362	0.421	0.439	0.425	0.457	0.391	0.272	0.374	0.353	0.391	0.641	N
55	0.493	0.444	0.203	0.292	0.374	0.469	0.533	0.532	0.375	0.283	0.336	0.229	0.342	0.664	T
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
81	0.539	0.478	0.165	0.252	0.235	0.313	0.417	0.409	0.339	0.27	0.243	0.184	0.252	0.626	T
88	0.52	0.426	0.324	0.307	0.416	0.426	0.437	0.446	0.362	0.299	0.329	0.279	0.339	0.663	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.962	0.943	0.942	0.962	0.981	0.962	0.942	0.962	0.904	0.925	0.887	0.849	0.925	0.698	T
94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190001	0.356	0.268	0.104	0.089	0.148	0.24	0.316	0.298	0.2	0.213	0.234	0.159	0.22	0.639	T
BN190002	0.5	0.4	0.3	0.2	0.4	0.5	0.4	0.5	0.4	0.3	0.4	0.4	0.3	1	N
BN190003	0.778	0.697	0.631	0.677	0.669	0.709	0.752	0.766	0.682	0.722	0.711	0.536	0.644	0.639	T
BN190005	0.524	0.441	0.352	0.364	0.393	0.434	0.465	0.483	0.372	0.359	0.361	0.338	0.386	0.683	N
BN190006	0.552	0.473	0.387	0.395	0.465	0.497	0.521	0.5	0.429	0.396	0.462	0.338	0.392	0.655	T
BN190007	0.581	0.547	0.45	0.471	0.496	0.547	0.527	0.564	0.51	0.382	0.429	0.345	0.459	0.575	N
BN190008	0.364	0.273	0.091	0.045	0.182	0.318	0.227	0.136	0.273	0.136	0.136	0.091	0.091	0.591	T
BN190010	0.552	0.501	0.418	0.399	0.439	0.489	0.539	0.526	0.445	0.448	0.436	0.38	0.428	0.638	N
BN190011	0.567	0.241	0.133	0.133	0.167	0.233	0.433	0.333	0.333	0.5	0.367	0.367	0.4	0.667	T
BN190012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190014	0.619	0.619	0.476	0.476	0.381	0.524	0.524	0.524	0.476	0.476	0.476	0.333	0.476	0.762	T
BN190015	0.5	0.353	0.206	0.206	0.294	0.485	0.471	0.382	0.353	0.118	0.353	0.176	0.324	0.618	N
BN190017	0.35	0.319	0.106	0.116	0.174	0.277	0.392	0.345	0.234	0.207	0.204	0.149	0.159	0.681	N
BN190018	0.5	0.373	0.232	0.248	0.296	0.373	0.373	0.324	0.282	0.255	0.254	0.225	0.291	0.57	T
BN190019	0.833	0.583	0.5	0.583	0.583	0.667	0.583	0.583	0.5	0.417	0.583	0.25	0.5	0.5	T
BN190023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190024	0.909	0.871	0.755	0.869	0.875	0.892	0.873	0.913	0.833	0.812	0.835	0.717	0.811	0.69	T
BN190026	0.385	0.396	0.254	0.278	0.296	0.343	0.39	0.377	0.283	0.263	0.305	0.23	0.292	0.634	N
BN190028	0.561	0.545	0.485	0.455	0.5	0.496	0.481	0.485	0.402	0.356	0.455	0.424	0.462	0.75	T
BN190029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190032	0.287	0.205	0.062	0.092	0.092	0.212	0.301	0.287	0.169	0.118	0.174	0.097	0.149	0.585	N
BN190033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.692	0.654	0.579	0.606	0.622	0.625	0.653	0.632	0.581	0.479	0.546	0.4	0.538	0.651	T
BN190040	0.438	0.395	0.24	0.263	0.308	0.382	0.384	0.375	0.312	0.217	0.306	0.21	0.293	0.655	N
BN190041	0.542	0.413	0.25	0.266	0.359	0.404	0.464	0.354	0.254	0.165	0.224	0.128	0.297	0.614	T
BN190042	0.435	0.435	0.341	0.329	0.4	0.341	0.417	0.412	0.318	0.329	0.341	0.318	0.365	0.659	N
BN190044	0.929	0.929	0.952	0.929	0.881	0.952	0.952	0.952	0.878	0.881	0.902	0.786	0.929	0.548	T
BN190046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190047	0.669	0.661	0.559	0.59	0.644	0.624	0.653	0.661	0.542	0.5	0.513	0.5	0.559	0.669	N
BN190048	0.485	0.438	0.303	0.424	0.333	0.394	0.515	0.344	0.394	0.242	0.303	0.333	0.394	0.758	T
BN190049	1	1	0.909	0.909	0.955	1	0.864	1	0.818	0.955	1	0.864	0.955	0.682	T
BN190050	0.451	0.401	0.292	0.324	0.335	0.379	0.374	0.377	0.311	0.304	0.359	0.266	0.322	0.652	N
BN190051	0.548	0.531	0.384	0.244	0.407	0.39	0.549	0.531	0.39	0.345	0.458	0.384	0.367	0.695	T
BN190052	0.464	0.45	0.32	0.247	0.351	0.371	0.446	0.433	0.353	0.343	0.388	0.33	0.378	0.664	N
BN190054	0.935	0.883	0.792	0.883	0.883	0.922	0.893	0.831	0.61	0.474	0.5	0.234	0.468	0.714	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0.273	0.364	0.273	0.273	0.364	0.4	0.273	0.273	0.273	0.273	0.273	0.273	0.455	0.727	N
BN190057	0.424	0.374	0.198	0.201	0.291	0.294	0.344	0.338	0.239	0.17	0.184	0.18	0.261	0.663	T
BN190059	0.452	0.417	0.283	0.26	0.362	0.315	0.37	0.409	0.323	0.262	0.339	0.198	0.346	0.614	N
BN190062	0.319	0.262	0.111	0.152	0.194	0.277	0.257	0.305	0.209	0.147	0.152	0.068	0.147	0.681	N
BN190068	0.328	0.296	0.162	0.19	0.2	0.35	0.242	0.257	0.176	0.149	0.173	0.135	0.144	0.693	N
BN190071	0.666	0.649	0.515	0.503	0.561	0.588	0.574	0.594	0.536	0.506	0.544	0.467	0.537	0.66	N
BN190072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190083	0.489	0.45	0.24	0.233	0.294	0.374	0.345	0.454	0.26	0.206	0.286	0.203	0.237	0.691	T
BN190085	0.555	0.547	0.438	0.445	0.492	0.492	0.5	0.531	0.422	0.381	0.484	0.406	0.469	0.648	N
BN190087	0.553	0.554	0.377	0.37	0.432	0.454	0.551	0.544	0.414	0.373	0.446	0.418	0.47	0.663	T
BN190089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190090	0.821	0.786	0.714	0.75	0.75	0.75	0.786	0.821	0.571	0.714	0.75	0.75	0.786	0.714	T
BN190092	0.584	0.544	0.435	0.472	0.472	0.528	0.524	0.496	0.411	0.352	0.392	0.448	0.52	0.584	N
BN190094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190096	0.515	0.485	0.354	0.333	0.374	0.495	0.515	0.505	0.414	0.333	0.313	0.255	0.293	0.667	N
BN190098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190099	0.418	0.383	0.184	0.149	0.229	0.321	0.424	0.369	0.277	0.305	0.307	0.206	0.279	0.66	T
BN190101	0.327	0.263	0.124	0.124	0.147	0.192	0.218	0.248	0.192	0.141	0.152	0.127	0.155	0.696	N
BN190106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190114	0.364	0.273	0.295	0.25	0.318	0.25	0.432	0.455	0.386	0.25	0.318	0.364	0.273	0.682	T
BN190117	0.473	0.541	0.284	0.23	0.297	0.315	0.459	0.486	0.432	0.351	0.541	0.284	0.405	0.649	N
BN190119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190120	0.44	0.32	0.095	0.107	0.187	0.293	0.4	0.293	0.284	0.24	0.293	0.293	0.307	0.613	N
BN190121	0.596	0.574	0.426	0.447	0.447	0.426	0.511	0.489	0.391	0.532	0.447	0.34	0.447	0.681	T
BN190122	0.418	0.33	0.198	0.275	0.187	0.253	0.319	0.319	0.231	0.264	0.278	0.231	0.352	0.593	N
BN190125	0.452	0.418	0.222	0.234	0.26	0.343	0.368	0.375	0.246	0.171	0.242	0.214	0.247	0.676	T
BN190128	0.379	0.31	0.103	0.138	0.31	0.276	0.207	0.241	0.172	0.138	0.103	0.069	0.172	0.552	N
BN190131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.484	0.437	0.285	0.267	0.322	0.397	0.475	0.477	0.419	0.375	0.375	0.319	0.375	0.682	T
BN190137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190141	0.328	0.31	0.116	0.107	0.152	0.213	0.309	0.274	0.237	0.195	0.191	0.131	0.171	0.702	T
BN190142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190147	0.571	0.331	0.211	0.226	0.256	0.308	0.383	0.271	0.218	0.211	0.394	0.28	0.203	0.669	T
BN190149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190150	0.491	0.439	0.211	0.281	0.281	0.31	0.446	0.439	0.36	0.395	0.263	0.193	0.289	0.719	T
BN190151	0.499	0.437	0.317	0.336	0.352	0.424	0.5	0.493	0.395	0.355	0.415	0.3	0.328	0.67	T
BN190155	0.443	0.318	0.182	0.205	0.216	0.318	0.273	0.33	0.261	0.195	0.205	0.08	0.205	0.727	N
BN190158	0.656	0.578	0.453	0.635	0.594	0.656	0.703	0.625	0.703	0.625	0.594	0.578	0.476	0.766	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190164	0.939	0.909	0.939	0.939	0.909	0.848	0.879	0.788	0.758	0.667	0.848	0.758	0.636	0.667	T
BN190166	0.691	0.687	0.611	0.62	0.636	0.596	0.666	0.64	0.588	0.59	0.67	0.62	0.432	0.638	N
BN190168	0.447	0.424	0.237	0.196	0.316	0.36	0.369	0.401	0.288	0.209	0.26	0.201	0.28	0.649	T
BN190170	0.733	0.733	0.603	0.491	0.638	0.655	0.759	0.672	0.591	0.5	0.534	0.457	0.586	0.655	T
BN190171	0.25	0.208	0.087	0.125	0.167	0.25	0.25	0.25	0.167	0.125	0.125	0.125	0.125	0.625	N
BN190172	0.774	0.759	0.706	0.728	0.701	0.796	0.787	0.781	0.27	0.541	0.752	0.664	0.715	0.664	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190180	0.303	0.293	0.214	0.222	0.192	0.354	0.313	0.343	0.242	0.222	0.242	0.162	0.172	0.717	N
BN190181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190184	0.364	0.252	0.168	0.206	0.26	0.402	0.283	0.262	0.168	0.047	0.187	0.084	0.131	0.626	N
BN190186	0.348	0.281	0.104	0.089	0.104	0.215	0.304	0.252	0.216	0.119	0.207	0.178	0.193	0.644	T
BN190189	0.636	0.455	0.273	0.455	0.545	0.636	0.636	0.727	0.636	0.364	0.273	0.364	0.273	0.818	N
BN190191	0.889	0.823	0.827	0.825	0.826	0.843	0.872	0.866	0.775	0.839	0.84	0.691	0.836	0.63	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.344	0.281	0.094	0.188	0.062	0.375	0.156	0.25	0.062	0.097	0.156	0	0.156	0.625	T
BN190195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190198	0.622	0.649	0.508	0.535	0.546	0.598	0.565	0.614	0.568	0.497	0.562	0.476	0.551	0.616	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190201	0.429	0.429	0.25	0.232	0.268	0.286	0.375	0.429	0.327	0.214	0.286	0.196	0.268	0.679	N
BN190202	0.717	0.74	0.597	0.714	0.684	0.711	0.779	0.789	0.72	0.678	0.734	0.574	0.679	0.658	T
BN190203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190206	0.469	0.388	0.306	0.271	0.367	0.347	0.408	0.408	0.388	0.265	0.347	0.306	0.367	0.612	N
BN190209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190210	0.789	0.698	0.655	0.553	0.74	0.778	0.753	0.747	0.509	0.491	0.694	0.666	0.679	0.704	T
BN190211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190213	0.727	0.455	0.455	0.364	0.455	0.364	0.182	0.273	0.182	0.091	0.273	0.182	0.091	1	N
BN190215	0.675	0.687	0.639	0.627	0.675	0.675	0.744	0.783	0.651	0.349	0.687	0.59	0.675	0.59	T
BN190218	0.431	0.392	0.275	0.333	0.255	0.333	0.49	0.353	0.431	0.28	0.392	0.235	0.314	0.627	N
BN190219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190221	0.456	0.448	0.31	0.271	0.379	0.388	0.429	0.431	0.37	0.277	0.242	0.219	0.32	0.666	N
BN190223	0.473	0.407	0.251	0.272	0.307	0.354	0.401	0.411	0.316	0.322	0.291	0.25	0.326	0.646	T
BN190225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190227	0.703	0.672	0.6	0.601	0.633	0.657	0.691	0.708	0.584	0.558	0.617	0.528	0.606	0.647	T
BN190229	0.559	0.507	0.426	0.455	0.435	0.523	0.522	0.56	0.448	0.411	0.447	0.353	0.398	0.668	N
