14	0.333	0.231	0.237	0.192	0.199	0.25	0.256	0.277	0.226	0.218	0.308	0.269	T
15	0.317	0.087	0.087	0.063	0.087	0.128	0.127	0.16	0.135	0.143	0.135	0.143	N
17	0.269	0.544	0.279	0.373	0.397	0.552	0.632	0.618	0.456	0.471	0.559	0.603	N
172	0.276	0.206	0.079	0.085	0.035	0.065	0.046	0.109	0.106	0.072	0.088	0.151	T
177	0.287	0.313	0.287	0.241	0.387	0.4	0.474	0.469	0.385	0.344	0.426	0.415	T
18	0.327	0.85	0.735	0.714	0.607	0.761	0.832	0.867	0.726	0.708	0.752	0.786	T
19	0.33	0.81	0.743	0.528	0.67	0.66	0.755	0.811	0.745	0.557	0.642	0.783	N
22	0.335	0.496	0.309	0.315	0.402	0.611	0.685	0.676	0.58	0.516	0.568	0.696	N
25	0.289	0.564	0.385	0.359	0.436	0.538	0.615	0.692	0.59	0.487	0.513	0.487	N
27	0.391	0.478	0.435	0.478	0.435	0.522	0.5	0.522	0.435	0.478	0.391	0.435	T
31	0.269	0.558	0.462	0.365	0.519	0.481	0.558	0.596	0.596	0.538	0.519	0.635	T
32	0.286	0.262	0.19	0.214	0.19	0.286	0.333	0.381	0.19	0.167	0.333	0.381	N
34	0.207	0.379	0.414	0.448	0.414	0.621	0.69	0.69	0.586	0.414	0.621	0.483	N
36	0.301	0.388	0.333	0.415	0.39	0.472	0.569	0.569	0.512	0.431	0.48	0.472	N
39	0.358	0.532	0.541	0.202	0.477	0.514	0.596	0.578	0.44	0.519	0.596	0.606	T
50	0.386	0.631	0.442	0.461	0.461	0.593	0.669	0.693	0.593	0.55	0.637	0.678	N
55	0.325	0.215	0.099	0.088	0.118	0.167	0.142	0.188	0.141	0.125	0.134	0.138	T
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
63	0.302	0.3	0.185	0.202	0.278	0.368	0.403	0.419	0.331	0.339	0.356	0.363	T
67	0.2	0.633	0.567	0.433	0.633	0.733	0.733	0.767	0.733	0.533	0.621	0.667	T
81	0.32	0.154	0.114	0.127	0.161	0.184	0.166	0.182	0.17	0.156	0.173	0.164	T
88	0.279	0.469	0.441	0.41	0.483	0.583	0.567	0.703	0.537	0.425	0.629	0.608	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.343	0.521	0.392	0.426	0.376	0.434	0.462	0.547	0.394	0.415	0.438	0.527	T
94	0.36	0.48	0.36	0.307	0.36	0.507	0.52	0.533	0.493	0.467	0.48	0.48	N
BN190001	0.323	0.073	0.064	0.077	0.11	0.111	0.127	0.12	0.099	0.094	0.119	0.121	T
BN190002	0.377	0.325	0.364	0.289	0.429	0.416	0.453	0.468	0.403	0.416	0.494	0.494	N
BN190003	0.285	0.138	0.077	0.054	0.023	0.085	0.062	0.085	0.062	0.023	0.039	0.085	T
BN190005	0.365	0.349	0.206	0.317	0.242	0.302	0.365	0.381	0.317	0.413	0.381	0.397	N
BN190006	0.339	0.128	0.11	0.092	0.073	0.102	0.128	0.159	0.083	0.092	0.147	0.211	T
BN190007	0.277	0.56	0.469	0.451	0.441	0.664	0.69	0.783	0.585	0.573	0.573	0.671	N
BN190008	0.391	0.435	0.348	0.391	0.636	0.652	0.696	0.682	0.696	0.609	0.609	0.652	T
BN190010	0.341	0.328	0.37	0.378	0.37	0.356	0.467	0.496	0.407	0.393	0.515	0.444	N
BN190011	0.217	0.511	0.489	0.426	0.447	0.426	0.489	0.553	0.489	0.468	0.362	0.413	T
BN190012	0.337	0.589	0.516	0.337	0.526	0.484	0.621	0.653	0.474	0.4	0.526	0.611	N
BN190014	0.352	0.524	0.495	0.4	0.457	0.448	0.543	0.543	0.429	0.333	0.495	0.486	T
BN190015	0.327	0.612	0.469	0.347	0.551	0.551	0.592	0.673	0.612	0.51	0.571	0.571	N
BN190017	0.302	0.14	0.209	0.209	0.244	0.244	0.247	0.198	0.209	0.209	0.244	0.279	N
BN190018	0.333	0.25	0.15	0.153	0.167	0.217	0.25	0.254	0.117	0.183	0.2	0.25	T
