14	0.089	0.197	0.129	0.143	0.154	0.156	0.128	0.128	0.168	0.136	0.146	0.149	0.119	0.114	0.118	0.127	T
15	0.124	0.207	0.106	0.127	0.137	0.144	0.124	0.104	0.148	0.12	0.145	0.161	0.127	0.087	0.132	0.136	N
17	0.021	0.062	0.041	0.051	0.066	0.076	0.051	0.06	0.095	0.054	0.055	0.07	0.06	0.039	0.117	0.097	N
172	0.095	0.183	0.153	0.164	0.171	0.171	0.163	0.157	0.169	0.164	0.159	0.172	0.159	0.14	0.144	0.172	T
177	0.344	0.447	0.394	0.404	0.41	0.415	0.377	0.388	0.413	0.398	0.395	0.399	0.404	0.38	0.386	0.418	T
18	0.412	0.46	0.472	0.468	0.465	0.472	0.462	0.458	0.465	0.478	0.468	0.47	0.488	0.463	0.483	0.472	T
19	0.654	0.711	0.7	0.715	0.713	0.715	0.685	0.693	0.708	0.715	0.678	0.712	0.722	0.717	0.721	0.736	N
22	0.042	0.07	0.038	0.038	0.047	0.055	0.04	0.045	0.074	0.046	0.028	0.05	0.046	0.028	0.076	0.078	N
25	0.262	0.298	0.297	0.293	0.31	0.293	0.294	0.289	0.294	0.289	0.289	0.285	0.285	0.274	0.288	0.287	N
27	0.198	0.309	0.234	0.249	0.271	0.279	0.269	0.275	0.312	0.271	0.245	0.26	0.268	0.242	0.269	0.271	T
31	0.791	0.875	0.893	0.9	0.9	0.9	0.856	0.856	0.892	0.886	0.863	0.9	0.883	0.848	0.875	0.909	T
32	0.069	0.093	0.082	0.08	0.09	0.106	0.088	0.078	0.13	0.095	0.104	0.102	0.087	0.065	0.118	0.11	N
34	0.049	0.046	0.051	0.069	0.069	0.049	0.056	0.062	0.067	0.051	0.051	0.09	0.061	0.044	0.092	0.075	N
36	0.028	0.06	0.048	0.043	0.046	0.045	0.049	0.044	0.08	0.039	0.052	0.063	0.058	0.03	0.082	0.081	N
39	0.448	0.484	0.489	0.492	0.487	0.489	0.485	0.489	0.506	0.478	0.485	0.499	0.492	0.494	0.509	0.513	T
50	0.047	0.068	0.066	0.09	0.074	0.078	0.03	0.039	0.068	0.029	0.038	0.056	0.031	0.031	0.055	0.052	N
55	0.451	0.582	0.558	0.565	0.572	0.574	0.549	0.547	0.565	0.562	0.57	0.579	0.574	0.58	0.583	0.595	T
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
63	0.074	0.111	0.096	0.097	0.098	0.098	0.095	0.091	0.117	0.096	0.094	0.112	0.112	0.104	0.14	0.128	T
67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
81	0.111	0.176	0.131	0.148	0.146	0.147	0.124	0.136	0.164	0.143	0.15	0.145	0.134	0.118	0.158	0.155	T
88	0.021	0.051	0.025	0.027	0.039	0.033	0.027	0.038	0.049	0.026	0.036	0.034	0.023	0.02	0.041	0.042	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.682	0.785	0.785	0.804	0.813	0.792	0.813	0.757	0.813	0.804	0.766	0.794	0.794	0.766	0.748	0.794	T
94	0.217	0.273	0.255	0.25	0.257	0.267	0.242	0.262	0.254	0.251	0.265	0.256	0.246	0.255	0.268	0.266	N
BN190001	0.085	0.12	0.078	0.081	0.074	0.074	0.074	0.054	0.096	0.06	0.094	0.101	0.087	0.087	0.118	0.117	T
BN190002	0.023	0.046	0.035	0.03	0.049	0.043	0.027	0.024	0.036	0.036	0.024	0.05	0.039	0.028	0.064	0.07	N
BN190003	0.244	0.513	0.507	0.504	0.493	0.505	0.499	0.476	0.496	0.487	0.404	0.5	0.473	0.507	0.471	0.539	T
BN190005	0.051	0.129	0.094	0.099	0.094	0.123	0.076	0.106	0.124	0.088	0.091	0.127	0.093	0.088	0.123	0.123	N
BN190006	0.251	0.309	0.248	0.261	0.25	0.259	0.254	0.243	0.27	0.263	0.241	0.28	0.266	0.252	0.273	0.285	T
BN190007	0.111	0.137	0.115	0.113	0.131	0.128	0.114	0.135	0.144	0.119	0.117	0.134	0.129	0.123	0.168	0.164	N
BN190008	0.132	0.224	0.171	0.206	0.171	0.185	0.16	0.156	0.166	0.183	0.167	0.189	0.16	0.167	0.211	0.183	T
BN190010	0.212	0.233	0.226	0.237	0.25	0.249	0.242	0.227	0.243	0.243	0.218	0.26	0.243	0.244	0.281	0.29	N
BN190011	0.657	0.73	0.716	0.721	0.717	0.734	0.714	0.707	0.662	0.716	0.72	0.722	0.602	0.733	0.727	0.74	T
BN190012	0.045	0.062	0.045	0.042	0.038	0.033	0.044	0.045	0.062	0.05	0.056	0.071	0.047	0.015	0.054	0.047	N
BN190014	0.134	0.242	0.192	0.206	0.218	0.237	0.199	0.186	0.206	0.211	0.218	0.243	0.215	0.224	0.247	0.248	T
BN190015	0.022	0.072	0.059	0.065	0.041	0.091	0.04	0.053	0.087	0.047	0.05	0.062	0.037	0.047	0.131	0.106	N
BN190017	0.053	0.096	0.053	0.062	0.074	0.074	0.064	0.072	0.089	0.067	0.08	0.097	0.07	0.051	0.084	0.092	N
BN190018	0.083	0.145	0.104	0.192	0.19	0.177	0.196	0.178	0.153	0.186	0.085	0.206	0.189	0.198	0.222	0.211	T
