14	0.211	0.164	0.374	0.193	0.164	0.105	0.146	0.129	0.105	0.155	0.152	0.106	0.251	0.415	T
15	0.241	0.236	0.345	0.267	0.335	0.209	0.172	0.214	0.267	0.241	0.139	0.186	0.237	0.503	N
17	0.11	0.124	0.22	0.11	0.143	0.11	0.055	0.111	0.122	0.11	0.088	0.1	0.11	0.549	N
172	0.176	0.14	0.362	0.137	0.117	0.117	0.016	0.089	0.121	0.157	0.054	0.075	0.102	0.406	T
177	0.471	0.485	0.574	0.498	0.588	0.471	0.015	0.507	0.512	0.498	0.456	0.49	0.505	0.456	T
18	0.503	0.57	0.608	0.548	0.635	0.57	0.57	0.541	0.572	0.503	0.599	0.554	0.551	0.509	T
19	0.504	0.522	0.652	0.521	0.61	0.504	0.589	0.507	0.56	0.553	0.546	0.496	0.61	0.489	N
22	0.125	0.084	0.148	0.097	0.12	0.083	0.088	0.093	0.074	0.093	0.051	0.074	0.098	0.521	N
25	0.101	0.034	0.079	0.022	0.045	0.067	0.045	0.011	0.034	0.045	0.045	0	0.034	0.348	N
27	0.4	0.338	0.468	0.45	0.525	0.35	0.237	0.4	0.412	0.291	0.228	0.3	0.362	0.5	T
31	0.609	0.724	0.828	0.77	0.802	0.69	0.058	0.667	0.747	0.837	0.793	0.747	0.816	0.419	T
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
34	0.155	0.141	0.162	0.077	0.099	0.07	0.057	0.063	0.086	0.064	0.035	0.043	0.085	0.401	N
36	0.157	0.147	0.2	0.108	0.135	0.126	0.022	0.086	0.098	0.093	0.119	0.087	0.13	0.446	N
39	0.408	0.437	0.629	0.477	0.52	0.43	0.086	0.44	0.477	0.474	0.447	0.454	0.526	0.457	T
50	0.177	0.174	0.187	0.178	0.181	0.155	0.088	0.155	0.144	0.143	0.131	0.148	0.169	0.353	N
55	0.204	0.246	0.433	0.281	0.281	0.187	0.232	0.215	0.211	0.282	0.214	0.185	0.298	0.467	T
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
63	0.191	0.234	0.319	0.298	0.326	0.255	0.255	0.255	0.277	0.17	0.213	0.174	0.191	0.532	T
67	0.308	0.283	0.356	0.27	0.265	0.244	0.099	0.286	0.265	0.269	0.275	0.305	0.312	0.496	T
81	0.286	0.4	0.657	0.514	0.6	0.457	0	0.543	0.486	0.571	0.371	0.343	0.371	0.618	T
88	0.152	0.139	0.197	0.127	0.146	0.139	0.006	0.133	0.146	0.146	0.147	0.139	0.152	0.424	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
94	0.328	0.341	0.436	0.362	0.366	0.307	0.391	0.371	0.352	0.344	0.322	0.354	0.399	0.434	N
BN190001	0.244	0.284	0.513	0.361	0.351	0.283	0.23	0.318	0.303	0.282	0.278	0.252	0.323	0.463	T
BN190002	0.115	0.092	0.15	0.096	0.105	0.073	0.055	0.089	0.086	0.07	0.064	0.068	0.125	0.487	N
BN190003	0.492	0.403	0.734	0.52	0.54	0.476	0.439	0.496	0.488	0.524	0.323	0.408	0.608	0.472	T
BN190005	0.184	0.199	0.23	0.23	0.197	0.192	0.145	0.191	0.192	0.178	0.138	0.158	0.199	0.421	N
BN190006	0.288	0.283	0.393	0.233	0.278	0.217	0.288	0.238	0.212	0.237	0.195	0.212	0.236	0.443	T
BN190007	0.128	0.133	0.187	0.11	0.139	0.117	0.143	0.095	0.11	0.114	0.099	0.117	0.132	0.462	N
BN190008	0.234	0.234	0.317	0.281	0.297	0.266	0.302	0.266	0.234	0.266	0.219	0.203	0.266	0.344	T
BN190010	0.359	0.344	0.418	0.344	0.323	0.308	0.34	0.308	0.33	0.251	0.284	0.292	0.356	0.395	N
BN190011	0.438	0.538	0.697	0.612	0.635	0.562	0.654	0.577	0.57	0.498	0.551	0.512	0.604	0.466	T
BN190012	0.12	0.107	0.179	0.096	0.115	0.092	0.126	0.078	0.096	0.085	0.061	0.087	0.118	0.471	N
BN190014	0.212	0.271	0.364	0.31	0.293	0.238	0.066	0.275	0.237	0.245	0.216	0.216	0.288	0.423	T
BN190015	0.076	0.052	0.152	0.063	0.063	0.025	0.063	0.051	0.051	0.127	0.038	0.038	0.141	0.456	N
BN190017	0.205	0.281	0.443	0.362	0.351	0.238	0	0.25	0.245	0.283	0.201	0.169	0.303	0.449	N
BN190018	0.209	0.216	0.301	0.25	0.268	0.243	0.06	0.216	0.235	0.216	0.229	0.242	0.229	0.458	T
BN190019	0.225	0.331	0.462	0.387	0.402	0.298	0.024	0.337	0.359	0.357	0.272	0.243	0.343	0.527	T
BN190023	0.118	0.152	0.205	0.164	0.152	0.133	0.175	0.161	0.144	0.141	0.121	0.13	0.147	0.415	N
BN190024	0.72	0.754	0.797	0.659	0.803	0.782	0.793	0.691	0.8	0.777	0.783	0.794	0.8	0.503	T
BN190026	0.176	0.159	0.213	0.176	0.188	0.155	0.181	0.167	0.172	0.173	0.143	0.151	0.172	0.473	N
BN190028	0.143	0.078	0.143	0.078	0.074	0.074	0.031	0.061	0.061	0.061	0.048	0.057	0.087	0.459	T
BN190029	0.1	0.044	0.113	0.043	0.074	0.048	0.017	0.039	0.039	0.035	0.044	0.043	0.039	0.448	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0.094	0.094	0.203	0.062	0.141	0.109	0.156	0.094	0.125	0.048	0.048	0.031	0.062	0.5	T
BN190032	0.146	0.184	0.342	0.213	0.261	0.167	0.234	0.183	0.173	0.203	0.141	0.167	0.254	0.497	N
BN190033	0.173	0.175	0.291	0.221	0.232	0.182	0.121	0.197	0.183	0.155	0.186	0.148	0.211	0.463	T
BN190034	0.248	0.332	0.477	0.405	0.477	0.408	0.054	0.42	0.409	0.394	0.375	0.355	0.426	0.517	T
BN190036	0.249	0.192	0.385	0.324	0.341	0.269	0.17	0.247	0.242	0.253	0.181	0.181	0.242	0.451	T
BN190037	0.145	0.123	0.172	0.125	0.134	0.11	0.105	0.125	0.122	0.125	0.125	0.11	0.137	0.499	N
BN190038	0.077	0	0	0	0	0	0	0	0	0	0	0	0	0.385	N
BN190039	0.27	0.25	0.331	0.27	0.25	0.27	0.27	0.191	0.199	0.258	0.237	0.27	0.278	0.454	T
BN190040	0.131	0.14	0.203	0.124	0.165	0.129	0.14	0.119	0.128	0.116	0.154	0.123	0.129	0.449	N
BN190041	0.239	0.181	0.412	0.258	0.283	0.178	0.116	0.208	0.228	0.22	0.188	0.179	0.248	0.418	T
BN190042	0.13	0.121	0.189	0.117	0.114	0.074	0.078	0.102	0.121	0.118	0.109	0.113	0.156	0.449	N
BN190044	0.85	0.817	0.8	0.767	0.867	0.8	0.833	0.733	0.797	0.8	0.8	0.817	0.85	0.417	T
BN190046	0.415	0.423	0.633	0.502	0.597	0.473	0.153	0.428	0.541	0.495	0.491	0.456	0.525	0.461	T
BN190047	0.231	0.186	0.256	0.148	0.213	0.182	0.148	0.144	0.177	0.168	0.181	0.191	0.19	0.435	N
BN190048	0.135	0.266	0.435	0.341	0.337	0.296	0.241	0.335	0.288	0.318	0.265	0.253	0.353	0.418	T
BN190049	0.762	0.847	0.87	0.87	0.873	0.896	0.022	0.803	0.887	0.853	0.864	0.86	0.872	0.465	T
BN190050	0.312	0.299	0.351	0.289	0.289	0.257	0.035	0.233	0.267	0.249	0.272	0.238	0.277	0.485	N
BN190051	0.395	0.387	0.51	0.441	0.47	0.431	0.43	0.44	0.426	0.438	0.428	0.426	0.47	0.406	T
BN190052	0.32	0.335	0.389	0.348	0.358	0.332	0.336	0.336	0.344	0.313	0.307	0.325	0.354	0.496	N
BN190054	0.613	0.772	0.9	0.725	0.875	0.9	0.062	0.688	0.886	0.848	0.912	0.949	0.912	0.438	T
BN190055	0.215	0.14	0.331	0.171	0.192	0.154	0.177	0.163	0.185	0.177	0.192	0.177	0.231	0.431	T
BN190056	0.146	0.156	0.201	0.146	0.181	0.131	0.081	0.116	0.141	0.168	0.146	0.156	0.186	0.467	N
BN190057	0.142	0.12	0.204	0.112	0.146	0.095	0.119	0.108	0.105	0.112	0.098	0.115	0.118	0.466	T
BN190059	0.108	0.165	0.237	0.14	0.151	0.14	0.174	0.14	0.151	0.151	0.14	0.108	0.194	0.522	N
BN190062	0.12	0.064	0.106	0.056	0.077	0.043	0.035	0.057	0.056	0.07	0.028	0.029	0.085	0.423	N
BN190068	0.137	0.057	0.086	0.028	0.062	0.052	0.052	0.038	0.057	0.057	0.047	0.067	0.052	0.5	N
BN190071	0.239	0.191	0.276	0.235	0.224	0.208	0.098	0.208	0.183	0.173	0.168	0.168	0.249	0.553	N
BN190072	0.295	0.263	0.311	0.257	0.276	0.191	0.118	0.252	0.248	0.251	0.266	0.248	0.297	0.439	N
BN190073	0.372	0.375	0.467	0.413	0.434	0.396	0.01	0.383	0.372	0.392	0.344	0.358	0.413	0.424	T
BN190075	0.13	0.138	0.186	0.101	0.139	0.104	0.004	0.093	0.097	0.115	0.1	0.097	0.116	0.444	N
BN190077	0.6	0.603	0.66	0.609	0.618	0.607	0.571	0.611	0.613	0.584	0.577	0.577	0.619	0.503	T
BN190080	0.099	0.045	0.064	0.045	0.045	0.018	0.027	0.036	0.045	0.036	0.027	0.036	0.036	0.441	N
BN190083	0.224	0.247	0.482	0.353	0.376	0.282	0.4	0.247	0.274	0.224	0.247	0.271	0.365	0.4	T
BN190085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190087	0.306	0.234	0.367	0.298	0.265	0.286	0.184	0.245	0.229	0.245	0.286	0.265	0.306	0.592	T
BN190089	0.378	0.348	0.422	0.4	0.378	0.367	0.089	0.367	0.311	0.289	0.333	0.322	0.393	0.389	N
BN190090	0.5	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.4	0.45	0.4	0.45	0.45	T
BN190092	0.223	0.165	0.243	0.216	0.204	0.206	0.245	0.214	0.255	0.194	0.233	0.223	0.214	0.437	N
BN190094	0.176	0.412	0.441	0.364	0.441	0.353	0.441	0.353	0.382	0.353	0.294	0.353	0.324	0.353	T
BN190096	0.182	0.091	0.1	0.182	0.182	0.182	0.2	0.182	0.182	0.182	0.182	0.182	0.182	0.364	N
BN190098	0.178	0.171	0.265	0.183	0.217	0.147	0.016	0.147	0.19	0.167	0.129	0.151	0.136	0.482	N
BN190099	0.344	0.202	0.411	0.356	0.348	0.256	0.189	0.267	0.256	0.244	0.18	0.135	0.278	0.389	T
BN190101	0.151	0.159	0.208	0.143	0.135	0.127	0.095	0.127	0.111	0.087	0.079	0.087	0.143	0.4	N
BN190106	0.195	0.195	0.23	0.149	0.207	0.184	0	0.115	0.161	0.138	0.172	0.149	0.23	0.523	T
BN190109	0.22	0.098	0.171	0.049	0.122	0.073	0.025	0.073	0.049	0.024	0.05	0.098	0.073	0.683	N
BN190111	0.153	0.083	0.153	0.111	0.118	0.112	0.021	0.076	0.083	0.118	0.097	0.125	0.118	0.472	T
BN190114	0.268	0.288	0.408	0.427	0.433	0.357	0	0.363	0.353	0.357	0.357	0.387	0.408	0.474	T
BN190117	0.379	0.388	0.603	0.457	0.543	0.414	0.026	0.44	0.397	0.483	0.4	0.466	0.483	0.457	N
BN190119	0.581	0.8	0.9	0.839	0.935	0.903	0.839	0.742	0.839	0.871	0.806	0.871	0.871	0.484	T
BN190120	0.244	0.247	0.474	0.429	0.462	0.377	0.273	0.321	0.368	0.263	0.359	0.321	0.372	0.462	N
BN190121	0.35	0.312	0.522	0.409	0.428	0.316	0.007	0.386	0.337	0.367	0.3	0.337	0.404	0.461	T
BN190122	0.199	0.106	0.142	0.1	0.113	0.117	0.021	0.117	0.113	0.096	0.114	0.107	0.129	0.493	N
BN190125	0.094	0.062	0.074	0.052	0.073	0.052	0.104	0.104	0.094	0.094	0.095	0.073	0.125	0.49	T
BN190128	0.092	0.034	0.046	0.034	0.046	0.034	0.046	0.046	0.034	0.034	0.058	0.047	0.069	0.414	N
BN190131	0.258	0.242	0.275	0.25	0.292	0.242	0.008	0.208	0.202	0.225	0.217	0.225	0.258	0.4	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.407	0.345	0.576	0.458	0.424	0.328	0.237	0.475	0.458	0.439	0.407	0.39	0.508	0.593	T
BN190137	0.138	0.103	0.103	0.103	0.069	0.069	0.069	0.069	0.069	0.069	0.069	0.069	0.069	0.483	N
BN190141	0.272	0.244	0.416	0.297	0.347	0.248	0.134	0.28	0.282	0.195	0.183	0.194	0.233	0.495	T
BN190142	0.482	0.458	0.523	0.479	0.482	0.453	0.041	0.435	0.472	0.492	0.443	0.477	0.51	0.415	N
BN190147	0.309	0.219	0.361	0.237	0.247	0.258	0	0.237	0.278	0.24	0.258	0.258	0.258	0.495	T
BN190149	0.152	0.124	0.204	0.13	0.167	0.116	0.015	0.123	0.138	0.145	0.116	0.138	0.123	0.406	N
BN190150	0.174	0.291	0.384	0.318	0.326	0.233	0.349	0.209	0.267	0.244	0.279	0.209	0.256	0.465	T
BN190151	0.442	0.5	0.605	0.442	0.605	0.395	0.605	0.548	0.465	0.419	0.558	0.488	0.558	0.419	T
BN190155	0.22	0.18	0.32	0.22	0.26	0.16	0.26	0.22	0.22	0.163	0.18	0.14	0.2	0.42	N
BN190158	0.432	0.5	0.636	0.511	0.568	0.466	0.011	0.523	0.523	0.489	0.494	0.494	0.5	0.591	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.188	0.25	0.188	0.25	0.312	0.25	0.188	0.25	0.312	0.25	0.312	0.312	0.188	0.625	N
BN190164	0.455	0.545	0.818	0.545	0.545	0.545	0.636	0.636	0.636	0.545	0.636	0.636	0.636	0.364	T
BN190166	0.462	0.327	0.536	0.518	0.574	0.485	0.568	0.446	0.515	0.458	0.503	0.494	0.533	0.438	N
BN190168	0.261	0.207	0.207	0.209	0.228	0.13	0	0.174	0.174	0.209	0.196	0.185	0.185	0.522	T
BN190170	0.136	0.238	0.318	0.182	0.273	0.227	0.273	0.182	0.182	0.273	0.227	0.318	0.364	0.5	T
BN190171	0.099	0.076	0.107	0.046	0.038	0.038	0.077	0.046	0.038	0.046	0.062	0.023	0.046	0.412	N
BN190172	0.583	0.583	0.727	0.833	0.583	0.583	0.75	0.583	0.417	0.5	0.583	0.583	0.75	0.25	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.492	0.552	0.661	0.559	0.593	0.475	0.086	0.5	0.534	0.421	0.576	0.508	0.542	0.492	T
BN190180	0.185	0.14	0.177	0.123	0.115	0.092	0.054	0.108	0.101	0.092	0.085	0.14	0.131	0.438	N
BN190181	0.523	0.686	0.738	0.685	0.726	0.73	0.695	0.64	0.64	0.633	0.641	0.698	0.678	0.405	T
BN190184	0.125	0.094	0.123	0.092	0.092	0.046	0.015	0.062	0.092	0.077	0.062	0.077	0.141	0.508	N
BN190186	0.232	0.161	0.357	0.277	0.33	0.25	0.17	0.241	0.261	0.198	0.2	0.207	0.214	0.411	T
BN190189	0.067	0.034	0.067	0	0.1	0.067	0.033	0	0.069	0.067	0	0.067	0.067	0.4	N
BN190191	0.5	0.562	0.594	0.6	0.623	0.557	0.538	0.557	0.592	0.547	0.594	0.575	0.594	0.415	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.096	0.058	0.096	0	0.038	0	0.058	0.019	0.038	0.019	0	0	0.038	0.481	T
BN190195	0.053	0	0.053	0.026	0	0	0	0.026	0	0	0	0	0	0.5	N
BN190198	0.358	0.354	0.395	0.331	0.377	0.318	0.192	0.321	0.331	0.342	0.301	0.325	0.35	0.515	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.167	0.107	0.262	0.131	0.095	0.071	0.085	0.083	0.096	0.119	0.071	0.048	0.071	0.548	T
BN190201	0.085	0.099	0.156	0.076	0.092	0.069	0.038	0.092	0.084	0.062	0.053	0.062	0.084	0.435	N
BN190202	0.39	0.373	0.582	0.494	0.539	0.49	0.007	0.442	0.506	0.519	0.497	0.487	0.539	0.403	T
BN190203	0.341	0.412	0.553	0.393	0.459	0.353	0.012	0.345	0.369	0.417	0.318	0.365	0.476	0.388	T
BN190206	0.147	0.11	0.128	0.101	0.138	0.119	0.029	0.083	0.11	0.101	0.092	0.092	0.13	0.394	N
BN190209	0.062	0	0	0	0	0	0	0	0	0	0.062	0.062	0	0.5	N
BN190210	0.494	0.416	0.494	0.429	0.429	0.455	0.481	0.442	0.434	0.455	0.455	0.429	0.468	0.481	T
BN190211	0.5	0.384	0.602	0.341	0.455	0.432	0.352	0.23	0.261	0.364	0.216	0.193	0.345	0.466	T
BN190213	0.136	0.057	0.107	0.079	0.057	0.051	0.064	0.058	0.064	0.058	0.036	0.014	0.05	0.45	N
BN190215	0.507	0.478	0.565	0.536	0.536	0.464	0.145	0.435	0.471	0.493	0.515	0.507	0.522	0.507	T
BN190218	0.298	0.309	0.404	0.34	0.351	0.298	0.128	0.247	0.362	0.277	0.277	0.29	0.351	0.457	N
BN190219	0.336	0.381	0.516	0.392	0.476	0.389	0.304	0.381	0.403	0.32	0.304	0.31	0.421	0.413	T
BN190221	0.135	0.153	0.234	0.2	0.147	0.108	0.144	0.162	0.117	0.127	0.162	0.209	0.182	0.532	N
BN190223	0.319	0.353	0.559	0.387	0.419	0.348	0.252	0.35	0.356	0.34	0.305	0.309	0.404	0.49	T
BN190225	0.106	0.159	0.204	0.179	0.168	0.15	0.08	0.168	0.159	0.142	0.17	0.15	0.186	0.407	N
BN190227	0.35	0.4	0.55	0.4	0.6	0.45	0.45	0.6	0.5	0.45	0.45	0.4	0.55	0.45	T
BN190229	0.262	0.262	0.344	0.27	0.287	0.23	0.18	0.27	0.246	0.27	0.223	0.227	0.246	0.426	N
