14	0.651	0.119	0.083	0.13	0.16	0.112	0.154	0.166	0.345	0.249	0.355	0.24	0.131	0.509	0.554	0.675	0.74	T
15	0.632	0.316	0.105	0.19	0.281	0.157	0.15	0.285	0.342	0.291	0.461	0.307	0.263	0.52	0.582	0.758	0.863	N
17	0.692	0.185	0.066	0.185	0.326	0.228	0.187	0.348	0.505	0.533	0.692	0.533	0.391	0.522	0.761	0.859	0.87	N
172	0.627	0.113	0.058	0.066	0.124	0.083	0.075	0.117	0.149	0.096	0.338	0.257	0.199	0.729	0.796	0.888	0.921	T
177	0.641	0.294	0.194	0.33	0.373	0.33	0.272	0.376	0.436	0.422	0.563	0.382	0.359	0.728	0.757	0.796	0.835	T
18	0.673	0.687	0.64	0.64	0.705	0.693	0.673	0.705	0.705	0.713	0.765	0.787	0.691	0.827	0.866	0.946	0.953	T
19	0.622	0.776	0.722	0.752	0.756	0.747	0.735	0.787	0.793	0.819	0.848	0.752	0.782	0.87	0.878	0.924	0.92	N
22	0.594	0.214	0.074	0.155	0.173	0.152	0.178	0.208	0.293	0.272	0.502	0.286	0.262	0.594	0.541	0.689	0.77	N
25	0.655	0.653	0.543	0.68	0.708	0.681	0.688	0.75	0.732	0.736	0.78	0.676	0.599	0.78	0.866	0.88	0.891	N
27	0.507	0.433	0.299	0.388	0.403	0.328	0.269	0.478	0.552	0.485	0.5	0.463	0.448	0.597	0.746	0.803	0.881	T
31	0.614	0.833	0.807	0.823	0.807	0.816	0.814	0.833	0.841	0.825	0.833	0.832	0.798	0.912	0.912	0.93	0.939	T
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
34	0.547	0.22	0.102	0.144	0.263	0.178	0.144	0.265	0.431	0.364	0.61	0.407	0.356	0.593	0.729	0.788	0.847	N
36	0.589	0.185	0.055	0.075	0.152	0.09	0.055	0.131	0.236	0.221	0.445	0.233	0.303	0.49	0.507	0.63	0.648	N
39	0.549	0.493	0.415	0.465	0.504	0.411	0.423	0.472	0.518	0.542	0.507	0.507	0.479	0.641	0.704	0.824	0.794	T
50	0.619	0.179	0.044	0.135	0.151	0.163	0.116	0.244	0.282	0.306	0.494	0.359	0.278	0.468	0.622	0.778	0.845	N
55	0.614	0.323	0.109	0.318	0.337	0.315	0.312	0.371	0.457	0.399	0.506	0.295	0.323	0.686	0.767	0.862	0.884	T
56	0.75	0.333	0.083	0.333	0.417	0.333	0.25	0.417	0.333	0.5	0.75	0.5	0.5	0.75	0.833	0.917	1	N
63	0.61	0.316	0.152	0.225	0.284	0.255	0.248	0.317	0.43	0.398	0.509	0.42	0.338	0.494	0.593	0.723	0.774	T
67	0.587	0.256	0.062	0.163	0.278	0.231	0.187	0.35	0.402	0.359	0.622	0.426	0.349	0.713	0.703	0.876	0.871	T
81	0.606	0.25	0.079	0.197	0.3	0.163	0.124	0.236	0.27	0.244	0.488	0.399	0.31	0.596	0.621	0.685	0.772	T
88	0.618	0.256	0.071	0.137	0.185	0.172	0.225	0.345	0.307	0.295	0.622	0.396	0.251	0.577	0.621	0.77	0.819	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.5	0.816	0.789	0.816	0.842	0.789	0.784	0.838	0.895	0.763	0.868	0.816	0.816	0.895	0.895	0.974	0.947	T
94	0.632	0.446	0.312	0.39	0.458	0.4	0.471	0.491	0.466	0.477	0.67	0.536	0.529	0.691	0.74	0.848	0.863	N
BN190001	0.636	0.229	0.127	0.172	0.247	0.14	0.178	0.274	0.306	0.275	0.405	0.288	0.241	0.53	0.642	0.76	0.773	T
BN190002	0.667	0.194	0.06	0.13	0.211	0.119	0.151	0.247	0.299	0.223	0.554	0.27	0.246	0.551	0.667	0.786	0.835	N
BN190003	0.689	0.117	0.039	0.078	0.106	0.061	0.106	0.112	0.202	0.111	0.341	0.2	0.173	0.722	0.828	0.906	0.928	T
BN190005	0.675	0.129	0.043	0.137	0.137	0.164	0.128	0.198	0.31	0.233	0.474	0.402	0.256	0.573	0.692	0.778	0.778	N
BN190006	0.625	0.138	0.065	0.078	0.186	0.114	0.12	0.151	0.261	0.256	0.321	0.256	0.185	0.488	0.539	0.683	0.726	T
BN190007	0.621	0.184	0.061	0.16	0.179	0.136	0.113	0.3	0.264	0.266	0.477	0.257	0.196	0.575	0.458	0.64	0.71	N
BN190008	0.66	0.4	0.22	0.34	0.408	0.34	0.34	0.48	0.521	0.42	0.46	0.34	0.44	0.6	0.66	0.8	0.94	T
BN190010	0.633	0.397	0.32	0.364	0.406	0.375	0.365	0.472	0.431	0.464	0.588	0.487	0.486	0.647	0.748	0.778	0.812	N
BN190011	0.671	0.677	0.62	0.649	0.675	0.662	0.667	0.706	0.771	0.683	0.748	0.706	0.68	0.887	0.87	0.904	0.918	T
BN190012	0.657	0.13	0.047	0.137	0.18	0.125	0.13	0.178	0.188	0.163	0.439	0.259	0.295	0.469	0.583	0.658	0.826	N
BN190014	0.628	0.305	0.234	0.266	0.364	0.332	0.298	0.378	0.439	0.415	0.565	0.399	0.356	0.606	0.713	0.761	0.824	T
BN190015	0.703	0.267	0.08	0.24	0.293	0.267	0.227	0.405	0.453	0.347	0.627	0.467	0.453	0.676	0.733	0.747	0.853	N
BN190017	0.645	0.175	0.065	0.167	0.232	0.102	0.138	0.272	0.321	0.283	0.399	0.319	0.29	0.387	0.594	0.797	0.797	N
BN190018	0.637	0.348	0.292	0.257	0.319	0.33	0.312	0.402	0.455	0.407	0.611	0.451	0.398	0.69	0.726	0.823	0.858	T
BN190019	0.623	0.497	0.412	0.457	0.502	0.478	0.462	0.502	0.573	0.557	0.603	0.566	0.539	0.664	0.748	0.877	0.823	T
BN190023	0.545	0.258	0.123	0.23	0.274	0.218	0.224	0.342	0.361	0.343	0.557	0.374	0.286	0.481	0.643	0.77	0.804	N
BN190024	0.605	0.887	0.743	0.911	0.913	0.916	0.911	0.915	0.913	0.903	0.937	0.877	0.879	0.869	0.939	0.969	0.971	T
BN190026	0.636	0.305	0.212	0.294	0.324	0.308	0.299	0.333	0.362	0.362	0.507	0.393	0.318	0.612	0.613	0.762	0.743	N
BN190028	0.605	0.335	0.096	0.254	0.369	0.256	0.26	0.341	0.401	0.362	0.627	0.395	0.373	0.565	0.638	0.74	0.859	T
BN190029	0.633	0.194	0.072	0.217	0.271	0.313	0.253	0.354	0.376	0.337	0.57	0.364	0.392	0.482	0.627	0.693	0.8	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0.72	0.245	0.082	0.14	0.34	0.14	0.204	0.26	0.449	0.52	0.74	0.62	0.5	0.72	0.72	0.78	0.9	T
BN190032	0.599	0.189	0.115	0.128	0.23	0.201	0.169	0.209	0.278	0.216	0.315	0.228	0.215	0.449	0.604	0.785	0.792	N
BN190033	0.611	0.258	0.045	0.09	0.145	0.1	0.118	0.226	0.292	0.248	0.482	0.342	0.308	0.68	0.788	0.851	0.928	T
BN190034	0.632	0.398	0.33	0.38	0.444	0.352	0.358	0.371	0.416	0.401	0.532	0.456	0.482	0.606	0.694	0.794	0.835	T
BN190036	0.623	0.251	0.162	0.251	0.314	0.211	0.2	0.316	0.41	0.36	0.5	0.377	0.303	0.649	0.68	0.771	0.783	T
BN190037	0.666	0.213	0.132	0.188	0.247	0.194	0.166	0.199	0.325	0.247	0.319	0.278	0.216	0.453	0.516	0.637	0.691	N
BN190038	0.676	0.103	0.053	0.051	0.103	0.128	0.128	0.316	0.359	0.263	0.359	0.308	0.205	0.41	0.436	0.667	0.692	N
BN190039	0.555	0.536	0.511	0.545	0.586	0.53	0.517	0.605	0.649	0.586	0.74	0.662	0.604	0.74	0.861	0.868	0.887	T
BN190040	0.635	0.211	0.167	0.232	0.219	0.209	0.226	0.281	0.3	0.277	0.37	0.304	0.293	0.516	0.573	0.679	0.688	N
BN190041	0.573	0.201	0.043	0.147	0.193	0.103	0.171	0.267	0.33	0.231	0.427	0.226	0.158	0.474	0.624	0.778	0.859	T
BN190042	0.549	0.247	0.123	0.152	0.25	0.205	0.143	0.267	0.32	0.302	0.535	0.32	0.25	0.492	0.584	0.791	0.775	N
BN190044	0.602	0.94	0.904	0.94	0.939	0.904	0.94	0.952	0.928	0.952	0.928	0.94	0.916	0.976	0.976	0.976	1	T
BN190046	0.599	0.384	0.32	0.354	0.385	0.332	0.332	0.38	0.395	0.378	0.449	0.406	0.403	0.554	0.677	0.8	0.828	T
BN190047	0.588	0.233	0.109	0.203	0.29	0.214	0.236	0.431	0.478	0.467	0.683	0.481	0.396	0.678	0.738	0.836	0.907	N
BN190048	0.721	0.273	0.188	0.302	0.31	0.271	0.31	0.283	0.403	0.318	0.523	0.383	0.344	0.581	0.672	0.767	0.767	T
BN190049	0.594	0.913	0.793	0.946	0.937	0.886	0.909	0.927	0.942	0.945	0.934	0.906	0.845	0.955	0.957	0.976	0.959	T
BN190050	0.63	0.477	0.366	0.447	0.472	0.425	0.415	0.479	0.55	0.516	0.589	0.557	0.507	0.676	0.775	0.794	0.835	N
BN190051	0.57	0.303	0.251	0.317	0.378	0.332	0.208	0.365	0.403	0.372	0.584	0.446	0.283	0.502	0.632	0.741	0.781	T
BN190052	0.662	0.332	0.203	0.303	0.314	0.273	0.215	0.304	0.344	0.345	0.4	0.331	0.269	0.475	0.552	0.78	0.766	N
