	NCP.001	NCP.002	NCP.003	NCP.004	NCP.005	NCP.006	NCP.007	NCP.008	NCP.009	NCP.010	NCP.011	NCP.012	NCP.013	NCP.014	NCP.015	NCP.016	NCP.017	NCP.018	NCP.019	NCP.020	NCP.021	NCP.022	NCP.023	NCP.024	NCP.025	NCP.026	NCP.027	NCP.028	NCP.029	NCP.030	NCP.031	NCP.032	NCP.033	NCP.034	NCP.035	NCP.036	NCP.037	NCP.038	NCP.039	NCP.040	NCP.041	NCP.042	NCP.043	NCP.044	NCP.045	NCP.046	NCP.047	NCP.048	NCP.049	NCP.050	NCP.051	NCP.052	NCP.053	NCP.054	NCP.055	NCP.056	NCP.057	NCP.058	NCP.059	NCP.060	NCP.061	NCP.062	NCP.063	NCP.064	NCP.065	NCP.066	NCP.067	NCP.068	NCP.069	NCP.070	NCP.071	NCP.072	NCP.073	NCP.074	NCP.075
Brain	0.736889904591185	-0.435434943622064	-0.267959965305886	0.569414926275007	1.23931483953972	-0.9378598785706	-0.100484986989707	-0.602909921938243	-0.602909921938243	-0.100484986989707	-0.9378598785706	2.57911466606915	0.736889904591185	0.0669899913264712	-0.100484986989707	0.0669899913264712	1.23931483953972	-0.267959965305886	0.23446496964265	-0.100484986989707	0.401939947958828	0.0669899913264712	-1.77523477015149	0.23446496964265	0.0669899913264712	-0.9378598785706	1.23931483953972	-0.267959965305886	1.07183986122354	0.0669899913264712	-0.770384900254422	-0.435434943622064	-0.602909921938243	3.58396453596622	-0.267959965305886	-1.77523477015149	-0.602909921938243	-0.9378598785706	-0.100484986989707	1.4067898178559	1.90921475280444	-0.435434943622064	1.4067898178559	-1.94270974846767	-0.9378598785706	-0.435434943622064	-1.10533485688678	-0.100484986989707	0.0669899913264712	0.401939947958828	0.904364882907364	-0.435434943622064	0.569414926275007	-0.267959965305886	-2.27765970510003	-0.770384900254422	-0.435434943622064	0.0669899913264712	0.0669899913264712	0.401939947958828	-1.77523477015149	-0.435434943622064	0.0669899913264712	-0.435434943622064	0.569414926275007	0.736889904591185	0.736889904591185	0.0669899913264712	-0.770384900254422	0.0669899913264712	0.401939947958828	-1.10533485688678	1.74173977448826	1.74173977448826	-0.9378598785706
Colon	0.754189976735573	0.754189976735573	-0.436636302320594	-0.436636302320594	0.952661023244934	0.158776837207489	1.94501625579174	1.74654520928238	-1.03204944184868	-0.0396942093018721	0.35724788371685	0.35724788371685	2.93737148833855	-0.635107348829956	-0.436636302320594	-1.03204944184868	-0.833578395339317	-3.21523095345165	-0.833578395339317	-1.23052048835804	-1.23052048835804	0.158776837207489	0.555718930226211	-0.833578395339317	-0.635107348829956	1.54807416277302	0.952661023244934	-0.833578395339317	0.555718930226211	0.555718930226211	-0.436636302320594	-0.238165255811233	-1.23052048835804	-0.833578395339317	0.35724788371685	-0.238165255811233	-0.238165255811233	-0.436636302320594	-0.238165255811233	-1.03204944184868	-0.0396942093018721	1.34960311626366	0.754189976735573	0.754189976735573	-0.238165255811233	-1.03204944184868	-0.238165255811233	-0.436636302320594	-1.23052048835804	-1.4289915348674	-1.23052048835804	1.15113206975429	-0.0396942093018721	0.555718930226211	-0.0396942093018721	0.158776837207489	1.15113206975429	-0.833578395339317	0.158776837207489	0.952661023244934	0.952661023244934	-1.23052048835804	1.34960311626366	-0.833578395339317	-0.436636302320594	-1.03204944184868	0.754189976735573	1.74654520928238	-0.238165255811233	0.35724788371685	0.952661023244934	0.754189976735573	-0.833578395339317	1.74654520928238	-0.238165255811233
Intestine	1.01106532298941	0.59894630546655	0.186827287943694	-0.225291729579161	0.186827287943694	3.68983893688797	0.805005814227978	1.01106532298941	0.805005814227978	-1.04952976462487	-0.0192322208177333	0.805005814227978	0.59894630546655	-0.431351238340589	-2.90406534347772	-1.04952976462487	-1.46164878214773	1.21712483175083	-0.431351238340589	-0.431351238340589	-0.637410747102017	1.42318434051226	-0.843470255863444	1.42318434051226	0.186827287943694	0.59894630546655	-1.2555892733863	0.392886796705122	1.01106532298941	0.59894630546655	-0.431351238340589	0.392886796705122	1.01106532298941	-0.0192322208177333	0.392886796705122	-0.0192322208177333	2.4534818843194	0.59894630546655	0.186827287943694	-0.843470255863444	-1.04952976462487	-0.637410747102017	0.805005814227978	-1.04952976462487	-0.0192322208177333	-1.04952976462487	1.42318434051226	-1.2555892733863	0.805005814227978	-1.04952976462487	1.62924384927369	-0.637410747102017	-1.2555892733863	-0.843470255863444	-0.431351238340589	-1.2555892733863	-0.431351238340589	-0.637410747102017	-1.2555892733863	-0.431351238340589	0.59894630546655	0.392886796705122	-0.843470255863444	-0.637410747102017	0.392886796705122	0.59894630546655	-1.2555892733863	-0.225291729579161	0.186827287943694	-0.0192322208177333	-0.0192322208177333	0.186827287943694	-0.225291729579161	-0.843470255863444	0.805005814227978
Kidney	1.28747065157378	-0.556162739701324	-1.47797943533888	-0.325708565791936	-0.556162739701324	1.74837899939256	0.365653955936229	1.05701647766439	-2.63025030488582	-0.556162739701324	0.596108129845618	1.97883317330195	-0.0952543918825473	-1.24752526142949	0.365653955936229	0.826562303755006	1.74837899939256	1.28747065157378	-1.47797943533888	0.826562303755006	0.596108129845618	-1.0170710875201	0.596108129845618	-0.325708565791936	-1.70843360924827	0.365653955936229	0.826562303755006	0.135199782026841	-1.47797943533888	0.596108129845618	-0.325708565791936	-0.325708565791936	-0.0952543918825473	1.05701647766439	0.596108129845618	-1.47797943533888	3.13110404284889	-1.0170710875201	0.135199782026841	0.365653955936229	-0.786616913610713	0.135199782026841	-0.556162739701324	0.596108129845618	1.05701647766439	0.365653955936229	-0.786616913610713	1.05701647766439	0.596108129845618	-1.47797943533888	-0.556162739701324	0.826562303755006	-0.0952543918825473	-0.556162739701324	0.826562303755006	1.28747065157378	-1.0170710875201	0.135199782026841	-1.0170710875201	0.596108129845618	-0.556162739701324	0.365653955936229	-0.325708565791936	0.365653955936229	0.135199782026841	1.28747065157378	-1.0170710875201	-1.0170710875201	-0.325708565791936	0.135199782026841	-0.0952543918825473	-0.325708565791936	-0.325708565791936	-1.0170710875201	-1.70843360924827
Liver	-0.563032454914018	1.16053628461869	-0.735389328867289	0.643465662758879	-1.08010307677383	0.471108788805608	0.126395040899066	-0.735389328867289	-0.0459618330542054	-0.390675580960747	0.126395040899066	-0.390675580960747	0.126395040899066	0.126395040899066	-1.2524599507271	-0.218318707007476	-0.218318707007476	-0.735389328867289	-0.90774620282056	2.36703440229159	-0.735389328867289	0.81582253671215	-1.08010307677383	-0.390675580960747	-0.218318707007476	-0.390675580960747	0.471108788805608	-0.218318707007476	1.16053628461869	-2.80367181630654	-0.0459618330542054	0.471108788805608	-0.0459618330542054	1.84996378043178	-0.563032454914018	0.988179410665421	-0.390675580960747	0.298751914852337	-0.390675580960747	1.84996378043178	-0.90774620282056	1.84996378043178	-0.90774620282056	-0.90774620282056	0.643465662758879	-0.90774620282056	2.02232065438505	0.643465662758879	-0.0459618330542054	-0.390675580960747	-0.90774620282056	-1.42481682468037	-0.735389328867289	1.16053628461869	-0.90774620282056	0.643465662758879	-0.735389328867289	-0.563032454914018	0.471108788805608	-0.563032454914018	0.988179410665421	-1.08010307677383	1.33289315857196	0.81582253671215	-0.90774620282056	-1.2524599507271	-0.218318707007476	1.16053628461869	0.298751914852337	0.81582253671215	-1.2524599507271	-1.42481682468037	2.02232065438505	0.643465662758879	2.02232065438505
Lung	0.552828938018574	-0.989949493661166	-0.411407581781264	-0.411407581781264	-1.3756441015811	-0.989949493661166	-1.18279679762113	-0.0257129738613289	-0.797102189701199	0.745676241978541	3.05984388949815	0.938523545938509	-1.18279679762113	-0.411407581781264	0.167134330098639	-0.0257129738613289	0.167134330098639	-0.218560277821296	0.359981634058606	-0.0257129738613289	-1.18279679762113	1.51706545781841	0.359981634058606	-0.218560277821296	0.359981634058606	0.745676241978541	0.359981634058606	0.552828938018574	-0.218560277821296	-0.797102189701199	-0.604254885741231	0.359981634058606	-0.989949493661166	1.70991276177838	-0.218560277821296	0.167134330098639	1.13137084989848	-0.0257129738613289	0.745676241978541	0.552828938018574	-0.604254885741231	-0.411407581781264	-0.0257129738613289	-0.411407581781264	-0.411407581781264	-0.411407581781264	0.552828938018574	-0.797102189701199	-0.989949493661166	1.13137084989848	-0.411407581781264	-0.411407581781264	-1.18279679762113	4.40977501721792	0.938523545938509	0.359981634058606	-0.0257129738613289	-0.0257129738613289	0.552828938018574	-1.18279679762113	-1.18279679762113	-0.797102189701199	-0.411407581781264	-1.3756441015811	1.90276006573835	-1.18279679762113	1.51706545781841	0.552828938018574	0.359981634058606	-0.604254885741231	0.552828938018574	-0.0257129738613289	-0.989949493661166	0.167134330098639	-1.3756441015811
Pancreas	0.870508137117522	-0.401338167112624	-0.189363783074267	0.446559369040807	-0.613312551150982	0.658533753079165	2.77827759346274	-1.0372613192277	-1.46121008730441	-1.46121008730441	-0.613312551150982	-0.189363783074267	1.08248252115588	0.446559369040807	0.234584985002449	-1.46121008730441	0.658533753079165	-0.189363783074267	1.29445690519424	0.234584985002449	0.234584985002449	-0.189363783074267	0.234584985002449	0.0226106009640913	-1.0372613192277	-1.0372613192277	-1.0372613192277	1.29445690519424	0.0226106009640913	1.5064312892326	1.08248252115588	-0.613312551150982	1.29445690519424	1.29445690519424	0.446559369040807	1.29445690519424	-2.73305639153456	-0.401338167112624	0.658533753079165	1.93038005730931	-0.189363783074267	0.446559369040807	-0.401338167112624	0.658533753079165	-0.189363783074267	-0.82528693518934	1.71840567327095	-0.82528693518934	0.446559369040807	-1.24923570326606	2.14235444134767	-0.82528693518934	-0.613312551150982	0.0226106009640913	0.234584985002449	-1.46121008730441	-0.401338167112624	1.5064312892326	-0.189363783074267	-1.24923570326606	-1.24923570326606	0.0226106009640913	-0.189363783074267	1.08248252115588	-0.189363783074267	-0.401338167112624	-1.0372613192277	0.658533753079165	0.234584985002449	0.234584985002449	-1.24923570326606	-1.0372613192277	-1.0372613192277	-0.613312551150982	0.658533753079165
Spleen	0.642914503064783	-1.26045080206122	1.91182470648212	-1.26045080206122	-1.04896576815833	-1.26045080206122	-0.414510666449663	-0.203025632546774	-0.625995700352553	1.70033967257923	-0.837480734255442	1.48885463867634	1.70033967257923	0.431429469161894	0.431429469161894	0.642914503064783	-0.414510666449663	-0.625995700352553	0.219944435259005	-1.04896576815833	-1.47193583596411	-0.203025632546774	-1.04896576815833	-2.95233107328434	0.00845940135611539	0.219944435259005	-0.625995700352553	0.854399536967673	0.00845940135611539	0.854399536967673	-0.625995700352553	-0.837480734255442	0.642914503064783	-0.203025632546774	-1.26045080206122	-0.414510666449663	1.27736960477345	-0.414510666449663	0.219944435259005	-1.04896576815833	-0.837480734255442	0.00845940135611539	1.48885463867634	1.06588457087056	0.00845940135611539	-0.837480734255442	0.00845940135611539	0.219944435259005	1.27736960477345	0.642914503064783	2.75776484209368	0.854399536967673	-0.625995700352553	-0.414510666449663	-0.414510666449663	0.219944435259005	-0.625995700352553	-1.47193583596411	-0.837480734255442	-0.414510666449663	-0.203025632546774	-0.837480734255442	0.219944435259005	-0.203025632546774	1.06588457087056	-1.04896576815833	-0.414510666449663	0.00845940135611539	0.854399536967673	-1.04896576815833	1.27736960477345	1.48885463867634	1.70033967257923	0.854399536967673	1.06588457087056
stomach	-0.728728558815754	0.667557913367717	0.268618921315297	0.468088417341507	1.66490539349877	0.268618921315297	1.86437488952498	-1.12766755086817	0.667557913367717	-0.130320070737124	0.867027409393927	0.867027409393927	-0.529259062789544	0.867027409393927	0.0691494252890864	-0.329789566763334	-1.32713704689438	-0.130320070737124	-0.329789566763334	0.667557913367717	-0.728728558815754	-0.728728558815754	0.468088417341507	-0.728728558815754	-0.728728558815754	-0.529259062789544	-0.728728558815754	-0.728728558815754	3.06119186568224	0.268618921315297	0.867027409393927	0.0691494252890864	-2.92289301510407	-0.130320070737124	0.268618921315297	-0.728728558815754	-1.12766755086817	-0.529259062789544	0.468088417341507	1.06649690542014	-0.928198054841964	-0.928198054841964	-1.12766755086817	-0.928198054841964	-1.32713704689438	0.867027409393927	-1.32713704689438	-0.329789566763334	1.46543589747256	1.06649690542014	-0.130320070737124	-0.728728558815754	0.468088417341507	-0.928198054841964	0.867027409393927	-0.529259062789544	-1.32713704689438	0.0691494252890864	2.2633138815774	-0.928198054841964	1.66490539349877	1.06649690542014	0.468088417341507	0.867027409393927	0.867027409393927	0.268618921315297	-0.329789566763334	-1.92554553497302	0.468088417341507	0.867027409393927	-0.529259062789544	-0.529259062789544	0.667557913367717	0.667557913367717	-0.928198054841964
WBC	-0.35921263225788	-0.879810650022923	0.421684394389685	-1.40040866778797	-2.18130569443553	-0.749661145581662	-0.35921263225788	-1.00996015446418	0.0312358810659029	-0.619511641140401	-1.53055817222923	1.46288042991977	0.942282412154729	0.421684394389685	-0.879810650022923	0.0312358810659029	-1.14010965890544	-0.35921263225788	-1.00996015446418	-0.619511641140401	-1.53055817222923	1.07243191659599	-2.05115618999427	-1.40040866778797	-0.749661145581662	0.812132907713468	1.07243191659599	0.812132907713468	0.681983403272207	0.812132907713468	0.812132907713468	0.551833898830946	0.161385385507164	2.11362795212608	-0.619511641140401	-0.229063127816619	1.72317943880229	0.0312358810659029	0.0312358810659029	0.291534889948425	0.421684394389685	-0.35921263225788	-0.749661145581662	0.0312358810659029	0.0312358810659029	1.72317943880229	0.161385385507164	0.0312358810659029	-0.489362136699141	0.812132907713468	0.291534889948425	-0.879810650022923	-1.40040866778797	1.72317943880229	-0.619511641140401	1.46288042991977	-1.14010965890544	-1.66070767667049	0.291534889948425	0.291534889948425	-0.098913623375358	-1.40040866778797	0.0312358810659029	0.681983403272207	1.07243191659599	-1.53055817222923	0.942282412154729	1.72317943880229	1.46288042991977	-0.749661145581662	1.46288042991977	-0.098913623375358	0.681983403272207	0.551833898830946	0.681983403272207
