chr1:6245079-6263679	18600	18600	35386	1.90247	1.90247
chr1:11166587-11326608	160021	160021	175668	1.09778	1.09778
chr1:16450831-16486604	35773	35773	65597	1.8337	1.8337
chr1:27018523-27108601	90078	90078	86520	0.960501	0.960501
chr1:36686012-36770957	84945	84945	100240	1.18006	1.18006
chr1:37936118-37949978	13860	13860	14391	1.03831	1.03831
chr1:39545838-39952810	406972	406972	435998	1.07132	1.07132
chr1:51430366-51440309	9943	9943	4457	0.448255	0.448255
chr1:65298905-65537429	238524	238524	239288	1.0032	1.0032
chr1:78409735-78448889	39154	39154	31737	0.810569	0.810569
chr1:93293542-93307482	13940	13940	10080	0.723099	0.723099
chr1:115247084-115263515	16431	16431	8120	0.494188	0.494188
chr1:120454175-120616317	162142	162142	193168	1.19135	1.19135
chr1:198604097-198726605	122508	122508	59476	0.485487	0.485487
chr1:201969178-201986315	17137	17137	24209	1.41267	1.41267
chr1:209958967-209983520	24553	24553	17080	0.695638	0.695638
chr1:226246407-226259703	13296	13296	10840	0.815283	0.815283
chr10:8092412-8117164	24752	24752	34162	1.38017	1.38017
chr10:89619194-89731687	112493	112493	74200	0.659597	0.659597
chr10:123237843-123361972	124129	124129	148829	1.19899	1.19899
chr10:131261504-131569247	307743	307743	531204	1.72613	1.72613
chr11:532241-539567	7326	7326	6912	0.943489	0.943489
chr11:32409320-32480316	70996	70996	69160	0.974139	0.974139
chr11:57475994-57586653	110659	110659	138438	1.25103	1.25103
chr11:64532075-64550316	18241	18241	26607	1.45864	1.45864
chr11:69451872-69469242	17370	17370	30920	1.78008	1.78008
chr11:71931881-71950188	18307	18307	28013	1.53018	1.53018
chr11:100900354-101030002	129648	129648	53588	0.413335	0.413335
chr11:108089558-108239826	150268	150268	123200	0.819869	0.819869
chr11:118303204-118397539	94335	94335	103797	1.1003	1.1003
chr12:6679247-6720642	41395	41395	54812	1.32412	1.32412
chr12:12866203-12875316	9113	9113	1623	0.178097	0.178097
chr12:14514565-14655869	141304	141304	100800	0.713356	0.713356
chr12:25357722-25407865	50143	50143	47663	0.950541	0.950541
chr12:31943175-31949175	6000	6000	19597	3.26617	3.26617
chr12:46119491-46301823	182332	182332	129640	0.711011	0.711011
chr12:49412757-49453107	40350	40350	77560	1.92218	1.92218
chr12:52341450-52390863	49413	49413	69160	1.39963	1.39963
chr12:56469808-56497291	27483	27483	29440	1.07121	1.07121
chr12:58141509-58150230	8721	8721	5880	0.674235	0.674235
chr12:112852701-112947722	95021	95021	101785	1.07118	1.07118
chr12:115108058-115125969	17911	17911	16800	0.937971	0.937971
chr12:133200347-133268110	67763	67763	161158	2.37826	2.37826
chr13:32885616-32973809	88193	88193	90990	1.03171	1.03171
chr13:48870648-49056026	185378	185378	161560	0.871517	0.871517
chr13:73625113-73651680	26567	26567	24956	0.939361	0.939361
chr14:21853352-21909457	56105	56105	76720	1.36744	1.36744
chr14:23440382-23455851	15469	15469	16240	1.04984	1.04984
chr14:38058756-38068325	9569	9569	4509	0.471209	0.471209
chr14:92524895-92576965	52070	52070	74480	1.43038	1.43038
chr14:103239815-103377837	138022	138022	219831	1.59272	1.59272
chr14:105235686-105266080	30394	30394	61150	2.01191	2.01191
chr15:41948609-42062141	113532	113532	115360	1.0161	1.0161
chr15:44999714-45011075	11361	11361	453	0.0398733	0.0398733
chr15:57206287-57583459	377172	377172	234000	0.620407	0.620407
chr15:59275786-59389618	113832	113832	106400	0.934711	0.934711
chr15:66675210-66783882	108672	108672	112829	1.03825	1.03825
chr15:75661719-75752124	90405	90405	109480	1.21099	1.21099
chr15:90627210-90676805	49595	49595	60642	1.22274	1.22274
chr16:337439-406676	69237	69237	183640	2.65234	2.65234
chr16:3775055-3934121	159066	159066	218305	1.37242	1.37242
chr16:50352928-50406845	53917	53917	37477	0.695087	0.695087
chr16:67059049-67134958	75909	75909	65800	0.866827	0.866827
chr16:67592309-67673088	80779	80779	124608	1.54258	1.54258
chr16:68767192-68869445	102253	102253	111692	1.09231	1.09231
chr17:7215977-7222658	6681	6681	12311	1.84269	1.84269
