chr1:6245079-6263679	18600	18600	49032	2.63613	2.63613
chr1:11166587-11326608	160021	160021	223287	1.39536	1.39536
chr1:16450831-16486604	35773	35773	67354	1.88282	1.88282
chr1:27018523-27108601	90078	90078	120841	1.34152	1.34152
chr1:36686012-36770957	84945	84945	159329	1.87567	1.87567
chr1:37936118-37949978	13860	13860	13584	0.980087	0.980087
chr1:39545838-39952810	406972	406972	547322	1.34486	1.34486
chr1:51430366-51440309	9943	9943	5470	0.550136	0.550136
chr1:65298905-65537429	238524	238524	285401	1.19653	1.19653
chr1:78409735-78448889	39154	39154	36838	0.940849	0.940849
chr1:93293542-93307482	13940	13940	14130	1.01363	1.01363
chr1:115247084-115263515	16431	16431	10188	0.620047	0.620047
chr1:120454175-120616317	162142	162142	207722	1.28111	1.28111
chr1:198604097-198726605	122508	122508	82252	0.671401	0.671401
chr1:201969178-201986315	17137	17137	33595	1.96038	1.96038
chr1:209958967-209983520	24553	24553	14433	0.58783	0.58783
chr1:226246407-226259703	13296	13296	13393	1.0073	1.0073
chr10:8092412-8117164	24752	24752	45128	1.82321	1.82321
chr10:89619194-89731687	112493	112493	86315	0.767292	0.767292
chr10:123237843-123361972	124129	124129	220839	1.77911	1.77911
chr10:131261504-131569247	307743	307743	676315	2.19766	2.19766
chr11:532241-539567	7326	7326	7483	1.02143	1.02143
chr11:32409320-32480316	70996	70996	97605	1.3748	1.3748
chr11:57475994-57586653	110659	110659	172396	1.5579	1.5579
chr11:64532075-64550316	18241	18241	27374	1.50069	1.50069
chr11:69451872-69469242	17370	17370	32045	1.84485	1.84485
chr11:71931881-71950188	18307	18307	26016	1.4211	1.4211
chr11:100900354-101030002	129648	129648	63507	0.489842	0.489842
chr11:108089558-108239826	150268	150268	153715	1.02294	1.02294
chr11:118303204-118397539	94335	94335	133010	1.40998	1.40998
chr12:6679247-6720642	41395	41395	77873	1.88122	1.88122
chr12:12866203-12875316	9113	9113	3292	0.361242	0.361242
chr12:14514565-14655869	141304	141304	102764	0.727255	0.727255
chr12:25357722-25407865	50143	50143	55775	1.11232	1.11232
chr12:31943175-31949175	6000	6000	31834	5.30567	5.30567
chr12:46119491-46301823	182332	182332	176875	0.970071	0.970071
chr12:49412757-49453107	40350	40350	74712	1.8516	1.8516
chr12:52341450-52390863	49413	49413	94261	1.90762	1.90762
chr12:56469808-56497291	27483	27483	41055	1.49383	1.49383
chr12:58141509-58150230	8721	8721	8207	0.941062	0.941062
chr12:112852701-112947722	95021	95021	123730	1.30213	1.30213
chr12:115108058-115125969	17911	17911	20942	1.16923	1.16923
chr12:133200347-133268110	67763	67763	186347	2.74998	2.74998
chr13:32885616-32973809	88193	88193	97787	1.10878	1.10878
chr13:48870648-49056026	185378	185378	143481	0.773992	0.773992
chr13:73625113-73651680	26567	26567	23307	0.877291	0.877291
chr14:21853352-21909457	56105	56105	95396	1.70031	1.70031
chr14:23440382-23455851	15469	15469	16257	1.05094	1.05094
chr14:38058756-38068325	9569	9569	5911	0.617724	0.617724
chr14:92524895-92576965	52070	52070	93673	1.79898	1.79898
chr14:103239815-103377837	138022	138022	280668	2.0335	2.0335
chr14:105235686-105266080	30394	30394	60011	1.97444	1.97444
chr15:41948609-42062141	113532	113532	146877	1.29371	1.29371
chr15:44999714-45011075	11361	11361	1981	0.174368	0.174368
chr15:57206287-57583459	377172	377172	270763	0.717877	0.717877
chr15:59275786-59389618	113832	113832	149990	1.31764	1.31764
chr15:66675210-66783882	108672	108672	141553	1.30257	1.30257
chr15:75661719-75752124	90405	90405	144047	1.59335	1.59335
