chr1:6245079-6263679	18600	18600	38496	2.06968	2.06968
chr1:11166587-11326608	160021	160021	252476	1.57777	1.57777
chr1:16450831-16486604	35773	35773	64498	1.80298	1.80298
chr1:27018523-27108601	90078	90078	137634	1.52794	1.52794
chr1:36686012-36770957	84945	84945	159324	1.87561	1.87561
chr1:37936118-37949978	13860	13860	13244	0.955556	0.955556
chr1:39545838-39952810	406972	406972	622081	1.52856	1.52856
chr1:51430366-51440309	9943	9943	6999	0.703912	0.703912
chr1:65298905-65537429	238524	238524	341043	1.42981	1.42981
chr1:78409735-78448889	39154	39154	51614	1.31823	1.31823
chr1:93293542-93307482	13940	13940	16756	1.20201	1.20201
chr1:115247084-115263515	16431	16431	16188	0.985211	0.985211
chr1:120454175-120616317	162142	162142	253044	1.56063	1.56063
chr1:198604097-198726605	122508	122508	99181	0.809588	0.809588
chr1:201969178-201986315	17137	17137	35513	2.0723	2.0723
chr1:209958967-209983520	24553	24553	22436	0.913778	0.913778
chr1:226246407-226259703	13296	13296	17881	1.34484	1.34484
chr10:8092412-8117164	24752	24752	46982	1.89811	1.89811
chr10:89619194-89731687	112493	112493	104427	0.928298	0.928298
chr10:123237843-123361972	124129	124129	224757	1.81067	1.81067
chr10:131261504-131569247	307743	307743	730470	2.37364	2.37364
chr11:532241-539567	7326	7326	3948	0.538903	0.538903
chr11:32409320-32480316	70996	70996	113256	1.59524	1.59524
chr11:57475994-57586653	110659	110659	179649	1.62345	1.62345
chr11:64532075-64550316	18241	18241	29700	1.6282	1.6282
chr11:69451872-69469242	17370	17370	23023	1.32545	1.32545
chr11:71931881-71950188	18307	18307	29536	1.61337	1.61337
chr11:100900354-101030002	129648	129648	92071	0.710161	0.710161
chr11:108089558-108239826	150268	150268	181852	1.21018	1.21018
chr11:118303204-118397539	94335	94335	144556	1.53237	1.53237
chr12:6679247-6720642	41395	41395	93572	2.26047	2.26047
chr12:12866203-12875316	9113	9113	3623	0.397564	0.397564
chr12:14514565-14655869	141304	141304	136873	0.968642	0.968642
chr12:25357722-25407865	50143	50143	61670	1.22988	1.22988
chr12:31943175-31949175	6000	6000	27900	4.65	4.65
chr12:46119491-46301823	182332	182332	207320	1.13705	1.13705
chr12:49412757-49453107	40350	40350	89460	2.2171	2.2171
chr12:52341450-52390863	49413	49413	93202	1.88618	1.88618
chr12:56469808-56497291	27483	27483	50439	1.83528	1.83528
chr12:58141509-58150230	8721	8721	10218	1.17165	1.17165
chr12:112852701-112947722	95021	95021	160485	1.68894	1.68894
chr12:115108058-115125969	17911	17911	22936	1.28055	1.28055
chr12:133200347-133268110	67763	67763	206468	3.04691	3.04691
chr13:32885616-32973809	88193	88193	137887	1.56347	1.56347
chr13:48870648-49056026	185378	185378	194540	1.04942	1.04942
chr13:73625113-73651680	26567	26567	35410	1.33286	1.33286
chr14:21853352-21909457	56105	56105	116156	2.07033	2.07033
chr14:23440382-23455851	15469	15469	17211	1.11261	1.11261
chr14:38058756-38068325	9569	9569	3635	0.379873	0.379873
chr14:92524895-92576965	52070	52070	124960	2.39985	2.39985
chr14:103239815-103377837	138022	138022	290051	2.10148	2.10148
chr14:105235686-105266080	30394	30394	41231	1.35655	1.35655
chr15:41948609-42062141	113532	113532	166887	1.46996	1.46996
chr15:44999714-45011075	11361	11361	1789	0.157469	0.157469
chr15:57206287-57583459	377172	377172	317512	0.841823	0.841823
chr15:59275786-59389618	113832	113832	169385	1.48803	1.48803
chr15:66675210-66783882	108672	108672	162610	1.49634	1.49634
chr15:75661719-75752124	90405	90405	162988	1.80286	1.80286
chr15:90627210-90676805	49595	49595	88561	1.78568	1.78568
chr16:337439-406676	69237	69237	174516	2.52056	2.52056
chr16:3775055-3934121	159066	159066	317514	1.99611	1.99611
chr16:50352928-50406845	53917	53917	42568	0.78951	0.78951
chr16:67059049-67134958	75909	75909	95424	1.25708	1.25708
chr16:67592309-67673088	80779	80779	198800	2.46104	2.46104
chr16:68767192-68869445	102253	102253	157379	1.53911	1.53911
chr17:7215977-7222658	6681	6681	16152	2.4176	2.4176
chr17:7571719-7594868	23149	23149	53653	2.31772	2.31772
chr17:7784122-7816075	31953	31953	88007	2.75426	2.75426
chr17:11920134-12047148	127014	127014	139160	1.09563	1.09563
chr17:15933407-16122874	189467	189467	330860	1.74627	1.74627
chr17:29417944-29704695	286751	286751	322850	1.12589	1.12589
chr17:37613763-37690818	77055	77055	160674	2.08519	2.08519
chr17:37840336-37884916	44580	44580	84261	1.89011	1.89011
chr17:38461422-38513895	52473	52473	55731	1.06209	1.06209
chr17:38811871-38825416	13545	13545	10463	0.772462	0.772462
chr17:41196311-41281500	85189	85189	175977	2.06572	2.06572
chr17:44107281-44306740	199459	199459	248324	1.24499	1.24499
chr17:47676245-47759525	83280	83280	143704	1.72555	1.72555
chr17:56429860-56498943	69083	69083	71852	1.04008	1.04008
chr17:63524682-63561766	37084	37084	74976	2.02179	2.02179
chr17:70067182-70122560	55378	55378	44215	0.798422	0.798422
chr17:80787309-80801931	14622	14622	38146	2.60881	2.60881
chr17_ctg5_hap1:559497-760700	201203	201203	46008	0.228665	0.228665
chr18:42256137-42648475	392338	392338	356136	0.907728	0.907728
chr18:45359465-45461517	102052	102052	106500	1.04359	1.04359
chr18:48552582-48611411	58829	58829	59812	1.01671	1.01671
chr18:60790578-60990613	200035	200035	282012	1.40981	1.40981
chr19:1201797-1228434	26637	26637	48437	1.81841	1.81841
chr19:1403567-1435686	32119	32119	79139	2.46393	2.46393
chr19:3090407-3124000	33593	33593	75874	2.25863	2.25863
chr19:10596795-10618054	21259	21259	52824	2.48478	2.48478
chr19:11067597-11172958	105361	105361	269500	2.55787	2.55787
chr19:13317255-13621274	304019	304019	499927	1.64439	1.64439
chr19:17935592-17962841	27249	27249	56095	2.05861	2.05861
chr19:18259987-18281344	21357	21357	35623	1.66798	1.66798
chr19:36204920-36229781	24861	24861	59356	2.38751	2.38751
chr19:42768688-42799948	31260	31260	48055	1.53727	1.53727
chr19:45854648-45877845	23197	23197	51042	2.20037	2.20037
chr19:47417932-47508333	90401	90401	170684	1.88808	1.88808
