	idx	beta	pval	cilb	ciub	i2	tau2
PEG3	22826	-2.57998321334523	3.92328822970259e-20	-3.13021138608161	-2.02975504060885	98.0940085929228	1.66332916900225
OTX1	10973	2.97589697493059	4.12987565736867e-08	1.91255482266949	4.0392391271917	97.6130666241956	6.05728153243231
MNX1	15068	2.94430461269718	3.50867414259979e-06	1.70022296528511	4.18838626010924	97.6396648925468	8.20207163626572
TRIM58	8885	-1.66579307924307	3.74291569344088e-06	-2.37169027919193	-0.959895879294221	97.6065926530044	2.77844482772117
ZNF518B	16579	-0.49496413734453	9.90755885743198e-06	-0.714487133940509	-0.275441140748551	96.9378757874765	0.258804501584748
SHOX2	20587	2.11489631180859	8.16987527808538e-05	1.06266472234749	3.16712790126969	98.3158583256202	6.10035921559734
DLX5	6634	1.66869546696138	0.000151335631235412	0.805486852751306	2.53190408117145	97.7259919932576	4.04146830655297
DMRTA2	2555	2.01259671721923	0.000388792676307634	0.900677927220067	3.12451550721839	94.0553212359704	6.48937680828212
HIST1H3G	8660	2.20773675375571	0.00072764480749627	0.927134636081826	3.4883388714296	99.052367591582	9.23477387480214
GSC	3704	1.33723660594391	0.00103875076155176	0.538125873413654	2.13634733847417	95.3261859125157	2.81552490672869
TFAP2E	3183	0.413258002058152	0.0231114133472731	0.0566920923905386	0.769823911725766	95.7712926052863	0.669019028552575
LINC00461	27696	-1.42291223545171	0.0437227007468402	-2.80576642741448	-0.0400580434889355	98.4851239558462	10.9358165966468
TRH	30601	-1.08044427181025	0.0568888751282568	-2.19255029685557	0.03166175323508	94.0432772066763	6.27795255724305
BCAN	25025	0.715165890837932	0.0749077271881925	-0.0718507472718393	1.5021825289477	98.7475302663078	3.45007892915112
GRIN1	7882	0.955025908528016	0.0766760636558043	-0.102314264239726	2.01236608129576	98.7209736861783	6.28654086751211
IFFO1	30482	-0.347676983316595	0.0931752903604934	-0.753563090917577	0.0582091242843878	98.5449556124591	0.926933993993014
SPEG	19708	-0.713023701743103	0.1155935600996	-1.60114839169571	0.175100988209504	99.098798457169	4.46085899183751
HOXA1	1666	0.483053985788953	0.118767954516847	-0.123862135073386	1.08997010665129	98.9859508750128	2.0557182928486
POU4F3	28124	0.569839314359913	0.235621813612881	-0.371866734898769	1.5115453636186	93.4872045234062	4.59057292092904
ARRB2	20103	0.186056125690576	0.239430688530996	-0.12392339122782	0.496035642608971	98.5553447336585	0.550560781447079
HOXA9	26515	0.523342378510102	0.311281342169529	-0.48968940705483	1.53637416407503	99.3401262187383	5.7590925498998
LHX1	9084	1.09979457012235	0.312868667519252	-1.03606842972391	3.23565756996861	98.9698190832853	25.5792948446191
PITX2	13496	0.928229256921668	0.313900465066742	-0.878292025931452	2.73475053977479	98.9183316929673	18.6482813229424
SATB2-AS1	28355	0.588184713847068	0.322519473761053	-0.577112179291571	1.75348160698571	98.5409040307237	7.17169669172078
FGF8	17039	0.596386514080028	0.332556014748137	-0.609931609657631	1.80270463781769	92.63607795643	7.28488374505141
NR2E1	11687	0.646488576176465	0.392750130418604	-0.836116263200256	2.12909341555319	97.7056862993413	11.9401644813205
SIM1	28190	-0.393249244332647	0.512399674587777	-1.56978351189763	0.783285023232336	97.9338263077571	7.10299923502757
HOXD4	24385	0.341621308542979	0.621230906394855	-1.01348198125167	1.69672459833763	99.3404769159506	10.1611376966278
AHRR	14851	-0.0460324484997015	0.787569005449261	-0.380846593807243	0.288781696807839	94.3371959876891	0.55457232596348
SLC2A14	29353	0.0743539762671632	0.87838531346836	-0.878034661908665	1.02674261444299	97.2425537568607	5.14248599317048
