	V1	V2	V3	V4	V5	V6
1	0.742109130639705	0.943338019112602	0.842065365086176	0.735498207885305	0.92025392765802	0.821073446327684
2	0.737822370728744	0.939827251666161	0.838682686118859	0.73511451178794	0.927812110922468	0.827627118644068
3	0.738031893300627	0.943596134907103	0.840370449831939	0.735829460348889	0.912580086580087	0.820847457627119
4	0.736428571428571	0.941749973596198	0.838675534577701	0.742797970384177	0.915795454545455	0.824350282485876
5	0.746328254879187	0.942251461988304	0.843756704569835	0.722375110521662	0.916026936026936	0.82090395480226
6	0.737873973151673	0.935007890470186	0.836165343631553	0.74802207481315	0.918285714285714	0.827853107344633
7	0.740030139994762	0.936899337406906	0.837828076950583	0.741544477028348	0.948514588859416	0.841186440677966
8	0.738331243807377	0.936714783113303	0.836998498176357	0.73491577540107	0.904383442265795	0.821016949152542
9	0.734699949835398	0.948985962599799	0.841225059000214	0.736941354791253	0.905937732799213	0.821073446327684
10	0.741511913534758	0.943853994332254	0.842058213545019	0.717636465042079	0.920521303258145	0.820790960451977
