	V1	V2	V3	V4	V5	V6
1	0.899159663865546	0.846153846153846	0.872881355932203	0.9	0.733333333333333	0.816666666666667
2	0.891666666666667	0.862068965517241	0.877118644067797	0.689655172413793	0.774193548387097	0.733333333333333
3	0.854700854700855	0.873949579831933	0.864406779661017	0.90625	0.928571428571429	0.916666666666667
4	0.906779661016949	0.88135593220339	0.894067796610169	0.838709677419355	0.896551724137931	0.866666666666667
5	0.859504132231405	0.895652173913044	0.877118644067797	0.857142857142857	0.90625	0.883333333333333
6	0.908333333333333	0.879310344827586	0.894067796610169	0.827586206896552	0.870967741935484	0.85
7	0.787610619469027	0.886178861788618	0.838983050847458	0.833333333333333	0.833333333333333	0.833333333333333
8	0.915966386554622	0.88034188034188	0.898305084745763	0.8	0.866666666666667	0.833333333333333
9	0.878260869565217	0.925619834710744	0.902542372881356	0.852941176470588	0.692307692307692	0.783333333333333
10	0.894308943089431	0.84070796460177	0.86864406779661	0.923076923076923	0.882352941176471	0.9
