	V1	V2	V3	V4	V5	V6
1	0.0696172248803828	0.968081738644829	0.408771365229207	0.119047619047619	0.943638565332718	0.405197740112994
2	0	0.984336652953716	0.424833726668097	0.241904761904762	0.962115987460815	0.456101694915254
3	0.0205263157894737	0.97624884377427	0.413820353286133	0.0729166666666667	0.968190476190476	0.40864406779661
4	0.0233333333333333	0.981846279759329	0.416391332332118	0.155844155844156	0.96173886328725	0.455875706214689
5	0.036359649122807	0.976315282200697	0.416402059643853	0.0333333333333333	0.951469182990922	0.405367231638418
6	0.151702786377709	0.899257732091135	0.376728885074734	0.157777777777778	0.806322128851541	0.337683615819209
7	0	0.981879506629468	0.396016591575485	0.128	0.916843674843675	0.425819209039548
8	0	0.973378934719787	0.348866480726597	0.25	0.911935222672065	0.378305084745763
9	0.1725	0.955504590202035	0.35476650218122	0.0685714285714286	0.896545477261369	0.324576271186441
10	0.0125	0.977388655459772	0.393645855681899	0.288444444444444	0.88036036527191	0.445254237288136
