	V1	V2	V3	V4	V5	V6
1	0.845712763999781	0.925068171042684	0.885139097475506	0.809722222222222	0.897047491039426	0.854689265536723
2	0.850212804956752	0.929892658677344	0.890209540155904	0.778782325833559	0.888467671829577	0.834350282485876
3	0.850858376145418	0.924971673354026	0.887656439962812	0.809213995718609	0.899470899470899	0.851299435028249
4	0.848871878986696	0.921492208723074	0.885135521704927	0.786518353726363	0.896212885154062	0.841186440677966
5	0.847297996121526	0.921779611063655	0.88430951870128	0.805301724137931	0.897141680056029	0.851525423728814
6	0.84697897460743	0.932104401361673	0.889362082528785	0.807276885037796	0.880978668390433	0.841129943502825
7	0.845434582708646	0.929748765175817	0.887677894586283	0.794813756223492	0.872254283351058	0.834406779661017
8	0.848857759489036	0.921902834008097	0.885139097475506	0.790837754199823	0.891447811447811	0.841073446327684
9	0.849308865203764	0.928499250300319	0.888511049131088	0.790575285513925	0.89327080536758	0.837683615819209
10	0.843803957933479	0.923486120838043	0.883444182221269	0.804876014789808	0.914180514825676	0.858022598870056
