""	"70"
"TCGA.73.4670.11"	0.0878725615322513
"TCGA.18.3410.11"	0.126895846206014
"TCGA.55.1594.11"	0.0913081010945759
"TCGA.66.2788.11"	0.0878725615322513
"TCGA.73.4666.11"	0.141762529154319
"TCGA.18.3414.11"	0.114447725165911
"TCGA.49.4501.11"	0.078049224584878
"TCGA.18.3416.11"	0.190443254133654
"TCGA.49.4505.11"	0.109612843538055
"TCGA.18.3407.11"	0.0996676313768757
"TCGA.38.4628.11"	0.0810951526656624
"TCGA.66.2790.11"	0.190443254133654
"TCGA.55.1592.11"	0.141762529154319
"TCGA.73.4675.11"	0.150443010158173
"TCGA.66.2795.11"	0.134132643307844
"TCGA.18.3421.11"	0.141762529154319
"TCGA.18.3415.11"	0.120568100802545
"TCGA.73.4662.11"	0.078049224584878
"TCGA.18.3408.11"	0.0810951526656624
"TCGA.66.2744.11"	0.126895846206014
"TCGA.73.4668.11"	0.0845159262367504
"TCGA.18.3406.11"	0.120568100802545
"TCGA.44.4112.11"	0.200664162769171
"TCGA.44.3918.11"	0.0996676313768757
"TCGA.73.4659.11"	0.160573922967514
"TCGA.49.4510.11"	0.0810951526656624
"TCGA.66.2787.11"	0.190443254133654
"TCGA.38.4629.11"	0.120568100802545
"TCGA.66.2754.11"	0.134132643307844
"TCGA.66.2734.11"	0.150443010158173
"TCGA.66.2727.11"	0.141762529154319
"TCGA.66.2742.11"	0.126895846206014
"TCGA.66.2753.11"	0.141762529154319
"TCGA.49.4506.11"	0.0913081010945759
"TCGA.49.4486.11"	0.0952463327619162
"TCGA.49.4494.11"	0.109612843538055
"TCGA.44.3919.11"	0.150443010158173
"TCGA.18.3409.11"	0.0810951526656624
"TCGA.18.3411.11"	0.120568100802545
"TCGA.66.2792.11"	0.190443254133654
"TCGA.38.4630.11"	0.0996676313768757
"TCGA.73.4677.11"	0.0752072834850949
"TCGA.18.3419.11"	0.141762529154319
"TCGA.55.1596.11"	0.0996676313768757
"TCGA.66.2737.11"	0.120568100802545
"TCGA.18.3412.11"	0.170550876033051
"TCGA.66.2789.11"	0.120568100802545
"TCGA.66.2771.11"	0.120568100802545
"TCGA.55.1595.11"	0.0913081010945759
"TCGA.66.2791.11"	0.134132643307844
"TCGA.49.4507.11"	0.0752072834850949
"X13.LN"	0.148432671117348
"X15.LN"	0.21470062766376
"X21.LN"	0.0883458721672344
"X23.LN"	0.0746085020831791
"X24.LN"	0.158574859022648
"X44.LN"	0.21470062766376
"X46.LN"	0.158574859022648
"X56.LN"	1.13659946583138
"X68.LN"	0.179099356065772
"X71.LN"	0.316697930774717
"X77.LN"	0.179099356065772
"X100.LN"	0.21470062766376
"X113.LN"	0.243841077170898
"X115.LN"	0.202724695552158
"X116.LN"	0.228428891953027
"X119.LN"	0.0883458721672344
"X127.LN"	0.278509048101543
"X140.LN"	0.295362940508374
"X141.LN"	0.202724695552158
"X142.LN"	0.111409780858833
"X146.LN"	0.0883458721672344
"X202.LN"	0.316697930774717
"X204.LN"	0.243841077170898
"X205.LN"	0.148432671117348
"X211.LN"	0.128856573699521
"X224.LN"	0.295362940508374
"X226.LN"	0.128856573699521
"X233.LN"	0.128856573699521
"X234.LN"	0.243841077170898
"X244.LN"	0.138515694763779
"X245.LN"	0.295362940508374
"X268.LN"	0.202724695552158
"X286.LN"	0.260964583388615
"X307.LN"	0.21470062766376
"X528.LN"	0.128856573699521
"X554.LN"	0.179099356065772
"X587.LN"	0.316697930774717
"X615.LN"	0.19102381547406
"X621.LN"	0.228428891953027
"X622.LN"	0.179099356065772
"X723.LN"	0.138515694763779
"X759.LN"	0.0883458721672344
"X778.LN"	0.103617493463312
"X889.LN"	0.148432671117348
"X900.LN"	0.158574859022648
"X901.LN"	0.420838744697159
"X924.LN"	0.19102381547406
"X986.LN"	0.881897314578654
