TargetID	X611.121_mas.lungtumortissue.Signal	X612..123.lungtumortissue.Signal	X613.132_mas.lungtumortissue.Signal	X614.185_mas.lungtumortissue.Signal	X615.187_mas.lungtumortissue.Signal	X616..232.lungtumortissue.Signal	X617..234.lungtumortissue.Signal	X618..243.lungtumortissue.Signal	X619.390_mas.lungtumortissue.Signal	X620..440.lungtumortissue.Signal	X1146.Lung.398SCC.lungtumortissue.Signal	X1608.4644T.lungtumortissue.Signal	X1609.4645T.lungtumortissue.Signal	X1610.4648T.lungtumortissue.Signal	X1611.4652T.lungtumortissue.Signal	X1612.4653T.lungtumortissue.Signal	X1613.4654T.lungtumortissue.Signal	X1614.6008T.lungtumortissue.Signal	X1615.6220T.lungtumortissue.Signal	X1616.6338T.lungtumortissue.Signal	X1617.6499T.lungtumortissue.Signal	X1618.6501T.lungtumortissue.Signal	X1619.6512T.lungtumortissue.Signal	X622.H1395wt.lungcellline.Signal	X623.H441wt.lungcellline.Signal	X624.H1155wt.lungcellline.Signal	X625.CALU3wt.lungcellline.Signal	X626.H23KO.lungcellline.Signal	X627.A427KO.lungcellline.Signal	X628.H522KO.lungcellline.Signal	X629.A549KO.lungcellline.Signal	X631.H2126KO.lungcellline.Signal	X990.H1299.lungcellline.Signal	X1657.normal_lung.lungnormaltissue.Signal	X1686.Nlung.571.lungnormaltissue.Signal	X1688.Nlung.593.lungnormaltissue.Signal
AATK_E63_R	0.92868265337901	0.945014319187712	0.937275291774988	0.952380952380952	0.90255033557047	0.873740858286187	0.875637021206641	0.779890740612682	0.858363504706734	0.903506201777517	0.910298149417409	0.955948918953091	0.879749800225951	0.60634497467342	0.939899483456652	0.942672007540057	0.703800148801007	0.836404684633837	0.933095350977494	0.90889146986708	0.86399382734368	0.87134454705365	0.953647682384119	0.965348340367881	0.462552163408742	0.937790750706923	0.91781379263579	0.883684375982395	0.893017467442997	0.968134605442497	0.935144889077593	0.883897982489532	0.947563471430942	0.947292054379712	0.884865774266696	0.775241523015723
AATK_P519_R	0.97186111568208	0.945334977394164	0.947893839785732	0.966207001060767	0.93327678823862	0.924545328335416	0.92451505870342	0.772372992769274	0.918546106628043	0.906268597500496	0.883454854606761	0.951668211306765	0.928812795674702	0.475813146177647	0.851441019605879	0.954575691342773	0.938588592451568	0.872426594667567	0.962875350004828	0.952305284699651	0.940691038099645	0.965421404914654	0.9466324596681	0.93317139640974	0.958271502344631	0.922789849062863	0.970469181232751	0.962602556763976	0.975975657219686	0.964987597786682	0.962461003426584	0.88198386614879	0.971937060115659	0.910750875372844	0.824391356405724	0.853218421761379
AATK_P709_R	0.919345118521495	0.880779296307066	0.856222112047595	0.897977801429223	0.839101286464939	0.734700030147724	0.855663138932673	0.659428962215763	0.776952236542836	0.831697459584296	0.386101657701175	0.862495651741788	0.923592852926973	0.162648876519461	0.542119333371253	0.868245877061469	0.770697030699547	0.513247237385168	0.905353111899387	0.817826935588809	0.72403880704276	0.913618359739049	0.805482513804891	0.893466148911025	0.877850485821931	0.840131270511017	0.897959183673469	0.901660757604031	0.921862348178138	0.941168191414497	0.951747280722055	0.810775722168127	0.94711905853584	0.738148061653433	0.62766285890707	0.633222591362126
ABCA1_E120_R	0.0341207349081365	0.0330188679245283	0.03128568166248	0.038904585959574	0.0218715995647443	0.0239546123135112	0.0274086378737542	0.0400185414091471	0.0482164449818622	0.041371158392435	0.0206510163448627	0.0192477797827548	0.024400190307891	0.0177594014569797	0.0235157497459718	0.0214555595537963	0.0230450833426558	0.018783766804875	0.0204390346865546	0.0186835297499281	0.0223479490806223	0.0241730279898219	0.0166999069272703	0.0266666666666667	0.049757986447241	0.0251637043966324	0.0306859205776173	0.0239739413680782	0.93736415728117	0.0327089740005591	0.025974025974026	0.0462918080465342	0.0279027902790279	0.0193548387096774	0.0155684683696963	0.0189098998887653
ABCA1_P45_F	0.0382324687800192	0.0388483533819759	0.0380284290197526	0.158396411550322	0.0293159609120521	0.123425692695214	0.0326472675656494	0.0473405736563631	0.0778600429902078	0.038330078125	0.0321063394683027	0.0293695131683958	0.0259892296885975	0.0361854795154695	0.025015945007441	0.0274778017758579	0.0248572118091867	0.0223807525528046	0.0284394749635391	0.0451325975951244	0.0300715214564369	0.0216764196818594	0.0199045044008514	0.0483264012675777	0.0394481150408084	0.0381554784737809	0.0472179117712259	0.0379232505643341	0.916240409207161	0.0496473906911142	0.044822256568779	0.0827309236947791	0.0390309555854643	0.0267077555213148	0.0274053627760252	0.0449208779989791
ABCB4_E429_F	0.948888379555352	0.953611967718654	0.974171640255197	0.972018989109187	0.862795041602989	0.91840060165455	0.922237525161564	0.862178561109506	0.958909795240731	0.912641083521445	0.963086009597637	0.956326219512195	0.923297785069729	0.960275527376619	0.893900698565312	0.955207853965332	0.960174073585652	0.954160698007553	0.951705741962656	0.949743229601018	0.951202924424042	0.949309487274459	0.955035184669821	0.901266071253312	0.762256031965576	0.955536181342633	0.924395504597571	0.716130444298534	0.48489666136725	0.0918032786885246	0.734238941135493	0.633459292339402	0.911086717892426	0.957474701954197	0.8357374153665	0.727647867950481
ABCB4_P51_F	0.84133611691023	0.940576462406306	0.964004135970014	0.945557458851568	0.894997933030178	0.888529082077469	0.849865047233468	0.906979601867781	0.950490126438415	0.947492573824917	0.948223312518585	0.958733356416633	0.918533531178748	0.960458630306786	0.904831991983215	0.954811027935001	0.949710080285459	0.943173803526448	0.94527605653415	0.933118880130086	0.947563967753242	0.942848462343449	0.955732992654104	0.944202196382429	0.849058705580929	0.950060259114191	0.918455436304246	0.840559261159569	0.884779516358464	0.647511215552232	0.869378577269011	0.938514980460269	0.9644560908419	0.960914241813118	0.90579563812601	0.817752948479205
ABCB4_P892_F	0.938042381432896	0.873249441851025	0.957746478873239	0.933384477688275	0.792941911305434	NA	0.478733459357278	0.805921052631579	0.903306865011559	0.748926670101322	0.915532147470933	0.880208981216569	0.705239955916241	0.796832191780822	0.768476738758363	0.835075570943472	0.821273864912562	0.80359911406423	0.865124722651785	0.815122901678657	0.826356717405692	0.813916374082349	0.932551082338661	0.793534932221064	0.565359477124183	0.912822932641265	NA	0.215565659267184	0.222687316868983	0.212204007285974	0.398510242085661	0.282877316857899	0.845133536476071	0.856527425186553	0.829380373554699	0.695307612095933
ABCC2_E16_R	0.922310987611439	NA	0.961140789246941	0.943857052230916	0.930712953665184	0.646902507889055	0.931074095347501	0.947469570787956	0.934280052840158	0.877289909857517	0.983878368870262	0.97163722826087	0.971368821292776	0.981585677749361	0.970666337306243	0.918230563002681	0.973038187159043	0.979246243952126	0.981752142960918	0.96563931695127	0.961649057108466	0.938518644935575	0.97230077339784	0.0515297906602254	0.959072305593452	NA	0.935644267651655	0.94188984335523	NA	0.93093503339405	0.044505710909807	0.0868278243709916	0.912213740458015	0.967876067118045	0.937832385842655	0.875367647058824
ABCC2_P88_F	0.888095238095238	0.945917800610941	0.960581639803784	0.930170928845899	0.893931919092255	0.875409836065574	0.867668893838159	0.933779671332928	0.939204291461779	0.591692907482381	0.960955592573031	0.971562653218463	0.965678107297567	0.976203501094092	0.963633349908835	0.896720707442889	0.882304566563467	0.966362431915207	0.964629566404916	0.965054798837494	0.942936850114126	0.939708858788728	0.962520930563967	0.0417422867513612	0.946465256797583	0.908112582781457	0.297860817763336	0.926805143422354	0.948522908190341	0.842733908427339	0.0670289855072464	0.0554654557249432	0.956559798665062	0.968210717529519	0.927796775769419	0.888919102651258
ABCC5_P444_F	0.0323291697281411	0.0783273521610236	0.0724480427343294	0.197030587184639	0.0439637738503473	0.0220264317180617	0.0453139217470428	0.0369327412541969	0.0695090986034702	0.0296329057938965	0.0187143227815257	0.0216710182767624	0.0259661469392708	0.0163725759353084	0.0244796172833223	0.0540460633296869	0.0205622932745314	0.0212091349243755	0.0379683178275082	0.0312785566956476	0.0402568668717285	0.0385217663639211	0.0245220282626766	0.0820244328097731	0.335156638488314	0.0207722696571938	0.0175498967653131	0.0260402684563758	0.0604813824315984	0.0251950947603122	0.0740676193795748	0.0351461899712165	0.0286100092834838	0.0177171446255416	0.0240608719495476	0.0302303262955854
ABCG2_P178_R	0.0992048099301784	0.129976827469981	0.0867823765020027	0.162153985781274	0.0399139579349904	0.0361931277016631	0.352610283233001	0.0935333678220383	0.104125	0.0660061919504644	0.0390688709318704	0.0499503616508297	0.0532832697985038	0.0349387258292069	0.0557910992559315	0.0586148274077907	0.0457052797478329	0.0498071179691389	0.0391705069124424	0.0646122630143935	0.0474941988367538	0.0450798635224494	0.0464683559799241	0.0694377703027391	0.423930859782447	0.0444858017650237	0.0755089638407779	0.0577086520482747	0.05409939190606	0.095627802690583	0.0934152263962291	0.105906811789165	0.0376393442622951	0.046859184281036	0.0311959342560554	0.0334097859327217
ABCG2_P310_R	0.0360086767895878	0.0231935771632471	0.0353200883002208	0.20599958044892	0.0263157894736842	0.0213675213675214	0.456578263130525	0.0680166147455867	0.0429586563307494	0.0304428044280443	0.0680776014109347	0.0179140997072574	0.0143332911765946	0.0104239054899236	0.380119435856169	0.0168225177388281	0.0102405334603477	0.0123045610139698	0.0149478880965442	0.0171662953210452	0.0162446683002087	0.0191154240015604	0.0210411357844922	0.0203461888855147	0.761480160499331	0.0411439506697852	0.0174724342663274	0.0186947654656696	0.0229984437143351	0.0278969957081545	0.0516499282639885	0.0599144079885877	0.227149810708491	0.0125931756099819	0.0176051941565739	0.0197220383851754
ABL1_P53_F	0.06187374749499	0.12551601026442	0.0657699639906799	0.0484627410109432	0.0433663743804804	0.0496583902682886	0.256410256410256	0.051593625498008	0.0655714488032857	0.0493477027793534	0.0847604451256081	0.0586163807792798	0.107885639027602	0.0547158567636383	0.062711781171733	0.0657874200093648	0.0483105931955261	0.141439337649931	0.0669939717854701	0.0671140939597315	0.108891044293566	0.0955082194952535	0.553670783009906	0.0435142289874255	0.0937962810597334	0.246630518977537	0.0474972597734746	0.0407721750707272	0.0621494618766106	0.050489438433797	0.0598825831702544	0.0563589173155358	0.0317834020011772	0.0536329970629549	0.0612552107457156	0.0689301466817109
ABL2_P459_R	0.0503457479073153	0.0690043973390461	0.0432676428492789	0.072562358276644	0.0395067117756193	0.0385478278604936	0.0463738245523638	0.0621496075604677	0.0777738764044944	0.0457030063771637	0.0290312644386262	0.036254763200871	0.0298626849753366	0.026550188420692	0.0303503682213792	0.0362606996023455	0.0275482093663912	0.0269908462679547	0.0336231531586308	0.0356149473938808	0.0260065799780667	0.0300109351585598	0.0270013911723789	0.045964878610498	0.0314131853785901	0.045625	0.0443539747160917	NA	0.0437669503413448	0.058963009800822	0.0560783560591511	0.0481860465116279	0.0301778542742398	0.0240963855421687	0.0211690363349131	0.0325763216679077
