chr1:27018523-27108601	90078	90078	80928	0.898421	0.898421
chr12:25357722-25407865	50143	50143	41307	0.823784	0.823784
chr17:7571719-7594868	23149	23149	38593	1.66716	1.66716
chr17:56429860-56498943	69083	69083	46927	0.679284	0.679284
chr18:48552582-48611411	58829	58829	38546	0.655221	0.655221
chr19:3976053-3989461	13408	13408	19610	1.46256	1.46256
chr20:57393972-57486251	92279	92279	96383	1.04447	1.04447
chr21:44513065-44531688	18623	18623	28334	1.52145	1.52145
chr3:30643993-30735633	91640	91640	40183	0.438488	0.438488
chr9:21963137-21999042	35905	35905	20794	0.579139	0.579139
chrX:44728420-44971858	243438	243438	112962	0.464028	0.464028
