mean.A	mean.B	delta	Pvalue.ttest	p.adjust.BH	Pvalue.wilcox	a.shapiro.pvalue	b.shapiro.pvalue
?|100130426	0.0340273992493113	0.00018597218877322	0.0338414270605381	0.011834611645769	0.107038066827878	0.32527832934503	3.83179578569481e-27	0.632515920282578
?|100133144	9.13925985018861	10.9447356962624	-1.8054758460738	0.735619127363665	0.876298015892278	0.697520883740873	1.52310307571615e-11	0.890641248902082
?|100134869	10.2431887107779	6.87547826027074	3.36771045050715	0.23858673979093	0.610271811232582	0.53592185459941	8.72596767229777e-11	0.466607870308236
?|10357	102.466463106308	123.046676912634	-20.5802138063262	0.253236585760725	0.626799772295205	0.151367729896792	1.55787864062973e-06	0.570325988325904
?|10431	783.809280929592	650.325844238805	133.483436690787	0.301706237586294	0.669761811510409	0.359409150946263	6.66935276055345e-12	0.237340292545801
?|136542	0.00163554570269815	5.61700599966589e-05	0.00157937564270149	0.301851153957713	0.669761811510409	0.196784986999171	6.38198175230301e-29	0.944486619771256
?|155060	219.396421415866	335.301505020123	-115.905083604257	0.54886213441908	0.780272017847814	0.85908405800666	2.81641591978396e-13	0.00972310971994344
?|26823	0.543864103351134	1.31537946905188	-0.771515365700751	0.447118023374013	0.736997464871572	0.193476817985658	7.0072970228646e-14	0.0979991913483542
?|280660	0.000101426337456737	0.000139420953450101	-3.79946159933639e-05	0.560394663447804	0.786913537736602	0.627933948474923	0.114107479184401	0.350794078520241
?|317712	9.97467158970419e-05	-7.75133425507822e-05	0.000177260058447824	0.113225725300108	0.422200756653926	0.0250360671099658	0.0373684355293589	0.337876189447593
?|340602	1.21928749042419	2.60595451600264	-1.38666702557845	0.492341027638162	0.755232110682589	0.203525226935724	7.44671036047689e-24	0.0829507088389417
?|388795	2.39622891737116	3.26116476849913	-0.864935851127974	0.78250246154474	0.900459325889123	0.662362997897248	9.67388048319565e-26	0.00753501657741352
?|390284	4.49145831121743	8.9446015332936	-4.45314322207617	0.193051177045806	0.556846272767142	0.0256646399373725	1.54195278719525e-08	0.131057007590631
?|391343	0.258325234445328	0.653238793347682	-0.394913558902354	0.588519897159709	0.800286817633554	0.517125980191922	1.10192193133361e-21	0.00124215971390983
?|391714	0.118764773600558	1.30642456797906	-1.1876597943785	0.430448295605023	0.731838896330582	0.791848366831157	7.99856325825014e-28	0.00124195764531322
?|404770	0.000101218642125546	0.000113878918982626	-1.26602768570796e-05	0.828855336783744	0.923444156691288	0.683374463562227	0.784625497068067	0.650805366296286
?|441362	0.00397399448921611	7.90717788743213e-05	0.00389492271034179	0.316254205362618	0.680576255232314	0.385116472665214	6.16225816498941e-29	0.0174267796311049
?|442388	0.00286625673929711	0.000149581969349733	0.00271667476994737	0.325237241282354	0.684936485872193	0.662362997897248	6.22640471763287e-29	0.864451642469742
?|553137	84.9401644725921	85.2348652280313	-0.294700755439194	0.995040104190763	0.998252888152399	0.95790541667916	1.06904249594276e-15	0.7170793556702
?|57714	485.607331252513	771.782947610189	-286.175616357676	0.383285269812771	0.721682857164893	0.255447485166801	7.95081783310379e-09	0.428099773186516
