""	"70"
"X611.121_mas.lungtumortissue.Signal"	0.0755725411730635
"X612..123.lungtumortissue.Signal"	0.271137965352159
"X613.132_mas.lungtumortissue.Signal"	0.143246326522256
"X614.185_mas.lungtumortissue.Signal"	0.520435998984423
"X615.187_mas.lungtumortissue.Signal"	0.15440807196659
"X616..232.lungtumortissue.Signal"	0.430860090281902
"X617..234.lungtumortissue.Signal"	0.536328965248583
"X618..243.lungtumortissue.Signal"	0.09282752633967
"X619.390_mas.lungtumortissue.Signal"	0.100013612132111
"X620..440.lungtumortissue.Signal"	0.107376358231336
"X1146.Lung.398SCC.lungtumortissue.Signal"	0.123402783177118
"X1608.4644T.lungtumortissue.Signal"	0.100013612132111
"X1609.4645T.lungtumortissue.Signal"	0.39531904406148
"X1610.4648T.lungtumortissue.Signal"	0.15440807196659
"X1611.4652T.lungtumortissue.Signal"	0.240575159376959
"X1612.4653T.lungtumortissue.Signal"	0.132659629852316
"X1613.4654T.lungtumortissue.Signal"	0.225623011639109
"X1614.6008T.lungtumortissue.Signal"	0.0863596170332209
"X1615.6220T.lungtumortissue.Signal"	0.211274531992147
"X1616.6338T.lungtumortissue.Signal"	0.167106731061751
"X1617.6499T.lungtumortissue.Signal"	0.211274531992147
"X1618.6501T.lungtumortissue.Signal"	0.181927224077233
"X1619.6512T.lungtumortissue.Signal"	0.271137965352159
"X622.H1395wt.lungcellline.Signal"	0.225623011639109
"X623.H441wt.lungcellline.Signal"	0.694591739131244
"X624.H1155wt.lungcellline.Signal"	0.143246326522256
"X625.CALU3wt.lungcellline.Signal"	0.502955943340443
"X626.H23KO.lungcellline.Signal"	0.107376358231336
"X627.A427KO.lungcellline.Signal"	0.0805983854425841
"X628.H522KO.lungcellline.Signal"	0.132659629852316
"X629.A549KO.lungcellline.Signal"	0.167106731061751
"X631.H2126KO.lungcellline.Signal"	0.196522489677311
"X990.H1299.lungcellline.Signal"	0.412984883987674
"TCGA.60.2713.01"	0.0752072834850949
"TCGA.17.Z049.01"	0.783430334124178
"TCGA.38.4626.01"	0.450205848832697
"TCGA.17.Z029.01"	0.0878725615322513
"TCGA.66.2777.01"	0.0810951526656624
"TCGA.17.Z040.01"	0.727846787317993
"TCGA.46.3768.01"	0.150443010158173
"TCGA.18.3412.01"	0.0878725615322513
"TCGA.66.2794.01"	0.402833956796028
"TCGA.05.4420.01"	0.0810951526656624
"TCGA.17.Z037.01"	0.391969928498465
"TCGA.17.Z033.01"	0.355773522363777
"TCGA.17.Z010.01"	0.714903966842616
"TCGA.22.4604.01"	0.57051837006099
"TCGA.17.Z019.01"	0.200664162769171
"TCGA.55.1596.01"	0.0752072834850949
"TCGA.33.4547.01"	0.055060671053147
"TCGA.05.4395.01"	0.680949955806209
"TCGA.46.3765.01"	0.120568100802545
"TCGA.05.4430.01"	0.0878725615322513
"TCGA.17.Z030.01"	0.104579857206854
"TCGA.21.1082.01"	0.170550876033051
"TCGA.49.4486.01"	0.245234857363806
"TCGA.60.2725.01"	0.0694529044725622
"TCGA.17.Z062.01"	0.180634997681042
"TCGA.18.3407.01"	0.141762529154319
"TCGA.37.3783.01"	0.0952463327619162
"TCGA.17.Z036.01"	0.0952463327619162
"TCGA.17.Z048.01"	0.233340857573778
"TCGA.17.Z012.01"	0.160573922967514
"TCGA.46.3767.01"	0.120568100802545
"TCGA.18.3419.01"	0.0845159262367504
"TCGA.66.2795.01"	0.70389165316091
"TCGA.22.4596.01"	0.0996676313768757
"TCGA.05.4249.01"	0.134132643307844
"TCGA.37.4130.01"	0.0752072834850949
"TCGA.60.2698.01"	0.109612843538055
"TCGA.34.2605.01"	0.0666819892532455
"TCGA.22.1011.01"	0.245234857363806
"TCGA.67.3771.01"	0.078049224584878
"TCGA.64.1677.01"	0.70389165316091
"TCGA.21.1076.01"	0.0531234589778844
"TCGA.17.Z011.01"	0.330738111180726
"TCGA.17.Z058.01"	0.414812066819746
"TCGA.17.Z050.01"	0.598021748849152
"TCGA.60.2715.01"	0.126895846206014
"TCGA.66.2727.01"	0.589381566970731
"TCGA.37.3789.01"	0.368273837595742
"TCGA.37.4129.01"	0.126895846206014
"TCGA.18.4086.01"	0.109612843538055
"TCGA.66.2790.01"	0.141762529154319
"TCGA.60.2721.01"	0.114447725165911
"TCGA.44.2655.01"	0.200664162769171
"TCGA.43.2581.01"	0.0694529044725622
"TCGA.17.Z044.01"	0.714903966842616
"TCGA.44.2657.01"	0.170550876033051
"TCGA.17.Z031.01"	0.414812066819746
"TCGA.38.4630.01"	0.0492037308956171
"TCGA.22.4607.01"	0.190443254133654
"TCGA.17.Z003.01"	0.150443010158173
"TCGA.60.2720.01"	0.104579857206854
"TCGA.67.3774.01"	0.200664162769171
"TCGA.17.Z005.01"	0.104579857206854
"TCGA.17.Z025.01"	0.437767441803643
