ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-1483257	R-HSA-1483257	Phospholipid metabolism	178/6657	212/10619	5.4390972142281e-12	7.62561429434779e-09	6.46393763669845e-09	PIK3CD/PIK3R3/SLC44A5/MIGA1/PIK3C2B/LPGAT1/PIP4K2A/PLEKHA1/SBF2/INPPL1/STARD10/PITPNM2/PIP4P1/JMJD7-PLA2G4B/PLA2G4D/VAC14/PITPNM3/PIK3R5/PGS1/LPIN2/PIK3C3/PIP5K1C/PIK3R2/INPP4A/INPP5D/SYNJ1/PI4KA/PISD/PNPLA3/OSBPL10/MTMR12/FIG4/SYNJ2/DGAT1/SLC44A1/BMX/MTMR1/PLA2G5/PLA2G2F/MFSD2A/SLC44A3/ACP6/PIP5K1A/PI4KB/PLA2G4A/PLEKHA6/ARF1/RAB4A/GNPAT/CHAT/PTEN/PI4K2A/INPP5F/PTDSS2/OSBPL5/PIK3C2A/PLAAT5/PLAAT4/PLAAT3/CHKA/GDPD5/DGAT2/MTMR2/PLBD1/PIK3C2G/PLEKHA5/ETNK1/ARF3/OSBPL8/CHPT1/TPTE2/MTMR6/ABHD4/DDHD1/MTMR10/PLA2G4E/PLA2G4F/TNFAIP8L3/PLA2G10/LPCAT2/CSNK2A2/PLA2G15/CPNE7/PEMT/PIP4K2B/PCTP/MTMR4/GDPD1/ABHD3/SLC44A2/PLD3/PLA2G4C/MBOAT7/MBOAT2/LPIN1/HADHB/SELENOI/PLB1/LCLAT1/GPAT2/STARD7/GPD2/PLA2R1/PIKFYVE/CSNK2A1/CDS2/GPCPD1/CRLS1/CPNE1/LPIN3/TPTE/LIPI/AGPAT3/PITPNB/MTMR3/INPP5J/PLA2G6/MTMR14/RAB5A/GPD1L/SACM1L/PLA1A/MGLL/PIK3R4/PIK3CB/BCHE/PLD1/PIK3CA/LIPH/PLAAT1/PCYT1A/PI4K2B/GPAT3/CDS1/PTPN13/ETNPPL/PLA2G12A/INPP4B/ENPP6/LPCAT1/PIK3R1/TNFAIP8/RUFY1/MBOAT1/AGPAT4/PLEKHA8/PIK3CG/PNPLA8/AGK/AGPAT5/MTMR9/MTMR7/DDHD2/PLEKHA2/GPAT4/CPNE3/PTDSS1/PIP5K1B/PNPLA7/PCYT1B/MTMR8/AWAT2/DGAT2L6/OCRL/MTM1/TAZ/PNPLA2/SBF1/PLAAT2/GPD1/PIP4K2C/PLA2G1B/CPNE6/PLA2G4B/CDIPT/PLD6/CHKB/MIGA2	178
R-HSA-112316	R-HSA-112316	Neuronal System	314/6657	413/10619	2.61133101859676e-09	1.83054304403633e-06	1.55168037894513e-06	KIF17/EPB41/GRIK3/KCNQ4/GNAI3/KCNC4/CHRNB2/KCNN3/HCN3/PPFIA4/KCNK2/KCNK1/ACTN2/TUBB8/KCNMA1/KCNK18/PPFIBP2/ABCC8/KCNC1/SYT7/NRXN2/SYT12/PPFIA1/SHANK2/GRM5/GRIA4/NRGN/KCNJ5/SLC6A12/KCNA1/KCNJ8/PPFIBP1/SLC38A1/MDM2/KCNMB4/SLITRK5/ARHGEF7/KCNH5/SIPA1L1/NRXN3/KCNK10/GABRB3/CHRFAM7A/CHRNA7/PLCB2/HCN4/RASGRF1/HOMER2/PDPK1/GRIN2A/ADCY7/SLC6A4/CACNB1/GJC1/MAPT/TSPOAP1/KCNH6/PRKCA/CACNG4/KCNJ2/DLGAP1/PTPRS/CACNA1A/SLC1A6/KCNN1/GRIK5/CALM3/AP2A1/SHANK1/CACNG8/KCNF1/ADCY3/KCNK3/KCNH7/ERBB4/KCNB1/TUBB1/DNAJC5/GRIK1/TUBA8/PPM1F/SHANK3/SLC6A11/SLC6A1/SYN2/GRIP2/CACNA2D2/SLITRK3/KCNMB3/DLG1/PDLIM5/RASGRF2/KCNN2/GLRA1/GRIA1/MYO6/RPS6KA2/RAC1/CAMK2B/ADCY1/GNB2/NRG1/KCNB2/NCALD/ADCY8/KCNQ3/APBA1/GABBR2/STXBP1/TUBB4B/CACNA1B/PRKX/GLRA2/CASK/MAOA/SYN1/GRIA3/GNB1/KCNAB2/RPS6KA1/DLGAP3/PTPRF/SLC1A7/PRKAA2/GNG12/LRRC7/PRKACB/GNG5/KCNA2/KCND3/KCNJ10/KCNJ9/CACNA1E/SYT2/KCNH1/GNG4/TUBAL3/CACNB2/GAD2/CHAT/LRRTM3/SLC18A2/AP2A2/KCNQ1/SYT9/LIN7C/SLC1A2/RTN3/LRTOMT/DLG2/PANX1/HTR3B/GRIK4/KCNJ1/SLC6A13/KCNA6/GRIN2B/ABCC9/KRAS/SYT10/PRKAG1/TUBA1C/GLS2/GRIP1/KCNC2/SYT1/LIN7A/PPFIA2/ALDH2/CAMKK2/GNG2/KCNK13/BEGAIN/GABRA5/GABRG3/APBA2/GNB5/NPTN/CHRNA5/CHRNA3/CHRNB4/NTRK3/ADCY9/ABAT/PRKCB/CACNG3/KCNG4/TUBB3/KCNJ12/FLOT2/AP2B1/KCNH4/NSF/PPM1E/PRKAR1A/KCNJ16/EPB41L3/GNAL/TUBB6/HCN2/GNG7/GRIN2D/PPFIA3/SLC17A7/KCNC3/LRRC4B/PRKCG/KCNG3/NRXN1/LRRTM4/EPB41L5/CACNB4/KCNJ3/GAD1/GLS/CREB1/CHRND/PLCB1/SNAP25/EPB41L1/DLGAP4/SRC/CHRNA4/KCNQ2/KCNJ6/KCNJ15/MAPK1/SYN3/CACNG2/PICK1/KCNJ4/KCNH8/PRKAR2A/GNAI2/CACNA2D3/ARL6IP5/GABRR3/ADCY5/KCNAB1/BCHE/NLGN1/KCNMB2/HTR3D/HTR3E/IL1RAP/CPLX1/GABRA2/GABRB1/NAAA/CAMK2D/GLRB/GRIA2/GLRA3/SLC6A3/ADCY2/SLC1A3/PRKAA1/HCN1/HOMER1/CAMK4/CAMK2A/GABRB2/GABRA1/GABRG2/ALDH5A1/KCNK17/LRFN2/RIMS1/KCNQ5/GABRR1/GABRR2/GRIK2/EPB41L2/GRM1/SLC22A1/SLC22A2/PRKAR1B/STX1A/GNAI1/CACNA2D1/GNGT1/PRKAR2B/KCND2/PRKAG2/CHRNA6/KCNK9/SLC1A1/PTPRD/UNC13B/GRIN3A/GRIN1/NLGN4X/RPS6KA3/IL1RAPL1/TSPAN7/KCND1/ARHGEF9/NLGN3/IL1RAPL2/GABRA3/KCNAB3/KCNG2/DBNL/CHRNA2/CAMK2G/VAMP2/KCNN4/GNB4/KCNK16/GNG11/NEFL/KCNS2/GNG10/RPS6KA6	314
R-HSA-194840	R-HSA-194840	Rho GTPase cycle	117/6657	138/10619	7.60330855915651e-09	3.55327953331248e-06	3.01197732045182e-06	ARHGEF16/ARHGEF10L/INPP5B/ARHGAP29/ARHGEF11/ARHGAP30/SRGAP2/OBSCN/ARHGAP22/ARHGAP19/ARAP1/ARHGAP42/SRGAP1/STARD13/ARHGEF7/ARHGAP11A/RHOT2/ARHGAP17/ARHGAP44/RALBP1/TRIP10/VAV1/ARHGEF18/SYDE1/PIK3R2/SOS1/PREX1/TIAM1/ITSN1/BCR/SRGAP3/ARHGEF3/KALRN/FAM13A/ARHGAP10/TRIO/RASGRF2/FGD2/TIAM2/RAC1/CHN2/FGD3/ARHGAP6/OPHN1/ARHGAP36/GDI1/PLEKHG5/ARHGEF19/CDC42/SYDE2/VAV3/RHOU/NET1/GDI2/ARHGAP21/ARHGAP12/RHOBTB1/RHOG/DEPDC7/ARHGAP1/RHOD/ARHGEF17/ARHGAP20/ARHGEF12/ARHGAP32/FGD4/MCF2L/ARHGAP5/SOS2/RHOJ/ARHGAP11B/MYO9A/AKAP13/ABR/RHOT1/ARHGAP23/ARHGAP27/GNA13/MYO9B/PLEKHG2/ARHGEF1/ARHGAP35/ARHGEF33/ARHGAP25/ARHGEF4/ARHGAP15/CHN1/NGEF/RHOA/ARHGAP31/ARHGEF26/ECT2/ARAP2/RHOH/ARHGAP24/ARHGEF38/DEPDC1B/FAM13B/ARHGAP26/ARHGEF37/ARHGAP18/ARHGEF5/ARHGEF10/DLC1/RHOBTB2/ARHGAP39/VAV2/FGD1/ARHGEF9/STARD8/OCRL/ARHGEF6/MCF2/ARHGEF40/RHOV/ARHGAP45/RAC2	117
R-HSA-112315	R-HSA-112315	Transmission across Chemical Synapses	209/6657	272/10619	3.10613973137563e-07	0.000108870197584716	9.22850462295548e-05	KIF17/GRIK3/GNAI3/CHRNB2/PPFIA4/ACTN2/TUBB8/PPFIA1/GRIA4/NRGN/KCNJ5/SLC6A12/SLC38A1/MDM2/ARHGEF7/GABRB3/CHRFAM7A/CHRNA7/PLCB2/RASGRF1/PDPK1/GRIN2A/ADCY7/SLC6A4/CACNB1/MAPT/TSPOAP1/PRKCA/CACNG4/KCNJ2/CACNA1A/SLC1A6/GRIK5/CALM3/AP2A1/CACNG8/ADCY3/ERBB4/TUBB1/DNAJC5/GRIK1/TUBA8/PPM1F/SLC6A11/SLC6A1/SYN2/GRIP2/CACNA2D2/DLG1/RASGRF2/GLRA1/GRIA1/MYO6/RPS6KA2/RAC1/CAMK2B/ADCY1/GNB2/NRG1/NCALD/ADCY8/APBA1/GABBR2/STXBP1/TUBB4B/CACNA1B/PRKX/GLRA2/CASK/MAOA/SYN1/GRIA3/GNB1/RPS6KA1/SLC1A7/PRKAA2/GNG12/LRRC7/PRKACB/GNG5/KCNJ10/KCNJ9/CACNA1E/GNG4/TUBAL3/CACNB2/GAD2/CHAT/SLC18A2/AP2A2/LIN7C/SLC1A2/LRTOMT/DLG2/HTR3B/GRIK4/SLC6A13/GRIN2B/KRAS/PRKAG1/TUBA1C/GLS2/GRIP1/SYT1/LIN7A/PPFIA2/ALDH2/CAMKK2/GNG2/GABRA5/GABRG3/GNB5/NPTN/CHRNA5/CHRNA3/CHRNB4/ADCY9/ABAT/PRKCB/CACNG3/TUBB3/KCNJ12/AP2B1/NSF/PPM1E/PRKAR1A/KCNJ16/GNAL/TUBB6/GNG7/GRIN2D/PPFIA3/SLC17A7/PRKCG/CACNB4/KCNJ3/GAD1/GLS/CREB1/CHRND/PLCB1/SNAP25/EPB41L1/SRC/CHRNA4/KCNJ6/KCNJ15/MAPK1/SYN3/CACNG2/PICK1/KCNJ4/PRKAR2A/GNAI2/CACNA2D3/ARL6IP5/GABRR3/ADCY5/BCHE/HTR3D/HTR3E/CPLX1/GABRA2/GABRB1/NAAA/CAMK2D/GLRB/GRIA2/GLRA3/SLC6A3/ADCY2/SLC1A3/PRKAA1/CAMK4/CAMK2A/GABRB2/GABRA1/GABRG2/ALDH5A1/RIMS1/GABRR1/GABRR2/GRIK2/SLC22A1/SLC22A2/PRKAR1B/STX1A/GNAI1/CACNA2D1/GNGT1/PRKAR2B/PRKAG2/CHRNA6/SLC1A1/UNC13B/GRIN3A/GRIN1/RPS6KA3/TSPAN7/ARHGEF9/GABRA3/CHRNA2/CAMK2G/VAMP2/GNB4/GNG11/NEFL/GNG10/RPS6KA6	209
R-HSA-193648	R-HSA-193648	NRAGE signals death through JNK	54/6657	59/10619	4.48035682330648e-07	0.000125629205325514	0.000106491007442379	ARHGEF16/ARHGEF10L/ARHGEF11/OBSCN/ARHGEF7/NGFR/VAV1/ARHGEF18/SOS1/PREX1/TIAM1/ITSN1/ARHGEF3/KALRN/TRIO/RASGRF2/FGD2/TIAM2/RAC1/FGD3/MAGED1/PLEKHG5/ARHGEF19/VAV3/NET1/MAPK8/BAD/ARHGEF17/ARHGEF12/FGD4/MCF2L/SOS2/AKAP13/ABR/AATF/GNA13/PLEKHG2/ARHGEF1/ARHGEF33/BCL2L11/ARHGEF4/NGEF/ARHGEF26/ECT2/ARHGEF38/ARHGEF37/ARHGEF5/ARHGEF10/VAV2/FGD1/ARHGEF9/ARHGEF6/MCF2/ARHGEF40	54
R-HSA-1483255	R-HSA-1483255	PI Metabolism	73/6657	84/10619	6.89070017333482e-07	0.000161012694050257	0.000136484219222719	PIK3CD/PIK3R3/PIK3C2B/PIP4K2A/PLEKHA1/SBF2/INPPL1/PIP4P1/VAC14/PIK3R5/PIK3C3/PIP5K1C/PIK3R2/INPP4A/INPP5D/SYNJ1/PI4KA/MTMR12/FIG4/SYNJ2/BMX/MTMR1/PIP5K1A/PI4KB/PLEKHA6/ARF1/RAB4A/PTEN/PI4K2A/INPP5F/PIK3C2A/GDPD5/MTMR2/PIK3C2G/PLEKHA5/ARF3/TPTE2/MTMR6/MTMR10/TNFAIP8L3/PIP4K2B/MTMR4/GDPD1/PIKFYVE/TPTE/PITPNB/MTMR3/INPP5J/MTMR14/RAB5A/SACM1L/PIK3R4/PIK3CB/PIK3CA/PI4K2B/PTPN13/INPP4B/ENPP6/PIK3R1/TNFAIP8/RUFY1/PLEKHA8/PIK3CG/MTMR9/MTMR7/PLEKHA2/PIP5K1B/PNPLA7/MTMR8/OCRL/MTM1/SBF1/PIP4K2C	73
R-HSA-1483206	R-HSA-1483206	Glycerophospholipid biosynthesis	106/6657	129/10619	1.02711956202092e-06	0.000205717375136189	0.00017437864443934	SLC44A5/MIGA1/LPGAT1/STARD10/PITPNM2/JMJD7-PLA2G4B/PLA2G4D/PITPNM3/PGS1/LPIN2/PISD/PNPLA3/OSBPL10/DGAT1/SLC44A1/PLA2G5/PLA2G2F/MFSD2A/SLC44A3/ACP6/PLA2G4A/GNPAT/CHAT/PTDSS2/OSBPL5/PLAAT5/PLAAT4/PLAAT3/CHKA/DGAT2/PLBD1/ETNK1/OSBPL8/CHPT1/ABHD4/DDHD1/PLA2G4E/PLA2G4F/PLA2G10/LPCAT2/CSNK2A2/PLA2G15/CPNE7/PEMT/PCTP/ABHD3/SLC44A2/PLD3/PLA2G4C/MBOAT7/MBOAT2/LPIN1/HADHB/SELENOI/PLB1/LCLAT1/GPAT2/STARD7/GPD2/PLA2R1/CSNK2A1/CDS2/GPCPD1/CRLS1/CPNE1/LPIN3/LIPI/AGPAT3/PITPNB/PLA2G6/GPD1L/PLA1A/MGLL/BCHE/PLD1/LIPH/PLAAT1/PCYT1A/GPAT3/CDS1/ETNPPL/PLA2G12A/LPCAT1/MBOAT1/AGPAT4/PNPLA8/AGK/AGPAT5/DDHD2/GPAT4/CPNE3/PTDSS1/PCYT1B/AWAT2/DGAT2L6/TAZ/PNPLA2/PLAAT2/GPD1/PLA2G1B/CPNE6/PLA2G4B/CDIPT/PLD6/CHKB/MIGA2	106
R-HSA-5617833	R-HSA-5617833	Cilium Assembly	157/6657	201/10619	1.60313871347152e-06	0.000280950059535883	0.000238150474672282	KIF17/NEK2/EXOC8/SDCCAG8/TUBB8/EXOC6/GBF1/C2CD3/CEP164/RAB3IP/TCTN1/UNC119B/IFT43/TTC8/TRIP11/DYNC1H1/TTBK2/NDE1/CNGB1/DYNLL2/MARK4/PPP2R1A/IFT172/ALMS1/DCTN1/CLASP1/SEPTIN2/NINL/MAPRE1/DYNLRB1/CEP250/TUBB1/TUBA8/SSTR3/RHO/CEP63/IFT80/HAUS3/CC2D2A/PKD2/AKAP9/EXOC4/WDR60/IFT74/ODF2/TUBB4B/HDAC6/CNGA2/NPHP4/HSPB11/CCT3/KIFAP3/TUBAL3/TCTN3/ARL3/BBIP1/CKAP5/BBS1/DYNC2H1/TUBA1C/CCT2/CEP290/CEP83/NEDD1/IFT81/TCTN2/IFT88/CENPJ/HAUS4/EXOC5/HSP90AA1/HAUS2/CEP152/RAB11A/BBS4/RAB11FIP3/IFT140/PKD1/CCP110/RPGRIP1L/BBS2/TUBB3/YWHAE/PAFAH1B1/B9D1/MKS1/FBF1/CEP131/CSNK1D/TUBB6/CEP192/HAUS1/HAUS8/CEP89/CYS1/WDR35/KIF3C/CCT4/NPHP1/TTC21B/DYNC1I2/PDE6D/TRAF3IP1/KIF3B/IFT52/CCT8/PCNT/SFI1/CSNK1E/LZTFL1/ARF4/ARL13B/CEP97/IFT57/IQCB1/IFT122/NPHP3/CEP70/TCTEX1D2/WDR19/EXOC1/CEP135/BBS7/BBS12/SCLT1/CEP72/CCT5/TNPO1/KIF3A/EXOC2/CEP162/AHI1/FGFR1OP/BBS9/YWHAG/PRKAR2B/SMO/CEP41/TTC26/PCM1/TMEM67/ASAP1/HAUS6/KIF24/CEP78/CDK5RAP2/CNTRL/WDR34/OFD1/RP2/HAUS7/CDK1/TMEM216/BBS10/PLK1/TUBG1/MCHR1	157
R-HSA-416482	R-HSA-416482	G alpha (12/13) signalling events	69/6657	80/10619	2.59169207949027e-06	0.000403728032827262	0.000342224603244972	ARHGEF16/ARHGEF10L/ARHGEF11/OBSCN/ARHGEF7/VAV1/ARHGEF18/SOS1/PREX1/TIAM1/ITSN1/PLXNB1/ARHGEF3/KALRN/TRIO/RASGRF2/FGD2/TIAM2/GNB2/FGD3/GNB1/PLEKHG5/ARHGEF19/GNG12/GNG5/VAV3/GNG4/NET1/ARHGEF17/ARHGEF12/FGD4/MCF2L/SOS2/GNG2/GNB5/AKAP13/ABR/GNA13/ROCK1/GNG7/TBXA2R/PLEKHG2/ARHGEF1/ROCK2/ARHGEF33/ARHGEF4/NGEF/ADRA1D/RHOA/ARHGEF26/ECT2/ARHGEF38/ARHGEF37/ADRA1B/GNA12/GNGT1/ARHGEF5/ARHGEF10/ADRA1A/VAV2/FGD1/ARHGEF9/BTK/ARHGEF6/MCF2/ARHGEF40/GNB4/GNG11/GNG10	69
R-HSA-1660499	R-HSA-1660499	Synthesis of PIPs at the plasma membrane	48/6657	53/10619	4.38016396079186e-06	0.000614098987303018	0.000520547906498317	PIK3CD/PIK3R3/PIK3C2B/PIP4K2A/PLEKHA1/SBF2/INPPL1/PIK3R5/PIP5K1C/PIK3R2/INPP4A/INPP5D/SYNJ1/SYNJ2/BMX/MTMR1/PIP5K1A/PLEKHA6/ARF1/RAB4A/PTEN/PI4K2A/PIK3C2A/MTMR2/PIK3C2G/PLEKHA5/MTMR6/PIP4K2B/MTMR3/INPP5J/MTMR14/RAB5A/PIK3CB/PIK3CA/PI4K2B/PTPN13/INPP4B/PIK3R1/RUFY1/PLEKHA8/PIK3CG/MTMR9/PLEKHA2/PIP5K1B/MTMR8/OCRL/MTM1/PIP4K2C	48
