ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-112316	R-HSA-112316	Neuronal System	331/7057	413/10619	2.64127119827119e-10	3.70306221997621e-07	3.21957057641899e-07	KCNAB2/GRIK3/PTPRF/SLC1A7/KCNA10/KCNA2/KCNA3/KCNN3/KCNJ10/CACNA1E/SYT2/PPFIA4/KCNK2/KCNK1/GNG4/ACTN2/TUBB8/TUBAL3/CHAT/CAMK2G/KCNMA1/KCNK18/SLC18A2/KCNQ1/PPFIBP2/ABCC8/NRXN2/SYT12/SHANK2/DLG2/GRIA4/HTR3A/PPFIBP1/SLC38A1/TUBA1C/GRIP1/SYT1/PRKAB1/CAMKK2/TUBA3C/ARHGEF7/ADCY4/KCNH5/SIPA1L1/GABRB3/GABRG3/APBA2/HCN4/CHRNB4/RASGRF1/NTRK3/PDPK1/ADCY9/GRIN2A/PRKCB/KCNG4/TUBB3/KCNAB3/VAMP2/CACNB1/KCNH4/GNGT2/TSPOAP1/KCNH6/PRKCA/CACNG4/KCNJ16/KCNJ2/GRIN2C/DLGAP1/GNAL/GRIN3B/PTPRS/CACNA1A/SLC1A6/KCNK6/LRFN1/KCNN4/KCNJ14/KCNA7/PPFIA3/SHANK1/CACNG8/ADCY3/NRXN1/LRRTM4/CACNB4/KCNJ3/CHRNA1/PLCB1/DLGAP4/DNAJC5/TUBA8/SLC6A1/SYN2/GRIP2/ADCY5/SLITRK3/IL1RAP/DLG1/CPLX1/PDLIM5/SLC6A3/ADCY2/CAMK4/GLRA1/GRIA1/LRFN2/RIMS1/GABRR1/GABRR2/GRM1/RPS6KA2/DBNL/ADCY1/STX1A/GNAI1/ACHE/PRKAR2B/KCNH2/CHRNA2/NRG1/KCNB2/ADCY8/KCNQ3/KCNK9/KCNV2/PTPRD/UNC13B/APBA1/GABBR2/STXBP1/GRIN1/NLGN4X/GABRA3/GNB1/KIF17/RPS6KA1/EPB41/DLGAP3/KCNQ4/GNG12/LRRC7/PRKACB/GNG5/GNAI3/KCNC4/KCND3/NRAS/PRKAB2/HCN3/KCNH1/CACNB2/GAD2/LRRTM3/SYT9/KCNC1/LIN7C/SLC1A2/RTN3/KCNK4/PPFIA1/LRTOMT/GRM5/PANX1/HTR3B/GRIK4/KCNJ1/KCNJ5/SLC6A12/SLC6A13/KCNA6/GNB3/GRIN2B/ABCC9/KRAS/SYT10/PRKAG1/GLS2/MDM2/KCNMB4/KCNC2/LIN7A/PPFIA2/ALDH2/GNG2/NRXN3/KCNK10/KCNK13/BEGAIN/GABRA5/CHRFAM7A/CHRNA7/GNB5/NPTN/CHRNA5/CHRNA3/HOMER2/ABAT/CACNG3/ADCY7/CAMKK1/NLGN2/KCNJ12/FLOT2/AP2B1/GJC1/MAPT/NSF/PPM1E/KPNA2/EPB41L3/TUBB6/KCNG2/HCN2/GNG7/TUBB4A/KCNN1/LRFN3/GRIK5/CALM3/AP2S1/GRIN2D/AP2A1/LRRC4B/PRKCG/KCNK3/KCNG3/EPB41L5/KCNH7/GAD1/GLS/CREB1/ERBB4/SNAP25/EPB41L1/SRC/KCNB1/KCNG1/KCNQ2/GRIK1/KCNJ6/KCNJ15/MAPK1/PPM1F/SYN3/CACNG2/KCNJ4/SHANK3/SLC6A11/KCNH8/PRKAR2A/GNAI2/CACNA2D2/CACNA2D3/ARL6IP5/GABRR3/KCNAB1/BCHE/NLGN1/KCNMB2/KCNMB3/GNB4/CHRNA9/GABRA2/GABRA4/GABRB1/NAAA/CAMK2D/GLRB/GRIA2/GLRA3/SLC1A3/PRKAA1/HCN1/HOMER1/RASGRF2/KCNN2/CAMK2A/GABRB2/GABRG2/ALDH5A1/KCNQ5/MYO6/GRIK2/EPB41L2/SLC22A1/SLC22A2/FLOT1/PRKAR1B/RAC1/CAMK2B/CACNA2D1/GNGT1/KCND2/PRKAG2/CHRNB3/CHRNA6/NCALD/KCNV1/SLC1A1/GRIN3A/CACNA1B/PRKX/GLRA2/RPS6KA3/IL1RAPL1/TSPAN7/CASK/MAOA/SYN1/KCND1/ARHGEF9/DLG3/NLGN3/IL1RAPL2/GRIA3/NLGN4Y/KCNA4/CACNB3/KCNF1/TUBA3E/TUBA1B/MAPK3/SLC5A7/TUBA3D/CHRNA4/PANX2/HTR3D/HTR3E/TUBB2A	331
R-HSA-1483257	R-HSA-1483257	Phospholipid metabolism	176/7057	212/10619	3.96652178678399e-08	2.78053177253558e-05	2.41749064689256e-05	PLA2G2E/PLA2G2D/PIK3R3/SLC44A5/ACP6/TNFAIP8L2/PLA2G4A/PLEKHA6/PIK3C2B/RAB4A/PIP4K2A/CHAT/INPP5F/PLEKHA1/OSBPL5/INPPL1/GPD1/PITPNM2/ABHD4/CPNE6/PLA2G4E/PLA2G4D/VAC14/PITPNM3/PCTP/LPIN2/PIP5K1C/PNPLA6/PIK3R2/PLD3/MBOAT7/MBOAT2/HADHA/PLB1/GPAT2/INPP4A/GPD2/CDS2/TPTE/SYNJ1/AGPAT3/PI4KA/SBF1/OSBPL10/MTMR12/SYNJ2/ACHE/MTMR9/GPAT4/PTDSS1/INPP5E/PNPLA7/MTMR1/PIK3CD/PLA2G5/PLA2G2F/MFSD2A/MIGA1/SLC44A3/CEPT1/PIP5K1A/PI4KB/LPGAT1/GNPAT/PTEN/PI4K2A/PTDSS2/SBF2/PIK3C2A/PLAAT5/PLAAT4/PLAAT3/CHKA/GDPD5/PLBD1/PIK3C2G/PLEKHA5/ETNK1/OSBPL8/CHPT1/TPTE2/MTMR6/DDHD1/MTMR10/TNFAIP8L3/PLA2G10/GDE1/CSNK2A2/CPNE7/PIK3R6/PIK3R5/PLD6/PEMT/PIP4K2B/MTMR4/GDPD1/PGS1/ABHD3/PIK3C3/TNFAIP8L1/SLC44A2/PLA2G4C/PLEKHA4/LPIN1/HADHB/SELENOI/LCLAT1/PLA2R1/PIKFYVE/INPP5D/CSNK2A1/GPCPD1/CRLS1/CPNE1/LIPI/PITPNB/MTMR3/PISD/PLA2G6/PNPLA3/MTMR14/RAB5A/GPD1L/SACM1L/PLA1A/MGLL/PIK3R4/PIK3CB/BCHE/PLD1/PIK3CA/LIPH/PCYT1A/PI4K2B/GPAT3/CDS1/PTPN13/ETNPPL/PLA2G12A/INPP4B/ENPP6/LPCAT1/PIK3R1/TNFAIP8/RUFY1/MBOAT1/FIG4/AGPAT4/PLEKHA8/PIK3CG/PNPLA8/AGK/AGPAT5/MTMR7/DDHD2/PLEKHA2/CPNE3/PIP5K1B/SLC44A1/MIGA2/AGPAT2/BMX/PCYT1B/MTMR8/MTM1/TAZ/ETNK2/PNPLA2/LPCAT3/ARF3/PIP4K2C/LPCAT4/PLA2G4B/PLEKHA3/CHKB/AWAT2	176
R-HSA-1483255	R-HSA-1483255	PI Metabolism	76/7057	84/10619	2.60696556820272e-07	0.00012183219088734	0.0001059251272975	PIK3R3/TNFAIP8L2/PLEKHA6/PIK3C2B/RAB4A/PIP4K2A/INPP5F/PLEKHA1/INPPL1/VAC14/PIP5K1C/PNPLA6/PIK3R2/INPP4A/TPTE/SYNJ1/PI4KA/SBF1/MTMR12/SYNJ2/MTMR9/INPP5E/PNPLA7/MTMR1/PIK3CD/PIP5K1A/PI4KB/PTEN/PI4K2A/SBF2/PIK3C2A/GDPD5/PIK3C2G/PLEKHA5/TPTE2/MTMR6/MTMR10/TNFAIP8L3/GDE1/PIK3R6/PIK3R5/PIP4K2B/MTMR4/GDPD1/PIK3C3/TNFAIP8L1/PLEKHA4/PIKFYVE/INPP5D/PITPNB/MTMR3/MTMR14/RAB5A/SACM1L/PIK3R4/PIK3CB/PIK3CA/PI4K2B/PTPN13/INPP4B/ENPP6/PIK3R1/TNFAIP8/RUFY1/FIG4/PLEKHA8/PIK3CG/MTMR7/PLEKHA2/PIP5K1B/BMX/MTMR8/MTM1/ARF3/PIP4K2C/PLEKHA3	76
R-HSA-112315	R-HSA-112315	Transmission across Chemical Synapses	217/7057	272/10619	6.54255083207888e-07	0.000229316406664365	0.000199375627988088	GRIK3/SLC1A7/KCNJ10/CACNA1E/PPFIA4/GNG4/ACTN2/TUBB8/TUBAL3/CHAT/CAMK2G/SLC18A2/DLG2/GRIA4/HTR3A/SLC38A1/TUBA1C/GRIP1/SYT1/PRKAB1/CAMKK2/TUBA3C/ARHGEF7/ADCY4/GABRB3/GABRG3/CHRNB4/RASGRF1/PDPK1/ADCY9/GRIN2A/PRKCB/TUBB3/VAMP2/CACNB1/GNGT2/TSPOAP1/PRKCA/CACNG4/KCNJ16/KCNJ2/GRIN2C/GNAL/GRIN3B/CACNA1A/SLC1A6/PPFIA3/CACNG8/ADCY3/CACNB4/KCNJ3/CHRNA1/PLCB1/DNAJC5/TUBA8/SLC6A1/SYN2/GRIP2/ADCY5/DLG1/CPLX1/SLC6A3/ADCY2/CAMK4/GLRA1/GRIA1/RIMS1/GABRR1/GABRR2/RPS6KA2/ADCY1/STX1A/GNAI1/ACHE/PRKAR2B/CHRNA2/NRG1/ADCY8/UNC13B/APBA1/GABBR2/STXBP1/GRIN1/GABRA3/GNB1/KIF17/RPS6KA1/GNG12/LRRC7/PRKACB/GNG5/GNAI3/NRAS/PRKAB2/CACNB2/GAD2/LIN7C/SLC1A2/PPFIA1/LRTOMT/HTR3B/GRIK4/KCNJ5/SLC6A12/SLC6A13/GNB3/GRIN2B/KRAS/PRKAG1/GLS2/MDM2/LIN7A/PPFIA2/ALDH2/GNG2/GABRA5/CHRFAM7A/CHRNA7/GNB5/NPTN/CHRNA5/CHRNA3/ABAT/CACNG3/ADCY7/CAMKK1/KCNJ12/AP2B1/MAPT/NSF/PPM1E/KPNA2/TUBB6/GNG7/TUBB4A/GRIK5/CALM3/AP2S1/GRIN2D/AP2A1/PRKCG/GAD1/GLS/CREB1/ERBB4/SNAP25/EPB41L1/SRC/GRIK1/KCNJ6/KCNJ15/MAPK1/PPM1F/SYN3/CACNG2/KCNJ4/SLC6A11/PRKAR2A/GNAI2/CACNA2D2/CACNA2D3/ARL6IP5/GABRR3/BCHE/GNB4/CHRNA9/GABRA2/GABRA4/GABRB1/NAAA/CAMK2D/GLRB/GRIA2/GLRA3/SLC1A3/PRKAA1/RASGRF2/CAMK2A/GABRB2/GABRG2/ALDH5A1/MYO6/GRIK2/SLC22A1/SLC22A2/PRKAR1B/RAC1/CAMK2B/CACNA2D1/GNGT1/PRKAG2/CHRNB3/CHRNA6/NCALD/SLC1A1/GRIN3A/CACNA1B/PRKX/GLRA2/RPS6KA3/TSPAN7/CASK/MAOA/SYN1/ARHGEF9/DLG3/GRIA3/CACNB3/TUBA3E/TUBA1B/MAPK3/SLC5A7/TUBA3D/CHRNA4/HTR3D/HTR3E/TUBB2A	217
R-HSA-111465	R-HSA-111465	Apoptotic cleavage of cellular proteins	37/7057	38/10619	3.53941535142738e-06	0.000859806740986332	0.000747545766245343	LMNA/CASP7/STK24/TJP1/CDH1/ROCK1/DSG2/CASP8/SATB1/CTNNB1/ADD1/APC/DSP/DBNL/PLEC/SPTAN1/BCAP31/CLSPN/PKP1/PRKCQ/GAS2/BIRC2/ACIN1/MAPT/DSG1/DSG3/PRKCD/CASP6/CASP3/OCLN/PTK2/TJP2/GSN/BMX/STK26/LMNB1/FNTA	37
R-HSA-373752	R-HSA-373752	Netrin-1 signaling	47/7057	50/10619	3.67962941934236e-06	0.000859806740986332	0.000747545766245343	SLIT1/ABLIM1/DOCK1/PAK1/PITPNA/NTN1/PLCG1/DSCAM/MAPK12/MAPK11/ROBO1/SLIT2/TRIO/MYO10/RGMB/ABLIM3/SLIT3/FYN/EZR/UNC5D/PRKCQ/MAPK8/UNC5B/TRPC6/DSCAML1/AGAP2/NTN4/PTPN11/TRPC4/NEO1/SIAH1/DCC/SRC/NCK1/TRPC1/SIAH2/ABLIM2/UNC5C/TRPC3/TRPC7/UNC5A/MAPK14/MAPK13/RAC1/WASL/PTK2/TRPC5	47
R-HSA-9006934	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	345/7057	458/10619	1.62151276215872e-05	0.00292396734531515	0.00254219850279671	MTOR/WASF2/PTPRU/LCK/PIK3R3/NTRK1/NCSTN/DNM3/LAMC2/LAMB3/PSEN2/RAB4A/AKT3/NRP1/CXCL12/TIAL1/FGFR2/DOCK1/PTPRJ/POLR2G/PAK1/GAB2/CUL5/CBL/FGF6/PTPRO/NCKAP1L/IGF1/ATP6V0A2/WASF3/FLT1/KL/GTF2F2/COL4A1/COL4A2/ARHGEF7/CMA1/CYFIP1/APH1B/MAP2K5/CSK/SH3GL3/NTRK3/IGF1R/PCSK6/PDPK1/PRKCB/CDH5/RANBP10/ESRP2/NCOR1/CDK5R1/ERBB2/TNS4/STAT5B/ATP6V0A1/DUSP3/ITGB3/ITGA3/PRKCA/YES1/LAMA1/PTPN2/ROCK1/LAMA3/PTBP1/PTPRS/INSR/HNRNPM/COL5A3/CDC37/DNM2/EPS15L1/PIK3R2/UBA52/HPN/AKT2/PRKCE/NCK2/COL5A2/NRP2/FN1/COL6A3/TRIB3/PLCG1/MMP9/PTPN1/TIAM1/COL6A1/CRKL/RBFOX2/NCF4/POLR2F/PDGFB/PRR5/MAPK12/MAPK11/ITPR1/CTNNB1/LAMB2/MST1R/DOCK3/LRIG1/ATP6V1A/COL6A5/COL6A6/FGFR3/TEC/KIT/KDR/EGF/GAB1/THBS4/NRG2/DIAPH1/CYFIP2/RANBP9/PPP2R5D/VEGFA/FYN/LAMA4/LAMA2/ESR1/RPS6KA2/ELMO1/TNS3/EGFR/ATP6V1B2/PTK2B/DUSP4/NRG1/FGFR1/PLAT/PAG1/CLTA/SHB/PCSK5/NTRK2/SHC3/PTPN3/COL27A1/MAPKAP1/LAMC3/RAPGEF1/VAV2/COL5A1/PRKCZ/RPS6KA1/MKNK1/EPS15/DOCK7/PRKACB/COL24A1/COL11A1/VAV3/RAP1A/NRAS/NGF/THEM4/THBS3/LAMC1/STAM/ABI1/ITGB1/NRG3/ADAM12/PDE3B/PGR/YAP1/PDGFD/PPP2R1B/NTF3/PTPN6/GRIN2B/KRAS/ITPR2/COL2A1/ATF1/STAT6/RAP1B/FRS2/KITLG/SH2B3/PTPN11/PXN/FGF9/FLT3/IRS2/PSEN1/FLRT2/RPS6KA5/HSP90AA1/SPRED1/SPINT1/FGF7/USP8/NEDD4/ADAM10/NRG4/MEF2A/ATP6V0D1/BCAR1/WWOX/CRK/GRAP/AP2B1/JUP/STAT3/CLTC/GGA3/GRB2/BAIAP2/HGS/PIK3C3/RIT2/SOCS6/POLR2E/SH3GL1/VAV1/AXL/CALM3/AP2S1/FLT3LG/AP2A1/VRK3/PPP2R1A/KIDINS220/ADAM17/ROCK2/MEMO1/SOS1/SPRED2/TIA1/TGFA/ATP6V1B1/RALB/STAM2/GALNT3/NCKAP1/ITGAV/ABI2/CREB1/ERBB4/IRS1/COL4A4/COL4A3/ITCH/SRC/ELMO2/ATP6V1E1/MAPK1/GRAP2/BRK1/RHOA/PRKCD/PIK3R4/NCK1/PIK3CB/PIK3CA/PAK2/KLB/PDGFRA/POLR2B/EREG/AREG/BTC/FGF2/PDGFC/VEGFC/RICTOR/ITGA2/ERBIN/PIK3R1/RASA1/MEF2C/FER/PPP2CA/CTNNA1/HBEGF/FGF1/FGF18/ATP6V0E1/FLT4/ITPR3/MAPK14/MAPK13/FRS3/COL9A1/WASF1/PTPRK/TAB2/PLG/THBS2/PDGFA/RAC1/ADCYAP1R1/RALA/GRB10/PTPN12/SH2B2/LAMB1/CAV1/MET/ATP6V0A4/BRAF/ATP6V0E2/NOS3/CDK5/FGF20/PPP2CB/ATP6V1H/LYN/ATP6V0D2/WWP1/ESRP1/ATP6V1C1/PTK2/JAK2/SH3GL2/NCBP1/ATP6V1G1/DNM1/RALGDS/ANOS1/SH3KBP1/RPS6KA3/COL4A5/PAK3/COL9A2/FGFBP3/MLST8/UBB/MUC20/FGF3/ATP6V0C/MAPK3/GRB7/SPHK1/RAB4B/BAX/RPS27A/DNAL4/NCF1/POLR2J/VEGFD	345
R-HSA-1474244	R-HSA-1474244	Extracellular matrix organization	233/7057	301/10619	1.69873211582154e-05	0.00292396734531515	0.00254219850279671	HSPG2/COL16A1/VCAM1/ITGA10/ADAM15/NCSTN/DDR2/TNR/LAMC2/COLGALT2/LAMB3/CAPN8/CAPN2/CAPN9/COL13A1/ADAMTS14/SH3PXD2A/COL17A1/HTRA1/CAPN1/LTBP3/CAPN5/NCAM1/TRAPPC4/ADAMTS8/VWF/ITGA5/MMP19/COL4A1/COL4A2/CMA1/NID2/BMP4/ACTN1/LTBP2/FBLN5/CAPN3/ITGA11/ACAN/ITGAL/ITGAM/ITGAX/MMP2/CDH1/ADAMTS18/ITGA2B/ITGB3/ITGA3/PRKCA/ITGB4/LAMA1/LAMA3/TTR/PTPRS/COL5A3/ICAM1/NCAN/CEACAM1/PXDN/SDC1/CAPN14/NRXN1/EFEMP1/ITGB6/ITGA6/COL5A2/FN1/COL6A3/BMP2/GDF5/MATN4/MMP9/BMP7/APP/ADAMTS1/ADAMTS5/COL6A1/PDGFB/SCUBE1/FBLN1/CRTAP/ITGA9/LAMB2/DAG1/ITGB5/COL6A5/COL6A6/P3H2/KDR/COL25A1/ADAMTS16/VCAN/HAPLN1/FBN2/MFAP3/ADAM19/PHYKPL/DDR1/TNXB/SCUBE3/DST/LAMA4/LAMA2/PLOD3/PRSS1/LOXL2/ADAM9/COL22A1/PLEC/ASPN/CTSV/COL15A1/MUSK/COL27A1/TNC/LAMC3/COL5A1/DMD/COL4A6/PLOD1/MATN1/P3H1/COL24A1/COL11A1/CTSS/CTSK/F11R/TNN/LAMC1/TGFB2/NID1/ITGA8/ITGB1/P4HA1/TLL2/LOXL4/ADAM12/ADAM8/MMP7/MMP20/JAM3/A2M/COL2A1/ITGA7/DCN/NTN4/MMP14/PSEN1/TGFB3/FBN1/ADAM10/LOXL1/MMP25/ITGAD/MMP15/CTRB1/ITGAE/ICAM2/PECAM1/TIMP2/P4HB/EMILIN2/FBN3/COLGALT1/CAPNS1/CAPN12/TGFB1/ADAM17/MATN3/CAPN13/LTBP1/ITGA4/ITGAV/COL4A4/COL4A3/CAPN10/MMP24/JAM2/ITGB2/COL18A1/MMP11/TMPRSS6/FBLN2/CAPN7/ADAMTS9/COL8A1/CD47/PCOLCE2/PLOD2/ADAMTS3/FGF2/TLL1/SPOCK3/CASP3/KLKB1/ITGA1/ITGA2/CAST/COL23A1/ADAMTS2/COL21A1/COL19A1/COL9A1/PLG/PDGFA/COL28A1/ITGB8/COL26A1/LAMB1/CTSB/BMP1/MMP16/SDC2/COL14A1/CASK/COL4A5/CAPN6/COL8A2/COL9A2/MFAP1/KLK7/AGRN/SDC3/FMOD/CTSD/ITGB7/MMP17/ICAM4/SDC4/FGA/LOX/P4HA2/SPARC	233
R-HSA-2672351	R-HSA-2672351	Stimuli-sensing channels	92/7057	109/10619	1.87701184791985e-05	0.00292396734531515	0.00254219850279671	CLCNKB/BSND/CASQ1/RYR2/ANO3/ANO1/WNK1/ANO6/BEST3/ANO4/TPCN1/STOML3/NALCN/UNC79/TRPM1/TRPM7/SCNN1G/TRPV3/TRPV1/NEDD4L/BEST2/UBA52/RYR1/TRPM4/UNC80/TRPM8/SGK2/TRPM2/SLC9B1/CLCN3/RIPK1/TRPV5/ASPH/TRPM3/WNK2/MCOLN2/MCOLN3/CLCA2/CLCA1/CLCA4/CASQ2/SLC9C2/TRPM5/ANO5/TPCN2/TRPC6/ANO2/SCNN1A/TRPV4/TRPC4/RYR3/CLCN7/ASIC2/TTYH2/MCOLN1/ANO8/CALM3/TTYH1/FKBP1B/ASIC4/TRPC4AP/RAF1/ANO10/SLC9C1/TRPC1/CLCN2/SLC9B2/TRPC3/ASIC5/TRPC7/OSTM1/TRDN/SGK1/TTYH3/CLCN1/C8orf44-SGK3/TRPA1/WWP1/TRPM6/STOM/CLCN4/CLCN5/WNK3/TSC22D3/TRPC5/CLIC2/SCNN1B/UBB/BEST1/RPS27A/ANO7/SGK3	92
R-HSA-6811442	R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	160/7057	202/10619	4.03026776163271e-05	0.00565043540180906	0.0049126842820744	KIF1B/KIFAP3/PLA2G4A/KIF21B/RAB3GAP2/GALNT2/KIF26B/TUBB8/TUBAL3/USP6NL/KIF20B/GBF1/VTI1A/ARFGAP2/KLC2/BICD1/TUBA1C/RACGAP1/KIF5A/TUBA3C/NAA30/GOLGA5/DYNC1H1/KIF23/TMED3/MAN2A2/COG7/DCTN5/TUBB3/VPS53/PAFAH1B1/KIF1C/KIF18B/GOSR2/DYNLL2/COG1/KIF19/NBAS/KIF3C/DCTN1/TGOLN2/RAB3GAP1/KIF1A/KIF3B/SYS1/ARFGAP1/AGPAT3/TUBA8/SNAP29/RAB36/KIF9/GOLIM4/DCTN4/KIF6/IGF2R/KIF25/DYNC1I1/CUX1/CAPZA2/GCC1/ARF5/KIF13B/KIF27/BICD2/KIF12/CAPZB/MAN1C1/KIF2C/CAPZA1/MAN1A2/VPS45/COPA/VAMP4/STX6/COG2/RAB18/KIF5B/KIF11/COPB1/KIF18A/STX5/VPS51/RAB6A/RAB30/RAB39A/ZW10/PAFAH1B2/ARCN1/KIF21A/COPZ1/ARL1/DYNLL1/TMED2/COG6/COG3/ACTR10/TRIP11/KLC1/DYNC1LI2/COG8/COG4/GOSR1/NSF/COPZ2/CYTH1/TUBB6/GALNT1/PLIN3/TUBB4A/COPE/PAFAH1B3/KLC3/NAPA/CYTH2/VPS54/RAB1A/GCC2/DYNC1I2/KIF16B/NAPB/PLA2G6/ARFGAP3/DYNC1LI1/GOLGA4/KIF15/ARF4/RAB43/COPG1/RAB6B/COPB2/STX18/CENPE/RAB33B/SCOC/KIF2A/RHOBTB3/MAN2A1/TMED7-TICAM2/KIF3A/BNIP1/KLC4/MAN1A1/CYTH3/RINT1/COG5/COPG2/RIC1/NAA35/GOLGA1/RABEPK/KIF4A/VAMP3/TUBA3E/RAB1B/ARF3/TUBA1B/KIF22/TUBA3D/TMF1/TUBB2A	160
