ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-9006934	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	275/5031	458/10619	1.82860070471852e-08	2.12319781734702e-05	1.85873463099829e-05	WASF2/PTPRU/LCK/DNM3/LAMC2/LAMB3/FGFR2/AP2A2/PTPRJ/FLRT1/CBL/GRIN2B/WASF3/COL4A2/ARHGEF7/THBS1/MAP2K5/SH3GL3/IGF1R/PDPK1/CDH5/ESRP2/POLR2A/MAPK7/ERBB2/GGA3/BAIAP2/PTPN2/PTPRS/VAV1/INSR/ADAM17/ROCK2/SPRED2/NCK2/PTPN18/NRP2/COL6A3/SRC/PLCG1/LAMA5/COL6A2/ITPR1/CTNNB1/MST1/MST1R/COL6A6/GAB1/MEF2C/CYFIP2/ITPR3/MAPK13/RPS6KA2/PDGFA/EGFR/PTK2B/PLAT/SHB/PCSK5/NTRK2/COL27A1/MAPKAP1/DNM1/RAPGEF1/PRKCZ/MTOR/RPS6KA1/PIK3R3/EPS15/DOCK7/PRKACB/COL24A1/COL11A1/VAV3/RAP1A/NCSTN/LAMC1/ATP6V1G3/MAPKAPK2/AKT3/ABI1/ITGB1/NRP1/NRG3/ADAM12/DOCK1/VEGFB/PAK1/GAB2/YAP1/PDGFD/CUL5/PPP2R1B/NTF3/PTPRO/KRAS/ITPR2/ATF1/RNF41/RAP1B/FRS2/ATP6V0A2/FGF9/FLT1/GTF2F2/COL4A1/PSEN1/FLRT2/RPS6KA5/HSP90AA1/CYFIP1/SPRED1/SPINT1/USP8/NEDD4/ADAM10/APH1B/NRG4/NTRK3/MEF2A/PCSK6/PRKCB/BCAR1/WWOX/CRK/NCOR1/AP2B1/TNS4/JUP/STAT5B/STAT3/ATP6V0A1/DUSP3/CLTC/PRKCA/GRB2/HGS/YES1/LAMA1/ROCK1/LAMA3/RIT2/SOCS6/SHC2/MATK/SH3GL1/GTF2F1/HNRNPM/COL5A3/EPS15L1/HPN/AXL/BAX/VRK3/PPP2R1A/KIDINS220/ATP6V1C2/MEMO1/SOS1/PRKCE/TIA1/TGFA/NCKAP1/COL5A2/STAT1/ABI2/CREB1/ERBB4/FN1/IRS1/COL4A4/ITCH/ELMO2/PTPN1/TIAM1/ATP6V1E1/MAPK1/RBFOX2/GRAP2/PRR5/MAPK12/MAPKAPK3/DOCK3/LRIG1/COL6A5/PIK3R4/NCK1/PIK3CB/PIK3CA/PAK2/KLB/TEC/PDGFRA/KIT/KDR/POLR2B/EREG/AREG/BTC/SPP1/FGF2/PDGFC/VEGFC/RICTOR/ERBIN/RASA1/FER/CTNNA1/NRG2/DIAPH1/FGF1/PDGFRB/ATP6V0E1/FLT4/RANBP9/MAPK14/PPP2R5D/COL9A1/WASF1/FYN/PTPRK/LAMA2/TAB2/ESR1/PLG/ADCYAP1R1/ELMO1/TNS3/GRB10/PTPN12/LAMB1/CAV1/MET/BRAF/NOS3/NRG1/FGFR1/ATP6V1H/LYN/PAG1/WWP1/ATP6V1C1/PTK2/JAK2/SH3GL2/SHC3/NCBP1/PTPN3/VAV2/COL5A1/ANOS1/VEGFD/SH3KBP1/RPS6KA3/PAK3/COL9A2/FGF6/CSK/UBA52/BRK1/RALA/COL1A2/ELK1/AHCYL1/THEM4/NCF2/STAM/PTBP1/NTF4/EPN1/STAM2/YWHAB/THBS2/ATP6V0A4/RALGDS	275
R-HSA-112316	R-HSA-112316	Neuronal System	250/5031	413/10619	3.02881286354782e-08	2.12319781734702e-05	1.85873463099829e-05	KIF17/DLGAP3/KCNQ4/LRRC7/GNAI3/KCND3/GLUL/PPFIA4/TUBAL3/CHAT/KCNK18/AP2A2/KCNJ11/PPFIA1/SHANK2/GRIA4/KCNA6/GRIN2B/GLS2/LIN7A/CAMKK2/ARHGEF7/NRXN3/GABRB3/GABRA5/PLCB2/CHRNA3/RASGRF1/PDPK1/ADCY9/CACNG3/CAMKK1/DLG4/KCNJ12/FLOT2/KCNH4/KCNH6/DLGAP1/EPB41L3/TUBB6/GRIN3B/PTPRS/CACNA1A/GRIK5/GRIN2D/KCNJ14/KCNA7/LIN7B/KCNK3/LRRTM4/PRKAG3/TUBA4A/PLCB1/SRC/KCNB1/KCNG1/CHRNA4/KCNQ2/DNAJC5/SHANK3/SLC6A1/ADCY5/GABRB1/RASGRF2/LRFN2/RPS6KA2/ADCY1/STX1A/GNB2/PRKAG2/KCNB2/NCALD/ADCY8/KCNQ3/PTPRD/CASK/DLG3/GRIA3/SLITRK4/GNB1/KCNAB2/RPS6KA1/EPB41/GRIK3/SLC1A7/PRKAA2/GNG12/PRKACB/KCNA2/KCNN3/KCNJ10/CACNA1E/SYT2/KCNH1/KCNK2/KCNK1/GNG4/CACNB2/GAD2/LRRTM3/CAMK2G/KCNMA1/SLC18A2/KCNQ1/SYT9/PPFIBP2/SLC1A2/SYT7/RTN3/NRXN2/LRTOMT/DLG2/GRM5/HTR3B/GRIK4/KCNJ1/SLC6A13/GNB3/ABCC9/KRAS/PPFIBP1/SYT10/ADCY6/PRKAG1/TUBA1C/GRIP1/KCNMB4/SYT1/PPFIA2/ALDH2/PRKAB1/ADCY4/GNG2/KCNH5/SIPA1L1/KCNK10/KCNK13/BEGAIN/GABRG3/APBA2/CHRFAM7A/CHRNA7/GNB5/HCN4/NPTN/CHRNA5/HOMER2/NTRK3/ABAT/GRIN2A/PRKCB/GIT1/AP2B1/GJC1/MAPT/NSF/PPM1E/PRKCA/CACNG4/GNAL/HCN2/GNG7/KCNN1/LRRC4B/SHANK1/CACNG8/ADCY3/NRXN1/EPB41L5/CACNB4/KCNJ3/KCNH7/CREB1/ERBB4/SNAP25/EPB41L1/DLGAP4/GRIK1/KCNJ6/MAPK1/PPM1F/SYN3/CACNG2/SYN2/KCNH8/PRKAR2A/CACNA2D3/GABRR3/KCNAB1/NLGN1/KCNMB2/GNB4/DLG1/CPLX1/GABRA2/PDLIM5/CAMK2D/GRIA2/GLRA3/SLC6A3/ADCY2/SLC1A3/HCN1/HOMER1/CAMK4/CAMK2A/GLRA1/GRIA1/GABRB2/ALDH5A1/KCNK17/RIMS1/KCNQ5/MYO6/GABRR1/GRIK2/EPB41L2/GRM1/SLC22A1/PRKAR1B/DBNL/GNAI1/CACNA2D1/GNGT1/PRKAR2B/KCND2/KCNH2/NRG1/CHRNA6/KCNK9/SLC1A1/UNC13B/APBA1/GABBR2/GRIN3A/STXBP1/CACNA1B/NLGN4X/GLRA2/RPS6KA3/IL1RAPL1/MAOA/SYN1/NLGN3/RPS6KA6/IL1RAPL2/GABRA3/GNG13/VAMP2/TUBB4B	250
R-HSA-6794361	R-HSA-6794361	Neurexins and neuroligins	45/5031	56/10619	3.80851600266438e-07	0.000177984647857849	0.000155815075758129	DLGAP3/SHANK2/GRIN2B/LIN7A/NRXN3/DLG4/DLGAP1/EPB41L3/GRIN2D/LIN7B/LRRTM4/SHANK3/STX1A/CASK/DLG3/EPB41/SYT2/LRRTM3/SYT9/SYT7/NRXN2/DLG2/GRM5/SYT10/SYT1/SIPA1L1/BEGAIN/APBA2/HOMER2/GRIN2A/SHANK1/NRXN1/EPB41L5/EPB41L1/DLGAP4/NLGN1/PDLIM5/HOMER1/EPB41L2/GRM1/DBNL/APBA1/STXBP1/NLGN4X/NLGN3	45
R-HSA-6794362	R-HSA-6794362	Protein-protein interactions at synapses	64/5031	87/10619	5.62631221424177e-07	0.000197202243109174	0.000172638948468576	DLGAP3/PPFIA4/PPFIA1/SHANK2/GRIA4/GRIN2B/LIN7A/NRXN3/DLG4/FLOT2/DLGAP1/EPB41L3/PTPRS/GRIN2D/LIN7B/LRRTM4/SHANK3/LRFN2/STX1A/PTPRD/CASK/DLG3/GRIA3/SLITRK4/EPB41/SYT2/LRRTM3/SYT9/PPFIBP2/SYT7/RTN3/NRXN2/DLG2/GRM5/PPFIBP1/SYT10/SYT1/PPFIA2/SIPA1L1/BEGAIN/APBA2/HOMER2/NTRK3/GRIN2A/LRRC4B/SHANK1/NRXN1/EPB41L5/EPB41L1/DLGAP4/NLGN1/DLG1/PDLIM5/HOMER1/GRIA1/EPB41L2/GRM1/DBNL/APBA1/STXBP1/NLGN4X/IL1RAPL1/NLGN3/IL1RAPL2	64
R-HSA-194840	R-HSA-194840	Rho GTPase cycle	93/5031	138/10619	1.424115698345e-06	0.000399322041815939	0.000349582927214795	PLEKHG5/INPP5B/OBSCN/RHOU/ARAP1/ARHGEF12/ARHGDIB/SRGAP1/ARHGEF7/ARHGAP17/ARHGAP23/ARHGAP45/TRIP10/VAV1/ARHGAP33/ARHGAP35/ARHGAP25/ARHGEF4/ITSN1/BCR/SRGAP3/ARHGAP24/TRIO/RASGRF2/TIAM2/ARHGEF35/ARHGEF5/RHOBTB2/ARHGAP39/STARD8/ARHGEF16/ARHGEF10L/ARHGAP29/VAV3/ARHGEF11/NET1/GDI2/ARHGAP21/ARHGAP12/ARHGAP22/RHOBTB1/ARHGAP1/RHOD/ARHGAP42/ARHGAP20/ARHGAP32/A2M/FGD4/STARD13/MCF2L/ARHGAP5/SOS2/RHOJ/ARHGAP11B/MYO9A/AKAP13/ABR/ARHGAP44/RHOT1/RALBP1/MYO9B/SOS1/RHOQ/ARHGAP15/NGEF/PREX1/TIAM1/RAC2/ARHGEF3/ARHGAP31/KALRN/ARHGEF26/ECT2/ARAP2/FAM13A/ARHGAP10/DEPDC1B/FAM13B/ARHGAP26/ARHGAP18/CHN2/ARHGEF10/DLC1/FGD3/VAV2/ARHGAP6/FGD1/OPHN1/OCRL/ARHGEF6/MCF2/ARHGEF19/RHOV	93
R-HSA-1650814	R-HSA-1650814	Collagen biosynthesis and modifying enzymes	50/5031	67/10619	4.87984222336899e-06	0.00114025646619389	0.000998227374113726	COL8A2/COLGALT2/COL13A1/ADAMTS14/SERPINH1/COL4A2/COL6A3/COL18A1/COL6A2/COL6A6/P3H2/BMP1/COL22A1/COL15A1/COL27A1/COL4A6/PLOD1/COL16A1/COL24A1/COL11A1/P4HA1/TLL2/COL17A1/P4HA3/COL4A1/COL5A3/COLGALT1/COL5A2/COL4A4/CRTAP/COL8A1/COL6A5/PCOLCE2/PLOD2/ADAMTS3/COL25A1/TLL1/COL23A1/ADAMTS2/COL21A1/COL19A1/COL9A1/COL12A1/COL28A1/COL26A1/COL14A1/COL5A1/COL9A2/COL1A2/P3H3	50
R-HSA-373752	R-HSA-373752	Netrin-1 signaling	39/5031	50/10619	8.95829812591895e-06	0.00156043002756545	0.00136606457852791	DSCAML1/RGMA/SRC/PLCG1/SLIT2/TRIO/MYO10/SLIT3/MAPK13/PRKCQ/MAPK8/UNC5B/SLIT1/ABLIM1/DOCK1/PAK1/TRPC6/NTN4/TRPC4/NEO1/SIAH1/PITPNA/DCC/DSCAM/MAPK12/ROBO1/NCK1/TRPC1/ABLIM2/UNC5C/TRPC3/TRPC7/ABLIM3/UNC5A/MAPK14/FYN/UNC5D/PTK2/TRPC5	39
R-HSA-194138	R-HSA-194138	Signaling by VEGF	73/5031	107/10619	9.70478753992545e-06	0.00156043002756545	0.00136606457852791	WASF2/WASF3/PDPK1/CDH5/BAIAP2/VAV1/ROCK2/NCK2/NRP2/SRC/PLCG1/ITPR1/CTNNB1/CYFIP2/ITPR3/MAPK13/PTK2B/SHB/MAPKAP1/PRKCZ/MTOR/PRKACB/VAV3/MAPKAPK2/AKT3/ABI1/NRP1/DOCK1/VEGFB/PAK1/KRAS/ITPR2/FLT1/HSP90AA1/CYFIP1/PRKCB/BCAR1/CRK/JUP/PRKCA/ROCK1/SHC2/AXL/NCKAP1/ABI2/ELMO2/PRR5/MAPK12/MAPKAPK3/NCK1/PIK3CB/PIK3CA/PAK2/KDR/VEGFC/RICTOR/RASA1/CTNNA1/FLT4/MAPK14/WASF1/FYN/ELMO1/CAV1/NOS3/PTK2/VAV2/VEGFD/PAK3/BRK1/AHCYL1/THEM4/NCF2	73
R-HSA-112315	R-HSA-112315	Transmission across Chemical Synapses	164/5031	272/10619	1.00170258545571e-05	0.00156043002756545	0.00136606457852791	KIF17/LRRC7/GNAI3/GLUL/PPFIA4/TUBAL3/CHAT/AP2A2/PPFIA1/GRIA4/GRIN2B/GLS2/LIN7A/CAMKK2/ARHGEF7/GABRB3/GABRA5/PLCB2/CHRNA3/RASGRF1/PDPK1/ADCY9/CACNG3/CAMKK1/DLG4/KCNJ12/TUBB6/GRIN3B/CACNA1A/GRIK5/GRIN2D/LIN7B/PRKAG3/TUBA4A/PLCB1/SRC/CHRNA4/DNAJC5/SLC6A1/ADCY5/GABRB1/RASGRF2/RPS6KA2/ADCY1/STX1A/GNB2/PRKAG2/NCALD/ADCY8/CASK/DLG3/GRIA3/GNB1/RPS6KA1/GRIK3/SLC1A7/PRKAA2/GNG12/PRKACB/KCNJ10/CACNA1E/GNG4/CACNB2/GAD2/CAMK2G/SLC18A2/SLC1A2/LRTOMT/DLG2/HTR3B/GRIK4/SLC6A13/GNB3/KRAS/ADCY6/PRKAG1/TUBA1C/GRIP1/SYT1/PPFIA2/ALDH2/PRKAB1/ADCY4/GNG2/GABRG3/CHRFAM7A/CHRNA7/GNB5/NPTN/CHRNA5/ABAT/GRIN2A/PRKCB/GIT1/AP2B1/MAPT/NSF/PPM1E/PRKCA/CACNG4/GNAL/GNG7/CACNG8/ADCY3/CACNB4/KCNJ3/CREB1/ERBB4/SNAP25/EPB41L1/GRIK1/KCNJ6/MAPK1/PPM1F/SYN3/CACNG2/SYN2/PRKAR2A/CACNA2D3/GABRR3/GNB4/DLG1/CPLX1/GABRA2/CAMK2D/GRIA2/GLRA3/SLC6A3/ADCY2/SLC1A3/CAMK4/CAMK2A/GLRA1/GRIA1/GABRB2/ALDH5A1/RIMS1/MYO6/GABRR1/GRIK2/SLC22A1/PRKAR1B/GNAI1/CACNA2D1/GNGT1/PRKAR2B/NRG1/CHRNA6/SLC1A1/UNC13B/APBA1/GABBR2/GRIN3A/STXBP1/CACNA1B/GLRA2/RPS6KA3/MAOA/SYN1/RPS6KA6/GABRA3/GNG13/VAMP2/TUBB4B	164
R-HSA-983712	R-HSA-983712	Ion channel transport	115/5031	186/10619	4.53066350394816e-05	0.00635199023253531	0.00556079331116163	ATP13A2/RYR2/ANO9/TPCN2/ANO1/ANO2/TPCN1/UNC79/ATP10A/TRPM1/RYR3/ATP2C2/WNK4/NEDD4L/ATP8B3/ATP13A1/RYR1/TRPM4/UNC80/ATP2B2/ATP10D/ATP10B/ASIC3/WNK2/ATP7A/SCNN1D/CLCN6/MCOLN2/MCOLN3/SLC9C2/ATP6V1G3/ATP2B4/CAMK2G/CUTC/ANO3/BEST1/TRPC6/WNK1/SCNN1A/ANO6/BEST3/ATP2B1/ANO4/ATP2A2/ATP6V0A2/ATP8A2/TRPC4/ATP7B/NALCN/ATP11A/ATP8B4/TRPM7/SCNN1B/ATP2A1/TRPV3/ATP2A3/ASIC2/ATP6V0A1/TTYH2/ATP8B1/ATP9B/ATP4A/TTYH1/ATP6V1C2/FKBP1B/TRPM8/ANO7/TRPC4AP/SGK2/ATP9A/TRPM2/ATP6V1E1/RAF1/ANO10/ATP2C1/ATP1B3/TRPC1/ATP11B/CLCN2/ATP13A5/ATP13A4/SLC9B1/CAMK2D/TRPC3/CLCN3/TRPC7/CAMK2A/ATP6V0E1/RIPK1/SLC17A3/OSTM1/SGK1/TTYH3/ATP6V1H/ASPH/C8orf44-SGK3/WWP1/ATP6V1C1/TRPM3/CLCN4/CLCN5/WNK3/PDZD11/TSC22D3/TRPC5/ATP11C/UBA52/TRPM6/CASQ2/FXYD2/ASIC1/ATP12A/MCOLN1/ATP6V0A4/TRPV6	115
