ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-112316	R-HSA-112316	Neuronal System	211/3546	413/10619	3.04434430509451e-14	4.26208202713231e-11	3.72050919812076e-11	KIF17/PTPRF/KCNA3/KCNH1/KCNK2/ACTN2/TUBAL3/PPFIBP2/ABCC8/SYT7/NRXN2/SHANK2/GRIA4/CAMKK2/TUBA3C/ARHGEF7/KCNH5/SIPA1L1/KCNK10/GJD2/HCN4/RASGRF1/PDPK1/ADCY7/KCNG4/KCNAB3/CACNB1/KCNH6/PRKAR1A/DLGAP1/KCNN1/KCNK6/LRFN1/GRIK5/PPFIA3/ADCY3/SLC5A7/KCNJ3/PLCB1/KCNS1/PPM1F/KCNJ4/GRIP2/ADCY5/NLGN1/CPLX1/CAMK2A/GLRA1/GRIA1/RAC1/ACHE/NRG1/KCNS2/UNC13B/GABBR2/NLGN4X/SLITRK2/GABRQ/GNB1/KCNAB2/EPB41/GRIK3/KCNQ4/SLC1A7/GNG12/LRRC7/PRKACB/KCNC4/KCND3/NRAS/KCNN3/HCN3/CACNA1E/SYT2/GNG4/CACNB2/GAD2/LRRTM3/KCNMA1/KCNQ1/SYT9/LIN7C/SLC1A2/RTN3/KCNK4/PPFIA1/DLG2/GRM5/PANX1/GRIK4/GRIN2B/ABCC9/KRAS/PPFIBP1/SYT10/SLC38A1/GRIP1/MDM2/SYT1/ALDH2/PRKAB1/GNG2/NRXN3/KCNK13/GABRB3/GABRG3/APBA2/CHRNA7/GNB5/HOMER2/NTRK3/ABAT/GRIN2A/PRKCB/CACNG3/AP2B1/KCNH4/GJC1/NSF/PPM1E/PRKCA/CACNG4/KCNJ16/GRIN2C/EPB41L3/GNAL/HCN2/GNG7/PTPRS/CACNA1A/PRKACA/CALM3/KCNJ14/SHANK1/PRKCG/NRXN1/LRRTM4/CACNB4/KCNH7/ERBB4/SNAP25/EPB41L1/DLGAP4/KCNB1/KCNG1/GRIK1/KCNJ6/MAPK1/SYN3/CACNG2/SLC6A11/SYN2/KCNH8/PRKAR2A/CACNA2D2/CACNA2D3/GABRR3/KCNAB1/KCNMB2/KCNMB3/IL1RAP/DLG1/GABRA2/GABRA4/GABRB1/PDLIM5/CAMK2D/GLRB/SLC6A3/ADCY2/SLC1A3/RASGRF2/KCNN2/GABRB2/LRFN2/RIMS1/KCNQ5/MYO6/GRIK2/GRM1/SLC22A1/RPS6KA2/PRKAR1B/ADCY1/CACNA2D1/GNGT1/KCND2/KCNH2/PRKAG2/CHRNB3/CHRNA6/NCALD/ADCY8/KCNQ3/KCNK9/SHARPIN/SLC1A1/PTPRD/STXBP1/GRIN1/CACNA1B/PRKX/IL1RAPL1/MAOA/IL1RAPL2/LRTOMT/GLS2/GABRA5/KCNK1/KCNJ5/GLS	211
R-HSA-194840	R-HSA-194840	Rho GTPase cycle	84/3546	138/10619	2.77884624535822e-11	1.94519237175076e-08	1.69802131097942e-08	ARHGEF11/OBSCN/RHOU/ARHGEF7/ARHGAP5/ABR/ARHGAP23/ARHGAP27/MYO9B/ITSN1/BCR/SRGAP3/KALRN/TIAM2/RAC1/CHN2/VAV2/ARHGAP36/ARHGEF16/PLEKHG5/ARHGEF19/ARHGEF10L/INPP5B/ARHGAP29/VAV3/SRGAP2/ARHGAP21/ARHGAP12/ARHGAP22/RHOBTB1/DEPDC7/ARHGAP1/RHOD/ARAP1/ARHGEF17/ARHGAP42/ARHGAP20/ARHGEF12/ARHGAP32/A2M/ARHGAP9/SRGAP1/STARD13/SOS2/RHOJ/ARHGAP11B/ARHGAP11A/MYO9A/AKAP13/ARHGAP44/RHOT1/VAV1/ARHGEF18/ARHGEF1/ARHGAP35/ARHGEF4/ARHGAP15/CHN1/PREX1/TIAM1/ARHGEF3/ARHGAP31/ARHGEF26/ECT2/ARAP2/RHOH/ARHGAP24/FAM13A/ARHGEF38/ARHGAP10/TRIO/RASGRF2/ARHGAP26/ARHGEF37/DLC1/ARHGAP39/FGD3/ARHGAP6/FGD1/OPHN1/ARHGEF6/MCF2/MCF2L/ARHGEF39	84
R-HSA-9006934	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	210/3546	458/10619	1.05103007485744e-08	4.90480701600138e-06	4.28156462073504e-06	MTOR/PTPRU/LCK/THBS3/NCSTN/DNM3/LAMB3/RAB4A/NRG3/FGFR2/DOCK1/BDNF/FGF3/GAB2/FGF6/PTPN11/COL4A2/ARHGEF7/PDPK1/BCAR1/ERBB2/STAT3/ATP6V0A1/ROCK1/LAMA3/GTF2F1/CDC37/DNM2/HPN/PPP2R1A/KIDINS220/NRP2/TRIB3/PTPN1/COL6A2/RBFOX2/MAPK12/MAPK11/LRIG1/COL6A6/MUC20/KIT/PIK3R1/ITPR3/MAPK14/FYN/TAB2/RAC1/TNS3/EGFR/BRAF/PTK2B/NRG1/ATP6V1H/NTRK2/SHC3/VAV2/PRKCZ/WASF2/PIK3R3/EPS15/DOCK7/PRKACB/COL24A1/COL11A1/VAV3/RAP1A/NRAS/NGF/NTRK1/LAMC1/AKT3/ABI1/ITGB1/NRP1/CXCL12/ADAM12/PTPRJ/PAK1/YAP1/PDGFD/CUL5/GRIN2B/PTPRO/KRAS/ITPR2/ATF1/RAP1B/SH2B3/PXN/ATP6V0A2/WASF3/FLT3/FLT1/KL/COL4A1/PSEN1/FLRT2/RPS6KA5/HSP90AA1/CYFIP1/SPRED1/ADAM10/MAP2K5/NTRK3/IGF1R/PCSK6/PRKCB/ATP6V0D1/RANBP10/WWOX/CRK/NCOR1/GRAP/AP2B1/JUP/PRKCA/GRB2/HGS/PTPN2/RIT2/MATK/PTPRS/VAV1/PRKACA/AKT2/CALM3/ADAM17/ROCK2/MEMO1/SPRED2/TIA1/TGFA/ATP6V1B1/NCK2/RALB/PTPN18/STAM2/GALNT3/NCKAP1/COL5A2/STAT1/ABI2/ERBB4/COL4A4/COL4A3/COL6A3/ITCH/TIAM1/MAPK1/NCF4/PRR5/DOCK3/COL6A5/PIK3R4/NCK1/PIK3CA/PAK2/FGFRL1/PDGFRA/KDR/FGF2/GAB1/PDGFC/RICTOR/ITGA2/ERBIN/RASA1/MEF2C/CTNNA1/NRG2/DIAPH1/FGF1/CYFIP2/FLT4/RANBP9/WASF1/LAMA4/PTPRK/LAMA2/ESR1/RPS6KA2/ELMO1/RALA/GRB10/PTPN12/SH2B2/MET/ATP6V0A4/ATP6V0D2/ESRP1/ATP6V1C1/PTK2/SH3GL2/SHB/PCSK5/COL27A1/MAPKAP1/RAPGEF1/COL5A1/ANOS1/SH3KBP1/ELK1/COL4A5/BRK1/FGF10/MAPK13/STAM/STAT5B/PTBP1	210
R-HSA-193648	R-HSA-193648	NRAGE signals death through JNK	40/3546	59/10619	6.50147221472541e-08	2.27551527515389e-05	1.98637085297268e-05	ARHGEF11/OBSCN/ARHGEF7/ABR/ITSN1/KALRN/TIAM2/RAC1/VAV2/ARHGEF16/PLEKHG5/ARHGEF19/ARHGEF10L/VAV3/NGF/ARHGEF17/ARHGEF12/SOS2/AKAP13/AATF/VAV1/ARHGEF18/ARHGEF1/BCL2L11/ARHGEF4/PREX1/TIAM1/ARHGEF3/ARHGEF26/ECT2/ARHGEF38/TRIO/RASGRF2/ARHGEF37/FGD3/FGD1/ARHGEF6/MCF2/MCF2L/ARHGEF39	40
R-HSA-373752	R-HSA-373752	Netrin-1 signaling	35/3546	50/10619	1.26472119111984e-07	3.38867934818416e-05	2.95808776183595e-05	UNC5B/SLIT1/DOCK1/TRPC6/PTPN11/NTN1/DSCAM/MAPK12/MAPK11/ABLIM2/UNC5C/RGMB/ABLIM3/MAPK14/FYN/RAC1/PRKCQ/ABLIM1/PAK1/DSCAML1/NTN4/NEO1/SIAH1/DCC/ROBO1/NCK1/SLIT2/TRIO/MYO10/TRPC7/SLIT3/EZR/UNC5D/PTK2/MAPK13	35
R-HSA-194138	R-HSA-194138	Signaling by VEGF	62/3546	107/10619	1.45229114922178e-07	3.38867934818416e-05	2.95808776183595e-05	MTOR/DOCK1/PDPK1/BCAR1/ROCK1/NRP2/TRIB3/MAPK12/MAPK11/PIK3R1/ITPR3/MAPK14/FYN/RAC1/PTK2B/VAV2/PRKCZ/WASF2/PRKACB/VAV3/NRAS/AKT3/ABI1/NRP1/PAK1/KRAS/ITPR2/PXN/WASF3/FLT1/HSP90AA1/CYFIP1/PRKCB/CRK/JUP/PRKCA/VAV1/PRKACA/AKT2/CALM3/ROCK2/NCK2/NCKAP1/ABI2/NCF4/PRR5/NCK1/PIK3CA/PAK2/KDR/RICTOR/RASA1/CTNNA1/CYFIP2/FLT4/WASF1/ELMO1/PTK2/SHB/MAPKAP1/BRK1/MAPK13	62
R-HSA-4420097	R-HSA-4420097	VEGFA-VEGFR2 Pathway	58/3546	99/10619	2.16123289144983e-07	4.32246578289966e-05	3.77322013078684e-05	MTOR/DOCK1/PDPK1/BCAR1/ROCK1/TRIB3/MAPK12/MAPK11/PIK3R1/ITPR3/MAPK14/FYN/RAC1/PTK2B/VAV2/PRKCZ/WASF2/PRKACB/VAV3/NRAS/AKT3/ABI1/PAK1/KRAS/ITPR2/PXN/WASF3/HSP90AA1/CYFIP1/PRKCB/CRK/JUP/PRKCA/VAV1/PRKACA/AKT2/CALM3/ROCK2/NCK2/NCKAP1/ABI2/NCF4/PRR5/NCK1/PIK3CA/PAK2/KDR/RICTOR/RASA1/CTNNA1/CYFIP2/WASF1/ELMO1/PTK2/SHB/MAPKAP1/BRK1/MAPK13	58
R-HSA-112315	R-HSA-112315	Transmission across Chemical Synapses	129/3546	272/10619	8.38555441618771e-07	0.000140129749688873	0.000122323789014121	KIF17/ACTN2/TUBAL3/GRIA4/CAMKK2/TUBA3C/ARHGEF7/RASGRF1/PDPK1/ADCY7/CACNB1/PRKAR1A/GRIK5/PPFIA3/ADCY3/SLC5A7/KCNJ3/PLCB1/PPM1F/KCNJ4/GRIP2/ADCY5/CPLX1/CAMK2A/GLRA1/GRIA1/RAC1/ACHE/NRG1/UNC13B/GABBR2/GABRQ/GNB1/GRIK3/SLC1A7/GNG12/LRRC7/PRKACB/NRAS/CACNA1E/GNG4/CACNB2/GAD2/LIN7C/SLC1A2/PPFIA1/DLG2/GRIK4/GRIN2B/KRAS/SLC38A1/GRIP1/MDM2/SYT1/ALDH2/PRKAB1/GNG2/GABRB3/GABRG3/CHRNA7/GNB5/ABAT/GRIN2A/PRKCB/CACNG3/AP2B1/NSF/PPM1E/PRKCA/CACNG4/KCNJ16/GRIN2C/GNAL/GNG7/CACNA1A/PRKACA/CALM3/PRKCG/CACNB4/ERBB4/SNAP25/EPB41L1/GRIK1/KCNJ6/MAPK1/SYN3/CACNG2/SLC6A11/SYN2/PRKAR2A/CACNA2D2/CACNA2D3/GABRR3/DLG1/GABRA2/GABRA4/GABRB1/CAMK2D/GLRB/SLC6A3/ADCY2/SLC1A3/RASGRF2/GABRB2/RIMS1/MYO6/GRIK2/SLC22A1/RPS6KA2/PRKAR1B/ADCY1/CACNA2D1/GNGT1/PRKAG2/CHRNB3/CHRNA6/NCALD/ADCY8/SLC1A1/STXBP1/GRIN1/CACNA1B/PRKX/MAOA/LRTOMT/GLS2/GABRA5/KCNJ5/GLS	129
R-HSA-416482	R-HSA-416482	G alpha (12/13) signalling events	48/3546	80/10619	9.00834105142752e-07	0.000140129749688873	0.000122323789014121	ARHGEF11/OBSCN/ARHGEF7/ABR/ROCK1/ITSN1/KALRN/TIAM2/VAV2/GNB1/ARHGEF16/PLEKHG5/ARHGEF19/ARHGEF10L/GNG12/VAV3/GNG4/ARHGEF17/ARHGEF12/SOS2/GNG2/GNB5/AKAP13/GNG7/VAV1/ARHGEF18/ARHGEF1/ROCK2/ARHGEF4/PREX1/TIAM1/ARHGEF3/ARHGEF26/ECT2/ARHGEF38/TRIO/RASGRF2/ARHGEF37/ADRA1B/GNA12/GNGT1/FGD3/FGD1/ARHGEF6/MCF2/MCF2L/ADRA1A/ARHGEF39	48
R-HSA-6794362	R-HSA-6794362	Protein-protein interactions at synapses	51/3546	87/10619	1.12570151185454e-06	0.000157598211659635	0.000137572574238223	PTPRF/PPFIBP2/SYT7/NRXN2/SHANK2/GRIA4/SIPA1L1/DLGAP1/LRFN1/PPFIA3/NLGN1/GRIA1/NLGN4X/SLITRK2/EPB41/SYT2/LRRTM3/SYT9/LIN7C/RTN3/PPFIA1/DLG2/GRM5/GRIN2B/PPFIBP1/SYT10/SYT1/NRXN3/APBA2/HOMER2/NTRK3/GRIN2A/GRIN2C/EPB41L3/PTPRS/SHANK1/NRXN1/LRRTM4/EPB41L1/DLGAP4/IL1RAP/DLG1/PDLIM5/LRFN2/GRM1/SHARPIN/PTPRD/STXBP1/GRIN1/IL1RAPL1/IL1RAPL2	51
R-HSA-194315	R-HSA-194315	Signaling by Rho GTPases	196/3546	455/10619	6.86480593624342e-06	0.000873702573703708	0.000762683224112785	ARHGEF11/NSL1/CENPF/OBSCN/RHOU/TUBAL3/INCENP/FMNL3/TUBA3C/ARHGEF7/ARHGAP5/DYNC1H1/PDPK1/NDE1/MYH11/DYNC1LI2/ABR/MYH10/TAOK1/ARHGAP23/DYNLL2/ARHGAP27/ROCK1/MYO9B/MYH14/PPP2R1A/ITSN1/BCR/MYH9/MAPK11/SRGAP3/MYLK/KALRN/HIST1H4I/MAPK14/TIAM2/RAC1/CHN2/VAV2/ARHGAP36/PRKCZ/ARHGEF16/PLEKHG5/ARHGEF19/RCC2/ARHGEF10L/WASF2/INPP5B/ARHGAP29/VAV3/CENPL/KIF14/PPP1R12B/SRGAP2/ARHGAP21/ABI1/ARHGAP12/ITGB1/ARHGAP22/RHOBTB1/DEPDC7/ARHGAP1/CKAP5/NUP160/RHOD/ARAP1/ARHGEF17/PAK1/ARHGAP42/ARHGAP20/ARHGEF12/ARHGAP32/A2M/ARHGAP9/SRGAP1/PPP1R12A/NUP37/CIT/CLIP1/KNTC1/WASF3/STARD13/DIAPH3/SOS2/KTN1/RHOJ/PPP2R5E/EVL/PPP2R5C/KLC1/CYFIP1/ARHGAP11B/ARHGAP11A/BUB1B/KNL1/ZWILCH/MYO9A/AKAP13/IQGAP1/PRKCB/CDH1/YWHAE/PAFAH1B1/NDEL1/ARHGAP44/RHOT1/WIPF2/PRKCA/NUP85/GRB2/VAV1/ARHGEF18/PIN1/SPC24/ARHGEF1/CALM3/ARHGAP35/YWHAQ/ROCK2/PPP1CB/XPO1/ACTR2/RTKN/BUB1/ACTR3/CLASP1/ARHGEF4/ARHGAP15/FMNL2/DYNC1I2/CHN1/NCKAP1/ABI2/PREX1/TIAM1/MAPK1/NCF4/MRTFA/ARHGEF3/ARHGAP31/ROPN1/PIK3R4/NCK1/ARHGEF26/ECT2/PAK2/ARAP2/RHOH/ARHGAP24/FAM13A/ARHGEF38/ARHGAP10/TRIO/KIF2A/CENPK/IQGAP2/RASGRF2/CTNNA1/DIAPH1/ARHGAP26/ARHGEF37/CYFIP2/SPDL1/HIST1H2BK/CENPQ/WASF1/NOX3/MAD1L1/DYNC1I1/DLC1/NCOA2/PTK2/ARHGAP39/KDM4C/CENPP/FGD3/SCAI/ABL1/ARHGAP6/FGD1/OPHN1/DIAPH2/NOX1/ARHGEF6/MCF2/IQGAP3/MCF2L/PLK1/MYL9/BRK1/SRF/WIPF3/KIF2C/PPP2R5A/ARHGEF39/FLNA	196
