ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-9006934	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	300/5615	458/10619	1.52620557300227e-08	1.34451721006107e-05	1.13262880823524e-05	MTOR/COL24A1/NTRK1/LAMC2/MAPKAPK2/RAB4A/NRP1/FGFR2/IGF2/FGF3/PDGFD/NCKAP1L/FRS2/IGF1/SPRY2/IRS2/COL4A1/CMA1/RPS6KA5/CSK/NTRK3/MEF2A/PCSK6/PDPK1/PRKCB/NCOR1/ERBB2/ATP6V0A1/DUSP3/PRKCA/ADCYAP1/LAMA1/PIK3C3/SOCS6/SH3GL1/PTPRS/INSR/HNRNPM/COL5A3/PRKACA/AP2S1/AP2A1/KIDINS220/ROCK2/PRKCE/ABI2/NRP2/MMP9/LAMA5/COL6A2/NCF4/PDGFB/PRR5/ITPR1/LRIG1/ATP6V1A/FGFRL1/KLB/TEC/KDR/ITGA2/CYFIP2/FLT4/ITPR3/FRS3/VEGFA/PTPRK/RPS6KA2/PDGFA/ELMO1/EGFR/LAMB1/CDK5/ATP6V1B2/PTK2B/ATP6V1H/WWP1/SHB/PCSK5/NTRK2/COL27A1/MAPKAP1/RAPGEF1/COL5A1/PRKCZ/RPS6KA1/WASF2/PTPRU/LCK/PIK3R3/EPS15/DOCK7/PRKACB/COL11A1/VAV3/AHCYL1/RAP1A/NGF/THEM4/THBS3/RIT1/NCSTN/DNM3/LAMC1/NCF2/ATP6V1G3/AKT3/STAM/ITGB1/NRG3/TIAL1/ADAM12/DOCK1/AP2A2/PDE3B/PTPRJ/FGF19/PAK1/GAB2/PGR/YAP1/CUL5/CBL/FGF6/NTF3/PTPN6/GRIN2B/PTPRO/ITPR2/ATF1/STAT6/RAP1B/KITLG/PTPN11/PXN/WASF3/FLT3/FLT1/KL/GTF2F2/COL4A2/ARHGEF7/PSEN1/PGF/FLRT2/HSP90AA1/AKT1/CYFIP1/SPRED1/FGF7/USP8/NEDD4/ADAM10/APH1B/MAP2K5/NRG4/SH3GL3/IGF1R/CDH5/ATP6V0D1/RANBP10/WWOX/AP2B1/TNS4/JUP/STAT5B/STAT5A/ITGB3/ITGA3/GGA3/GRB2/BAIAP2/YES1/PTPN2/ROCK1/LAMA3/RIT2/VAV1/DNM2/EPS15L1/AKT2/AXL/FLT3LG/ADAM17/ATP6V1C2/MEMO1/SOS1/SPRED2/TIA1/TGFA/NCK2/RALB/PTPN18/STAM2/GALNT3/NCKAP1/ITGAV/STAT1/CREB1/ERBB4/FN1/IRS1/COL4A4/COL4A3/COL6A3/TRIB3/ITCH/SRC/ELMO2/PTPN1/COL9A3/PTK6/TIAM1/ATP6V1E1/CRKL/MAPK1/RBFOX2/POLR2F/GRAP2/RHOA/MST1R/DOCK3/PRKCD/COL6A5/PIK3R4/NCK1/PIK3CB/PIK3CA/MUC20/PAK2/PDGFRA/KIT/POLR2B/BTC/EGF/GAB1/PDGFC/VEGFC/RICTOR/ERBIN/THBS4/RASA1/MEF2C/FER/CTNNA1/NRG2/HBEGF/DIAPH1/FGF1/PDGFRB/FGF18/RANBP9/MAPK14/PPP2R5D/COL9A1/FYN/LAMA4/LAMA2/TAB2/ESR1/PLG/THBS2/RALA/TNS3/GRB10/PTPN12/SH2B2/CAV1/BRAF/PPP2CB/NRG1/FGFR1/PLAT/LYN/PAG1/ESRP1/ATP6V1C1/PTK2/JAK2/SH3GL2/CLTA/NCBP1/PTPN3/DNM1/RALGDS/VAV2/ANOS1/VEGFD/SH3KBP1/COL4A5/PAK3/COL9A2/UBB/TCIRG1/CALM1/STAT3/RPS27A/COL5A2/PPP2CA/POLR2J	300
R-HSA-112316	R-HSA-112316	Neuronal System	273/5615	413/10619	1.91799887312563e-08	1.34451721006107e-05	1.13262880823524e-05	KCNAB2/GRIK3/PTPRF/KCNC4/KCND3/CHRNB2/KCNN3/KCNJ10/PPFIA4/KCNH1/CACNB2/CHAT/CAMK2G/KCNMA1/KCNC1/SYT7/NRXN2/KCNK7/DLG2/GRIA4/HTR3A/GRIK4/KCNA5/ADCY6/GRIP1/MDM2/KCNMB4/KCNH5/GABRB3/CHRNA7/RASGRF1/NTRK3/PDPK1/ADCY9/PRKCB/CAMKK1/TSPOAP1/PRKCA/MAPT/EPB41L3/GNG7/PTPRS/CACNA1A/PRKACA/AP2S1/GRIN2D/PPFIA3/AP2A1/NRXN1/SLC5A7/CHRND/KCNG1/SLC6A11/SYN2/CACNA2D2/NLGN1/KCNMB2/KCNMB3/IL1RAP/GABRA4/PDLIM5/GRIA2/SLC6A3/HCN1/GRIA1/KCNQ5/MYO6/EPB41L2/RPS6KA2/NEFL/KCNS2/ADCY8/KCNK9/KCNV2/UNC13B/APBA1/GABBR2/GRIN3A/STXBP1/CACNA1B/PRKX/NLGN4X/GABRA3/GNB1/KIF17/RPS6KA1/EPB41/DLGAP3/KCNQ4/SLC1A7/PRKAA2/GNG12/LRRC7/PRKACB/GNAI3/KCNA2/HCN3/CACNA1E/SYT2/KCNK2/KCNK1/GNG4/ACTN2/GAD2/LRRTM3/AP2A2/KCNQ1/SYT9/PPFIBP2/ABCC8/LIN7C/KCNA4/SLC1A2/RTN3/PPFIA1/SHANK2/LRTOMT/GRM5/PANX1/HTR3B/KCNJ1/KCNJ5/GRIN2B/ABCC9/PPFIBP1/SYT10/SLC38A1/PRKAG1/KCNC2/SYT1/LIN7A/PPFIA2/ALDH2/CAMKK2/TUBA3C/ARHGEF7/ADCY4/GNG2/SIPA1L1/NRXN3/KCNK10/KCNK13/BEGAIN/GABRA5/GABRG3/APBA2/CHRFAM7A/NPTN/CHRNA5/HOMER2/GRIN2A/GIT1/AP2B1/CACNB1/GJC1/NSF/PPM1E/CACNG4/KCNJ16/DLGAP1/GNAL/SLC1A6/GRIK5/KCNC3/LRRC4B/SHANK1/KCNK3/KCNG3/LRRTM4/EPB41L5/CACNB4/KCNJ3/KCNH7/GAD1/GLS/CREB1/ERBB4/PRKAG3/PLCB1/SNAP25/EPB41L1/DLGAP4/SRC/SLC32A1/KCNB1/KCNQ2/DNAJC5/GRIK1/KCNJ6/KCNJ15/COMT/MAPK1/PPM1F/SYN3/CACNG2/PICK1/PANX2/SHANK3/GRIP2/KCNH8/PRKAR2A/GNAI2/CACNA2D3/ARL6IP5/GABRR3/ADCY5/BCHE/GNB4/HTR3E/DLG1/CPLX1/GABRA2/GABRB1/CAMK2D/GLRB/GLRA3/ADCY2/SLC1A3/PRKAA1/HOMER1/RASGRF2/CAMK4/KCNN2/GLRA1/GABRB2/KCNK16/LRFN2/RIMS1/GABRR1/GABRR2/GRIK2/GRM1/SLC22A1/SLC22A2/FLOT1/PRKAR1B/CAMK2B/GNAI1/CACNA2D1/GNGT1/PRKAR2B/KCND2/PRKAG2/NRG1/CHRNB3/KCNB2/NCALD/KCNV1/KCNQ3/SLC1A1/PTPRD/GRIN1/GLRA2/IL1RAPL1/TSPAN7/CASK/MAOA/SYN1/DLG3/RPS6KA6/IL1RAPL2/GRIA3/NLGN4Y/KCNJ14/CHRNA1/STX1A/SLC6A12/GNB3/TUBA1A/CALM1/SLC6A4/GNG8/GNG10	273
R-HSA-1483257	R-HSA-1483257	Phospholipid metabolism	147/5615	212/10619	6.09960648025454e-07	0.000261451305226507	0.000220248039991096	PIK3CD/LPGAT1/RAB4A/CHAT/GPAM/OSBPL5/PITPNM1/LPCAT3/PITPNM2/PIK3R5/PCTP/MTMR4/PIK3C3/SLC44A2/MBOAT2/LPIN1/PLB1/GPAT2/ALPI/INPP5D/CDS2/AGPAT3/PI4KA/PLA2G3/PNPLA3/SBF1/MGLL/PCYT1A/MTMR12/SYNJ2/AGPAT4/SLC44A4/PNPLA8/PTDSS1/PLA2G5/PLA2G2D/PIK3R3/SLC44A5/MIGA1/SLC44A3/PIP5K1A/PI4KB/PLA2G4A/PLEKHA6/PIK3C2B/PIP4K2A/PTEN/PI4K2A/INPP5F/PLEKHA1/PTDSS2/SBF2/PIK3C2A/PTPMT1/PLAAT3/CHKA/GDPD5/MTMR2/PLBD1/PIK3C2G/PLEKHA5/OSBPL8/CHPT1/TPTE2/MTMR6/PIP4P1/ABHD4/DDHD1/PLA2G4E/TNFAIP8L3/CSNK2A2/CPNE7/INPP5K/PITPNM3/PIK3R6/PLD6/PEMT/PIP4K2B/GDPD1/PGS1/LPIN2/ABHD3/TNFAIP8L1/PLD3/PLEKHA4/MBOAT7/HADHA/HADHB/SELENOI/LCLAT1/STARD7/INPP4A/GPD2/PLA2R1/CSNK2A1/GPCPD1/CRLS1/TPTE/SYNJ1/PITPNB/MTMR3/PISD/PLA2G6/RAB5A/OSBPL10/SACM1L/PLA1A/PIK3R4/PIK3CB/BCHE/PLD1/PIK3CA/LIPH/PLAAT1/PI4K2B/GPAT3/CDS1/PTPN13/ETNPPL/INPP4B/LPCAT1/TNFAIP8/RUFY1/MBOAT1/FIG4/PLEKHA8/AGK/AGPAT5/MTMR9/MTMR7/DDHD2/PLEKHA2/CPNE3/PIP5K1B/SLC44A1/MIGA2/PNPLA7/BMX/MTMR8/MTM1/PIP4K2C/ACP6/ETNK2/CPNE6/PLA2G4B/CDIPT/PIP5K1C	147
R-HSA-373752	R-HSA-373752	Netrin-1 signaling	43/5615	50/10619	7.45938103356652e-07	0.000261451305226507	0.000220248039991096	HJV/ABLIM1/DSCAML1/AGAP2/NTN1/DCC/DSCAM/ROBO1/ABLIM2/TRIO/TRPC7/ABLIM3/SLIT3/EZR/PRKCQ/MAPK8/UNC5B/SLIT1/DOCK1/PAK1/TRPC6/NTN4/PTPN11/TRPC4/NEO1/SIAH1/PITPNA/SRC/NCK1/TRPC1/SIAH2/SLIT2/UNC5C/TRPC3/MYO10/RGMB/UNC5A/MAPK14/FYN/WASL/UNC5D/PTK2/TRPC5	43
R-HSA-194840	R-HSA-194840	Rho GTPase cycle	100/5615	138/10619	1.70008492366044e-06	0.000476703812594387	0.000401577954599371	PLEKHG5/ARHGEF10L/ARHGEF2/ARHGEF11/ARHGEF12/ARHGEF40/ARHGAP5/SOS2/MYO9A/ARHGEF18/SYDE1/MYO9B/GMIP/PLEKHG2/ARHGEF4/NGEF/PREX1/BCR/RAC2/SRGAP3/ARHGEF26/FAM13A/TRIO/ARAP3/ARHGEF10/FGD3/FGD1/INPP5B/ARHGAP29/VAV3/ARHGAP30/OBSCN/RHOU/GDI2/ARHGAP21/ARHGAP12/ARHGAP22/RHOBTB1/RHOD/ARAP1/ARHGEF17/ARHGAP42/ARHGAP20/ARHGAP32/FGD4/RACGAP1/SRGAP1/STARD13/ARHGEF7/MCF2L/RHOJ/ARHGAP11B/AKAP13/ARHGAP17/ABR/ARHGAP44/RHOT1/ARHGAP23/RALBP1/VAV1/ARHGEF1/ARHGAP35/ARHGEF33/SOS1/RHOQ/ARHGAP25/ARHGAP15/CHN1/TIAM1/ITSN1/RHOA/ARHGEF3/ARHGAP31/KALRN/ECT2/ARAP2/RHOH/ARHGAP24/ARHGEF38/ARHGAP10/DEPDC1B/RASGRF2/FAM13B/ARHGAP26/ARHGEF37/ARHGAP18/TIAM2/CHN2/ARHGEF5/DLC1/ARHGAP39/VAV2/ARHGAP6/OPHN1/STARD8/ARHGAP36/ARHGEF6/MCF2/SRGAP2/TAGAP	100
R-HSA-112315	R-HSA-112315	Transmission across Chemical Synapses	181/5615	272/10619	2.53296125870295e-06	0.000591868614116923	0.000498593426713107	GRIK3/CHRNB2/KCNJ10/PPFIA4/CACNB2/CHAT/CAMK2G/DLG2/GRIA4/HTR3A/GRIK4/ADCY6/GRIP1/MDM2/GABRB3/CHRNA7/RASGRF1/PDPK1/ADCY9/PRKCB/CAMKK1/TSPOAP1/PRKCA/MAPT/GNG7/CACNA1A/PRKACA/AP2S1/GRIN2D/PPFIA3/AP2A1/SLC5A7/CHRND/SLC6A11/SYN2/CACNA2D2/GABRA4/GRIA2/SLC6A3/GRIA1/MYO6/RPS6KA2/NEFL/ADCY8/UNC13B/APBA1/GABBR2/GRIN3A/STXBP1/CACNA1B/PRKX/GABRA3/GNB1/KIF17/RPS6KA1/SLC1A7/PRKAA2/GNG12/LRRC7/PRKACB/GNAI3/CACNA1E/GNG4/ACTN2/GAD2/AP2A2/LIN7C/SLC1A2/PPFIA1/LRTOMT/HTR3B/KCNJ5/GRIN2B/SLC38A1/PRKAG1/SYT1/LIN7A/PPFIA2/ALDH2/CAMKK2/TUBA3C/ARHGEF7/ADCY4/GNG2/GABRA5/GABRG3/CHRFAM7A/NPTN/CHRNA5/GRIN2A/GIT1/AP2B1/CACNB1/NSF/PPM1E/CACNG4/KCNJ16/GNAL/SLC1A6/GRIK5/CACNB4/KCNJ3/GAD1/GLS/CREB1/ERBB4/PRKAG3/PLCB1/SNAP25/EPB41L1/SRC/SLC32A1/DNAJC5/GRIK1/KCNJ6/KCNJ15/COMT/MAPK1/PPM1F/SYN3/CACNG2/PICK1/GRIP2/PRKAR2A/GNAI2/CACNA2D3/ARL6IP5/GABRR3/ADCY5/BCHE/GNB4/HTR3E/DLG1/CPLX1/GABRA2/GABRB1/CAMK2D/GLRB/GLRA3/ADCY2/SLC1A3/PRKAA1/RASGRF2/CAMK4/GLRA1/GABRB2/RIMS1/GABRR1/GABRR2/GRIK2/SLC22A1/SLC22A2/PRKAR1B/CAMK2B/GNAI1/CACNA2D1/GNGT1/PRKAR2B/PRKAG2/NRG1/CHRNB3/NCALD/SLC1A1/GRIN1/GLRA2/TSPAN7/CASK/MAOA/SYN1/DLG3/RPS6KA6/GRIA3/CHRNA1/STX1A/SLC6A12/GNB3/TUBA1A/CALM1/SLC6A4/GNG8/GNG10	181
R-HSA-1368082	R-HSA-1368082	RORA activates gene expression	18/5615	18/10619	1.03087301096413e-05	0.00185136276633856	0.00155959833608519	CPT1A/RORA/SREBF1/TBL1X/CREBBP/CHD9/MED1/CARM1/NCOA1/NCOA6/EP300/PPARA/TBL1XR1/SMARCD3/TGS1/NCOA2/RXRA/HELZ2	18
R-HSA-425393	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	79/5615	108/10619	1.15899329027984e-05	0.00185136276633856	0.00155959833608519	SLC9A1/SLC26A9/SLC25A22/SLC4A8/SLC6A15/SLC8B1/SLC24A4/SLC12A6/SLC26A11/SLC7A9/SLC4A3/SLC24A3/SLC12A5/SLC9A8/SLC6A19/SLC4A9/SLC36A1/SLC17A1/SLC26A3/SLC7A2/SLC24A2/SLC1A7/SLC1A2/SLC15A3/SLC3A2/SLC36A4/SLC38A1/SLC7A1/SLC15A1/SLC7A7/SLC8A3/SLC25A29/SLC12A1/SLC24A1/SLC12A3/SLC12A4/SLC43A2/CTNS/SLC25A10/SLC1A6/SLC5A5/SLC1A5/SLC8A2/SLC8A1/SLC4A5/SLC9A4/SLC9A2/SLC4A10/SLC32A1/SLC25A18/SLC6A6/SLC4A7/SLC6A20/SLC25A26/SLC9A9/SLC34A2/SLC4A4/SLC9A3/SLC12A7/SLC6A18/SLC1A3/SLC12A2/SLC26A2/SLC34A1/SLC17A5/SLC16A10/SLC26A4/AHCYL2/SLC20A2/SLC26A7/SLC1A1/SLC9A7/SLC9A6/SLC7A5/SLC15A2/SLC43A1/SLC6A12/CALM1/SLC38A5	79
R-HSA-983712	R-HSA-983712	Ion channel transport	127/5615	186/10619	1.18846397268524e-05	0.00185136276633856	0.00155959833608519	ATP1A1/ATP1A2/CAMK2G/ANO9/BEST1/TPCN2/FXYD2/WNK1/ANO2/ANO6/ATP8A2/ATP7B/ATP4B/ATP10A/RYR3/CLCN7/ATP2A1/ATP6V0A1/ATP8B3/ATP4A/RYR1/TRPM4/UNC80/RAF1/SLC9C1/ATP6V1A/TRPC7/ATP10B/CLCN1/ASIC3/ATP6V1B2/ATP6V1H/WWP1/TRPM3/WNK2/ATP2B3/SCNN1D/CLCN6/CLCNKB/MCOLN2/CLCA2/CLCA1/CASQ2/ATP1A4/CASQ1/SLC9C2/ATP6V1G3/ATP2B4/RYR2/CUTC/TRPM5/ANO5/ANO3/ANO1/TRPC6/ATP2B1/ANO4/ATP2A2/TPCN1/TRPC4/NALCN/ATP11A/UNC79/TRPM1/ATP8B4/TRPM7/SCNN1B/ATP6V0D1/MLKL/ATP2C2/TRPV1/ATP2A3/TRPV2/ASIC2/ATP8B1/NEDD4L/ATP9B/TTYH1/ATP6V1C2/TRPM8/TRPC4AP/ATP9A/TRPM2/ATP6V1E1/ATP2B2/ANO10/ATP2C1/ATP1B3/TRPC1/ATP11B/ATP13A5/ATP13A4/ATP8A1/ATP10D/SLC9B1/CAMK2D/TRPC3/CLCN3/RIPK1/SLC17A3/TRDN/SGK1/CAMK2B/TRPV5/ASPH/C8orf44-SGK3/ATP6V1C1/TRPM6/STOM/CLCN4/CLCN5/WNK3/PDZD11/ATP7A/TSC22D3/TRPC5/UBB/OSTM1/TTYH3/TCIRG1/ASIC1/CALM1/ATP13A1/RPS27A/ANO7/TRPV6/SGK3	127
R-HSA-3000157	R-HSA-3000157	Laminin interactions	27/5615	30/10619	1.58329202106639e-05	0.00220410103554042	0.00185674702445856	HSPG2/LAMC2/ITGA7/COL4A1/ITGB4/LAMA1/LAMA5/COL7A1/ITGA2/LAMB1/COL4A6/LAMC1/NID1/ITGB1/COL4A2/NID2/ITGA3/LAMA3/ITGA6/ITGAV/COL4A4/COL4A3/COL18A1/ITGA1/LAMA4/LAMA2/COL4A5	27
R-HSA-193648	R-HSA-193648	NRAGE signals death through JNK	47/5615	59/10619	1.72932320905454e-05	0.00220410103554042	0.00185674702445856	PLEKHG5/ARHGEF10L/ARHGEF2/ARHGEF11/ARHGEF12/ARHGEF40/SOS2/AATF/ARHGEF18/PLEKHG2/ARHGEF4/NGEF/PREX1/ARHGEF26/TRIO/ARHGEF10/FGD3/FGD1/VAV3/NGF/OBSCN/MAPK8/ARHGEF17/FGD4/ARHGEF7/MCF2L/AKAP13/ABR/NGFR/VAV1/ARHGEF1/ARHGEF33/SOS1/TIAM1/ITSN1/ARHGEF3/KALRN/ECT2/ARHGEF38/RASGRF2/ARHGEF37/TIAM2/ARHGEF5/VAV2/MAGED1/ARHGEF6/MCF2	47
R-HSA-2672351	R-HSA-2672351	Stimuli-sensing channels	79/5615	109/10619	2.03753980715009e-05	0.00238052567468702	0.00200536812598456	ANO9/BEST1/TPCN2/WNK1/ANO2/ANO6/RYR3/CLCN7/RYR1/TRPM4/UNC80/RAF1/SLC9C1/TRPC7/CLCN1/ASIC3/WWP1/TRPM3/WNK2/SCNN1D/CLCN6/CLCNKB/MCOLN2/CLCA2/CLCA1/CASQ2/CASQ1/SLC9C2/RYR2/TRPM5/ANO5/ANO3/ANO1/TRPC6/ANO4/TPCN1/TRPC4/NALCN/UNC79/TRPM1/TRPM7/SCNN1B/MLKL/TRPV1/TRPV2/ASIC2/NEDD4L/TTYH1/TRPM8/TRPC4AP/TRPM2/ANO10/TRPC1/SLC9B1/TRPC3/CLCN3/RIPK1/SLC17A3/TRDN/SGK1/TRPV5/ASPH/C8orf44-SGK3/TRPM6/STOM/CLCN4/CLCN5/WNK3/TSC22D3/TRPC5/UBB/OSTM1/TTYH3/ASIC1/CALM1/RPS27A/ANO7/TRPV6/SGK3	79
R-HSA-6794362	R-HSA-6794362	Protein-protein interactions at synapses	65/5615	87/10619	2.21551105235514e-05	0.00238934345800146	0.00201279627590483	PTPRF/PPFIA4/SYT7/NRXN2/DLG2/GRIA4/NTRK3/EPB41L3/PTPRS/GRIN2D/PPFIA3/NRXN1/NLGN1/IL1RAP/PDLIM5/GRIA1/EPB41L2/APBA1/STXBP1/NLGN4X/EPB41/DLGAP3/SYT2/LRRTM3/SYT9/PPFIBP2/LIN7C/RTN3/PPFIA1/SHANK2/GRM5/GRIN2B/PPFIBP1/SYT10/SYT1/LIN7A/PPFIA2/SIPA1L1/NRXN3/BEGAIN/APBA2/HOMER2/GRIN2A/DLGAP1/LRRC4B/SHANK1/LRRTM4/EPB41L5/EPB41L1/DLGAP4/SHANK3/DLG1/HOMER1/LRFN2/GRM1/FLOT1/PTPRD/GRIN1/IL1RAPL1/CASK/DLG3/IL1RAPL2/GRIA3/NLGN4Y/STX1A	65
R-HSA-1483255	R-HSA-1483255	PI Metabolism	63/5615	84/10619	2.40513018900803e-05	0.00240856608927804	0.00202898952786993	PIK3CD/RAB4A/PIK3R5/MTMR4/PIK3C3/INPP5D/PI4KA/SBF1/MTMR12/SYNJ2/PIK3R3/PIP5K1A/PI4KB/PLEKHA6/PIK3C2B/PIP4K2A/PTEN/PI4K2A/INPP5F/PLEKHA1/SBF2/PIK3C2A/GDPD5/MTMR2/PIK3C2G/PLEKHA5/TPTE2/MTMR6/PIP4P1/TNFAIP8L3/INPP5K/PIK3R6/PIP4K2B/GDPD1/TNFAIP8L1/PLEKHA4/INPP4A/TPTE/SYNJ1/PITPNB/MTMR3/RAB5A/SACM1L/PIK3R4/PIK3CB/PIK3CA/PI4K2B/PTPN13/INPP4B/TNFAIP8/RUFY1/FIG4/PLEKHA8/MTMR9/MTMR7/PLEKHA2/PIP5K1B/PNPLA7/BMX/MTMR8/MTM1/PIP4K2C/PIP5K1C	63
R-HSA-383280	R-HSA-383280	Nuclear Receptor transcription pathway	42/5615	52/10619	2.61279897566931e-05	0.00244209610925891	0.00205723540400068	VDR/RARG/NCOR2/RORA/NCOR1/NR1H2/HNF4A/THRB/NR1I2/NR2F1/NR4A3/RORC/NR5A2/ESRRG/NRBF2/NR1H3/PGR/NR4A1/NR2C1/NR1H4/ESR2/ESRRB/MED1/THRA/RARA/NR2F6/NRBP1/PPARA/PPARG/NR2C2/RARB/NR3C2/NR3C1/PPARD/ESR1/HNF4G/NR5A1/NR6A1/RXRA/AR/NR2C2AP/NR1I3	42
R-HSA-2990846	R-HSA-2990846	SUMOylation	126/5615	188/10619	5.02023270370016e-05	0.00439897890661727	0.00370572440365235	NUP160/INCENP/VDR/MDM2/NCOR2/HERC2/TP53BP1/RORA/NUP93/RPA1/TP53/CHD3/DNMT1/NR1H2/HDAC4/DNMT3B/DDX17/NUP210/XPC/THRB/NR1I2/PHC3/HDAC2/HIPK2/TOPORS/SMC5/NUP214/SMC1A/PARK7/HDAC1/SCMH1/NDC1/RNF2/NR5A2/NUP133/SMC3/NSMCE4A/NUP98/NR1H3/PGR/RAD52/PHC1/SENP1/CBX5/NR2C1/NR1H4/NUP37/NUP58/HNRNPC/MTA1/PIAS1/PML/SIN3A/BLM/CREBBP/NSMCE1/SUZ12/THRA/RARA/BRCA1/SUMO2/CBX4/SEH1L/PIAS2/MBD1/PIAS4/SAFB/UBA2/SAE1/ZNF350/SMC6/NCOA1/DNMT3A/RANBP2/SP3/NUP35/SATB2/SUMO1/NOP58/SP100/PCNA/TOP1/NRIP1/MRTFA/EP300/L3MBTL2/RANGAP1/NUP50/PPARA/PPARG/SATB1/TOP2B/MITF/STAG1/SENP5/CTBP1/PPARGC1A/NR3C2/NUP155/ZNF131/XRCC4/NR3C1/NUP153/CASP8AP2/NUP43/ESR1/NUP42/POM121/NUP205/WRN/NCOA2/NSMCE2/UHRF2/NR5A1/NUP188/RXRA/AR/STAG2/NUP85/SENP2/HIST1H4E/BMI1/AAAS/EID3/RNF168/HIST1H4B	126
R-HSA-5620912	R-HSA-5620912	Anchoring of the basal body to the plasma membrane	71/5615	98/10619	5.41120445433655e-05	0.00446265214410579	0.00375936309459171	NPHP4/RAB3IP/TCTN1/NDE1/B9D1/CSNK1D/CEP192/PRKACA/ALMS1/CLASP1/CC2D2A/AKAP9/PCM1/SDCCAG8/CDK1/ACTR1A/CKAP5/C2CD3/CEP164/CEP290/CEP83/DYNLL1/TCTN2/CENPJ/HAUS4/DYNC1H1/HSP90AA1/HAUS2/TTBK2/CEP152/CCP110/RPGRIP1L/YWHAE/PAFAH1B1/FBF1/CEP131/CEP89/MARK4/DYNC1I2/NINL/MAPRE1/PCNT/SFI1/CSNK1E/CEP97/IQCB1/CEP63/CEP70/CEP135/SCLT1/CEP72/CEP162/AHI1/FGFR1OP/YWHAG/PRKAR2B/CEP41/HAUS6/KIF24/CEP78/CDK5RAP2/CNTRL/ODF2/HAUS7/NEK2/RAB11A/HAUS3/TUBA1A/B9D2/CEP250/DCTN3	71
R-HSA-6794361	R-HSA-6794361	Neurexins and neuroligins	44/5615	56/10619	6.02185060648885e-05	0.00453845471165842	0.00382321960093157	SYT7/NRXN2/DLG2/EPB41L3/GRIN2D/NRXN1/NLGN1/PDLIM5/EPB41L2/APBA1/STXBP1/NLGN4X/EPB41/DLGAP3/SYT2/LRRTM3/SYT9/LIN7C/SHANK2/GRM5/GRIN2B/SYT10/SYT1/LIN7A/SIPA1L1/NRXN3/BEGAIN/APBA2/HOMER2/GRIN2A/DLGAP1/SHANK1/LRRTM4/EPB41L5/EPB41L1/DLGAP4/SHANK3/HOMER1/GRM1/GRIN1/CASK/DLG3/NLGN4Y/STX1A	44
