	2019032901_N	2019032901_T1	2019032901_T2	2019032901_T3	2019032903_N	2019032903_T1	2019032903_T2	2019032903_T3	2019032903_T4	2019040901_N	2019040901_T1	2019040901_T2	2019040901_T3	2019051703_N	2019051703_T1	2019051703_T2	2019051703_T3	2019051703_T4	2019052301_N	2019052301_T1	2019052301_T2	2019052301_T3	2019052301_T4	2019053101_N	2019053101_T1	2019053101_T2	2019053101_T3	2019053101_T4	2019053102_N	2019053102_T1	2019053102_T2	2019053102_T3	2019053102_T4
Promoter (<=1kb)	3.20946765241853	3.15115321441553	3.47873799725652	2.92214607079953	2.93203120615143	3.15052458536669	3.27484058844203	3.68898690053963	3.33476864653424	3.05015534842432	3.15143426444603	3.24086640247544	2.95041616737377	3.42903866854351	3.18247041779022	3.34981175592714	3.31673665266947	2.95301481133884	3.3785603125271	2.90688413876589	3.23318201493945	3.10753479343113	3.19267304999432	2.90273317313091	3.47747403724027	2.98789773182656	3.1436270106965	2.93243253018149	3.08301164563532	2.77496833684134	3.61602390292964	3.28745970254382	3.25342369370536
Promoter (1-2kb)	3.18521649355959	3.06419629259854	3.2318244170096	2.91119486753607	2.93988887018017	2.99474123611075	3.15559572224733	3.14935823822929	2.97888014443055	2.95872170439414	3.13733599007481	3.03186580533087	2.87268840884801	3.22824376914797	3.00085263311128	3.09415595427874	3.06358728254349	2.95962406561668	3.05088149253595	2.92042305119302	3.08944803933538	3.17172065062542	3.02917912424781	2.84097289285153	3.25499539269971	3.05041275947744	3.15179227565935	3.01923369042366	3.14140201771175	2.73168776025294	3.19842842942931	3.08021564218568	3.10707591509577
Promoter (2-3kb)	2.63021140081622	2.65839732411927	2.56973022405121	2.51330114896374	2.35056406802492	2.61001661115271	2.36857960536225	2.54875458582738	2.55451163900663	2.32223701731025	2.48881536899883	2.49918571195918	2.36367954572443	2.65276972758135	2.58216125163768	2.64262456330767	2.58548290341932	2.51548217814584	2.65839711204516	2.38603421362811	2.59942062443811	2.50794495671368	2.54550959391439	2.3367844229344	2.65646142734993	2.38037989901419	2.55572793337144	2.54472068109977	2.61329354137607	2.38270963744544	2.5843866345922	2.34741148105004	2.60161320282113
5' UTR	0.265376966942206	0.298138017658236	0.241426611796982	0.277430482674284	0.198686647583768	0.272836031569797	0.239744941507255	0.257111208219429	0.278589104416441	0.224589436307146	0.209594345652092	0.257857879593942	0.203495590029256	0.26496646518175	0.226675632022959	0.28109418987213	0.281343731253749	0.226697421729906	0.321289539378506	0.233347137714632	0.244181271296492	0.19099206287083	0.282329788441888	0.198755811080917	0.285569603440118	0.209986374929871	0.269453743773985	0.246659963688181	0.235507834041587	0.243737983945184	0.303491921586157	0.204534987673719	0.262863125425675
3' UTR	1.16544140573575	1.20083368223456	1.10288065843621	1.12112943409657	0.898018746141326	1.15675591933693	1.03178189486368	1.18596355728092	1.12421338784065	1.00399467376831	1.05361103800895	1.0965745616416	1.01531884574279	1.07642626480086	1.10010467284537	1.19136451514432	1.1499700059988	0.999319246809383	1.23906406166569	0.995508266700647	1.09604093366039	0.961222349202373	1.13991598228816	1.01511442495564	1.25517802442284	1.00985813897572	1.11455866742876	1.06186752696261	1.04583644207999	1.03144447785401	1.2939578052123	1.02132040202639	1.14151267315475
1st Exon	0.187773258593571	0.184035813369282	0.190214906264289	0.186626755614773	0.163888421170792	0.179452090164993	0.180750112968821	0.215444964990193	0.194545463977962	0.177541056369285	0.192676416406632	0.189321969491341	0.170029471775108	0.208040076177859	0.194788540056426	0.19375572363735	0.206958608278344	0.166553207801564	0.19852407617848	0.176802268166035	0.181471081168074	0.178467993174382	0.202853574537335	0.168437128034676	0.210026481599854	0.214795223210708	0.205764677063771	0.172878977482332	0.182956499172803	0.169022041203109	0.199975297169173	0.207244060358139	0.202635385767116
Other Exon	2.69672886511505	2.85991653975864	2.54869684499314	2.7428201173604	2.00707189762586	2.64702591511959	2.4087462971331	2.82517454090914	2.65411891656334	2.42698624056813	2.28298056317907	2.52565007328592	2.22765596830435	2.58342303552207	2.45738567437734	2.75667333717736	2.77924415116977	2.31786547523843	2.98744506359616	2.37886655410787	2.54392488096163	2.17136058362165	2.83995004352269	2.19417432119837	3.00346170129752	2.42205658411477	2.59982036417082	2.38992527866789	2.26360009082947	2.38362080747888	3.02080331253198	2.27968466393953	2.74796098143072
1st Intron	11.1984922708092	11.2859962548712	11.0791037951532	11.2126632413736	11.2095189987091	11.2869770284111	10.9655068534418	10.9165557260597	11.1425266008498	11.0306258322237	11.0389488326629	10.8659953314152	10.9299262665846	11.2548646186967	11.3927034015209	11.2412237560628	11.1931613677265	11.4293834226684	11.0078177412068	11.1887165111019	11.1651886300321	11.158946099535	11.312114445748	11.0764255395603	11.2907912104333	10.9914242205658	11.1978443700498	11.1807127821942	11.3225419275311	11.2570501781337	11.0256968256862	11.1356432693089	11.3481444790301
Other Intron	31.0449477907194	30.7528445035404	30.609967992684	30.7368334595764	31.2735028343717	30.7685025002797	30.3471908419943	29.8411601508115	30.2738681344906	30.7154904571682	30.8225873153126	30.4604798870854	30.5912707408967	30.2931191521073	31.0531751918425	30.6184920123461	30.4481103779244	30.8757922843566	30.0013234938412	30.889426905801	30.7890384807485	30.7841633138688	30.6028838511902	30.7487591798235	31.0515436531326	30.7782319467821	31.3872785171879	31.4241900366735	30.9300288707951	30.6636051353543	30.192152734074	30.0923793785387	30.8726267737632
Downstream (<=300)	0.809988705888874	0.876470561171204	0.824874256973023	0.839135950062513	0.796991637200427	0.840025131899438	0.822161972184566	0.846536112437882	0.849774586655738	0.782956058588549	0.803601639159367	0.807502307149449	0.802647061998683	0.855965885567608	0.870656250216624	0.874232608621918	0.869226154769046	0.830122337296683	0.862096505519882	0.850562263069033	0.83243615214713	0.826588599965559	0.839420202096658	0.734385878231186	0.851727945144072	0.756592129518314	0.835306605699355	0.805804104248193	0.851201868491906	0.816863934978906	0.846366037136589	0.773440251401945	0.849942868078735
