ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-400206	R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	106/7241	119/10619	7.37698659246089e-08	8.93104082630697e-05	7.85883313194066e-05	THRAP3/CYP4A11/CPT2/ARNT/RGL1/ARNTL/FADS1/MED13L/NCOR2/MED6/RORA/ARNT2/NCOR1/MED24/CARM1/MED26/SIN3B/SLC27A1/FABP1/NPAS2/FHL2/TRIB3/NCOA6/HELZ2/MED15/PPARA/PPARG/PPARGC1A/AHRR/HDAC3/PPARGC1B/CCNC/CDK19/MED23/TIAM2/AHR/ABCB4/FDFT1/NCOA2/PLIN2/ABCA1/MED22/RXRA/TBL1X/MED12/MTF1/NFYC/ACADM/HMGCS2/AGT/NR1H3/MED19/CPT1A/MED17/SP1/GLIPR1/NR1H4/TXNRD1/CDK8/SIN3A/PEX11A/CREBBP/CHD9/MED9/MED1/MED13/ACOX1/MED16/MED29/SULT2A1/NR1H2/GRHL1/NCOA1/NCOA3/EP300/ALAS1/TBL1XR1/MED28/CLOCK/ACSL1/MED10/HMGCS1/HMGCR/MED7/NFYA/MED20/TNFRSF21/ME1/FAM120B/CD36/NRF1/SMARCD3/TGS1/CYP7A1/MED27/MED14/MED18/MED4/GPS2/UGT1A9/MED30/G0S2/NFYB/CYP1A1/NR1D1/SREBF2	106
R-HSA-1989781	R-HSA-1989781	PPARA activates gene expression	104/7241	117/10619	1.27404291388117e-07	8.93104082630697e-05	7.85883313194066e-05	THRAP3/CYP4A11/CPT2/ARNT/RGL1/ARNTL/FADS1/MED13L/NCOR2/MED6/RORA/ARNT2/NCOR1/MED24/CARM1/MED26/SLC27A1/FABP1/NPAS2/FHL2/TRIB3/NCOA6/HELZ2/MED15/PPARA/PPARG/PPARGC1A/AHRR/HDAC3/PPARGC1B/CCNC/CDK19/MED23/TIAM2/AHR/ABCB4/FDFT1/NCOA2/PLIN2/ABCA1/MED22/RXRA/TBL1X/MED12/MTF1/NFYC/ACADM/HMGCS2/AGT/NR1H3/MED19/CPT1A/MED17/SP1/GLIPR1/NR1H4/TXNRD1/CDK8/PEX11A/CREBBP/CHD9/MED9/MED1/MED13/ACOX1/MED16/MED29/SULT2A1/NR1H2/GRHL1/NCOA1/NCOA3/EP300/ALAS1/TBL1XR1/MED28/CLOCK/ACSL1/MED10/HMGCS1/HMGCR/MED7/NFYA/MED20/TNFRSF21/ME1/FAM120B/CD36/NRF1/SMARCD3/TGS1/CYP7A1/MED27/MED14/MED18/MED4/GPS2/UGT1A9/MED30/G0S2/NFYB/CYP1A1/NR1D1/SREBF2	104
R-HSA-373752	R-HSA-373752	Netrin-1 signaling	47/7241	50/10619	1.06734623049902e-05	0.00498806471719877	0.00438922730577142	SLIT1/ABLIM1/DOCK1/PAK1/DSCAML1/AGAP2/TRPC4/SIAH1/PITPNA/NTN1/DCC/SRC/DSCAM/ROBO1/SLIT2/TRIO/TRPC7/ABLIM3/SLIT3/MAPK13/FYN/EZR/CDC42/PRKCQ/MAPK8/UNC5B/TRPC6/NTN4/PTPN11/NEO1/RGMA/PLCG1/NCK1/TRPC1/SIAH2/ABLIM2/UNC5C/TRPC3/MYO10/RGMB/UNC5A/MAPK14/RAC1/WASL/UNC5D/PTK2/TRPC5	47
R-HSA-1483255	R-HSA-1483255	PI Metabolism	74/7241	84/10619	1.88128976947074e-05	0.00659392064199496	0.00580229371005188	PIK3CD/PIK3R3/TNFAIP8L2/PI4KB/PLEKHA6/PIK3C2B/RAB4A/PIP4K2A/PI4K2A/GDPD5/ARF3/PIP4K2C/TPTE2/PIP4P1/GDPD3/PIK3R6/PIP4K2B/PNPLA6/PLEKHA4/INPP4A/INPP5D/TPTE/PI4KA/MTMR3/FIG4/SYNJ2/MTMR7/MTM1/PIP5K1A/PTEN/INPP5F/PLEKHA1/SBF2/PIK3C2A/MTMR2/PIK3C2G/PLEKHA5/MTMR6/MTMR10/TNFAIP8L3/GDE1/VAC14/INPP5K/PIK3R5/MTMR4/GDPD1/PIK3C3/PIP5K1C/TNFAIP8L1/PIKFYVE/PITPNB/INPP5J/MTMR14/RAB5A/SACM1L/PIK3R4/PIK3CB/PIK3CA/PI4K2B/PTPN13/INPP4B/ENPP6/MTMR12/PIK3R1/TNFAIP8/RUFY1/PLEKHA8/MTMR9/PLEKHA2/PIP5K1B/BMX/MTMR8/OCRL/MTMR1	74
R-HSA-6802957	R-HSA-6802957	Oncogenic MAPK signaling	73/7241	83/10619	2.44787714577421e-05	0.0068638475167509	0.00603981476809975	CLCN6/RAP1A/LMNA/RASAL2/CAMK2G/ARRB1/KSR2/CALM1/MARK3/CSK/MAPK3/MPRIP/KSR1/ITGA2B/MAP2K2/FN1/SRC/YWHAB/PAPSS1/CAMK2D/FGA/TENT4A/CAMK2A/SYNGAP1/AKAP9/KIAA1549/ZC3HAV1/FAM131B/JAK2/TLN1/ARAF/APBB1IP/VCL/VWF/KRAS/RAP1B/BRAP/RASAL1/RASA3/SPRED1/MAP2K1/IQGAP1/NF1/ITGB3/RASAL3/SPRED3/SPRED2/BCL2L11/MAPK1/ATG7/RAF1/TRAK1/RASA2/FXR1/AGGF1/AP3B1/RASA1/FAM114A2/QKI/CAMK2B/RASA4/SND1/TRIM24/KDM7A/BRAF/AGK/ESRP1/DAB2IP/PHB/AGTRAP/CNKSR1/NRAS/PEBP1	73
R-HSA-1852241	R-HSA-1852241	Organelle biogenesis and maintenance	232/7241	296/10619	5.37429721644704e-05	0.0125579411624313	0.0110503093643437	KIF17/MTX1/MEF2D/PPRC1/GBF1/C2CD3/DYNC2H1/CEP164/UNC119B/CENPJ/TTC8/CALM1/DYNC1H1/HAUS2/CRTC3/IFT140/NDE1/BBS2/CNGB1/PAFAH1B1/NCOR1/TUBG1/MKS1/FBF1/EXOC7/TUBB6/POLRMT/TUBB4A/CARM1/PRKACA/HAUS8/CEP89/PPP2R1A/KIF3C/IFT172/ALMS1/IMMT/CLASP1/TUBA3E/PRKAG3/SEPTIN2/NINL/NCOA6/CEP250/HELZ2/PCNT/TUBA8/SFI1/SAMM50/PPARA/IFT122/CC2D2A/PPARGC1A/CEP135/PKD2/CCT5/MEF2C/CAMK4/KIF3A/HSPA9/HDAC3/PPARGC1B/EXOC2/AKAP9/SMO/CEP41/PRKAG2/NCOA2/TMEM67/ASAP1/CDK5RAP2/ODF2/RXRA/TBL1X/OFD1/HDAC6/NPHP4/DNAJC11/MICOS10/HSPB11/PRKAA2/CRTC2/CCT3/KIFAP3/SDCCAG8/TFB2M/TUBAL3/ATP5F1C/TFAM/GLUD1/EXOC6/TCTN3/ACTR1A/ARL3/BBIP1/SIRT3/CKAP5/BBS1/CEP57/IFT46/PRKAG1/TUBA1C/ATP5MC2/DCTN2/CCT2/RAB3IP/CEP290/CEP83/IFT81/TCTN1/SIRT4/DYNLL1/TCTN2/IFT88/HAUS4/DMAC2L/EXOC5/IFT43/TRIP11/HSP90AA1/TTBK2/CEP152/GABPB1/RAB11A/BBS4/IDH2/RAB11FIP3/PKD1/CLUAP1/CREBBP/CCP110/CHD9/RPGRIP1L/TUBB3/YWHAE/B9D1/MED1/DYNLL2/POLG2/CEP131/CSNK1D/CEP192/HAUS1/RAB8A/CRTC1/MARK4/CYS1/WDR35/NCOA1/DYNC2LI1/CCT4/NPHP1/TTC21B/BBS5/DYNC1I2/ATF2/MTX2/CREB1/PDE6D/TRAF3IP1/MKKS/KIF3B/ACSS2/IFT52/ATP5PF/GABPA/CCT8/ATP5PO/IFT27/CSNK1E/LZTFL1/ALAS1/ARF4/ARL13B/ARL6/CEP97/IQCB1/CHCHD6/NPHP3/CEP63/CEP70/IFT80/TBL1XR1/WDR19/EXOC1/BBS7/SCLT1/CEP72/TNPO1/SIRT5/MAPK14/CEP162/AHI1/TFB1M/SOD2/TCP1/FGFR1OP/BBS9/YWHAG/MTERF1/PRKAR2B/NRF1/CHCHD3/EXOC4/TTC26/SSBP1/SMARCD3/WDR60/PCM1/TGS1/HAUS6/IFT74/KIF24/CEP78/CNTRL/WDR34/APOO/RP2/APOOL/CDK1/BBS10/HAUS3/PLK4/PERM1/NEK2/TMEM11/NR1D1/ATP5MC1/TTC30B/MAPRE1/SSTR3/DCTN3	232
R-HSA-9006934	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	349/7241	458/10619	7.27303720412923e-05	0.0134244001313054	0.0118127464178166	MTOR/PTPRU/LCK/PIK3R3/MKNK1/RAP1A/THBS3/NTRK1/LAMC1/LAMC2/LAMB3/RAB4A/CXCL12/NRG3/FGFR2/ADAM12/DOCK1/PTPRJ/FLRT1/FGF3/PAK1/GAB2/CBL/FGF6/GRIN2B/PTPRO/NCKAP1L/ERBB3/SH2B3/FLT1/SPRY2/COL4A1/COL4A2/ARHGEF7/CALM1/CYFIP1/THBS1/CILP/CSK/NTRK3/FES/IGF1R/MEF2A/PCSK6/MAPK3/POLR2C/CDH5/RANBP10/ESRP2/BCAR1/CYBA/NCOR1/MAPK7/STAT5B/ATP6V0A1/DUSP3/GFAP/PRKCA/GGA3/BAIAP2/YES1/LAMA1/LAMA3/PTPRS/INSR/COL5A3/DNM2/PRKACA/EPS15L1/AP2S1/PPP2R1A/KIDINS220/PRKCE/TGFA/COL5A2/NRP2/ERBB4/FN1/IRS1/COL4A4/COL6A3/TRIB3/SRC/YWHAB/ELMO2/LAMA5/TIAM1/COL6A1/RBFOX2/NCF4/PRR5/ITPR1/MST1R/DOCK3/TLR9/LRIG1/ATP6V1A/COL6A5/COL6A6/FGFBP2/TEC/PDGFRA/KDR/RICTOR/ITGA2/MEF2C/CTNNA1/CYFIP2/ITPR3/MAPK13/WASF1/FYN/PTPRK/TAB2/ESR1/RPS6KA2/THBS2/ADCYAP1R1/ELMO1/TNS3/EGFR/ATP6V0A4/NOS3/PTK2B/NRG1/FGFR1/PLAT/ATP6V1H/PAG1/JAK2/SHB/PCSK5/NTRK2/SHC3/PTPN3/COL27A1/MAPKAP1/LAMC3/RAPGEF1/VAV2/COL5A1/PRKCZ/CDC42/RPS6KA1/WASF2/EPS15/DOCK7/PRKACB/COL24A1/COL11A1/VAV3/NGF/THEM4/DNM3/NCF2/MAPKAPK2/AKT3/STAM/ABI1/ITGB1/NRP1/AP2A2/PDE3B/PGR/YAP1/PDGFD/CUL5/PPP2R1B/CHEK1/FGF23/NTF3/KRAS/ITPR2/ATF1/RNF41/STAT6/RAP1B/FRS2/KITLG/IGF1/PTPN11/PXN/ATP6V0A2/FGF9/WASF3/FLT3/KL/GTF2F2/IRS2/PSEN1/FLRT2/RPS6KA5/HSP90AA1/SPRED1/SPINT1/FGF7/USP8/NEDD4/ADAM10/APH1B/MAP2K5/NRG4/SH3GL3/PDPK1/PRKCB/ATP6V0D1/WWOX/CRK/POLR2A/GRAP/AP2B1/ERBB2/TNS4/JUP/STAT3/ITGB3/ITGA3/CLTC/GRB2/SPHK1/PTPN2/ROCK1/PIK3C3/RIT2/SHC2/FGF22/MATK/SH3GL1/VAV1/HNRNPM/CDC37/HPN/VRK3/EPN1/ADAM17/ATP6V1C2/ROCK2/MEMO1/SOS1/SPRED2/TIA1/ATP6V1B1/NCK2/PTPN18/STAM2/GALNT3/NCKAP1/ITGAV/STAT1/ABI2/CREB1/COL4A3/ITCH/PLCG1/MMP9/PTPN1/COL9A3/ATP6V1E1/CRKL/MAPK1/POLR2F/GRAP2/LAMB2/RHOA/MAPKAPK3/PIK3R4/NCK1/PIK3CB/PIK3CA/PAK2/KLB/KIT/POLR2B/EREG/AREG/SPP1/EGF/FGF2/GAB1/PDGFC/VEGFC/ERBIN/PIK3R1/RASA1/FER/PPP2CA/NRG2/HBEGF/DIAPH1/FGF1/PDGFRB/FGF18/ATP6V0E1/FLT4/RANBP9/MAPK14/FRS3/COL9A1/LAMA4/LAMA2/PLG/COL11A2/RAC1/RALA/GRB10/PTPN12/HGF/LAMB1/CAV1/MET/BRAF/PPP2CB/LYN/ATP6V0D2/WWP1/ESRP1/ATP6V1C1/PTK2/SH3GL2/CLTA/NCBP1/DNM1/RALGDS/ANOS1/SH3KBP1/RPS6KA3/ELK1/COL4A5/PAK3/COL9A2/POLR2G/FURIN/PTBP1/PPP2R5D/ATP6V1F/PRKACG/AHCYL1/NRAS/HNRNPF/ATP6V0C/CDK5R1/GTF2F1/RAB4B/NTF4/AP2A1/PRKCD/NCF1/POLR2J/ATP6AP1	349
R-HSA-5173214	R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	36/7241	38/10619	8.06434238982275e-05	0.0134244001313054	0.0118127464178166	ADAMTS4/ADAMTS14/ADAMTS15/THBS1/THSD4/ADAMTSL3/ADAMTS17/ADAMTS18/ADAMTSL5/ADAMTS10/ADAMTS1/POFUT2/ADAMTS9/SEMA5B/SPON2/ADAMTS3/ADAMTS16/SEMA5A/ADAMTS12/THBS2/THSD7A/SSPO/SBSPON/ADAMTSL1/ADAMTSL2/SPON1/ADAMTS8/ADAMTS20/B3GLCT/THSD1/ADAMTS7/ADAMTS5/ADAMTS6/ADAMTS19/ADAMTS2/ADAMTS13	36
R-HSA-5617833	R-HSA-5617833	Cilium Assembly	161/7241	201/10619	9.89454159032335e-05	0.0134244001313054	0.0118127464178166	KIF17/GBF1/C2CD3/DYNC2H1/CEP164/UNC119B/CENPJ/TTC8/DYNC1H1/HAUS2/IFT140/NDE1/BBS2/CNGB1/PAFAH1B1/TUBG1/MKS1/FBF1/EXOC7/TUBB6/TUBB4A/PRKACA/HAUS8/CEP89/PPP2R1A/KIF3C/IFT172/ALMS1/CLASP1/TUBA3E/SEPTIN2/NINL/CEP250/PCNT/TUBA8/SFI1/IFT122/CC2D2A/CEP135/PKD2/CCT5/KIF3A/EXOC2/AKAP9/SMO/CEP41/TMEM67/ASAP1/CDK5RAP2/ODF2/OFD1/HDAC6/NPHP4/HSPB11/CCT3/KIFAP3/SDCCAG8/TUBAL3/EXOC6/TCTN3/ACTR1A/ARL3/BBIP1/CKAP5/BBS1/CEP57/IFT46/TUBA1C/DCTN2/CCT2/RAB3IP/CEP290/CEP83/IFT81/TCTN1/DYNLL1/TCTN2/IFT88/HAUS4/EXOC5/IFT43/TRIP11/HSP90AA1/TTBK2/CEP152/RAB11A/BBS4/RAB11FIP3/PKD1/CLUAP1/CCP110/RPGRIP1L/TUBB3/YWHAE/B9D1/DYNLL2/CEP131/CSNK1D/CEP192/HAUS1/RAB8A/MARK4/CYS1/WDR35/DYNC2LI1/CCT4/NPHP1/TTC21B/BBS5/DYNC1I2/PDE6D/TRAF3IP1/MKKS/KIF3B/IFT52/CCT8/IFT27/CSNK1E/LZTFL1/ARF4/ARL13B/ARL6/CEP97/IQCB1/NPHP3/CEP63/CEP70/IFT80/WDR19/EXOC1/BBS7/SCLT1/CEP72/TNPO1/CEP162/AHI1/TCP1/FGFR1OP/BBS9/YWHAG/PRKAR2B/EXOC4/TTC26/WDR60/PCM1/HAUS6/IFT74/KIF24/CEP78/CNTRL/WDR34/RP2/CDK1/BBS10/HAUS3/PLK4/NEK2/TTC30B/MAPRE1/SSTR3/DCTN3	161
R-HSA-1483257	R-HSA-1483257	Phospholipid metabolism	169/7241	212/10619	0.000109005113394632	0.0134244001313054	0.0118127464178166	PIK3CD/PLA2G2D/MFSD2A/PIK3R3/SLC44A5/MIGA1/SLC44A3/ACP6/TNFAIP8L2/PI4KB/PLEKHA6/PIK3C2B/RAB4A/PIP4K2A/PI4K2A/PLAAT5/GDPD5/ARF3/PIP4K2C/PITPNM2/TPTE2/PIP4P1/ABHD4/GDPD3/PITPNM3/PIK3R6/PLD6/PIP4K2B/PCTP/LPIN2/ABHD3/PNPLA6/PLD3/PLA2G4C/PLEKHA4/MBOAT7/MBOAT2/LPIN1/HADHA/PLB1/INPP4A/GPD2/ALPI/INPP5D/CDS2/TPTE/PI4KA/MTMR3/PISD/OSBPL10/PLD1/FIG4/SYNJ2/AGPAT4/ACHE/PNPLA8/MTMR7/GPAT4/PTDSS1/MTM1/PLA2G5/PIP5K1A/PLA2G4A/LPGAT1/GNPAT/CHAT/PTEN/GPAM/INPP5F/PLEKHA1/PTDSS2/OSBPL5/SBF2/PIK3C2A/PTPMT1/PLAAT4/PLAAT3/DGAT2/MTMR2/PLBD1/PIK3C2G/PLEKHA5/ETNK1/OSBPL8/CHPT1/MTMR6/DDHD1/MTMR10/PLA2G4E/TNFAIP8L3/GDE1/CSNK2A2/VAC14/INPP5K/PLD2/PIK3R5/PEMT/MTMR4/GDPD1/PIK3C3/PIP5K1C/TNFAIP8L1/HADHB/SELENOI/LCLAT1/STARD7/PLA2R1/PIKFYVE/CSNK2A1/GPCPD1/CRLS1/CPNE1/AGPAT3/PITPNB/INPP5J/PLA2G6/PNPLA3/MTMR14/RAB5A/GPD1L/SACM1L/PLA1A/MGLL/PIK3R4/PIK3CB/BCHE/PIK3CA/LIPH/PLAAT1/PCYT1A/PI4K2B/GPAT3/CDS1/PTPN13/INPP4B/ENPP6/LPCAT1/MTMR12/PIK3R1/TNFAIP8/RUFY1/MBOAT1/PLEKHA8/AGK/AGPAT5/MTMR9/DDHD2/PLEKHA2/CPNE3/PIP5K1B/SLC44A1/BMX/PCYT1B/MTMR8/OCRL/MTMR1/PLA2G4F/PLAAT2/PITPNM1/LPCAT3/GPD1/CPNE6/PLA2G4B/CDIPT/PGS1/LPIN3/DGAT1/AGPAT2/AWAT2	169
