ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-9006934	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	365/7365	458/10619	2.48668627465194e-07	0.000348633415706202	0.000294476006208782	MTOR/PTPRU/LCK/COL9A2/PIK3R3/THEM4/THBS3/NTRK1/NCSTN/LAMC2/MAPKAPK2/PSEN2/ITGB1/FGFR2/ADAM12/DOCK1/POLR2L/PTPRJ/FLRT1/GAB2/GRIN2B/PTPRO/NCKAP1L/ERBB3/RNF41/SH2B3/PTPN11/WASF3/FLT1/KL/GTF2F2/SPRY2/COL4A1/COL4A2/ARHGEF7/CMA1/PSEN1/FLRT2/CYFIP1/THBS1/CSK/FES/IGF1R/MEF2A/PCSK6/MAPK3/POLR2C/CDH5/ESRP2/WWOX/NCOR1/MAPK7/ERBB2/JUP/STAT5B/STAT3/ATP6V0A1/DUSP3/GFAP/ITGB3/PRKCA/BAIAP2/YES1/LAMA1/LAMA3/PTBP1/PTPRS/VAV1/INSR/COL5A3/DNM2/PRKACA/PIK3R2/UBA52/HPN/AXL/NTF4/AP2A1/PPP2R1A/EPN1/KIDINS220/ADAM17/PRKCE/NRP2/FN1/COL6A3/TRIB3/PLCG1/LAMA5/TIAM1/COL6A1/NCF4/ITPR1/LAMB2/MST1R/DUSP7/TLR9/PRKCD/LRIG1/ATP6V1A/COL6A5/COL6A6/MUC20/HGFAC/TEC/KDR/ITGA2/PIK3R1/MEF2C/NRG2/PDGFRB/CYFIP2/FGF18/FLT4/RANBP9/ITPR3/MAPK13/COL9A1/FYN/ESR1/PLG/RPS6KA2/RAC1/ELMO1/TNS3/GRB10/EGFR/NCF1/SH2B2/ATP6V0A4/NOS3/PTK2B/NRG1/FGFR1/ATP6V1H/ATP6V0D2/PCSK5/NTRK2/COL27A1/MAPKAP1/LAMC3/RAPGEF1/VAV2/COL5A1/ELK1/PRKCZ/CDC42/RPS6KA1/WASF2/MKNK1/EPS15/DOCK7/PRKACB/COL24A1/COL11A1/VAV3/RAP1A/NGF/SH2D2A/DNM3/LAMC1/RAB4A/AKT3/STAM/ABI1/NRP1/HNRNPF/CXCL12/NRG3/TIAL1/AP2A2/PDE3B/BDNF/POLR2G/VEGFB/PAK1/PGR/YAP1/PDGFD/CUL5/PPP2R1B/CBL/FGF23/NTF3/PTPN6/KRAS/ITPR2/ATF1/STAT6/RAP1B/FRS2/KITLG/PXN/ATP6V0A2/FGF9/FLT3/IRS2/ATP6V1D/PGF/CALM1/RPS6KA5/HSP90AA1/AKT1/SPRED1/SPINT1/FGF7/USP8/NEDD4/ADAM10/APH1B/MAP2K5/NRG4/SH3GL3/NTRK3/PDPK1/PRKCB/ATP6V0D1/RANBP10/BCAR1/CRK/POLR2A/AP2B1/TNS4/STAT5A/ITGA3/CLTC/GGA3/GRB2/HGS/PTPN2/ROCK1/PIK3C3/RIT2/SHC2/FGF22/MATK/SH3GL1/HNRNPM/CDC37/EPS15L1/SPINT2/AKT2/FLT3LG/VRK3/ATP6V1C2/ROCK2/MEMO1/SOS1/SPRED2/TGFA/NCK2/RALB/POLR2D/PTPN18/STAM2/GALNT3/NCKAP1/COL5A2/STAT1/ABI2/CREB1/ERBB4/IRS1/COL4A4/COL4A3/ITCH/SRC/YWHAB/MMP9/ELMO2/PTPN1/ATP6V1E1/CRKL/MAPK1/RBFOX2/POLR2F/PDGFB/GRAP2/PRR5/RHOA/MAPKAPK3/DOCK3/PIK3R4/NCK1/PIK3CB/PAK2/FGFR3/KLB/PDGFRA/KIT/POLR2B/EREG/AREG/SPP1/EGF/FGF2/GAB1/PDGFC/VEGFC/RICTOR/FGF10/ERBIN/THBS4/RASA1/FER/PPP2CA/CTNNA1/HBEGF/DIAPH1/FGF1/ATP6V0E1/MAPK14/FRS3/PPP2R5D/WASF1/LAMA4/PTPRK/LAMA2/TAB2/PDGFA/RALA/PTPN12/HGF/LAMB1/MET/BRAF/PPP2CB/PLAT/LYN/PAG1/WWP1/ESRP1/ATP6V1C1/PTK2/JAK2/SH3GL2/CLTA/SHB/SHC3/NCBP1/PTPN3/DNM1/RALGDS/ANOS1/SH3KBP1/RPS6KA3/PAK3/CTNND1/FGF3/ATP6V1F/ATP6V0E2/FGF20/PRKACG/NCF2/FGF4/FURIN/ATP6V0C/CDK5R1/POLR2E/CALM2/ITGAV/MAPK11/THBS2/HSPB1/POLR2J	365
R-HSA-425407	R-HSA-425407	SLC-mediated transmembrane transport	207/7365	251/10619	1.23124902996179e-06	0.000592274503115129	0.000500269401610121	SLC2A7/SLC9A1/SLC2A1/SLC6A9/SLC5A9/SLC1A7/SLC44A5/SLC44A3/RHBG/SLC45A3/SLC41A1/SLC26A9/SLC1A2/SLC35C1/SLC43A1/SLC22A11/SLCO2B1/SLC6A13/SLC38A1/SLC7A1/SLC15A1/SLC39A2/SLC7A8/SLC24A4/SLC12A6/SLC28A2/SLC24A1/SLCO3A1/SLC5A11/SLC6A2/SLC12A3/SLC9A5/SLC12A4/SLC7A6/SLC7A5/SLC13A5/SLC5A10/SLC47A1/SLC4A1/SLC25A10/SLC16A3/SLC14A2/SLC39A3/SLC44A2/SLC1A6/SLC27A1/SLC7A10/SLC9A2/SLC4A3/SLC24A3/SLC12A5/SLC13A3/SLC9A8/RUNX1/SLC5A4/SLC6A1/SLC6A6/SLC6A20/SLC25A26/SLC15A2/SLC2A2/APOD/SLC2A9/SLC34A2/SLC39A8/SLC25A4/SLC30A5/SLC12A2/SLC27A6/SLC6A7/SLC36A2/SLC36A1/SLC34A1/SLC35B4/SLC13A4/SLC4A2/SLC7A2/SLC18A1/SLC28A3/SLC44A1/SLC2A8/SLC27A4/SLC2A6/LCN12/SLC25A6/SLC35D1/SLC35A3/SLC30A7/SLC16A1/SLC22A15/SLC30A10/SLC29A3/SLC18A2/SLC22A18/SLC6A5/SLC17A6/SLC5A12/SLC15A3/SLC3A2/SLC22A8/SLC22A12/ARL2/SLC36A4/SLC6A12/SLC2A14/SLC2A3/SLCO1C1/SLCO1B3/SLCO1B1/SLCO1A2/SLC2A13/SLC11A2/SLC4A8/SLC16A7/SLC6A15/SLC17A8/SLC5A8/SLC41A2/SLC8B1/SLC15A4/SLC7A7/SLC8A3/CALM1/SLC25A29/SLC12A1/SLC28A1/RHCG/ARL2BP/SLC43A2/CTNS/SLC47A2/SLC26A11/SLC39A6/SLC14A1/SLC5A5/SLC7A9/SLC1A5/SLC8A2/SLC30A3/SLC30A6/SLC8A1/SLC3A1/SLC1A4/SLC4A5/SLC20A1/SLC4A10/SLC40A1/SLC39A10/SLC11A1/SLC2A10/SLC25A18/SLC2A11/SLC5A1/SLC6A11/SLC4A7/SLCO2A1/SLC9A9/CP/SLC33A1/SLC26A1/SLC4A4/ALB/SLC10A6/SLC7A11/SLC9A3/SLC12A7/SLC1A3/EMB/SLCO4C1/SLC22A4/SLC22A5/SLC4A9/SLC26A2/SLC17A5/SLC35A1/SLC16A10/MFSD4B/SLC2A12/SLC22A2/SLC22A3/SLC29A4/SRI/SLC26A4/SLC26A3/AHCYL2/SLC39A14/SLC20A2/SLC26A7/SLC30A8/SLC1A1/SLC24A2/SLC35D2/SLC31A1/SLC9A7/HEPH/PDZD11/SLC9A6/RSC1A1/SLC39A5/SLC13A2/CALM2/SLC38A3/SLC6A3/SLC17A1/SLC22A16/LCN9/LCN15	207
R-HSA-193648	R-HSA-193648	NRAGE signals death through JNK	56/7365	59/10619	1.26734915074564e-06	0.000592274503115129	0.000500269401610121	ARHGEF19/ARHGEF10L/ARHGEF11/OBSCN/ARHGEF17/FGD4/ARHGEF7/ARHGEF40/AKAP13/NGFR/VAV1/ARHGEF18/ARHGEF33/BCL2L11/ARHGEF4/PREX1/TIAM1/ITSN1/ARHGEF3/KALRN/ARHGEF26/TRIO/RASGRF2/FGD2/TIAM2/RAC1/ARHGEF35/ARHGEF5/ARHGEF10/FGD3/VAV2/PLEKHG5/VAV3/NGF/ARHGEF2/NET1/MAPK8/BAD/ARHGEF12/MCF2L/SOS2/ABR/AATF/GNA13/PLEKHG2/ARHGEF1/SOS1/NGEF/ECT2/ARHGEF38/ARHGEF37/ARHGEF39/MAGED1/FGD1/ARHGEF6/MCF2	56
R-HSA-5663202	R-HSA-5663202	Diseases of signal transduction	310/7365	389/10619	2.04308215339784e-06	0.000716100294765945	0.000604859848045415	MTOR/CLCN6/LCK/HEYL/PIK3R3/ABCA4/NCSTN/RASAL2/PSEN2/WNT3A/PIK3AP1/NEURL1/TCF7L2/FGFR2/CTBP2/POLR2L/SYVN1/MAP3K11/LRP5/ARRB1/GAB2/MAML2/VWF/LRP6/HDAC7/ERBB3/OS9/CPSF6/BRAP/PTPN11/KSR2/NCOR2/CDK8/KL/GTF2F2/PSEN1/PPP2R5C/MARK3/MAP2K1/CSK/PSMA4/MAPK3/POLR2C/NCOR1/MPRIP/KSR1/MYO18A/NF1/ERBB2/KAT2A/STAT5B/STAT3/PSME3/HDAC5/ITGB3/RNF43/PSMC5/TTR/MAP2K2/VAV1/PIK3R2/UBA52/TGFB1/AKT1S1/PPP2R1A/ADAM17/BCL2L11/ICOS/FN1/IHH/LRRFIP1/HDAC4/PSMF1/JAG1/PLCG1/BCR/KREMEN1/EP300/HDAC11/RBPJ/PAPSS1/MAML3/FGA/TENT4A/PIK3R1/APC/NRG2/HDAC3/PDGFRB/CAMK2A/FGF18/SYNGAP1/CDKN1A/FYN/HDAC2/ESR1/RAC1/HDAC9/PSMA2/CAMK2B/EGFR/AKAP9/CUX1/SND1/KIAA1549/ZC3HAV1/AGK/NRG1/ERLIN2/FGFR1/TLN1/DAB2IP/MAPKAP1/NOTCH1/ARAF/PORCN/FOXO4/OPN1MW/MIB2/PIK3CD/CASP9/CNKSR1/HDAC1/PSMB2/ZFYVE9/PSMA5/RAP1A/PSMD4/LMNA/HHAT/PPP2R5A/AKT3/APBB1IP/CAMK2G/VCL/NRG3/PTEN/TNKS2/RBP4/CHUK/PSMA1/POLR2G/BAD/RPS6KB2/FZD4/PPP2R1B/CBL/FGF23/KRAS/FGFR1OP2/NR4A1/RAP1B/FRS2/KITLG/PEBP1/PSMD9/ZMYM2/FGF9/FOXO1/IRS2/RASA3/PSMC6/PSMA3/PPP2R5E/ESR2/RDH12/SNW1/SEL1L/PSMC1/CALM1/HSP90AA1/AKT1/JAG2/SPRED1/FGF7/ADAM10/APH1B/SMAD3/NRG4/IQGAP1/TSC2/PDPK1/CREBBP/DERL2/POLR2A/PSMD11/PSMB3/STAT5A/ITGA2B/PSMD12/GRB2/MIB1/PSMA8/SMAD2/SMAD4/FGF22/CDC37/RASAL3/PSMD8/SPRED3/AKT2/STRN/SOS1/ERLEC1/PSME4/SPRED2/TGFA/POLR2D/PSMD14/STAT1/CREB1/ERBB4/IRS1/PSMD1/SRC/YWHAB/PSMA7/MAPK1/POLR2F/PDGFB/PRR5/ATG7/RAF1/KAT2B/TGFBR2/TRAK1/CD80/GSK3B/CD86/PIK3CB/RBP1/RASA2/TBL1XR1/FXR1/CTBP1/FGFR3/KLB/PDGFRA/KIT/POLR2B/EREG/AREG/DKK2/EGF/CAMK2D/FGF2/GAB1/FBXW7/RICTOR/FGF10/AGGF1/AP3B1/RASA1/SKP1/PPP2CA/HBEGF/FGF1/CSNK1A1/FAM114A2/NEURL1B/MAML1/PPP2R5D/FOXO3/QKI/FGFR1OP/PSMB1/PDGFA/HGF/SEM1/RASA4/NAPEPLD/PSMC2/MET/TRIM24/KDM7A/BRAF/CUL1/TNKS/PPP2CB/BAG4/ESRP1/FZD6/JAK2/VCP/NCBP1/TGFBR1/PSMD5/CNTRL/PSMB7/TBL1X/CNKSR2/HDAC6/HDAC8/MAMLD1/FGF3/PSMD2/FGF20/AGTRAP/PSMB4/PSMC3/PPP2R5B/FGF4/AXIN1/PSMD7/POLR2E/CALM2/RAC2/RBX1/POLR2J/OPN1SW	310
R-HSA-112316	R-HSA-112316	Neuronal System	326/7365	413/10619	5.69610362621656e-06	0.00159718745679112	0.00134907717463024	EPB41/GRIK3/KCNQ4/PTPRF/SLC1A7/KCNA2/KCND3/CHRNB2/KCNN3/HCN3/KCNJ10/CACNA1E/SYT2/PPFIA4/GNG4/ACTN2/TUBB8/KCNMA1/KCNQ1/PPFIBP2/ABCC8/KCNA4/SLC1A2/PLCB3/NRXN2/SHANK2/LRTOMT/GRM5/GRIA4/HTR3A/GRIK4/NRGN/KCNJ5/SLC6A13/GRIN2B/KCNJ8/PPFIBP1/SLC38A1/TUBA1C/KCNH3/GRIP1/SYT1/TUBA3C/SLITRK5/ARHGEF7/KCNH5/SIPA1L1/NRXN3/GABRB3/APBA2/CHRFAM7A/PLCB2/HCN4/ADCY9/GRIN2A/CACNG3/MAPK3/KCNG4/CAMKK1/DLG4/FLOT2/CACNB1/KCNH4/GJC1/MAPT/KCNH6/PRKCA/CACNG4/KCNJ2/GRIN2C/DLGAP1/EPB41L3/GNG7/PTPRS/TUBB4A/CACNA1A/PRKACA/SLC1A6/KCNN1/GRIK5/KCNJ14/KCNA7/AP2A1/KCNC3/SHANK1/PRKCG/CACNG8/KCNF1/ADCY3/LRRTM4/TUBA3D/CHRNA1/CHRND/EPB41L1/DLGAP4/KCNS1/CHRNA4/KCNJ6/COMT/SYN3/KCNJ4/SHANK3/SLC6A1/GRIP2/CACNA2D2/ADCY5/KCNMB3/HTR3E/PDLIM5/ADCY2/RASGRF2/CAMK4/CAMK2A/GLRA1/GRIA1/RIMS1/GABRR2/RPS6KA2/RAC1/DBNL/CAMK2B/ADCY1/GNB2/ACHE/KCNH2/PRKAG2/NEFL/NRG1/CHRNB3/KCNB2/ADCY8/APBA1/CACFD1/NLGN4X/IL1RAPL1/CASK/KCND1/GABRQ/GNB1/KCNAB2/KIF17/RPS6KA1/DLGAP3/GNG12/LRRC7/PRKACB/GNAI3/KCNC4/PRKAB2/KCNJ9/KCNH1/KCNK2/KCNK1/CACNB2/GAD2/CHAT/LRRTM3/CAMK2G/SLC18A2/AP2A2/SYT9/KCNC1/SYT7/RTN3/SYT12/PPFIA1/DLG2/PANX1/KCNJ1/SLC6A12/KCNA6/ABCC9/KRAS/SYT10/ADCY6/PRKAG1/KCNMB4/KCNC2/LIN7A/PPFIA2/ALDH2/CAMKK2/ADCY4/GNG2/KCNK10/KCNK13/CALM1/BEGAIN/GABRA5/GABRG3/CHRNA7/GNB5/NPTN/CHRNA5/CHRNB4/RASGRF1/HOMER2/NTRK3/PDPK1/ABAT/PRKCB/ADCY7/KCNJ12/SLC6A4/AP2B1/NSF/TSPOAP1/PPM1E/KPNA2/PRKAR1A/KCNJ16/GNAL/TUBB6/HCN2/KCNK6/LRFN1/KCNN4/GRIN2D/PPFIA3/LRRC4B/KCNS3/KCNK3/KCNG3/NRXN1/EPB41L5/CACNB4/KCNJ3/KCNH7/GAD1/GLS/CREB1/ERBB4/PRKAG3/PLCB1/SNAP25/SRC/KCNB1/KCNG1/KCNQ2/DNAJC5/GRIK1/KCNJ15/TUBA8/MAPK1/PPM1F/CACNG2/PANX2/SLC6A11/SYN2/KCNH8/PRKAR2A/GNAI2/CACNA2D3/GABRR3/KCNAB1/NLGN1/KCNMB2/GNB4/HTR3D/IL1RAP/DLG1/CPLX1/GABRA2/GABRA4/GABRB1/NAAA/CAMK2D/GRIA2/GLRA3/SLC1A3/PRKAA1/HCN1/HOMER1/KCNN2/GABRB2/GABRA1/GABRG2/ALDH5A1/KCNK17/LRFN2/KCNQ5/MYO6/GABRR1/GRIK2/EPB41L2/GRM1/SLC22A2/PRKAR1B/STX1A/GNAI1/CACNA2D1/GNGT1/PRKAR2B/KCND2/CHRNA6/NCALD/KCNV1/KCNQ3/KCNK9/SLC1A1/PTPRD/UNC13B/GABBR2/GRIN3A/STXBP1/GRIN1/CACNA1B/PRKX/GLRA2/RPS6KA3/SYN1/DLG3/RPS6KA6/IL1RAPL2/GABRA3/TUBB1/CHRNA2/PRKACG/GLUL/GNG8/CALM2/SLC6A3/KCNMB1/TUBB2A/KCNS2/GNG10	326
R-HSA-9006925	R-HSA-9006925	Intracellular signaling by second messengers	245/7365	305/10619	8.04854031505276e-06	0.00188067558695066	0.00158852769376041	MTOR/OTUD3/LCK/RBBP4/PHC2/AGO4/AGO1/PIK3R3/MOV10/THEM4/PIP4K2A/PIK3AP1/FGFR2/MTA2/CHD4/PHC1/HDAC7/PDE1B/ERBB3/PTPN11/KL/PPP2R5C/PML/PSMA4/ADCY9/TNRC6A/MAPK3/PHLPP2/CAMKK1/TP53/CHD3/PIP4K2B/ERBB2/PSME3/HDAC5/PSMC5/PRKCA/TNRC6C/CBX2/RPTOR/PHLPP1/VAV1/INSR/PRKACA/PIK3R2/UBA52/GATAD2A/AKT1S1/PPP2R1A/PRKCG/ADCY3/MTA3/PRKCE/ICOS/TRIB3/CSNK2A1/PSMF1/PLCG1/TNRC6B/ITPR1/PPARG/PRKCD/ADCY5/USP13/ADCY2/PIK3R1/CAMK4/NRG2/HDAC3/PDGFRB/CAMK2A/FGF18/ITPR3/CDKN1A/FYN/HDAC2/RNF146/ESR1/RAC1/PDE1C/PSMA2/CAMK2B/ADCY1/EGFR/RHEB/NRG1/FGFR1/ADCY8/AGO2/MAPKAP1/RBBP7/FOXO4/XIAP/PIK3CD/CASP9/KDM1A/HDAC1/PSMB2/AGO3/RRAGC/SCMH1/PRKACB/PSMA5/LAMTOR5/PIP5K1A/PSMD4/GATAD2B/RNF2/PPP2R5A/AKT3/CAMK2G/NRG3/PTEN/TNKS2/CHUK/PSMA1/TRAF6/BAD/RPS6KB2/PPP2R1B/FGF23/ATN1/ITPR2/IRAK4/ADCY6/NR4A1/FRS2/KITLG/CAMKK2/PSMD9/FGF9/FOXO1/IRS2/ADCY4/PSMC6/PSMA3/PPP2R5E/ESR2/PSMC1/CALM1/RCOR1/AKT1/MTA1/FGF7/NEDD4/NRG4/TSC2/PDPK1/USP7/ADCY7/CSNK2A2/WWP2/SUZ12/PSMD11/PSMB3/PSMD12/KPNA2/PRKAR1A/GRB2/CBX4/PSMA8/FGF22/PIP5K1C/PSMD8/AKT2/STRN/PSME4/TGFA/IL1RL1/PSMD14/ATF2/PDE1A/CREB1/ERBB4/IRS1/PSMD1/SRC/PSMA7/MAPK1/PDGFB/PRR5/PRKAR2A/CD80/GSK3B/CD86/PIK3CB/MECOM/PHC3/IL1RAP/FGFR3/KLB/PDGFRA/KIT/REST/EREG/AREG/EGF/CAMK2D/FGF2/GAB1/RICTOR/FGF10/SLC38A9/PPP2CA/HBEGF/FGF1/PPP2R5D/RRAGD/FOXO3/FRK/PSMB1/PDGFA/PRKAR1B/HGF/SEM1/LAMTOR4/PSMC2/PRKAR2B/MET/MKRN1/EZH2/TNKS/PPP2CB/PREX2/PIP5K1B/PSMD5/PSMB7/PRKX/FGF3/PSMD2/FGF20/PRKACG/PSMB4/BMI1/PSMC3/PPP2R5B/GRK2/FGF4/PIP4K2C/PSMD7/MBD3/CALM2/SNAI1/RAC2/CBX6	245
R-HSA-111996	R-HSA-111996	Ca-dependent events	37/7365	38/10619	1.58806036983806e-05	0.00318065805501851	0.00268656829483882	PDE1B/ADCY9/CAMKK1/PRKCA/PRKACA/PRKCG/ADCY3/PRKCD/ADCY5/ADCY2/CAMK4/CAMK2A/PDE1C/CAMK2B/ADCY1/ADCY8/PRKACB/PLA2G4A/CAMK2G/ADCY6/CAMKK2/ADCY4/CALM1/ADCY7/KPNA2/PRKAR1A/PDE1A/CREB1/MAPK1/PRKAR2A/CAMK2D/PRKAR1B/PRKAR2B/PRKX/PRKACG/GRK2/CALM2	37
R-HSA-6811442	R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	166/7365	202/10619	2.09547087902652e-05	0.00333510155633748	0.00281702023491228	VAMP3/KIF1B/SEC22B/COPA/ARF1/GALNT2/KIF26B/TUBB8/KIF11/GBF1/VTI1A/ARFIP2/KLC2/BICD1/TUBA1C/RACGAP1/TUBA3C/ACTR10/DYNC1H1/KIF23/MAN2A2/DCTN5/KIF22/VPS53/PAFAH1B1/KIF1C/KIF18B/GOSR2/COG1/KIF19/TUBB4A/COPE/NAPA/CYTH2/NBAS/KIF3C/DCTN1/TUBA3D/KIF1A/SYS1/STX16/ARFGAP1/AGPAT3/SNAP29/GOLIM4/CENPE/KIF3A/MAN1A1/IGF2R/KIF25/DYNC1I1/CUX1/CAPZA2/GCC1/KIF13B/KIFC2/BICD2/KIF12/SURF4/CAPZB/MAN1C1/KIF2C/CAPZA1/MAN1A2/VPS45/KIFAP3/STX6/PLA2G4A/KIF21B/RAB3GAP2/COG2/USP6NL/KIF5B/KIF20B/ACTR1A/COPB1/KIF18A/STX5/RAB1B/RAB6A/RAB30/RAB39A/ZW10/PAFAH1B2/ARCN1/KIF21A/COPZ1/DCTN2/KIF5A/ARL1/DYNLL1/TMED2/COG6/COG3/NAA30/TMED10/TRIP11/GOLGA5/KLC1/TMED3/COG7/DYNC1LI2/COG8/COG4/GOSR1/NSF/COPZ2/DYNLL2/CYTH1/NAPG/TUBB6/GALNT1/PLIN3/STX10/VPS54/RAB1A/GCC2/RAB3GAP1/DYNC1I2/KIF16B/NAPB/KIF3B/TUBA8/RAB36/CYTH4/PLA2G6/KDELR3/ARFGAP3/DYNC1LI1/GOLGA4/KIF15/KIF9/ARF4/TMF1/RAB43/COPG1/RAB6B/COPB2/STX18/SCOC/KIF2A/RHOBTB3/MAN2A1/TMED7-TICAM2/DCTN4/BNIP1/KIF6/KIFC1/CYTH3/RINT1/COG5/ARF5/COPG2/DCTN6/RIC1/KIF27/NAA35/GOLGA1/RABEPK/KIF4A/VPS51/TUBB1/RAB41/RAB9B/ALPP/TUBB2A	166
R-HSA-373752	R-HSA-373752	Netrin-1 signaling	47/7365	50/10619	2.14093537853334e-05	0.00333510155633748	0.00281702023491228	PRKCQ/UNC5B/SLIT1/ABLIM1/DOCK1/NTN4/PTPN11/NEO1/NTN1/PLCG1/DSCAM/ROBO1/SIAH2/SLIT2/TRIO/MYO10/TRPC7/SLIT3/UNC5A/MAPK13/FYN/RAC1/CDC42/MAPK8/PAK1/TRPC6/DSCAML1/AGAP2/TRPC4/RGMA/SIAH1/PITPNA/DCC/SRC/NCK1/TRPC1/ABLIM2/UNC5C/TRPC3/ABLIM3/MAPK14/EZR/WASL/UNC5D/PTK2/TRPC5/MAPK11	47
R-HSA-112040	R-HSA-112040	G-protein mediated events	51/7365	55/10619	2.73199119417935e-05	0.00339291661272806	0.00286585418523844	PLCB3/PDE1B/PLCB2/ADCY9/GNAO1/CAMKK1/PRKCA/PRKACA/PRKCG/ADCY3/ITPR1/PRKCD/ADCY5/ADCY2/CAMK4/CAMK2A/ITPR3/PDE1C/CAMK2B/ADCY1/ADCY8/PRKACB/GNAI3/GNAT2/PLA2G4A/CAMK2G/ITPR2/ADCY6/CAMKK2/ADCY4/CALM1/ADCY7/KPNA2/PRKAR1A/GNAL/PDE1A/CREB1/PLCB1/PLCB4/MAPK1/GNAZ/PRKAR2A/GNAI2/CAMK2D/PRKAR1B/GNAI1/PRKAR2B/PRKX/PRKACG/GRK2/CALM2	51
