ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-1483257	R-HSA-1483257	Phospholipid metabolism	198/8221	212/10619	2.29620585126057e-10	3.21928060346731e-07	2.69985466932426e-07	PIK3CD/PLA2G2D/PLA2G2F/MFSD2A/PIK3R3/SLC44A5/MIGA1/ACP6/PLEKHA6/PIK3C2B/LPGAT1/CHAT/PLEKHA1/PNPLA2/OSBPL5/INPPL1/STARD10/GDPD5/PLEKHA5/ARF3/GPD1/CPNE6/PLD4/LPCAT4/JMJD7-PLA2G4B/PLA2G4E/PLA2G4D/PLA2G10/CDIPT/GDPD3/VAC14/CPNE7/PITPNM3/PIK3R5/PLD6/PCTP/PCYT2/ABHD3/PIK3C3/PIP5K1C/TNFAIP8L1/PNPLA6/PIK3R2/PLD3/PLEKHA4/TMEM86B/MBOAT2/LPIN1/PLB1/GPAT2/INPP4A/PLA2R1/ALPI/INPP5D/LPIN3/TPTE/SYNJ1/AGPAT3/PI4KA/MTMR3/INPP5J/PLA2G6/PNPLA3/SBF1/MTMR14/OSBPL10/PLA1A/CDS1/ENPP6/LPCAT1/MTMR12/PIK3R1/TNFAIP8/MBOAT1/SYNJ2/ACHE/PIK3CG/PNPLA8/AGPAT5/GPAT4/DGAT1/MIGA2/INPP5E/PNPLA7/DGAT2L6/OCRL/MTM1/PLA2G2A/PLA2G5/SLC44A3/PIP5K1A/PI4KB/PLA2G4A/ETNK2/ARF1/RAB4A/GNPAT/PIP4K2A/PTEN/PI4K2A/INPP5F/PTDSS2/SBF2/PIK3C2A/PLAAT5/PLAAT4/PLAAT3/PITPNM1/CHKA/DGAT2/MTMR2/PLBD1/PIK3C2G/ETNK1/OSBPL8/CHPT1/PITPNM2/TPTE2/MTMR6/PIP4P1/ABHD4/DDHD1/MTMR10/PLA2G4F/TNFAIP8L3/GDE1/LPCAT2/CSNK2A2/PLA2G15/INPP5K/PIK3R6/PEMT/PIP4K2B/MTMR4/GDPD1/PGS1/LPIN2/SLC44A2/PLA2G4C/MBOAT7/HADHA/HADHB/SELENOI/LCLAT1/STARD7/GPD2/PIKFYVE/CSNK2A1/CDS2/GPCPD1/CRLS1/CPNE1/LIPI/PITPNB/PISD/RAB5A/GPD1L/SACM1L/MGLL/PIK3R4/PIK3CB/BCHE/PLD1/PIK3CA/LIPH/PCYT1A/PI4K2B/GPAT3/PTPN13/PLA2G12A/INPP4B/RUFY1/FIG4/AGPAT4/PLEKHA8/AGK/MTMR9/MTMR7/DDHD2/PLEKHA2/CPNE3/PTDSS1/PIP5K1B/SLC44A1/RAB14/BMX/PCYT1B/MTMR8/AWAT2/MTMR1/CEPT1/PLAAT2/PIP4K2C/ETNPPL/GPAM/PLA2G4B/PLD2/CHKB	198
R-HSA-112316	R-HSA-112316	Neuronal System	362/8221	413/10619	4.83520265164656e-08	3.38947705880424e-05	2.842590190468e-05	GNB1/KCNAB2/RPS6KA1/EPB41/DLGAP3/GRIK3/KCNQ4/PTPRF/SLC1A7/LRRC7/GNAI3/KCNA2/KCND3/CHRNB2/KCNN3/HCN3/PPFIA4/KCNK2/KCNK1/GNG4/ACTN2/TUBB8/TUBAL3/SLC18A3/CHAT/KCNMA1/KCNQ1/PPFIBP2/KCNJ11/ABCC8/KCNC1/LIN7C/KCNA4/SYT7/NRXN2/SYT12/PPFIA1/SHANK2/LRTOMT/GRM5/GRIA4/HTR3A/GRIK4/NRGN/KCNJ5/SLC6A12/SLC6A13/KCNA1/GRIN2B/KCNJ8/ABCC9/PPFIBP1/ADCY6/TUBA1C/KCNH3/GRIP1/MDM2/KCNMB4/SYT1/ALDH2/PRKAB1/TUBA3C/SLITRK5/ARHGEF7/AKAP5/SIPA1L1/NRXN3/CALM1/BEGAIN/GABRB3/GABRG3/APBA2/CHRFAM7A/CHRNA7/PLCB2/HCN4/CHRNA5/RASGRF1/HOMER2/NTRK3/PDPK1/ADCY9/GRIN2A/CACNG3/MAPK3/ADCY7/KCNG4/TUBB3/CAMKK1/DLG4/NLGN2/FLOT2/GIT1/SLC6A4/CACNB1/KCNH4/GJC1/MAPT/TSPOAP1/KCNH6/PRKCA/CACNG4/KCNJ16/KCNJ2/DLGAP1/EPB41L3/TUBB6/GRIN3B/PTPRS/TUBB4A/CACNA1A/PRKACA/SLC1A6/KCNN1/GRIK5/KCNN4/GRIN2D/KCNJ14/SLC17A7/AP2A1/KCNC3/SHANK1/PRKCG/CACNG8/KCNF1/ADCY3/NRXN1/LRRTM1/TUBA3E/CACNB4/KCNH7/GAD1/CHRNA1/PRKAG3/CHRND/PLCB1/SNAP25/EPB41L1/DLGAP4/SRC/SLC32A1/KCNS1/KCNB1/KCNG1/DNAJC5/TUBA8/COMT/SYN3/CACNG2/SHANK3/SLC6A11/SLC6A1/GRIP2/GNAI2/CACNA2D2/ARL6IP5/ADCY5/KCNMB3/HTR3D/HTR3C/AP2M1/IL1RAP/DLG1/PDLIM5/GRIA2/SLC6A3/RASGRF2/CAMK4/KCNN2/CAMK2A/GLRA1/GRIA1/KCNMB1/KCNK17/RIMS1/KCNQ5/GRM1/SLC22A1/RPS6KA2/RAC1/DBNL/CAMK2B/ADCY1/GNB2/ACHE/KCNH2/PRKAG2/NRG1/CHRNB3/KCNB2/KCNS2/NCALD/ADCY8/SHARPIN/KCNV2/UNC13B/APBA1/GABBR2/GRIN3A/STXBP1/TUBB4B/CACNA1B/PRKX/NLGN4X/RPS6KA3/IL1RAPL1/TSPAN7/CASK/MAOA/KCND1/ARHGEF9/DLG3/NLGN3/GRIA3/SLITRK4/GABRA3/GABRQ/KIF17/PRKAA2/GNG12/PRKACB/GNG5/KCNC4/KCNJ10/CACNA1E/SYT2/KCNH1/CACNB2/GAD2/LRRTM3/CAMK2G/SLC18A2/AP2A2/SYT9/SLC1A2/RTN3/DLG2/PANX1/HTR3B/KCNJ1/KCNA6/KRAS/SYT10/SLC38A1/PRKAG1/GLS2/KCNC2/LIN7A/PPFIA2/CAMKK2/GNG2/KCNH5/KCNK10/KCNK13/GABRA5/GNB5/NPTN/CHRNA3/CHRNB4/ABAT/PRKCB/KCNJ12/AP2B1/NSF/PPM1E/KPNA2/PRKAR1A/GNAL/HCN2/GNG7/LRFN3/CALM3/AP2S1/PPFIA3/LRRC4B/KCNK3/KCNG3/LRRTM4/EPB41L5/KCNJ3/GLS/CREB1/ERBB4/CHRNA4/KCNQ2/GRIK1/KCNJ6/KCNJ15/MAPK1/PPM1F/KCNJ4/SYN2/KCNH8/PRKAR2A/CACNA2D3/GABRR3/KCNAB1/BCHE/NLGN1/KCNMB2/GNB4/CPLX1/CHRNA9/GABRA2/GABRA4/GABRB1/NAAA/CAMK2D/GLRB/GLRA3/ADCY2/SLC1A3/PRKAA1/HCN1/HOMER1/GABRB2/GABRG2/ALDH5A1/LRFN2/MYO6/GABRR1/GABRR2/GRIK2/EPB41L2/SLC22A2/PRKAR1B/GNAI1/CACNA2D1/GNGT1/GNG11/PRKAR2B/KCND2/CHRNA6/KCNQ3/KCNK9/SLC1A1/PTPRD/CACFD1/GRIN1/GLRA2/SYN1/RPS6KA6/IL1RAPL2/ADCY4/KCNAB3/KCNG2/HOMER3/TUBB1/CHRNA2/PRKACG/GNG10/GNB3/SLC38A2/TUBA1B/VAMP2/RAB3A/GNG8/CALM2/SLC5A7/PANX2/TUBB2A/STX1A	362
R-HSA-112315	R-HSA-112315	Transmission across Chemical Synapses	244/8221	272/10619	8.23736480652121e-08	3.84959515291425e-05	3.22846894346814e-05	GNB1/RPS6KA1/GRIK3/SLC1A7/LRRC7/GNAI3/CHRNB2/PPFIA4/GNG4/ACTN2/TUBB8/TUBAL3/SLC18A3/CHAT/LIN7C/PPFIA1/LRTOMT/GRIA4/HTR3A/GRIK4/NRGN/KCNJ5/SLC6A12/SLC6A13/GRIN2B/ADCY6/TUBA1C/GRIP1/MDM2/SYT1/ALDH2/PRKAB1/TUBA3C/ARHGEF7/AKAP5/CALM1/GABRB3/GABRG3/CHRFAM7A/CHRNA7/PLCB2/CHRNA5/RASGRF1/PDPK1/ADCY9/GRIN2A/CACNG3/MAPK3/ADCY7/TUBB3/CAMKK1/DLG4/GIT1/SLC6A4/CACNB1/MAPT/TSPOAP1/PRKCA/CACNG4/KCNJ16/KCNJ2/TUBB6/GRIN3B/TUBB4A/CACNA1A/PRKACA/SLC1A6/GRIK5/GRIN2D/SLC17A7/AP2A1/PRKCG/CACNG8/ADCY3/TUBA3E/CACNB4/GAD1/CHRNA1/PRKAG3/CHRND/PLCB1/SNAP25/EPB41L1/SRC/SLC32A1/DNAJC5/TUBA8/COMT/SYN3/CACNG2/SLC6A11/SLC6A1/GRIP2/GNAI2/CACNA2D2/ARL6IP5/ADCY5/HTR3D/HTR3C/AP2M1/DLG1/GRIA2/SLC6A3/RASGRF2/CAMK4/CAMK2A/GLRA1/GRIA1/RIMS1/SLC22A1/RPS6KA2/RAC1/CAMK2B/ADCY1/GNB2/ACHE/PRKAG2/NRG1/CHRNB3/NCALD/ADCY8/UNC13B/APBA1/GABBR2/GRIN3A/STXBP1/TUBB4B/CACNA1B/PRKX/RPS6KA3/TSPAN7/CASK/MAOA/ARHGEF9/DLG3/GRIA3/GABRA3/GABRQ/KIF17/PRKAA2/GNG12/PRKACB/GNG5/KCNJ10/CACNA1E/CACNB2/GAD2/CAMK2G/SLC18A2/AP2A2/SLC1A2/DLG2/HTR3B/KRAS/SLC38A1/PRKAG1/GLS2/LIN7A/PPFIA2/CAMKK2/GNG2/GABRA5/GNB5/NPTN/CHRNA3/CHRNB4/ABAT/PRKCB/KCNJ12/AP2B1/NSF/PPM1E/KPNA2/PRKAR1A/GNAL/GNG7/CALM3/AP2S1/PPFIA3/KCNJ3/GLS/CREB1/ERBB4/CHRNA4/GRIK1/KCNJ6/KCNJ15/MAPK1/PPM1F/KCNJ4/SYN2/PRKAR2A/CACNA2D3/GABRR3/BCHE/GNB4/CPLX1/CHRNA9/GABRA2/GABRA4/GABRB1/NAAA/CAMK2D/GLRB/GLRA3/ADCY2/SLC1A3/PRKAA1/GABRB2/GABRG2/ALDH5A1/MYO6/GABRR1/GABRR2/GRIK2/SLC22A2/PRKAR1B/GNAI1/CACNA2D1/GNGT1/GNG11/PRKAR2B/CHRNA6/SLC1A1/CACFD1/GRIN1/GLRA2/SYN1/RPS6KA6/ADCY4/TUBB1/CHRNA2/PRKACG/GNG10/GNB3/SLC38A2/TUBA1B/VAMP2/RAB3A/GNG8/CALM2/SLC5A7/TUBB2A/STX1A	244
R-HSA-1483255	R-HSA-1483255	PI Metabolism	82/8221	84/10619	1.37101996710471e-07	4.805424984702e-05	4.03007711383147e-05	PIK3CD/PIK3R3/PLEKHA6/PIK3C2B/PLEKHA1/INPPL1/GDPD5/PLEKHA5/ARF3/GDPD3/VAC14/PIK3R5/PIK3C3/PIP5K1C/TNFAIP8L1/PNPLA6/PIK3R2/PLEKHA4/INPP4A/INPP5D/TPTE/SYNJ1/PI4KA/MTMR3/INPP5J/SBF1/MTMR14/ENPP6/MTMR12/PIK3R1/TNFAIP8/SYNJ2/PIK3CG/INPP5E/PNPLA7/OCRL/MTM1/PIP5K1A/PI4KB/ARF1/RAB4A/PIP4K2A/PTEN/PI4K2A/INPP5F/SBF2/PIK3C2A/MTMR2/PIK3C2G/TPTE2/MTMR6/PIP4P1/MTMR10/TNFAIP8L3/GDE1/INPP5K/PIK3R6/PIP4K2B/MTMR4/GDPD1/PIKFYVE/PITPNB/RAB5A/SACM1L/PIK3R4/PIK3CB/PIK3CA/PI4K2B/PTPN13/INPP4B/RUFY1/FIG4/PLEKHA8/MTMR9/MTMR7/PLEKHA2/PIP5K1B/RAB14/BMX/MTMR8/MTMR1/PIP4K2C	82
R-HSA-194840	R-HSA-194840	Rho GTPase cycle	127/8221	138/10619	4.27189649153612e-06	0.00100788285121058	0.000845262515806158	ARHGEF16/PLEKHG5/ARHGEF19/ARHGEF10L/INPP5B/ARHGAP29/RHOC/ARHGEF11/ARHGAP30/SRGAP2/OBSCN/ARHGAP22/RHOBTB1/ARHGAP1/ARHGEF17/A2M/RACGAP1/SRGAP1/STARD13/ARHGEF7/ARHGEF40/SOS2/ARHGAP11A/RHOV/MYO9A/ARHGAP17/ABR/ARHGAP44/RHOT1/ARHGAP23/ARHGAP27/RALBP1/ARHGAP45/TRIP10/ARHGEF18/SYDE1/MYO9B/PIK3R2/ARHGEF1/ARHGAP35/ARHGEF33/SOS1/ARHGAP25/ARHGEF4/NGEF/PREX1/TIAM1/ITSN1/BCR/SRGAP3/KALRN/ARHGEF26/RHOH/ARHGAP24/FAM13A/ARHGAP10/TRIO/RASGRF2/ARAP3/ARHGEF37/FGD2/TIAM2/TAGAP/RAC1/CHN2/ARHGEF35/ARHGEF5/ARHGEF10/RHOBTB2/ARHGAP39/FGD3/VAV2/ARHGAP6/ARHGEF9/OPHN1/STARD8/OCRL/ARHGAP36/ARHGEF6/ARHGAP4/CDC42/SYDE2/VAV3/ARHGEF2/RHOU/NET1/GDI2/ARHGAP21/ARHGAP12/RHOG/DEPDC7/RHOD/ARAP1/ARHGAP42/ARHGAP20/ARHGEF12/ARHGAP32/FGD4/ARHGAP9/RHOF/MCF2L/ARHGAP5/RHOJ/ARHGAP11B/AKAP13/GNA13/VAV1/GMIP/PLEKHG2/ARHGAP15/CHN1/RAC2/RHOA/ARHGEF3/ARHGAP31/ECT2/ARAP2/ARHGEF38/DEPDC1B/FAM13B/ARHGAP26/ARHGAP18/DLC1/FGD1/MCF2/ARHGAP8/RHOB	127
R-HSA-2029480	R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	82/8221	86/10619	4.71725829205579e-06	0.00100788285121058	0.000845262515806158	WASF2/FCGR1A/FCGR3A/PLPP4/DOCK1/ITPR2/WASF3/PLD4/CYFIP1/MYO5A/MAPK3/PLCG2/MYO1C/BAIAP2/YES1/MYO9B/PIK3R2/PLD3/PRKCE/WIPF1/NCKAP1/ARPC2/HCK/SRC/PLCG1/NF2/MYH9/PLA2G6/ITPR1/ARPC4/PRKCD/MYO10/PIK3R1/CYFIP2/ITPR3/FYN/RAC1/ELMO1/LIMK1/WASL/SYK/VAV2/WAS/CDC42/FGR/VAV3/AHCYL1/FCGR2A/CD247/ARPC5/ABI1/PAK1/CD3G/NCKAP1L/ARPC3/HSP90AA1/CRK/WIPF2/GRB2/VAV1/ACTR2/ACTR3/ABI2/ELMO2/MAPK1/BRK1/NCKIPSD/NCK1/PIK3CB/PLD1/PIK3CA/HSP90AB1/WASF1/WIPF3/ARPC1A/LYN/PTK2/ABL1/BTK/ARPC1B/PLD2/MYH2	82
R-HSA-9006934	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	392/8221	458/10619	5.03222536267766e-06	0.00100788285121058	0.000845262515806158	MTOR/RPS6KA1/WASF2/PTPRU/LCK/PIK3R3/MKNK1/COL11A1/APH1A/THEM4/THBS3/LAMC1/LAMC2/NCF2/MAPKAPK2/LAMB3/PSEN2/AKT3/NRP1/CXCL12/FGFR2/ADAM12/DOCK1/POLR2L/PTPRJ/FLRT1/VEGFB/FGF3/GAB2/PPP2R1B/GRIN2B/ITPR2/COL2A1/ERBB3/RNF41/STAT6/FRS2/IGF1/SH2B3/PXN/ATP6V0A2/WASF3/FLT1/IRS2/COL4A1/COL4A2/ARHGEF7/PSEN1/FLRT2/CALM1/CYFIP1/THBS1/NEDD4/SH3GL3/NTRK3/FES/IGF1R/MEF2A/PCSK6/PDPK1/MAPK3/CDH5/RANBP10/BCAR1/WWOX/POLR2A/NCOR1/CDK5R1/ERBB2/TNS4/STAT5B/STAT3/ATP6V0A1/DUSP3/ITGB3/ITGA3/PRKCA/GGA3/BAIAP2/HGS/YES1/LAMA1/PTPN2/ROCK1/LAMA3/PIK3C3/RIT2/MATK/PTPRS/INSR/HNRNPM/COL5A3/DNM2/PRKACA/EPS15L1/PIK3R2/UBA52/HPN/NTF4/AP2A1/PPP2R1A/KIDINS220/ADAM17/ROCK2/SOS1/PRKCE/ATP6V1B1/NCK2/RALB/NCKAP1/STAT1/NRP2/FN1/IRS1/COL4A4/COL6A3/TRIB3/ITCH/SRC/PLCG1/PTPN1/LAMA5/COL9A3/PTK6/TIAM1/COL6A2/RBFOX2/POLR2F/PDGFB/PRR5/MAPK12/ITPR1/LAMB2/MST1/MST1R/DOCK3/TLR9/PRKCD/LRIG1/ATP6V1A/COL6A6/AP2M1/TEC/RICTOR/PIK3R1/THBS4/DIAPH1/PDGFRB/CYFIP2/FGF18/FGFR4/FLT4/ITPR3/MAPK13/FRS3/VEGFA/FYN/LAMA2/ESR1/RPS6KA2/THBS2/PDGFA/RAC1/ELMO1/TNS3/GRB10/EGFR/NCF1/NOS3/ATP6V1B2/FGF17/PTK2B/DUSP4/NRG1/FGFR1/PAG1/ATP6V0D2/SHB/PCSK5/NTRK2/SHC3/PTPN3/COL27A1/MAPKAP1/LAMC3/RAPGEF1/RALGDS/VAV2/COL5A1/SH3KBP1/RPS6KA3/PAK3/PRKCZ/CDC42/EPS15/DOCK7/PRKACB/COL24A1/VAV3/AHCYL1/RAP1A/NGF/SH2D2A/NTRK1/DNM3/RAB4A/STAM/ABI1/ITGB1/HNRNPF/NRG3/TIAL1/AP2A2/PDE3B/FGF19/PAK1/PGR/YAP1/PDGFD/CUL5/CBL/CHEK1/FGF23/FGF6/NTF3/PTPN6/PTPRO/KRAS/ATF1/NCKAP1L/RAP1B/KITLG/PTPN11/FGF9/FLT3/KL/GTF2F2/ATP6V1D/PGF/RPS6KA5/HSP90AA1/AKT1/SPRED1/SPINT1/FGF7/USP8/ADAM10/MAP2K5/CSK/NRG4/PRKCB/ATP6V0D1/CRK/GRAP/AP2B1/JUP/STAT5A/CLTC/GRB2/SPHK1/ADCYAP1/SOCS6/SHC2/FGF22/SH3GL1/VAV1/CDC37/SPINT2/AKT2/AXL/CALM3/AP2S1/BAX/FLT3LG/VRK3/EPN1/ATP6V1C2/MEMO1/SPRED2/TIA1/TGFA/POLR2D/PTPN18/STAM2/GALNT3/ITGAV/COL5A2/ABI2/CREB1/ERBB4/COL4A3/YWHAB/ELMO2/COL6A1/ATP6V1E1/CRKL/MAPK1/GRAP2/BRK1/RHOA/COL6A5/PIK3R4/NCK1/PIK3CB/PIK3CA/POLR2H/MUC20/PAK2/FGFRL1/KLB/PDGFRA/KIT/KDR/POLR2B/AREG/BTC/SPP1/EGF/FGF2/GAB1/PDGFC/VEGFC/ITGA2/ERBIN/RASA1/MEF2C/FER/PPP2CA/CTNNA1/NRG2/HBEGF/FGF1/ATP6V0E1/RANBP9/MAPK14/PPP2R5D/COL9A1/WASF1/LAMA4/PTPRK/TAB2/PLG/ADCYAP1R1/RALA/PTPN12/HGF/COL1A2/SH2B2/LAMB1/CAV1/MET/ATP6V0A4/BRAF/FGF20/PPP2CB/PLAT/ATP6V1H/LYN/WWP1/ESRP1/POLR2K/ATP6V1C1/PTK2/JAK2/SH3GL2/CLTA/NCBP1/DNM1/ANOS1/VEGFD/COL4A5/COL9A2/FGFBP3/POLR2G/FURIN/MLST8/RPS27A/ATP6V0E2/PRKACG/IRS4/ATP6AP1/ARF6/ATP6V0C/GRB7/PTBP1/POLR2E/RAB4B/CALM2/FGFBP1/FGFBP2/FGF5/HNRNPH1	392
R-HSA-9006925	R-HSA-9006925	Intracellular signaling by second messengers	266/8221	305/10619	7.67274640281152e-06	0.00134464880709272	0.00112769180683427	PIK3CD/MTOR/OTUD3/LCK/RBBP4/PHC2/PSMB2/AGO4/AGO1/PIK3R3/THEM4/GATAD2B/AKT3/FGFR2/TRAF6/PPP2R5B/FGF3/PPP2R1B/CHD4/ATN1/PHC1/ITPR2/IRAK4/HDAC7/ADCY6/NR4A1/PDE1B/ERBB3/MDM2/FRS2/FOXO1/IRS2/ESR2/CALM1/PPP2R5C/RCOR1/MTA1/NEDD4/PML/PDPK1/ADCY9/CD19/MAPK3/ADCY7/PSMB10/WWP2/PHLPP2/CAMKK1/CHD3/PSMD11/ERBB2/PSMD3/PSME3/HDAC5/PRKCA/TNRC6C/CBX4/RPTOR/PIP5K1C/INSR/PRKACA/PIK3R2/UBA52/GATAD2A/PSMC4/GSK3A/PPP2R1A/PRKCG/ADCY3/STRN/MTA3/PRKCE/IRS1/TRIB3/PSMF1/SRC/PLCG1/SNAI1/SALL4/PSMA7/PDGFB/TNRC6B/PRR5/ITPR1/PPARG/MYD88/PRKCD/ADCY5/PHC3/USP13/PSMD2/IL1RAP/RICTOR/PIK3R1/CAMK4/PDGFRB/CAMK2A/FGF18/FGFR4/ITPR3/CDKN1A/FOXO3/FYN/HDAC2/ESR1/PDGFA/RAC1/PDE1C/PSMA2/CAMK2B/ADCY1/EGFR/FGF17/NRG1/FGFR1/PREX2/ADCY8/AGO2/MAF1/MAPKAP1/PRKX/RBBP7/RRAGB/FOXO4/XIAP/CASP9/KDM1A/HDAC1/AGO3/RRAGC/SCMH1/PRKACB/PSMA5/AHCYL1/LAMTOR5/MOV10/PIP5K1A/RNF2/PPP2R5A/PIP4K2A/CAMK2G/NRG3/PTEN/TNKS2/PIK3AP1/CHUK/PSMD13/RHOG/PSMA1/BAD/FGF19/EED/FGF23/FGF6/KITLG/PTPN11/CAMKK2/PSMD9/FGF9/KL/PSMB5/PSMA3/PPP2R5E/PSMC1/AKT1/FGF7/NRG4/PSMA4/TSC2/USP7/TNRC6A/CSNK2A2/SUZ12/PSMB3/PIP4K2B/PSMD12/KPNA2/PRKAR1A/GRB2/PSMA8/PHLPP1/FGF22/VAV1/PSMD8/AKT2/CALM3/AKT1S1/PSME4/TGFA/IL1RL1/PSMD14/ATF2/PDE1A/CREB1/ERBB4/PSMD1/CSNK2A1/MAPK1/RAC2/CBX6/PRKAR2A/PSMD6/TRAT1/CD80/GSK3B/CD86/PIK3CB/MECOM/PIK3CA/KLB/PDGFRA/KIT/REST/AREG/BTC/LAMTOR3/EGF/CAMK2D/FGF2/GAB1/ADCY2/SLC38A9/PPP2CA/NRG2/HBEGF/HDAC3/FGF1/PPP2R5D/NR2E1/FRK/PSMB1/PRKAR1B/HGF/SEM1/LAMTOR4/PSMC2/PRKAR2B/MET/MKRN1/EZH2/RHEB/TNKS/FGF20/PPP2CB/IL33/PIP5K1B/PSMD5/PSMB7/IRAK1/LAMTOR1/PIP4K2C/ADCY4/MLST8/RPS27A/PRKACG/PSMB4/MTA2/RPS6KB2/PSME1/PSMC6/PSMD7/MBD3/CALM2/FGF5/RNF146/SNAI2	266
R-HSA-5617833	R-HSA-5617833	Cilium Assembly	179/8221	201/10619	1.40128214905249e-05	0.00218288619219065	0.00183068088946389	NPHP4/NEK2/TUBB8/TUBAL3/EXOC6/GBF1/C2CD3/CEP164/TUBA1C/CCT2/RAB3IP/TCTN1/UNC119B/TCTN2/TUBA3C/IFT43/TTC8/TRIP11/DYNC1H1/HAUS2/TTBK2/RAB11A/IFT140/NDE1/PLK1/CNGB1/TUBB3/IFT20/DYNLL2/FBF1/EXOC7/CSNK1D/TUBB6/TUBB4A/PRKACA/CEP89/MARK4/PPP2R1A/KIF3C/ALMS1/DCTN1/CLASP1/TUBA3E/NINL/DYNLRB1/CEP250/PCNT/TUBA8/MCHR1/LZTFL1/IFT122/RHO/NPHP3/CEP63/HAUS3/CC2D2A/SCLT1/EXOC3/CEP72/EXOC2/YWHAG/AKAP9/EXOC4/WDR60/PCM1/TMEM67/ASAP1/IFT74/ODF2/INPP5E/TUBB4B/RP2/HDAC6/CNGA2/KIF17/HSPB11/TCTEX1D1/CCT3/KIFAP3/SDCCAG8/TCTN3/ACTR1A/ARL3/BBIP1/CKAP5/TMEM216/BBS1/CEP57/DYNC2H1/IFT46/DCTN2/CEP290/CEP83/NEDD1/IFT81/DYNLL1/IFT88/CENPJ/HAUS4/EXOC5/HSP90AA1/CEP152/BBS4/RAB11FIP3/PKD1/CLUAP1/CCP110/RPGRIP1L/BBS2/DYNLRB2/YWHAE/PAFAH1B1/B9D1/MKS1/CEP131/CEP192/HAUS1/RAB8A/HAUS8/CYS1/WDR35/IFT172/DYNC2LI1/CCT4/NPHP1/TTC21B/BBS5/DYNC1I2/PDE6D/TRAF3IP1/SEPTIN2/MKKS/KIF3B/MAPRE1/IFT52/CCT8/SFI1/IFT27/CSNK1E/ARF4/ARL13B/ARL6/CEP97/IFT57/IQCB1/CEP70/IFT80/TCTEX1D2/WDR19/EXOC1/CEP135/PKD2/BBS7/BBS12/PLK4/TNPO1/KIF3A/CEP162/AHI1/FGFR1OP/BBS9/PRKAR2B/SMO/CEP41/TTC26/HAUS6/KIF24/CEP78/CDK5RAP2/CNTRL/WDR34/OFD1/HAUS7/TUBB1/TUBA1B/TUBG1/SSTR3/TUBB2A/DCTN3	179
R-HSA-1660499	R-HSA-1660499	Synthesis of PIPs at the plasma membrane	52/8221	53/10619	2.04683698985974e-05	0.00286966545978335	0.00240664938702455	PIK3CD/PIK3R3/PLEKHA6/PIK3C2B/PLEKHA1/INPPL1/PLEKHA5/PIK3R5/PIP5K1C/PIK3R2/PLEKHA4/INPP4A/INPP5D/SYNJ1/MTMR3/INPP5J/MTMR14/PIK3R1/SYNJ2/PIK3CG/OCRL/MTM1/PIP5K1A/ARF1/RAB4A/PIP4K2A/PTEN/PI4K2A/SBF2/PIK3C2A/MTMR2/PIK3C2G/MTMR6/INPP5K/PIK3R6/PIP4K2B/RAB5A/PIK3CB/PIK3CA/PI4K2B/PTPN13/INPP4B/RUFY1/PLEKHA8/MTMR9/PLEKHA2/PIP5K1B/RAB14/BMX/MTMR8/MTMR1/PIP4K2C	52
