ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-194840	R-HSA-194840	Rho GTPase cycle	119/6853	138/10619	7.64099658652767e-09	1.07126772143118e-05	8.94398758338817e-06	PLEKHG5/ARHGEF11/SRGAP2/OBSCN/RHOBTB1/ARHGAP1/ARHGEF17/ARHGEF12/ARHGAP32/ARHGEF7/ARHGAP5/SOS2/ARHGAP11A/MYO9A/AKAP13/ARHGAP17/ABR/ARHGAP23/ARHGAP27/SYDE1/GMIP/PLEKHG2/ARHGEF1/ARHGAP35/ARHGAP25/PREX1/TIAM1/BCR/RAC2/SRGAP3/ARHGEF3/KALRN/TRIO/RASGRF2/ARAP3/FGD2/TIAM2/TAGAP/ARHGEF5/DLC1/ARHGEF16/ARHGEF19/ARHGEF10L/CDC42/INPP5B/SYDE2/ARHGAP29/VAV3/ARHGEF2/RHOU/NET1/GDI2/ARHGAP21/ARHGAP12/ARHGAP22/RHOG/RHOD/ARAP1/ARHGAP42/ARHGAP20/A2M/FGD4/RACGAP1/ARHGAP9/SRGAP1/RHOF/STARD13/MCF2L/RHOJ/ARHGAP11B/ARHGAP44/RHOT1/RALBP1/VAV1/ARHGEF18/MYO9B/PIK3R2/ARHGEF33/SOS1/RHOQ/ARHGEF4/ARHGAP15/CHN1/NGEF/ITSN1/RHOA/ARHGAP31/ARHGEF26/ECT2/ARAP2/RHOH/ARHGAP24/FAM13A/ARHGEF38/ARHGAP10/DEPDC1B/FAM13B/ARHGAP26/ARHGEF37/ARHGAP18/RAC1/CHN2/ARHGEF10/RHOBTB2/ARHGAP39/ARHGEF39/FGD3/VAV2/ARHGAP6/FGD1/ARHGEF9/OPHN1/STARD8/OCRL/ARHGAP36/ARHGEF6/MCF2/GNA13/ARHGAP8	119
R-HSA-112316	R-HSA-112316	Neuronal System	317/6853	413/10619	3.19767499918929e-08	1.51595864210733e-05	1.2656701028781e-05	KCNAB2/KIF17/EPB41/DLGAP3/GRIK3/PTPRF/KCNC4/KCNA2/KCND3/CHRNB2/KCNN3/HCN3/KCNJ10/KCNJ9/CACNA1E/PPFIA4/KCNK1/CHAT/KCNMA1/ABCC8/SYT7/NRXN2/SYT12/SHANK2/GRIA4/GRIK4/KCNJ5/KCNA6/KCNA5/GNB3/GRIN2B/KCNJ8/SYT10/ADCY6/CACNB3/KCNH3/MDM2/TUBA3C/SLITRK5/ARHGEF7/ADCY4/KCNH5/SIPA1L1/NRXN3/KCNK10/APBA2/CHRFAM7A/CHRNA7/GJD2/HCN4/NPTN/CHRNA3/RASGRF1/NTRK3/PDPK1/ADCY9/GRIN2A/CACNG3/ADCY7/KCNAB3/KCNJ12/FLOT2/CACNB1/MAPT/TSPOAP1/KCNH6/CACNG4/PRKAR1A/KCNJ16/GRIN2C/DLGAP1/EPB41L3/GNAL/TUBB6/PTPRS/RAB3A/KCNK6/KCNA7/LIN7B/PPFIA3/AP2A1/KCNC3/LRRC4B/KCNF1/ADCY3/LRRTM1/EPB41L5/TUBA3D/CACNB4/PLCB1/EPB41L1/DLGAP4/SRC/KCNS1/COMT/PPM1F/SYN3/SHANK3/SLC6A1/SYN2/GRIP2/GNAI2/CACNA2D2/ADCY5/KCNMB3/NAAA/ADCY2/PRKAA1/RASGRF2/CAMK2A/GLRA1/KCNK17/GABRR1/EPB41L2/GRM1/RPS6KA2/DBNL/ADCY1/GNB2/ACHE/KCND2/KCNH2/PRKAG2/CHRNA2/CHRNB3/NCALD/KCNK9/SHARPIN/PTPRD/GABBR2/GRIN3A/PRKX/NLGN4X/KCND1/DLG3/NLGN3/GRIA3/SLITRK2/GNB1/RPS6KA1/KCNQ4/SLC1A7/PRKAA2/GNG12/LRRC7/PRKACB/GNAI3/SYT2/KCNH1/KCNK2/GNG4/ACTN2/CACNB2/GAD2/LRRTM3/CAMK2G/SLC18A2/AP2A2/KCNQ1/SYT9/PPFIBP2/KCNC1/LIN7C/SLC1A2/RTN3/PLCB3/PPFIA1/LRTOMT/DLG2/GRM5/PANX1/HTR3B/KCNJ1/SLC6A12/SLC6A13/KRAS/PPFIBP1/SLC38A1/PRKAG1/TUBA1C/GRIP1/KCNMB4/KCNC2/SYT1/LIN7A/PPFIA2/PRKAB1/GNG2/KCNK13/GABRB3/GABRA5/GABRG3/GNB5/CHRNA5/CHRNB4/HOMER2/ABAT/PRKCB/TUBB3/CAMKK1/SLC6A4/AP2B1/GJC1/NSF/PPM1E/PRKCA/KPNA2/KCNG2/HCN2/GNG7/TUBB4A/CACNA1A/PRKACA/SLC1A6/KCNN1/GRIK5/CALM3/AP2S1/GRIN2D/SHANK1/KCNS3/KCNG3/NRXN1/LRRTM4/SLC5A7/KCNJ3/KCNH7/GAD1/GLS/CREB1/ERBB4/SNAP25/KCNB1/KCNQ2/DNAJC5/GRIK1/KCNJ6/KCNJ15/TUBA8/MAPK1/CACNG2/KCNJ4/SLC6A11/KCNH8/PRKAR2A/CACNA2D3/ARL6IP5/GABRR3/KCNAB1/NLGN1/KCNMB2/HTR3D/HTR3E/IL1RAP/DLG1/GABRB1/PDLIM5/CAMK2D/GRIA2/GLRA3/SLC6A3/SLC1A3/HCN1/HOMER1/CAMK4/KCNN2/GRIA1/GABRB2/ALDH5A1/LRFN2/RIMS1/KCNQ5/MYO6/GABRR2/GRIK2/SLC22A1/SLC22A2/PRKAR1B/RAC1/CAMK2B/STX1A/GNAI1/CACNA2D1/GNGT1/PRKAR2B/NRG1/CHRNA6/KCNB2/ADCY8/KCNQ3/SLC1A1/UNC13B/APBA1/STXBP1/GRIN1/CACNA1B/GLRA2/RPS6KA3/IL1RAPL1/TSPAN7/CASK/MAOA/SYN1/ARHGEF9/RPS6KA6/IL1RAPL2/GABRA3/GABRQ/TUBB8/KCNS2/PRKACG/GNG13/KCNN4/KCNJ14/TUBB2A/GJA10/GNG11	317
R-HSA-68877	R-HSA-68877	Mitotic Prometaphase	164/6853	200/10619	3.24384873489442e-08	1.51595864210733e-05	1.2656701028781e-05	RCC2/NEK2/PPP2R5A/CENPF/INCENP/NUMA1/CEP164/NCAPD2/CEP290/CLIP1/TUBA3C/PPP2R5C/DYNC1H1/NDE1/PLK1/CENPN/NDEL1/TUBG2/TUBB6/SEH1L/CEP192/SKA1/PPP2R1A/ALMS1/DCTN1/RANBP2/CLASP1/TUBA3D/NINL/CEP250/DSN1/PCNT/CSNK1E/TUBGCP6/SEC13/SGO1/CEP63/SMC4/HAUS3/AKAP9/DYNC1I1/CEP78/CENPP/ODF2/SMC1A/ERCC6L/CENPS/CENPS-CORT/CDCA8/KIF2C/ITGB3BP/PMF1/NUF2/NME7/CENPL/NSL1/NUP133/SDCCAG8/AHCTF1/WAPL/ACTR1A/BUB3/TUBGCP2/NUP98/KIF18A/CKAP5/NUP160/PPP2R5B/CEP57/PPP2R1B/ZW10/TUBA1C/DCTN2/NUP107/NUP37/PPP1CC/DYNLL1/KNTC1/CENPJ/PDS5B/MZT1/TUBGCP3/HAUS4/PPP2R5E/HSP90AA1/TUBGCP5/BUB1B/KNL1/TUBGCP4/CEP152/CCNB2/ZWILCH/CCP110/CSNK2A2/DYNC1LI2/TUBB3/YWHAE/PAFAH1B1/TAOK1/SKA2/NUP85/CEP131/CSNK1D/NDC80/TUBB4A/SPC24/PRKACA/HAUS8/CENPO/CENPA/XPO1/NCAPH/BUB1/MZT2A/SPC25/DYNC1I2/SGO2/CSNK2A1/MAPRE1/TUBA8/SFI1/RANGAP1/DYNC1LI1/CLASP2/STAG1/CEP70/NCAPG/PDS5A/CEP135/CENPC/CENPE/MAD2L1/CENPU/CEP72/KIF2A/CENPK/CCNB1/CENPH/SPDL1/PPP2R5D/CENPQ/NUP43/FGFR1OP/MAD1L1/YWHAG/PRKAR2B/CEP41/PCM1/PPP2CB/HAUS6/SMC2/CDK5RAP2/CNTRL/HDAC8/CENPI/STAG2/HAUS7/RPS27/TUBB8/SMC3/CDC20/B9D2/TUBB2A/DCTN3	164
R-HSA-141424	R-HSA-141424	Amplification of signal from the kinetochores	85/6853	96/10619	7.75510310330346e-08	2.17453091016629e-05	1.81551045281546e-05	RCC2/PPP2R5A/CENPF/INCENP/CLIP1/PPP2R5C/DYNC1H1/NDE1/PLK1/CENPN/NDEL1/SEH1L/SKA1/PPP2R1A/RANBP2/CLASP1/DSN1/SEC13/SGO1/DYNC1I1/CENPP/ERCC6L/CENPS/CENPS-CORT/CDCA8/KIF2C/ITGB3BP/PMF1/NUF2/CENPL/NSL1/NUP133/AHCTF1/BUB3/NUP98/KIF18A/CKAP5/NUP160/PPP2R5B/PPP2R1B/ZW10/NUP107/NUP37/PPP1CC/DYNLL1/KNTC1/PPP2R5E/BUB1B/KNL1/ZWILCH/DYNC1LI2/PAFAH1B1/TAOK1/SKA2/NUP85/NDC80/SPC24/CENPO/CENPA/XPO1/BUB1/SPC25/DYNC1I2/SGO2/MAPRE1/RANGAP1/DYNC1LI1/CLASP2/CENPC/CENPE/MAD2L1/CENPU/KIF2A/CENPK/CENPH/SPDL1/PPP2R5D/CENPQ/NUP43/MAD1L1/PPP2CB/CENPI/RPS27/CDC20/B9D2	85
R-HSA-141444	R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	85/6853	96/10619	7.75510310330346e-08	2.17453091016629e-05	1.81551045281546e-05	RCC2/PPP2R5A/CENPF/INCENP/CLIP1/PPP2R5C/DYNC1H1/NDE1/PLK1/CENPN/NDEL1/SEH1L/SKA1/PPP2R1A/RANBP2/CLASP1/DSN1/SEC13/SGO1/DYNC1I1/CENPP/ERCC6L/CENPS/CENPS-CORT/CDCA8/KIF2C/ITGB3BP/PMF1/NUF2/CENPL/NSL1/NUP133/AHCTF1/BUB3/NUP98/KIF18A/CKAP5/NUP160/PPP2R5B/PPP2R1B/ZW10/NUP107/NUP37/PPP1CC/DYNLL1/KNTC1/PPP2R5E/BUB1B/KNL1/ZWILCH/DYNC1LI2/PAFAH1B1/TAOK1/SKA2/NUP85/NDC80/SPC24/CENPO/CENPA/XPO1/BUB1/SPC25/DYNC1I2/SGO2/MAPRE1/RANGAP1/DYNC1LI1/CLASP2/CENPC/CENPE/MAD2L1/CENPU/KIF2A/CENPK/CENPH/SPDL1/PPP2R5D/CENPQ/NUP43/MAD1L1/PPP2CB/CENPI/RPS27/CDC20/B9D2	85
R-HSA-69618	R-HSA-69618	Mitotic Spindle Checkpoint	97/6853	112/10619	1.18912154314309e-07	2.77858067247768e-05	2.31983009820195e-05	RCC2/PPP2R5A/CENPF/ANAPC16/INCENP/ANAPC7/CLIP1/CDC16/PPP2R5C/DYNC1H1/NDE1/PLK1/CENPN/NDEL1/SEH1L/SKA1/PPP2R1A/RANBP2/ANAPC1/CLASP1/DSN1/SEC13/SGO1/DYNC1I1/CENPP/ERCC6L/CENPS/CENPS-CORT/CDCA8/KIF2C/ITGB3BP/PMF1/NUF2/CENPL/NSL1/NUP133/AHCTF1/UBE2D1/BUB3/NUP98/KIF18A/CKAP5/NUP160/PPP2R5B/PPP2R1B/ZW10/NUP107/NUP37/PPP1CC/DYNLL1/ANAPC5/KNTC1/PPP2R5E/BUB1B/KNL1/ZWILCH/DYNC1LI2/PAFAH1B1/TAOK1/CDC27/SKA2/NUP85/ANAPC11/NDC80/SPC24/CENPO/CENPA/XPO1/BUB1/SPC25/DYNC1I2/SGO2/MAPRE1/RANGAP1/UBE2E1/DYNC1LI1/CLASP2/ANAPC4/CENPC/CENPE/MAD2L1/ANAPC10/CENPU/KIF2A/CENPK/CENPH/CDC23/SPDL1/PPP2R5D/CENPQ/NUP43/MAD1L1/PPP2CB/CENPI/RPS27/CDC20/B9D2	97
R-HSA-6811442	R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	162/6853	202/10619	6.91598085560446e-07	0.000130982248395124	0.000109356753671731	KIF1B/MAN1C1/KIF21B/ARF1/GALNT2/COG2/KIF26B/USP6NL/GBF1/ARFIP2/KLC2/RAB1B/BICD1/TUBA3C/DYNC1H1/MAN2A2/DCTN5/KIF22/VPS53/KIF18B/TUBB6/CYTH2/NBAS/KIF3C/DCTN1/TUBA3D/KIF1A/KIF16B/ARFGAP1/AGPAT3/CYTH4/KIF4B/KLC4/IGF2R/KIF25/KIFC1/YKT6/DYNC1I1/CUX1/CAPZA2/GCC1/KIFC2/BICD2/KIF12/VAMP3/CAPZB/KIF2C/CAPZA1/MAN1A2/VPS45/COPA/KIFAP3/STX6/PLA2G4A/RAB3GAP2/RAB18/KIF5B/KIF20B/KIF11/ACTR1A/VTI1A/COPB1/KIF18A/ARFGAP2/STX5/RAB6A/RAB39A/ZW10/PAFAH1B2/ARCN1/KIF21A/TUBA1C/RACGAP1/COPZ1/DCTN2/KIF5A/DYNLL1/TMED2/COG6/COG3/NAA30/ACTR10/TMED10/TRIP11/GOLGA5/KLC1/KIF23/TMED3/COG7/DYNC1LI2/COG8/TUBB3/PAFAH1B1/GOSR1/NSF/GOSR2/COPZ2/COG1/KIF19/CYTH1/GALNT1/PLIN3/TUBB4A/USE1/PAFAH1B3/NAPA/VPS54/RAB1A/GCC2/RAB3GAP1/DYNC1I2/NAPB/KIF3B/SYS1/STX16/TUBA8/SNAP29/PLA2G6/KDELR3/DYNC1LI1/GOLGA4/KIF15/KIF9/ARF4/TMF1/RAB43/COPG1/RAB6B/COPB2/GOLIM4/STX18/CENPE/SCOC/KIF2A/RHOBTB3/MAN2A1/TMED7-TICAM2/KIF3A/DCTN4/BNIP1/KIF6/MAN1A1/CYTH3/RINT1/COG5/COPG2/KIF13B/DCTN6/RIC1/KIF27/NAA35/GOLGA1/RABEPK/RAB9A/KIF4A/RAB9B/TUBB8/VPS51/ARF3/KDELR1/TUBB2A/DCTN3	162
R-HSA-9006934	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	343/6853	458/10619	7.80232399160467e-07	0.000130982248395124	0.000109356753671731	PTPRU/LCK/THEM4/THBS3/NTRK1/LAMC2/NCF2/LAMB3/NRP1/CXCL12/FGF8/FGFR2/PTPRJ/CTNND1/FLRT1/GAB2/FGF23/PTPN6/GRIN2B/ITPR2/ERBB3/RAP1B/FGF9/WASF3/GTF2F2/IRS2/COL4A2/ARHGEF7/CYFIP1/THBS1/NEDD4/CILP/SH3GL3/NTRK3/FURIN/FES/IGF1R/MEF2A/PDPK1/CDH5/ESRP2/POLR2A/ERBB2/STAT5A/GFAP/ITGA3/COL1A1/YES1/PTPN2/ROCK1/LAMA3/RIT2/SOCS6/PTPRS/EPS15L1/HPN/AP2A1/PPP2R1A/EPN1/KIDINS220/ADAM17/ROCK2/PRKCE/SPRED2/NCK2/COL5A2/NRP2/COL6A3/TRIB3/ITCH/SRC/PTPN1/COL9A3/TIAM1/COL6A1/COL6A2/RBFOX2/PDGFB/ITPR1/CTNNB1/DOCK3/TLR9/LRIG1/ATP6V1A/COL6A6/FGFRL1/EREG/RICTOR/PIK3R1/PDGFRB/CYFIP2/FGFR4/FLT4/ITPR3/FRS3/VEGFA/PTPRK/LAMA2/ESR1/RPS6KA2/THBS2/ELMO1/TNS3/EGFR/PTK2B/FGFR1/PLAT/PAG1/PTK2/COL27A1/COL5A1/PRKCZ/MTOR/CDC42/RPS6KA1/WASF2/PIK3R3/MKNK1/EPS15/DOCK7/PRKACB/COL24A1/COL11A1/VAV3/AHCYL1/RAP1A/NGF/RIT1/DNM3/LAMC1/MAPKAPK2/PSEN2/RAB4A/AKT3/STAM/ABI1/ITGB1/NRG3/TIAL1/ADAM12/DOCK1/AP2A2/PDE3B/FGF19/FGF3/PAK1/PGR/YAP1/PDGFD/CUL5/PPP2R1B/CBL/CHEK1/NTF3/PTPRO/KRAS/COL2A1/ATF1/NCKAP1L/RNF41/STAT6/FRS2/KITLG/SH2B3/PTPN11/PXN/ATP6V0A2/FLT3/FLT1/KL/COL4A1/ATP6V1D/PSEN1/FLRT2/RPS6KA5/HSP90AA1/AKT1/SPRED1/SPINT1/FGF7/USP8/ADAM10/APH1B/MAP2K5/NRG4/PCSK6/PRKCB/POLR2C/ATP6V0D1/RANBP10/BCAR1/WWOX/CRK/NCOR1/GRAP/AP2B1/TNS4/JUP/STAT5B/STAT3/ATP6V0A1/DUSP3/ITGB3/CLTC/PRKCA/GRB2/BAIAP2/HGS/LAMA1/PIK3C3/SHC2/MATK/SH3GL1/VAV1/INSR/COL5A3/DNM2/PRKACA/PIK3R2/SPINT2/AKT2/AXL/CALM3/AP2S1/BAX/VRK3/ATP6V1C2/MEMO1/SOS1/TIA1/TGFA/RALB/POLR2D/PTPN18/STAM2/GALNT3/NCKAP1/ITGAV/STAT1/ABI2/CREB1/ERBB4/FN1/COL4A4/COL4A3/YWHAB/LAMA5/ATP6V1E1/CRKL/MAPK1/POLR2F/GRAP2/PRR5/BRK1/LAMB2/RHOA/MST1R/MAPKAPK3/PRKCD/COL6A5/PIK3R4/NCK1/PIK3CB/PIK3CA/PAK2/TEC/PDGFRA/KIT/KDR/POLR2B/AREG/BTC/EGF/GAB1/PDGFC/FGF10/ITGA2/ERBIN/THBS4/RASA1/MEF2C/FER/CTNNA1/NRG2/DIAPH1/FGF1/FGF18/ATP6V0E1/RANBP9/MAPK14/PPP2R5D/COL9A1/WASF1/FYN/LAMA4/TAB2/PLG/RAC1/ADCYAP1R1/RALA/GRB10/PTPN12/HGF/LAMB1/CAV1/MET/ATP6V0A4/BRAF/PPP2CB/NRG1/ATP6V1H/LYN/ATP6V0D2/WWP1/ESRP1/ATP6V1C1/JAK2/SH3GL2/SHB/PCSK5/NTRK2/SHC3/NCBP1/PTPN3/ATP6V1G1/MAPKAP1/DNM1/LAMC3/RAPGEF1/RALGDS/VAV2/ANOS1/VEGFD/SH3KBP1/RPS6KA3/ELK1/PAK3/PRKACG/TCIRG1/NTF4/KLB/HNRNPH1/ATP6AP1	343
R-HSA-1483257	R-HSA-1483257	Phospholipid metabolism	169/6853	212/10619	8.40827557458e-07	0.000130982248395124	0.000109356753671731	PIK3CD/PLA2G2F/MIGA1/PLEKHA6/ARF1/PIP4K2A/CHAT/OSBPL5/PITPNM1/STARD10/LPCAT3/PITPNM2/JMJD7-PLA2G4B/PLA2G4D/PLA2G4F/CDIPT/VAC14/PIK3R6/PCTP/MTMR4/PCYT2/PLB1/GPAT2/INPP4A/ALPI/SYNJ1/AGPAT3/GPD1L/LPCAT1/PIK3R1/SYNJ2/ACHE/PIK3CG/PNPLA8/PLEKHA2/PLA2G2A/PLA2G5/PLA2G2D/MFSD2A/PIK3R3/SLC44A5/SLC44A3/CEPT1/ACP6/PIP5K1A/PI4KB/PLA2G4A/ETNK2/PIK3C2B/LPGAT1/RAB4A/GNPAT/PTEN/PI4K2A/GPAM/INPP5F/PLEKHA1/SBF2/PIK3C2A/PLAAT5/PLAAT4/PLAAT3/CHKA/GDPD5/DGAT2/MTMR2/PLBD1/PIK3C2G/PLEKHA5/ETNK1/OSBPL8/CHPT1/TPTE2/MTMR6/ABHD4/DDHD1/PLA2G4E/TNFAIP8L3/PLA2G10/GDE1/CSNK2A2/CPNE7/PLD2/PITPNM3/PIK3R5/PEMT/PIP4K2B/GDPD1/PGS1/LPIN2/PIK3C3/PIP5K1C/PIK3R2/PLA2G4C/PLEKHA4/MBOAT2/LPIN1/HADHB/SELENOI/LCLAT1/STARD7/GPD2/PLA2R1/PIKFYVE/INPP5D/CSNK2A1/CDS2/GPCPD1/CRLS1/CPNE1/TPTE/LIPI/PI4KA/PITPNB/MTMR3/PISD/PLA2G6/PNPLA3/MTMR14/OSBPL10/SACM1L/PLA1A/MGLL/PIK3R4/PIK3CB/PLD1/PIK3CA/LIPH/PLAAT1/PCYT1A/PI4K2B/GPAT3/CDS1/PTPN13/PLA2G12A/INPP4B/ENPP6/MTMR12/TNFAIP8/RUFY1/MBOAT1/FIG4/AGPAT4/PLEKHA8/AGK/AGPAT5/MTMR9/MTMR7/DDHD2/GPAT4/CPNE3/PTDSS1/PIP5K1B/SLC44A1/MIGA2/BMX/PCYT1B/MTMR8/AWAT2/OCRL/MTM1/MTMR1/SLC44A2/DGAT1/ARF3/PIP4K2C/CPNE6/MTMR10/PLA2G4B	169
R-HSA-193648	R-HSA-193648	NRAGE signals death through JNK	54/6853	59/10619	1.69928341047823e-06	0.000238239534149048	0.000198905594994925	PLEKHG5/ARHGEF11/OBSCN/ARHGEF17/ARHGEF12/ARHGEF7/SOS2/AKAP13/ABR/PLEKHG2/ARHGEF1/PREX1/TIAM1/ARHGEF3/KALRN/TRIO/RASGRF2/FGD2/TIAM2/ARHGEF5/ARHGEF16/ARHGEF19/ARHGEF10L/VAV3/NGF/ARHGEF2/NET1/MAPK8/BAD/FGD4/MCF2L/AATF/VAV1/ARHGEF18/ARHGEF33/SOS1/ARHGEF4/NGEF/ITSN1/ARHGEF26/ECT2/ARHGEF38/ARHGEF37/RAC1/ARHGEF10/ARHGEF39/FGD3/VAV2/MAGED1/FGD1/ARHGEF9/ARHGEF6/MCF2/GNA13	54
