ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-112316	R-HSA-112316	Neuronal System	311/6717	413/10619	6.77129738029295e-08	7.30082319651608e-05	6.39144068408871e-05	KCNAB2/KIF17/EPB41/GRIK3/PRKAA2/LRRC7/KCNC4/KCNA2/KCNA3/HCN3/KCNJ10/CACNA1E/SYT2/PPFIA4/KCNH1/KCNK2/KCNK1/ACTN2/CACNB2/CAMK2G/KCNMA1/KCNK18/SYT9/PPFIBP2/ABCC8/SLC1A2/SYT7/NRXN2/PPFIA1/SHANK2/LRTOMT/GRM5/GRIA4/HTR3A/GRIK4/GRIN2B/ABCC9/PPFIBP1/TUBA1C/GRIP1/KCNMB4/LIN7A/CAMKK2/TUBA3C/SLITRK1/ARHGEF7/KCNH5/KCNK10/GABRA5/APBA2/CHRNA7/GJD2/PLCB2/HCN4/RASGRF1/HOMER2/NTRK3/PDPK1/ADCY9/GRIN2A/TUBB3/KCNAB3/FLOT2/SLC6A4/AP2B1/CACNB1/MAPT/GNGT2/PRKCA/KCNJ16/GRIN2C/DLGAP1/EPB41L3/GNAL/CACNA1A/PRKACA/LRFN3/AP2S1/GRIN2D/PPFIA3/AP2A1/SHANK1/CACNG8/ADCY3/NRXN1/LRRTM1/TUBA3D/CACNB4/KCNJ3/GAD1/CHRNA1/CHRND/CHRNG/PLCB1/EPB41L1/DLGAP4/SRC/KCNS1/KCNG1/CHRNA4/DNAJC5/PPM1F/SLC6A1/GRIP2/CACNA2D3/ADCY5/SLITRK3/NLGN1/KCNMB3/DLG1/CHRNA9/PDLIM5/GRIA2/SLC6A3/ADCY2/CAMK4/CAMK2A/GLRA1/GRIA1/GABRG2/ALDH5A1/LRFN2/GABRR2/GRM1/RPS6KA2/RAC1/DBNL/CAMK2B/ADCY1/ACHE/KCNH2/PRKAG2/NEFL/CHRNA2/NRG1/KCNB2/ADCY8/KCNQ3/UNC13B/APBA1/GRIN3A/STXBP1/PRKX/NLGN4X/CASK/KCND1/NLGN3/GABRQ/GNB1/RPS6KA1/DLGAP3/KCNQ4/PTPRF/SLC1A7/GNG12/GNAI3/KCND3/NRAS/KCNN3/GNG4/GAD2/CHAT/LRRTM3/SLC18A2/AP2A2/KCNQ1/KCNK4/SYT12/DLG2/HTR3B/KCNJ1/KCNJ5/SLC6A12/SLC6A13/KCNA6/KRAS/SYT10/SLC38A1/ADCY6/PRKAG1/MDM2/KCNC2/SYT1/PPFIA2/ALDH2/ADCY4/SIPA1L1/NRXN3/KCNK13/BEGAIN/GABRB3/GABRG3/CHRFAM7A/GNB5/NPTN/CHRNA5/CHRNA3/CHRNB4/ABAT/PRKCB/CACNG3/ADCY7/CAMKK1/NLGN2/KCNJ12/GIT1/KCNH4/NSF/PPM1E/CACNG4/KPNA2/TUBB6/KCNG2/HCN2/GNG7/APBA3/PTPRS/SLC1A6/LRFN1/GRIK5/LRRC4B/KCNK3/KCNG3/LRRTM4/EPB41L5/KCNH7/GLS/CREB1/ERBB4/SNAP25/KCNB1/KCNQ2/GRIK1/KCNJ6/KCNJ15/MAPK1/SYN3/CACNG2/KCNJ4/SHANK3/SLC6A11/SYN2/KCNH8/PRKAR2A/GNAI2/CACNA2D2/GABRR3/KCNAB1/KCNMB2/GNB4/IL1RAP/CPLX1/GABRA2/GABRB1/NAAA/CAMK2D/GLRB/GLRA3/SLC1A3/PRKAA1/HCN1/HOMER1/RASGRF2/GABRB2/RIMS1/KCNQ5/MYO6/GABRR1/GRIK2/EPB41L2/SLC22A1/SLC22A2/PRKAR1B/GNAI1/CACNA2D1/GNGT1/PRKAR2B/KCND2/CHRNB3/CHRNA6/NCALD/KCNK9/PTPRD/GABBR2/GRIN1/CACNA1B/GLRA2/RPS6KA3/IL1RAPL1/TSPAN7/MAOA/DLG3/IL1RAPL2/GABRA3/NLGN4Y/KCNA4/CACNB3/KCNH6/TUBA3E/TUBA4A/KCNN2/PRKACG/RTN3/SLC38A2/MAPK3/KCNN1/GNG8/SLC5A7/PANX2/KCNK16/TUBB4B	311
R-HSA-1483257	R-HSA-1483257	Phospholipid metabolism	169/6717	212/10619	1.21100066854787e-07	7.30082319651608e-05	6.39144068408871e-05	PIK3CD/PLA2G2E/PLA2G2D/PLA2G2F/MFSD2A/PIK3R3/ACP6/PLEKHA6/PIK3C2B/ARF1/RAB4A/INPP5F/PLEKHA1/OSBPL5/PTPMT1/INPPL1/MTMR2/PLEKHA5/ARF3/GPD1/ABHD4/CPNE6/PLA2G10/CDIPT/CPNE7/PITPNM3/PLD6/PCTP/LPIN2/PNPLA6/PIK3R2/MBOAT2/LPIN1/HADHA/PLB1/GPAT2/INPP4A/INPP5D/CSNK2A1/CDS2/TPTE/PNPLA3/MTMR14/OSBPL10/GPD1L/MGLL/ENPP6/MTMR12/SYNJ2/ACHE/PIK3CG/MTMR9/GPAT4/PTDSS1/MIGA2/PLA2G2A/SLC44A5/MIGA1/SLC44A3/CEPT1/PIP5K1A/PI4KB/PLA2G4A/ETNK2/LPGAT1/GNPAT/PIP4K2A/CHAT/PTEN/PI4K2A/PTDSS2/PNPLA2/SBF2/PIK3C2A/PLAAT5/PLAAT4/PLAAT3/PITPNM1/CHKA/GDPD5/PLBD1/PIK3C2G/ETNK1/OSBPL8/CHPT1/PITPNM2/TPTE2/MTMR6/DDHD1/MTMR10/PLA2G4E/PLA2G4D/TNFAIP8L3/GDE1/VAC14/PIK3R6/PIK3R5/PEMT/PIP4K2B/GDPD1/ABHD3/PIK3C3/PIP5K1C/TNFAIP8L1/PLD3/PLA2G4C/PLEKHA4/MBOAT7/HADHB/SELENOI/LCLAT1/STARD7/GPD2/PLA2R1/PIKFYVE/GPCPD1/CRLS1/CPNE1/SYNJ1/AGPAT3/PI4KA/PITPNB/MTMR3/PISD/PLA2G6/RAB5A/SACM1L/PLA1A/PIK3R4/PIK3CB/PLD1/PIK3CA/LIPH/PCYT1A/PI4K2B/GPAT3/CDS1/PTPN13/PLA2G12A/INPP4B/LPCAT1/TNFAIP8/RUFY1/MBOAT1/FIG4/AGPAT4/PLEKHA8/PNPLA8/AGK/AGPAT5/MTMR7/DDHD2/PLEKHA2/PIP5K1B/SLC44A1/INPP5E/PNPLA7/BMX/MTMR8/OCRL/MTM1/MTMR1/TAZ/PLAAT2/LPCAT3/PLD4/LPCAT4/PLA2G4B/CHKB	169
R-HSA-194840	R-HSA-194840	Rho GTPase cycle	115/6717	138/10619	1.56223035588789e-07	7.30082319651608e-05	6.39144068408871e-05	ARHGEF16/PLEKHG5/INPP5B/RHOC/ARHGEF11/OBSCN/ARHGAP21/ARHGAP22/ARAP1/ARHGDIB/RACGAP1/SRGAP1/STARD13/ARHGEF7/ARHGEF40/ARHGAP5/MYO9A/AKAP13/ARHGAP17/ARHGAP44/ARHGAP23/ARHGAP27/RALBP1/TRIP10/MYO9B/PIK3R2/GMIP/ARHGAP35/NGEF/PREX1/TIAM1/ITSN1/BCR/RAC2/SRGAP3/KALRN/ARHGEF26/FAM13A/ARHGAP10/TRIO/ARAP3/ARHGAP26/ARHGEF37/FGD2/RAC1/CHN2/ARHGEF5/ARHGEF10/DLC1/RHOBTB2/FGD3/VAV2/GDI1/ARHGEF19/ARHGEF10L/SYDE2/ARHGAP29/VAV3/SRGAP2/RHOU/NET1/GDI2/ARHGAP12/RHOBTB1/ARHGAP1/ARHGAP42/ARHGAP20/ARHGEF12/ARHGAP32/A2M/FGD4/ARHGAP9/RHOF/MCF2L/SOS2/RHOJ/ARHGAP11B/ARHGAP11A/ABR/RHOT1/ARHGAP45/VAV1/ARHGEF18/ARHGEF33/SOS1/RHOQ/ARHGAP25/ARHGEF4/ARHGAP15/CHN1/RHOA/ARHGEF3/ARHGAP31/ECT2/ARAP2/RHOH/ARHGAP24/ARHGEF38/DEPDC1B/RASGRF2/FAM13B/ARHGAP18/TIAM2/ARHGEF35/ARHGAP39/ARHGAP6/OPHN1/STARD8/OCRL/ARHGAP36/ARHGEF6/ARHGEF2/ARHGAP30/DEPDC7/RHOB	115
R-HSA-1483255	R-HSA-1483255	PI Metabolism	73/6717	84/10619	1.13380754365395e-06	0.00039739954405071	0.000347899893658028	PIK3CD/PIK3R3/PLEKHA6/PIK3C2B/ARF1/RAB4A/INPP5F/PLEKHA1/INPPL1/MTMR2/PLEKHA5/ARF3/PNPLA6/PIK3R2/INPP4A/INPP5D/TPTE/MTMR14/ENPP6/MTMR12/SYNJ2/PIK3CG/MTMR9/PIP5K1A/PI4KB/PIP4K2A/PTEN/PI4K2A/SBF2/PIK3C2A/GDPD5/PIK3C2G/TPTE2/MTMR6/MTMR10/TNFAIP8L3/GDE1/VAC14/PIK3R6/PIK3R5/PIP4K2B/GDPD1/PIK3C3/PIP5K1C/TNFAIP8L1/PLEKHA4/PIKFYVE/SYNJ1/PI4KA/PITPNB/MTMR3/RAB5A/SACM1L/PIK3R4/PIK3CB/PIK3CA/PI4K2B/PTPN13/INPP4B/TNFAIP8/RUFY1/FIG4/PLEKHA8/MTMR7/PLEKHA2/PIP5K1B/INPP5E/PNPLA7/BMX/MTMR8/OCRL/MTM1/MTMR1	73
R-HSA-9006934	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	336/6717	458/10619	1.76777014649474e-06	0.000495682749077126	0.000433941050697447	MTOR/WASF2/PTPRU/PIK3R3/RAP1A/NGF/SHC1/NTRK1/LAMC2/LAMB3/PSEN2/RAB4A/NRP1/CXCL12/FGFR2/DOCK1/PTPRJ/POLR2G/FLRT1/VEGFB/PAK1/GAB2/CBL/FGF6/GRIN2B/PTPRO/NCKAP1L/IGF1/WASF3/IRS2/COL4A1/COL4A2/ARHGEF7/PSEN1/FLRT2/CYFIP1/THBS1/MAP2K5/SH3GL3/NTRK3/IGF1R/PCSK6/STUB1/PDPK1/CDH5/RANBP10/ESRP2/BCAR1/WWOX/POLR2A/NCOR1/CDK5R1/AP2B1/ERBB2/STAT5B/ITGB3/ITGA3/PRKCA/YES1/LAMA1/PTPN2/LAMA3/MATK/COL5A3/PRKACA/EPS15L1/PIK3R2/HPN/AXL/AP2S1/AP2A1/PPP2R1A/EPN1/ADAM17/ROCK2/PRKCE/NRP2/FN1/COL6A3/SRC/PTPN1/COL9A3/TIAM1/COL6A1/COL6A2/RBFOX2/NCF4/GRAP2/MAPK12/ITPR1/LAMB2/DOCK3/LRIG1/COL6A5/COL6A6/MUC20/FGFR3/TEC/KDR/THBS4/CYFIP2/FGFR4/HNRNPH1/PPP2R5D/VEGFA/FYN/ESR1/PLG/RPS6KA2/RAC1/ELMO1/TNS3/EGFR/NOS3/ATP6V1B2/FGF17/PTK2B/DUSP4/NRG1/FGFR1/PLAT/ATP6V1H/PAG1/PCSK5/NTRK2/MAPKAP1/LAMC3/RAPGEF1/RALGDS/VAV2/COL5A1/ATP6AP1/PRKCZ/RPS6KA1/MKNK1/EPS15/DOCK7/COL24A1/COL11A1/VAV3/AHCYL1/NRAS/THEM4/THBS3/SH2D2A/DNM3/LAMC1/NCF2/MAPKAPK2/AKT3/STAM/ABI1/ITGB1/NRG3/TIAL1/ADAM12/AP2A2/PDE3B/PGR/YAP1/PDGFD/CUL5/NTF3/PTPN6/KRAS/ITPR2/ATF1/ERBB3/STAT6/RAP1B/FRS2/SH2B3/PTPN11/ATP6V0A2/FLT3/FLT1/KL/GTF2F2/ATP6V1D/RPS6KA5/HSP90AA1/SPRED1/FGF7/USP8/NEDD4/ADAM10/CILP/CSK/NRG4/FES/MEF2A/PRKCB/ATP6V0D1/CRK/GRAP/JUP/STAT3/ATP6V0A1/CLTC/GGA3/GRB2/SPHK1/BAIAP2/ROCK1/PIK3C3/RIT2/SOCS6/SHC2/SH3GL1/PTPRS/VAV1/INSR/DNM2/UBA52/PSENEN/SPINT2/AKT2/VRK3/KIDINS220/ATP6V1C2/MEMO1/SOS1/SPRED2/TIA1/TGFA/NCK2/RALB/STAM2/GALNT3/NCKAP1/ITGAV/COL5A2/STAT1/ABI2/CREB1/ERBB4/COL4A4/COL4A3/TRIB3/ITCH/PLCG1/YWHAB/ELMO2/PTK6/ATP6V1E1/MAPK1/POLR2F/PRR5/RHOA/MAPKAPK3/TLR9/PRKCD/PIK3R4/NCK1/PIK3CB/PIK3CA/POLR2H/PAK2/FGFRL1/PDGFRA/POLR2B/AREG/FGF5/EGF/FGF2/GAB1/PDGFC/ITGA2/ERBIN/RASA1/MEF2C/FER/PPP2CA/CTNNA1/NRG2/DIAPH1/FGF1/PDGFRB/FGF18/ATP6V0E1/FLT4/RANBP9/ITPR3/MAPK14/COL9A1/WASF1/LAMA4/PTPRK/LAMA2/TAB2/THBS2/ADCYAP1R1/RALA/GRB10/PTPN12/LAMB1/MET/ATP6V0A4/BRAF/PPP2CB/LYN/ATP6V0D2/WWP1/ESRP1/ATP6V1C1/PTK2/JAK2/SH3GL2/CLTA/SHB/SHC3/NCBP1/PTPN3/COL27A1/NELFB/SH3KBP1/RPS6KA3/ELK1/PAK3/COL2A1/PGF/BRK1/EREG/MAPK13/PRKACG/COL9A2/TCIRG1/ATP6V0C/MAPK3/GRB7/PTBP1/RAB4B/HGFAC/FGFBP2/NCF1/POLR2J	336
R-HSA-6811442	R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	158/6717	202/10619	2.77310776086246e-06	0.000647982846788195	0.000567270815643093	KIF1B/MAN1C1/KIF21B/RAB3GAP2/ARF1/GALNT2/KIF26B/GBF1/BET1L/ARFIP2/ARFGAP2/VPS51/KLC2/ARF3/TUBA1C/RACGAP1/DCTN2/TUBA3C/DYNC1H1/KLC1/KIF23/MAN2A2/KIF22/DYNC1LI2/TUBB3/VPS53/KIF1C/GOSR2/COPZ2/DYNLL2/KIF19/COPE/NAPA/CYTH2/VPS54/DCTN1/TGOLN2/GCC2/TUBA3D/RAB3GAP1/ALPP/KIF1A/KIF16B/SNAP29/GOLIM4/IGF2R/KIF25/YKT6/CUX1/GCC1/KIF13B/KIFC2/BICD2/KIF12/SURF4/CAPZB/CAPZA1/MAN1A2/VPS45/COPA/KIFAP3/STX6/PLA2G4A/USP6NL/KIF5B/KIF20B/KIF11/VTI1A/COPB1/KIF18A/STX5/RAB1B/RAB6A/RAB30/RAB39A/ZW10/PAFAH1B2/ARCN1/BICD1/KIF21A/COPZ1/KIF5A/ARL1/DYNLL1/TMED2/COG6/COG3/ACTR10/TMED10/TRIP11/GOLGA5/KIF26A/TMED3/COG7/DCTN5/COG4/PAFAH1B1/GOSR1/KIF18B/NSF/CYTH1/NAPG/TUBB6/GALNT1/PAFAH1B3/KLC3/KDELR1/NBAS/KIF3C/RAB1A/DYNC1I2/NAPB/KIF3B/AGPAT3/RAB36/PLA2G6/ARFGAP3/DYNC1LI1/GOLGA4/KIF15/KIF9/ARF4/TMF1/COPG1/RAB6B/COPB2/STX18/RAB33B/SCOC/KIF2A/RHOBTB3/MAN2A1/TMED7-TICAM2/DCTN4/BNIP1/KIFC1/KIF6/KLC4/MAN1A1/CYTH3/DYNC1I1/RINT1/COG5/CAPZA2/COPG2/DCTN6/RIC1/KIF27/NAA35/GOLGA1/KIF4A/VAMP3/TUBA3E/TUBA4A/RAB9B/KIF2C/RAB43/TUBB4B	158
R-HSA-8856688	R-HSA-8856688	Golgi-to-ER retrograde transport	107/6717	133/10619	1.16519676327725e-05	0.00233372266016387	0.00204303673079891	KIF1B/KIF21B/RAB3GAP2/ARF1/GALNT2/KIF26B/GBF1/ARFGAP2/KLC2/ARF3/TUBA1C/RACGAP1/DCTN2/TUBA3C/DYNC1H1/KLC1/KIF23/KIF22/DYNC1LI2/TUBB3/KIF1C/COPZ2/DYNLL2/KIF19/COPE/NAPA/DCTN1/TUBA3D/RAB3GAP1/KIF1A/KIF16B/KIF25/KIF13B/KIFC2/BICD2/KIF12/SURF4/CAPZB/CAPZA1/COPA/KIFAP3/PLA2G4A/KIF5B/KIF20B/KIF11/COPB1/KIF18A/RAB1B/RAB6A/ZW10/PAFAH1B2/ARCN1/BICD1/KIF21A/COPZ1/KIF5A/DYNLL1/TMED2/ACTR10/TMED10/KIF26A/TMED3/DCTN5/PAFAH1B1/KIF18B/NSF/NAPG/TUBB6/GALNT1/PAFAH1B3/KLC3/KDELR1/NBAS/KIF3C/RAB1A/DYNC1I2/NAPB/KIF3B/AGPAT3/PLA2G6/ARFGAP3/DYNC1LI1/KIF15/KIF9/ARF4/COPG1/RAB6B/COPB2/STX18/KIF2A/TMED7-TICAM2/DCTN4/BNIP1/KIFC1/KIF6/KLC4/DYNC1I1/RINT1/CAPZA2/COPG2/DCTN6/KIF27/KIF4A/TUBA3E/TUBA4A/KIF2C/TUBB4B	107
R-HSA-6794362	R-HSA-6794362	Protein-protein interactions at synapses	73/6717	87/10619	1.82199537482703e-05	0.00261763929735761	0.00229158902373975	EPB41/SYT2/PPFIA4/SYT9/PPFIBP2/SYT7/NRXN2/PPFIA1/SHANK2/GRM5/GRIA4/GRIN2B/PPFIBP1/LIN7A/SLITRK1/APBA2/HOMER2/NTRK3/GRIN2A/FLOT2/GRIN2C/DLGAP1/EPB41L3/LRFN3/GRIN2D/PPFIA3/SHANK1/NRXN1/LRRTM1/EPB41L1/DLGAP4/SLITRK3/NLGN1/DLG1/PDLIM5/GRIA1/LRFN2/GRM1/DBNL/APBA1/STXBP1/NLGN4X/CASK/NLGN3/DLGAP3/PTPRF/LRRTM3/SYT12/DLG2/SYT10/SYT1/PPFIA2/SIPA1L1/NRXN3/BEGAIN/NLGN2/APBA3/PTPRS/LRFN1/LRRC4B/LRRTM4/EPB41L5/SHANK3/IL1RAP/HOMER1/EPB41L2/PTPRD/GRIN1/IL1RAPL1/DLG3/IL1RAPL2/NLGN4Y/RTN3	73
R-HSA-375165	R-HSA-375165	NCAM signaling for neurite out-growth	55/6717	63/10619	1.84652019786069e-05	0.00261763929735761	0.00229158902373975	AGRN/CACNA1S/CACNB2/SPTBN2/NCAM1/CACNA1C/COL4A1/COL4A2/SPTB/CACNB1/COL5A3/NCAN/SPTBN4/SPTBN1/CACNB4/COL6A3/PTPRA/SRC/COL9A3/COL6A1/COL6A2/CACNA1I/CACNA1D/COL6A5/COL6A6/ST8SIA4/FYN/FGFR1/SPTAN1/COL5A1/NRAS/GFRA1/KRAS/RPS6KA5/ST8SIA2/CACNA1H/CACNA1G/GRB2/NRTN/SOS1/COL5A2/CREB1/COL4A4/COL4A3/GFRA4/PRNP/MAPK1/GDNF/COL9A1/PTK2/ARTN/COL2A1/CACNB3/COL9A2/MAPK3	55
R-HSA-373752	R-HSA-373752	Netrin-1 signaling	45/6717	50/10619	1.86707510510528e-05	0.00261763929735761	0.00229158902373975	PRKCQ/SLIT1/DOCK1/PAK1/DSCAML1/AGAP2/NEO1/NTN1/SRC/DSCAM/MAPK12/ROBO1/SLIT2/UNC5C/TRIO/MYO10/ABLIM3/SLIT3/UNC5A/FYN/EZR/RAC1/UNC5D/MAPK8/UNC5B/ABLIM1/TRPC6/NTN4/PTPN11/TRPC4/SIAH1/PITPNA/DCC/PLCG1/NCK1/TRPC1/SIAH2/ABLIM2/TRPC7/MAPK14/WASL/PTK2/TRPC5/RGMA/MAPK13	45
