mean.A	mean.B	delta	Pvalue.ttest	p.adjust.BH	Pvalue.wilcox	a.shapiro.pvalue	b.shapiro.pvalue
?|100130426	0.0283472594049995	0.000171627769033139	0.0281756316359663	0.000241332720777899	0.000965283867190931	0.0132463148289552	1.26918132738756e-38	0.97059039728795
?|100133144	10.8795945216562	12.7905453050285	-1.91095078337225	0.523317444929683	0.600571853652953	0.518501734376329	2.4282795659621e-22	0.00255324801933328
?|100134869	11.3551164691465	11.016079556572	0.339036912574578	0.848766831252332	0.882237004084895	0.779083515137611	3.65262732020195e-22	0.134247351272151
?|10357	158.907285208116	131.292744186439	27.6145410216771	4.28280199150625e-05	0.00021911340066687	0.141797424453389	2.30941265353248e-17	0.804265048827817
?|10431	1171.73676142247	867.052453540829	304.684307881644	5.15399214984492e-05	0.000257712159835524	0.000288116453648985	1.17259948219482e-17	0.029635523314567
?|136542	9.74020508711445e-05	0.000112085806915902	-1.46837560447578e-05	0.608010101579703	0.677911121729819	0.52096857747624	0.82790580719308	0.821039978991235
?|155060	279.36707979269	170.899664142974	108.467415649716	4.41570219822693e-05	0.000225015591540822	0.0250095046034566	2.87991085745251e-25	0.0302928286155234
?|26823	0.409899298520077	0.171275124412168	0.238624174107909	0.00216828562983876	0.00610324544368243	0.0162652888785885	1.56583048289178e-26	2.15382822807747e-05
?|280660	0.598342991096892	0.0210762201201219	0.57726677097677	0.00217630544415695	0.0061182701730777	0.513586220769346	3.97753260022156e-39	5.3453296241096e-09
?|317712	9.41662237244162e-05	9.67204846787428e-05	-2.55426095432662e-06	0.904073929901042	0.926270864554034	0.928021104185613	0.444711101210123	0.44775837724548
?|340602	15.9754632116316	1.07528864882963	14.900174562802	0.0407631332185482	0.072303057288122	0.328783273686314	3.32393493862555e-40	0.0022468716171356
?|388795	3.77141591487107	1.59288733892947	2.17852857594161	0.00115306101818534	0.00360436902624286	0.449672997765644	2.49666397648613e-36	0.00110589517834735
?|390284	4.4957272049187	6.41401826693672	-1.91829106201802	0.0940948759961663	0.146417549779576	0.0350196766993783	1.03739090282951e-16	0.0070484747755316
?|391343	0.451792688502021	0.202938903644157	0.248853784857864	0.19951526102667	0.273484298580489	0.929532460816823	6.54737295447919e-37	1.55682812994526e-08
?|391714	0.102937846901314	0.0806447130332245	0.0222931338680899	0.697485286683724	0.756315116768963	0.715714494493212	1.67014054201284e-39	2.30750943818748e-07
?|404770	0.018687066231375	7.19892599020832e-05	0.0186150769714729	0.215086878665479	0.290714200518825	0.340212157917002	7.11853050089224e-41	0.158975678804396
?|441362	0.000105175216773784	0.000106626813399618	-1.45159662583365e-06	0.952405787450613	0.964526376074016	0.82762031765657	0.337721685345369	0.367229112765269
?|442388	0.00885808232956638	0.000102469934401359	0.00875561239516503	0.121033198636548	0.180985622811869	0.946172966272077	1.16780038696798e-40	0.221945762534945
?|553137	7.86675581315432	0.564978667195995	7.30177714595832	0.0570369911501406	0.0958679054689755	0.229022672638474	2.13964624591886e-40	1.74222531034378e-07
?|57714	548.128793394475	305.48949867109	242.639294723385	2.42069469969484e-07	2.35514441074748e-06	0.0277134938685602	1.34225771718011e-23	0.595128248156164
?|645851	17.4534195794217	7.41909716272807	10.0343224166937	1.40139151093139e-06	1.10153021098516e-05	0.00168486414765178	5.6312344362024e-26	0.0643290969208705
?|652919	7.17195393046037	16.9095472590914	-9.73759332863107	0.0768325505269298	0.123190089407918	0.0165207944896874	8.565596844507e-31	0.000712327404826408
?|653553	1445.77599740169	1683.43547037765	-237.659472975962	0.49693877841366	0.57612796090185	0.432754345308382	2.52967241079034e-22	5.37855542357571e-05
?|728045	0.00010499851613718	8.94318166015648e-05	1.55666995356156e-05	0.575070178254614	0.648723397238763	0.391580295507216	0.836067336524911	0.582283154253019
?|728603	0.0388908384983643	0.000107948870194364	0.03878288962817	0.002308695181761	0.00642448099440704	0.870831196581657	2.66669440705282e-39	0.104420387314409
?|728788	0.59707647863856	0.962660527457788	-0.365584048819228	0.20563543071491	0.279948347457583	0.0161808953835675	2.87693079212298e-38	0.00178695105886442
?|729884	334.057654752856	1818.45530851301	-1484.39765376015	0.180958484146473	0.252566868661539	0.843956702787036	1.94225748446161e-32	1.92889784422564e-07
?|8225	904.684898389294	736.510996411769	168.173901977525	0.0322705976704295	0.0592830745142795	0.0630276038777279	5.70026067123684e-19	0.000127396845789139
?|90288	4.34863583304082	2.41500445993992	1.9336313731009	0.0227990854213151	0.0441010008276823	0.110366024962572	2.82566408697673e-31	8.83102170729664e-07
A1BG|1	71.4254841355236	51.6800428869408	19.7454412485828	0.335189674121807	0.415993423163563	0.231980353835968	7.85273480238344e-31	2.99260008212297e-07
A1CF|29974	5.08829950830848	0.101400916725692	4.98689859158279	0.00953744989149204	0.0211347419020208	0.224636640478156	9.5632249551869e-40	9.36844597339822e-08
A2BP1|54715	3.55082861905527	5.55440014538831	-2.00357152633304	0.415901476232999	0.496763814563949	0.000713782280428289	4.08192177725319e-40	7.77935749991256e-05
A2LD1|87769	104.980167956118	71.2572123459199	33.7229556101982	9.26618987583399e-05	0.00042780333784742	0.00925210694215645	1.36098741477341e-20	0.0199640721999016
A2ML1|144568	1260.34835242137	3667.79901600118	-2407.45066357981	0.332372293791701	0.413121174708646	0.0182223661629166	8.56561868110715e-33	6.14309924305354e-08
A2M|2	10147.0851916922	47418.9420113309	-37271.8568196387	0.000237949969477328	0.000953983757730721	1.13329367314186e-10	1.05298747463571e-30	0.000126697596710208
A4GALT|53947	939.016308026243	1475.30361055604	-536.287302529795	0.000618010579263824	0.00213788967192343	6.58230721460609e-05	3.2971983887338e-18	0.00677785547818836
A4GNT|51146	1.01171809695727	0.533244473171345	0.478473623785929	0.0383371532743132	0.068556754104601	0.157927352170675	2.450939255819e-29	2.12138748247031e-05
AAA1|404744	0.590649489924724	0.132023438773689	0.458626051151035	0.00463272402726582	0.0115178562610553	0.760185805843167	8.979947935266e-39	4.82444945873379e-06
AAAS|8086	862.036839361017	608.14298062298	253.893858738037	8.30237636892368e-12	2.54792360583516e-10	9.67913165094214e-07	3.30192802742668e-13	0.785554917787978
AACSL|729522	8.57681808600189	1.31937181818503	7.25744626781686	7.41310497781885e-05	0.000354057645976761	0.00550901222458214	1.3552995996092e-35	1.08750787260547e-08
AACS|65985	772.880396888015	515.309529421323	257.570867466692	0.000382180962604354	0.00142638744650609	0.000102582992547813	4.15645517852783e-18	7.08278573667046e-05
AADACL2|344752	9.36974908003144	18.3157441945115	-8.94599511448008	0.417118533993525	0.497783109824521	2.90129610308509e-05	3.77020314765922e-39	8.73406862627321e-08
AADACL3|126767	4.38019021165528	0.0289020033729961	4.35128820828228	0.0316170145375503	0.0582805643266695	0.054159430032015	3.64996359526096e-40	5.33212601325914e-09
AADACL4|343066	2.01912777525833	1.4930893563829	0.526038418875436	0.775859102399707	0.822914874793014	0.000394135249375522	5.8174010752275e-41	0.00012314635843227
AADAC|13	233.477904620085	113.808175562858	119.669729057227	0.104416211233988	0.159946969547489	0.483422544821171	8.80299359766101e-37	4.23255176734034e-07
AADAT|51166	196.54233054686	122.653861745386	73.888468801474	6.21219266287094e-06	4.08397462572537e-05	0.113801272333802	3.20708671483231e-19	0.534728804944389
AAGAB|79719	1254.61434834365	974.14266712752	280.471681216133	0.000364648627561201	0.00137142351574629	0.00106780360619573	1.64063951114572e-12	0.28024780891345
AAK1|22848	1132.01564084166	995.213205862931	136.80243497873	0.00298833470536092	0.00797057208144665	0.371916639965626	3.68221246770276e-17	0.0710424154324324
AAMP|14	2823.44918611947	2847.25651522772	-23.8073291082474	0.856616506419723	0.888152383259435	0.609610313097214	2.73745158489358e-09	0.320959622465892
AANAT|15	0.75374436788372	0.777300990713277	-0.0235566228295573	0.93996502753259	0.955007354064496	0.724252273568755	4.11560163136836e-23	1.59440676294244e-05
