chr13	50266293	50266339	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr2	120436038	120436066	0.000000000000863278907782279	.	-1	-1	.	-1	0
chr5	958864	958892	0.0000000000473216547646938	.	-1	-1	.	-1	0
chr10	101281243	101281291	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr1	994126	994731	0.0000000000473216547646938	.	-1	-1	.	-1	0
chr8	142276345	142276401	0.00000000160837913073329	.	-1	-1	.	-1	0
chr5	74349036	74349389	0.000000657403828732402	.	-1	-1	.	-1	0
chr18	8990823	8990853	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr2	233216691	233216701	0.00000000160837913073329	.	-1	-1	.	-1	0
chr6	167559834	167559869	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr21	45583689	45583722	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr2	90016239	90016275	0.000000657403828732402	.	-1	-1	.	-1	0
chr2	233252064	233252097	0.000000000000863278907782279	.	-1	-1	.	-1	0
chr1	228743234	228743253	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr3	134125591	134125815	0.00000000160837913073329	.	-1	-1	.	-1	0
chr22	46474040	46474119	0.000000000000863278907782279	.	-1	-1	.	-1	0
chr19	2064873	2064930	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr11	65246368	65246433	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr11	2223948	2223963	0.000000000000863278907782279	.	-1	-1	.	-1	0
chr15	29967552	29967562	0.000000657403828732402	.	-1	-1	.	-1	0
chr17	76312397	76312430	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr6	220021	220044	0.000000657403828732402	.	-1	-1	.	-1	0
chr5	149807825	149807919	0.00000000160837913073329	.	-1	-1	.	-1	0
chr17	15313075	15313112	0.000000000000863278907782279	.	-1	-1	.	-1	0
chr21	9826973	9826989	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr21	9826565	9826576	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr3	133393401	133393474	0.0000000379222814390082	.	-1	-1	.	-1	0
chr17	43663207	43663711	0.0000000000473216547646938	.	-1	-1	.	-1	0
chr1	178456069	178456092	0.000000000000863278907782279	.	-1	-1	.	-1	0
chr1	48190889	48190949	0.0000000379222814390082	.	-1	-1	.	-1	0
chr13	20695036	20695086	0.000000000000863278907782279	.	-1	-1	.	-1	0
chr9	139506197	139506267	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr5	176236691	176237096	0.000000657403828732402	.	-1	-1	.	-1	0
chr7	151217768	151217960	0.00000000160837913073329	.	-1	-1	.	-1	0
chr22	46473012	46473080	0.000000000000863278907782279	.	-1	-1	.	-1	0
chr2	9613840	9613918	0.00000000160837913073329	.	-1	-1	.	-1	0
chr3	152756746	152756791	0.00000000000000735883692204285	.	-1	-1	.	-1	0
chr1	1068138	1068180	0.00000000000000735883692204285	.	-1	-1	.	-1	0
