Lab.ID	Yield	MHL
1	UCSD.CR	13.95	0.010982207116137
2	UCSD.CR	8.42	0.0101198587162669
3	UCSD.CR	31.7	0.0174162382397876
4	UCSD.CR	48.49	0.119679756584294
5	UCSD.CR	21.97	0.00192946044613865
6	UCSD.CR	11.49	0.0978027822510323
7	UCSD.CR	10.59	0.0295992665556512
8	UCSD.CR	9.83	0.0139846841905138
9	UCSD.CR	23.54	0.0206917560495245
10	UCSD.CR	14.27	0.00589272217235108
11	UCSD.CR	31.95	0.0905023412797058
12	UCSD.CR	13.97	0.128065987800407
13	UCSD.CR	45.3	0.0507063626380708
14	UCSD.CR	24.41	0.020565541099745
15	UCSD.CR	9.54	0.0714752850126152
16	UCSD.CR	18.09	0.0302916536018558
17	UCSD.CR	16.63	0.125141489911774
18	UCSD.CR	22.31	0.00649769481237783
19	UCSD.CR	18.18	0.0187485896656373
20	UCSD.CR	61.11	0.0772068673702222
21	UCSD.CR	17.01	0.0171166245158828
22	UCSD.CR	84	0.129469643701136
23	UCSD.CR	29.27	0.0185223652668928
24	UCSD.CR	15.14	0.0162207680553878
25	UCSD.CR	46.4	0.0652654923843187
26	UCSD.CR	17.89	0.0226075420239349
27	UCSD.CR	92.73	0.0799153430006245
28	UCSD.CR	130.21	0.125836855995418
29	UCSD.CR	10.02	0.0107249439045729
30	UCSD.CR	214.09	0.0276379606527832
31	UCSD.LC	43.71	0.0340384730129512
32	UCSD.LC	174.87	0.0240385739527934
33	UCSD.LC	18.65	0.0775025878166735
34	UCSD.LC	75.68	0.0305047002834908
35	UCSD.LC	20.26	0.0247099595710602
36	UCSD.LC	21.47	0.0202599358918063
37	UCSD.LC	16.53	0.00406785040696488
38	UCSD.LC	21	0.0355925600937477
39	UCSD.LC	12.18	0.00911488106369138
40	UCSD.LC	21.28	0.0745984490848087
41	UCSD.LC	8.75	0.02638226041705
42	UCSD.LC	15.33	0.0117421553281381
43	UCSD.LC	18.5	0.0135730448365479
44	UCSD.LC	21.23	0.0370612457846871
45	UCSD.LC	14	0.00880071625532911
46	UCSD.LC	91.77	0.00737824625215328
47	UCSD.LC	65.67	NA
48	UCSD.LC	17.37	0.0386911413199138
49	UCSD.LC	40.69	0.0336691156143797
50	UCSD.LC	17.81	0.0362248170769623
51	UCSD.LC	59.84	0.0654166338489197
52	UCSD.LC	88.89	0.0195754427210515
53	UCSD.LC	NA	NA
54	UCSD.LC	12.51	0.0358362537480139
55	UCSD.LC	11.48	0.00428095636090836
56	UCSD.LC	23.57	0.13247267768954
57	UCSD.LC	40.77	0.0168823165740086
58	UCSD.LC	12	0.0268711825914887
59	UCSD.LC	15.6	0.00261014802352916
60	UCSD.NC	12.31	0.000419820262758997
61	UCSD.NC	13.65	0.00214088659149337
62	UCSD.NC	22.6	0.0155257816735024
63	UCSD.NC	6.55	0.03634709801556
64	UCSD.NC	6.22	0.0108721657198873
65	UCSD.NC	10.29	0.0155476816657513
66	UCSD.NC	5.92	0.00311791955622274
67	UCSD.NC	8.55	0.0108355717688132
68	UCSD.NC	8.15	0.00803859194081451
69	UCSD.NC	8.4	0.00707134183706975
70	UCSD.NC	7.85	0.0150641308312069
71	UCSD.NC	5.9	0.0114817684645418
72	UCSD.NC	7	0.00600536064485472
73	UCSD.NC	6.3	0.00576430329898876
74	UCSD.NC	9.45	0.00259614321208676
75	UCSD.NC	5.25	0.00673345383134029
76	UCSD.NC	6.4	0.0181701259324452
77	UCSD.NC	10.25	0.00629192267741634
78	UCSD.NC	9	0.000993539225213636
79	UCSD.NC	7.65	0.0191323498311984
80	UCSD.NC	7	0.0126905842945791
81	UCSD.NC	4.15	0.0116222931333732
82	UCSD.NC	3.6	0.00711362730090235
83	UCSD.NC	6.2	0.00532861548667884
84	UCSD.NC	5.45	0.0027794621920597
85	UCSD.NC	4.95	0.0116505906636522
86	UCSD.NC	14.66	0.0115290851411841
87	UCSD.NC	11.55	0.0152832699902491
88	UCSD.NC	13.8	0.0117176402009338
89	UCSD.NC	NA	0.0143536848648728
90	UCSD.NC	12.744	0.00887329387382248
91	UCSD.NC	15.54	0.0216316952611361
92	UCSD.NC	13.75714286	0.00712748178818426
93	UCSD.NC	35.72727273	0.0181688941878001
94	UCSD.NC	20.6	0.0105258365940818
95	UCSD.NC	15.6	0.00807402911462221
96	UCSD.NC	33.25	0.0219493159736621
97	UCSD.NC	31.97647059	0.0181508366544167
98	UCSD.NC	9.6	0.00129317518375642
99	UCSD.NC	20.95555556	0.0119468651365147
100	UCSD.NC	NA	0.0189142136021004
101	UCSD.NC	12.33333333	0.00707499744841827
102	UCSD.NC	27.7125	0.0108364952722025
103	UCSD.NC	24.84	0.00560563434435602
104	UCSD.NC	15.38181818	0.00316623736631967
105	UCSD.NC	18.98823529	0.00609891340101498
106	UCSD.NC	15.11111111	0.00830355676673078
107	UCSD.NC	16.63636364	0.00922802375240729
108	UCSD.NC	23.37931034	0.00719757059771553
109	UCSD.NC	28.22857143	0.0185229013278809
110	UCSD.NC	19.73793103	0.00261990530637584
111	UCSD.NC	47.30769231	0.0133367550882917
112	UCSD.NC	74.53846154	0.0447321099805068
113	UCSD.NC	NA	NA
114	UCSD.NC	12.28888889	0.014931384257746
115	UCSD.NC	24.31304348	0.0211136271893927
116	UCSD.NC	31.5	0.000546469129597209
117	UCSD.NC	48.46153846	0.0125093684187755
