	Symbol	cor	pval	absCOR
391	MIR4635	-0.0109435725265401	0.262394991612885	0.0109435725265401
451	MIR378D1	0.00577625798571753	0.55415676927344	0.00577625798571753
543	MIR4740	0.0309988634974814	0.00149676498132892	0.0309988634974814
577	MIR129-2	0.0106724910380363	0.274400439190043	0.0106724910380363
607	MIR516A2	0.00386229572943448	0.692449298606109	0.00386229572943448
660	MIR548C	-0.00669239804036179	0.493112936093646	0.00669239804036179
723	MIR638	-0.0255164731561691	0.00896124444124122	0.0255164731561691
741	MIR548AM	0.00598837736534476	0.539700327743382	0.00598837736534476
743	MIR574	-0.0431162500735345	9.9837756028216e-06	0.0431162500735345
755	MIR569	0.0111948571366087	0.251594777382249	0.0111948571366087
773	MIR3117	0.0553255381091293	1.42674206213742e-08	0.0553255381091293
781	MIR217	0.00611797587978952	0.530961746562258	0.00611797587978952
1160	MIR4421	-0.00581380938360872	0.551583807465986	0.00581380938360872
1187	MIR519D	-0.00273929764409684	0.77907254054637	0.00273929764409684
1199	MIR1323	-0.000901015834113727	0.926482176534925	0.000901015834113727
1207	MIR5194	-7.25244411297109e-05	0.994074070952029	7.25244411297109e-05
1245	MIR4518	-0.0262525782001366	0.00716770586099745	0.0262525782001366
1256	MIR4659B	0.0128249991109499	0.189033756591441	0.0128249991109499
1373	MIR5000	0.0370380832084791	0.000148050905104213	0.0370380832084791
1588	MIR194-1	-0.000681866795645655	0.944329795894391	0.000681866795645655
1612	MIR4266	0.0230340016382841	0.0183148543049226	0.0230340016382841
1638	MIR515-1	-0.00622060602218898	0.52409288222275	0.00622060602218898
1676	MIR607	0.00835268614334517	0.392329221186821	0.00835268614334517
1706	MIR4672	0.000849617931789137	0.930665065629672	0.000849617931789137
1736	MIR3156-1	0.0136033667147781	0.163569967819385	0.0136033667147781
1787	MIR378C	0.00917479629388575	0.347424386788509	0.00917479629388575
1839	MIR2115	0.0460322363018132	2.39827688137346e-06	0.0460322363018132
1889	MIR520G	0.00479873934476839	0.623119163037178	0.00479873934476839
1935	MIR378A	-0.0538664468639044	3.38248650740877e-08	0.0538664468639044
1936	MIR548U	0.0296120276933519	0.00241984539016808	0.0296120276933519
1937	MIR421	0.0228985789855741	0.0190109330676716	0.0228985789855741
1971	MIR596	-0.0216667869144154	0.0264783212304196	0.0216667869144154
1983	MIRLET7F2	-0.00423636852485886	0.664403125707007	0.00423636852485886
2096	MIR2113	0.0149030112964898	0.126940216405215	0.0149030112964898
2263	MIR190A	-0.00483502989725194	0.620493512791988	0.00483502989725194
2325	MIR3943	0.0590673798082346	1.4104032060306e-09	0.0590673798082346
2593	MIR3179-3	-0.00159297710221571	0.870412542568172	0.00159297710221571
2699	MIR4253	-0.0170049002474075	0.0815833349173514	0.0170049002474075
2710	MIR4427	0.00186039320485536	0.848901488684042	0.00186039320485536
2720	MIR4309	-0.00261531581222932	0.788829395033388	0.00261531581222932
2721	MIR190B	-0.00253148456604474	0.795445485907232	0.00253148456604474
2948	MIR1302-8	0.0699820503196231	7.20145935749365e-13	0.0699820503196231
3025	MIR1238	-0.0248395163136902	0.0109537754728413	0.0248395163136902
3079	MIR4791	-0.000291978915638255	0.976145910870342	0.000291978915638255
3099	MIR3684	0.00368957909526232	0.705545347664321	0.00368957909526232
3182	MIR548AP	-0.00285436534959892	0.770048193708541	0.00285436534959892
3265	MIR4290	-0.00492338030830437	0.614121524056284	0.00492338030830437
3329	MIR3176	0.00670845053931304	0.492076389965107	0.00670845053931304
3549	MIR4654	0.00736208337121388	0.450879185370044	0.00736208337121388
3577	MIR507	-0.00820127704213806	0.400967503031375	0.00820127704213806
3596	MIR4686	-0.0215665411051913	0.0271848035972538	0.0215665411051913
3765	MIR4665	-0.0213191432158377	0.0289983080824471	0.0213191432158377
3886	MIR2681	0.0366677460557902	0.000172408256423926	0.0366677460557902
3892	MIR3923	0.0641324095339305	4.88261434049483e-11	0.0641324095339305
3909	MIR4435-2	0.0313675677628967	0.00131312379043697	0.0313675677628967
4046	MIR5580	-0.0126293762801309	0.195870328454628	0.0126293762801309
4083	MIR1273C	0.0960785001174027	6.07796121248223e-23	0.0960785001174027
4129	MIR5683	0.00227402850312594	0.815854480881287	0.00227402850312594
4396	MIR3165	-0.0205644151208162	0.0351875455086825	0.0205644151208162
4422	MIR3118-4	-0.00489106611095742	0.616448738467988	0.00489106611095742
4437	MIR4676	-0.000475559592671932	0.961157303753704	0.000475559592671932
4486	MIR660	-0.00899576661025355	0.356913882161888	0.00899576661025355
4496	MIR4690	-0.00786965797968703	0.420281877435365	0.00786965797968703
4522	MIR4533	0.00535786957304469	0.583214571108553	0.00535786957304469
4549	MIR629	0.00370670135513364	0.704243092796185	0.00370670135513364
4734	MIR369	0.0189508312860495	0.0522703586905981	0.0189508312860495
4915	MIR548H3	0.00358284074204082	0.713682788823503	0.00358284074204082
4940	MIR3192	0.0177271380707222	0.0694390926432522	0.0177271380707222
5004	MIR1250	0.135612909728654	3.04145669081596e-44	0.135612909728654
5050	MIR4464	0.021716265475213	0.0261355055350208	0.021716265475213
5058	MIR3140	0.00543234711627342	0.577990339284898	0.00543234711627342
5112	MIR449A	-0.00826092541954303	0.397550858735035	0.00826092541954303
5122	MIR5691	-0.0182277102445469	0.06192568543676	0.0182277102445469
5158	MIR1205	0.0181582846399808	0.0629257270047475	0.0181582846399808
5271	MIR618	0.00146922626107384	0.880400655527558	0.00146922626107384
5296	MIR208A	0.00846062534766237	0.386240462631228	0.00846062534766237
5297	MIR3121	0.00490981400507146	0.615098075164109	0.00490981400507146
5354	MIR4286	-0.000898599717754381	0.926678761502706	0.000898599717754381
5379	MIR619	0.0212459093940539	0.0295547211790714	0.0212459093940539
5472	MIR557	-0.00228451388379665	0.815020740227402	0.00228451388379665
5524	MIR551B	0.0269351119632277	0.00579989762113213	0.0269351119632277
5533	MIR4705	0.0309017847777891	0.00154890552079725	0.0309017847777891
5538	MIR489	0.0042307013156861	0.664824661597228	0.0042307013156861
5578	MIR758	0.0224930873280411	0.0212352953416667	0.0224930873280411
5631	MIR187	-0.0246394365008166	0.0116136650675352	0.0246394365008166
5735	MIR3134	0.00878636049492609	0.36821853540819	0.00878636049492609
5805	MIR200A	-0.0870214207950185	4.31145226001603e-19	0.0870214207950185
5838	MIR4786	0.0201149210449334	0.0393844685918646	0.0201149210449334
5862	MIR3941	-0.00852394705417044	0.38269553536142	0.00852394705417044
5867	MIR4269	0.010674361359325	0.274316342993523	0.010674361359325
5915	MIR921	0.041894362080021	1.76893202548787e-05	0.041894362080021
5928	MIR578	0.137329801488826	2.4557229846113e-45	0.137329801488826
5935	MIR5698	-0.000240198969485695	0.980375283156342	0.000240198969485695
5937	MIR4498	-0.00691062928588054	0.479121887847445	0.00691062928588054
5966	MIR3123	0.0417811521468248	1.86378350116558e-05	0.0417811521468248
6257	MIR4283-1	-0.0060817665186664	0.533396031258257	0.0060817665186664
6315	MIR4494	0.0035789200998117	0.713982315630878	0.0035789200998117
6345	MIR182	0.00400484934951209	0.681708942060931	0.00400484934951209
6354	MIR571	0.00735935675361027	0.451046883531669	0.00735935675361027
6472	MIR4477B	0.181067974003622	5.17395890328287e-78	0.181067974003622
6713	MIR135B	-0.0076542493902445	0.433115427370768	0.0076542493902445
6742	MIR548AR	0.0231630197497384	0.0176725504062354	0.0231630197497384
6759	MIR4778	-0.00182717607078162	0.851567716261163	0.00182717607078162
6800	MIR1271	0.0882534590071365	1.35847534380577e-19	0.0882534590071365
6806	MIR181C	0.117894428989199	8.72560958701945e-34	0.117894428989199
6919	MIR4433	-0.000517714439010291	0.957717278719299	0.000517714439010291
6922	MIR602	0.0563935807475798	7.47977705710973e-09	0.0563935807475798
6933	MIR561	-0.0141610706849248	0.146978597156844	0.0141610706849248
7021	MIR208B	0.0014942524539106	0.878379166307222	0.0014942524539106
7160	MIR3664	-0.0068200819998176	0.484900530007767	0.0068200819998176
7186	MIR1343	-0.00268478379298447	0.783358366949892	0.00268478379298447
7450	MIR548F2	-0.0051018936744496	0.601335710790261	0.0051018936744496
7527	MIR548M	-0.00257247645192758	0.792208473507925	0.00257247645192758
7544	MIR891A	0.00291236470743584	0.76551120170206	0.00291236470743584
7546	MIR606	0.0160673432470936	0.0998587758865438	0.0160673432470936
7553	MIR891B	0.00032366034077188	0.97355850347726	0.00032366034077188
7556	MIR4512	0.00601358327644661	0.53799511765283	0.00601358327644661
7572	MIR3199-2	-0.00479129657672169	0.623658247174621	0.00479129657672169
7624	MIR3910-1	0.00593143932847392	0.543562185805733	0.00593143932847392
