	idx	beta	pval	cilb	ciub	i2	tau2	V1	V2
ENSG00000104219	27996	-0.802258557794403	7.8610430726155e-12	-1.03210573708625	-0.572411378502551	96.4597775832796	0.277513497215188	ZDHHC2	8
ENSG00000128918	21643	-2.27805891760168	4.11025347032078e-17	-2.80898250234712	-1.74713533285625	97.6330489580762	1.54431853932759	ALDH1A2	10
ENSG00000274736	15198	-3.07248236031193	7.95147535440647e-13	-3.91330391090649	-2.23166080971738	98.0325096506793	3.85651834008619	CCL23	14
ENSG00000163644	12277	-1.112695055085	4.11359980020726e-13	-1.41342745987568	-0.811962650294314	97.6129056497871	0.496124931746953	PPM1K	22
ENSG00000039537	21319	-3.47682630264218	3.33377169586142e-11	-4.50448951211736	-2.44916309316701	98.3088134004047	5.76198298266468	C6	32
ENSG00000069702	25103	-2.04016453028999	4.18658522084024e-20	-2.47559775984433	-1.60473130073564	98.0896307874334	1.04675103561333	TGFBR3	36
ENSG00000165495	13963	-2.30315278024361	5.8749110537056e-15	-2.88139346271843	-1.72491209776879	98.3504259065051	1.89938746687729	PKNOX2	41
ENSG00000215301	15452	-0.327891870304762	1.57762329029669e-12	-0.418823212845136	-0.236960527764389	86.8860434171931	0.0366084405150759	DDX3X	41
ENSG00000153823	27049	-1.9628047002258	3.08338158016914e-15	-2.45054277016563	-1.47506663028598	98.3035186855599	1.30536807135558	PID1	42
ENSG00000184226	12966	-2.58191938277965	1.28612383435016e-12	-3.295084127335	-1.8687546382243	98.4806324343592	2.89597381390116	PCDH9	45
ENSG00000160808	25061	-2.66899838876269	1.83721088101477e-16	-3.30444280703523	-2.03355397049015	96.8008204704466	2.11755012174376	MYL3	47
ENSG00000180287	16680	-3.14564698106103	4.34193042947902e-11	-4.08093756473752	-2.21035639738454	98.4861667609587	5.01037973662502	PLD5	48
ENSG00000104695	29803	-0.526758268291162	1.70134433890125e-11	-0.680174191848201	-0.373342344734123	97.7375728364916	0.130284186517872	PPP2CB	48
ENSG00000166912	22123	-0.765177239239864	2.79348274374177e-22	-0.919663583890214	-0.610690894589513	97.3451424709684	0.127549309200757	MTMR10	51
ENSG00000169762	20549	-0.671221409675491	3.05916728905378e-13	-0.851639935757268	-0.490802883593715	98.0453901909803	0.182384352909099	TAPT1	52
ENSG00000172493	27187	-0.527549584983385	3.77432936582074e-12	-0.676422307468076	-0.378676862498695	93.8522725684511	0.114318567244311	AFF1	53
ENSG00000167220	24074	-0.466663577029833	1.07467113116744e-14	-0.584986043966631	-0.348341110093035	95.8053754059514	0.0716081145305879	HDHD2	55
ENSG00000131381	2344	-0.407558329508523	5.87276992630202e-11	-0.529569463184784	-0.285547195832261	95.5937632097461	0.0755676763952143	RBSN	56
ENSG00000159761	11359	-0.8574900322279	3.55296679825517e-11	-1.11130269126483	-0.603677373190971	96.269371696374	0.34315841884701	C16orf86	57
ENSG00000131370	5854	-1.44218886325107	2.07137682412461e-13	-1.82707409280131	-1.05730363370083	97.4320564556548	0.792014310902531	SH3BP5	58
ENSG00000186594	9549	-1.20082618400643	2.37414689771441e-24	-1.43196579365889	-0.969686574353963	93.2539965815658	0.257949372772609	MIR22HG	58
ENSG00000148218	6952	-0.884378964009382	3.27715681110433e-12	-1.13323430340964	-0.635523624609124	98.2788350108608	0.33068507229841	ALAD	60
ENSG00000069020	16862	-0.641042680919198	3.30193464392628e-11	-0.830478467613641	-0.451606894224755	94.294886430294	0.178388288973663	MAST4	60
ENSG00000147588	10973	-5.08289658383679	6.5064981594675e-14	-6.41165200964259	-3.75414115803098	98.2886673714222	9.98503662766257	PMP2	61
ENSG00000106034	30582	-2.22740438465373	1.53006554024802e-13	-2.81859155766111	-1.63621721164635	98.5488574014419	1.94018795530982	CPED1	61
ENSG00000205362	147	-2.54874546834799	3.31561137337139e-12	-3.26610594807082	-1.83138498862516	96.2362844540531	2.68954973837626	MT1A	63
ENSG00000034971	1743	-5.83964274931468	1.26743026942884e-12	-7.45217936157218	-4.22710613705718	98.9073512966947	15.0157356381524	MYOC	65
ENSG00000135447	13945	-3.62154366327946	3.02454011096477e-16	-4.49009434157263	-2.7529929849863	98.000532149002	4.04983064578031	PPP1R1A	66
ENSG00000145390	27880	-0.776142855741093	2.33561576563909e-14	-0.975498190523176	-0.57678752095901	95.2784162208151	0.205253934302822	USP53	66
ENSG00000111339	28264	-2.51306016664595	4.9463855902188e-15	-3.1422552477224	-1.88386508556951	97.1214790433544	2.0560100629382	ART4	67
ENSG00000070193	793	-4.44642047290541	9.98510416893939e-18	-5.46283129926071	-3.4300096465501	97.9548594445653	5.53612739528262	FGF10	68
ENSG00000164169	17820	-0.407982355013435	1.07938997880251e-11	-0.525653012779762	-0.290311697247109	94.2354351395103	0.0704237564072229	PRMT9	68
ENSG00000159658	29095	-0.425693717488515	1.36562217029604e-12	-0.543414360942575	-0.307973074034455	95.6147145285762	0.0727898346626772	EFCAB14	68
ENSG00000189056	7167	-2.70211711948942	1.76907396893213e-11	-3.48976142565057	-1.91447281332828	98.3422600967008	3.50727221654616	RELN	70
ENSG00000205364	20945	-2.8629955821458	6.22483074340098e-13	-3.64284348928328	-2.08314767500832	97.9447168755718	3.31352971603153	MT1M	71
ENSG00000179388	6483	-1.62690057571183	5.83475981538289e-12	-2.09012535681363	-1.16367579461003	93.189324676457	1.10983263709646	EGR3	73
ENSG00000133800	20512	-3.06105044642197	1.7636873682029e-21	-3.69138072359339	-2.43072016925055	97.4800377978834	2.11104691968056	LYVE1	73
ENSG00000161896	139	-2.04800515592818	2.96153411648459e-14	-2.57616588962665	-1.51984442222971	94.7020041872393	1.44519323738464	IP6K3	78
ENSG00000269067	21052	-3.82428541625665	2.40153600733316e-11	-4.94648502124155	-2.70208581127175	97.1649458108603	6.44983085245858	ZNF728	78
ENSG00000110422	30304	-0.610876788289553	1.06114420365295e-13	-0.77195400831805	-0.449799568261055	95.915268238837	0.1402551935245	HIPK3	78
ENSG00000139946	16682	-1.05726026454823	9.64354000571059e-12	-1.36146985563546	-0.753050673460996	97.7792848159368	0.509164788183879	PELI2	79
ENSG00000108924	23934	-2.42511929603008	4.93696308486637e-14	-3.05604770286453	-1.79419088919563	98.9979829522988	2.26303886276882	HLF	79
ENSG00000108381	6098	-3.34705008271395	2.83599573968477e-18	-4.09954264127848	-2.59455752414943	98.8913605053489	3.12154557619147	ASPA	80
ENSG00000175806	10364	-0.913527303129595	1.98433729169795e-11	-1.18047750041525	-0.646577105843936	98.2557147084357	0.389088043783092	MSRA	84
ENSG00000170624	18986	-1.48477063086587	8.79067118777088e-11	-1.93341598358432	-1.03612527814742	96.1384777877135	1.01253005704289	SGCD	84
ENSG00000198848	13672	-2.74314266420041	1.61386398438949e-13	-3.47191517487676	-2.01437015352405	97.7326297972951	2.81054782444086	CES1	86
ENSG00000152580	2484	-2.96211718950733	2.29071515147762e-34	-3.43702317061065	-2.48721120840401	94.663974918548	1.10657243232227	IGSF10	88
ENSG00000187824	18384	-1.63691295802068	1.08523448534811e-12	-2.0875636235958	-1.18626229244556	99.2957993259531	1.19326110134928	TMEM220	88
ENSG00000031003	23683	-0.616607765062128	6.13992139968461e-11	-0.801389909719622	-0.431825620404633	96.7791821291379	0.176544901519894	FAM13B	89
ENSG00000272573	28462	-2.33004935495505	6.54524730693237e-11	-3.02933059057877	-1.63076811933133	88.2991729110341	2.31906958517272	MUSTN1	89
ENSG00000113389	1577	-1.39620102336172	8.50073212103359e-19	-1.70529698994741	-1.08710505677602	87.2785487891576	0.410242630941993	NPR3	90
ENSG00000198624	19341	-1.82363312957278	4.25534015038234e-14	-2.29686000998398	-1.35040624916159	98.6232917997852	1.23162273337925	CCDC69	90
ENSG00000165406	3050	-0.545771191703364	6.93302327562219e-11	-0.709781563461136	-0.381760819945592	97.3127435794221	0.144314567177705	MARCH8	91
ENSG00000174306	5623	-0.686709020720506	1.04447723171864e-11	-0.884632283722461	-0.488785757718552	95.8909497913572	0.204142692661078	ZHX3	91
ENSG00000154258	15432	-2.40863556138061	6.43643999549089e-15	-3.01425282876953	-1.8030182939917	98.0178975840057	2.02654049133268	ABCA9	91
ENSG00000244734	26298	-2.25906626108406	1.9430634840439e-11	-2.91890695130951	-1.59922557085861	96.6961002690665	2.36583875804255	HBB	92
ENSG00000109458	20701	-0.748830580876304	1.41730348343316e-12	-0.956061374491139	-0.541599787261469	96.4006064039985	0.220849238661489	GAB1	93
ENSG00000134020	23901	-2.81926796162537	9.48008623950852e-11	-3.6726499863248	-1.96588593692593	98.1789671033135	4.05660193528745	PEBP4	95
ENSG00000107562	27236	-2.22944160631427	8.76838559098802e-15	-2.79283160656119	-1.66605160606735	98.5778035108507	1.80971397947559	CXCL12	95
ENSG00000115896	15762	-1.63981668468455	3.85978259875595e-11	-2.12609377920847	-1.15353959016063	98.2636338702203	1.26634459944346	PLCL1	96
ENSG00000117791	24840	-0.989519082101982	8.02539410474240e-12	-1.27313932299762	-0.705898841206341	97.5899871964101	0.420670925956768	MARC2	96
ENSG00000203907	25797	-2.46290853640559	1.1211921495178e-13	-3.11297001954523	-1.81284705326595	86.6069734340155	1.88069948369217	OOEP	96
ENSG00000146122	25302	-1.64111629186338	1.03733473649697e-14	-2.05697894174583	-1.22525364198094	97.6967688790601	0.92410947407256	DAAM2	99
ENSG00000011465	23099	-2.62599108993777	1.93507892932496e-11	-3.39293656343507	-1.85904561644047	98.827542418573	3.28841360881309	DCN	100
ENSG00000109819	7874	-1.82667237022023	4.15405067034429e-12	-2.34316043963482	-1.31018430080565	97.9659342536029	1.42187111090807	PPARGC1A	101
ENSG00000123560	584	-4.02406531349087	6.38704556150138e-15	-5.0357332512585	-3.01239737572324	98.23686414947	5.75379073864746	PLP1	102
ENSG00000166960	3203	-2.88707405132744	6.28834016663887e-27	-3.41371995708315	-2.36042814557174	96.1311052812145	1.39498964068745	CCDC178	105
ENSG00000165186	21228	-2.69693990797899	1.191138513315e-12	-3.44076369625955	-1.95311611969844	96.7358642772983	2.90480293912127	PTCHD1	105
