	Symbol	cor	pval	absCOR
781	MIR217	0.00611797587978952	0.530961746562258	0.00611797587978952
2096	MIR2113	0.0149030112964898	0.126940216405215	0.0149030112964898
4046	MIR5580	-0.0126293762801309	0.195870328454628	0.0126293762801309
4549	MIR629	0.00370670135513364	0.704243092796185	0.00370670135513364
5004	MIR1250	0.135612909728654	3.04145669081596e-44	0.135612909728654
5271	MIR618	0.00146922626107384	0.880400655527558	0.00146922626107384
5354	MIR4286	-0.000898599717754381	0.926678761502706	0.000898599717754381
5631	MIR187	-0.0246394365008166	0.0116136650675352	0.0246394365008166
5838	MIR4786	0.0201149210449334	0.0393844685918646	0.0201149210449334
5928	MIR578	0.137329801488826	2.4557229846113e-45	0.137329801488826
5966	MIR3123	0.0417811521468248	1.86378350116558e-05	0.0417811521468248
6759	MIR4778	-0.00182717607078162	0.851567716261163	0.00182717607078162
6800	MIR1271	0.0882534590071365	1.35847534380577e-19	0.0882534590071365
6933	MIR561	-0.0141610706849248	0.146978597156844	0.0141610706849248
7186	MIR1343	-0.00268478379298447	0.783358366949892	0.00268478379298447
7546	MIR606	0.0160673432470936	0.0998587758865438	0.0160673432470936
8897	MIR340	0.0102840129504499	0.2922501885177	0.0102840129504499
9223	MIR221	-0.0609151491984354	4.26445002401933e-10	0.0609151491984354
9606	MIR491	-0.0018054370044065	0.853313558775608	0.0018054370044065
9670	MIR152	0.0038859141086789	0.690665479050864	0.0038859141086789
10218	MIR5197	-0.000428317679740754	0.965013312637158	0.000428317679740754
10477	MIR1276	0.0758855232894816	7.10796689995213e-15	0.0758855232894816
10597	MIR149	-0.00230401803955251	0.813470433153952	0.00230401803955251
11642	MIR3142	0.00835088196058313	0.392431485626181	0.00835088196058313
11656	MIR4254	0.0279560274665417	0.004189963038968	0.0279560274665417
11868	MIR98	0.0557628154953285	1.0968284067492e-08	0.0557628154953285
11987	MIR4277	-0.0041584467449694	0.670208320582927	0.0041584467449694
12779	MIR3152	0.0151170181470695	0.12157426062049	0.0151170181470695
13365	MIR4802	-0.010037698193252	0.303963249354373	0.010037698193252
13370	MIR25	0.0889571347014873	6.97333461074015e-20	0.0889571347014873
14936	MIR4695	0.006780285935906	0.487452168387389	0.006780285935906
15524	MIR211	-0.0258923649483405	0.00800064162075995	0.0258923649483405
17841	MIR508	-0.0108184460527928	0.26789066337081	0.0108184460527928
18554	MIR4743	0.0243489321107307	0.0126345564876569	0.0243489321107307
21495	MIR4772	-0.0102920274206216	0.291874236733214	0.0102920274206216
21728	MIR3613	0.0230494289510548	0.0182369904262261	0.0230494289510548
21759	MIR645	-0.0177049563322428	0.0697886370701277	0.0177049563322428
22025	MIR584	-0.00185468276940236	0.849359724010333	0.00185468276940236
22081	MIR455	-0.0109297272921145	0.262999227741885	0.0109297272921145
22374	MIR31	-0.0269353958609243	0.00579938138008001	0.0269353958609243
22625	MIR5089	0.0906411685566244	1.38377946860346e-20	0.0906411685566244
22739	MIR1200	0.00689190659797925	0.480313660815877	0.00689190659797925
23466	MIR1277	-0.00587500836404623	0.547403170116791	0.00587500836404623
23784	MIR4267	-0.0065185958248653	0.504410229605961	0.0065185958248653
23944	MIR617	-0.000952795207212375	0.922270296108192	0.000952795207212375
24159	MIR4530	-0.00405217918070666	0.678157072670391	0.00405217918070666
24756	MIR4667	-0.0217868642563165	0.025653001529863	0.0217868642563165
25115	MIR411	0.0631471531601635	9.59070971790043e-11	0.0631471531601635
25825	MIR4749	0.00825969304198886	0.397621270988364	0.00825969304198886
26398	MIR4281	0.0128324486776389	0.188776932750196	0.0128324486776389
27035	MIR367	0.0373754564696068	0.000128716243355988	0.0373754564696068
27239	MIR5093	0.0532149507693511	4.93804014941203e-08	0.0532149507693511
28683	MIR4698	-0.00163654197886584	0.866901185427873	0.00163654197886584
28870	MIR3682	0.279761913175722	6.82835254513053e-188	0.279761913175722
29030	MIR95	-0.0143752202261514	0.140961277759651	0.0143752202261514
29049	MIR590	0.0229543723693028	0.018721399181369	0.0229543723693028
29830	MIR3168	0.0318935325169824	0.00108693780207439	0.0318935325169824
29872	MIR222	-0.0213543831433927	0.0287337920816234	0.0213543831433927
30857	MIR186	0.0152326769457589	0.118749002610202	0.0152326769457589
32114	MIR4319	0.0223238379745231	0.0222287891327343	0.0223238379745231
33206	MIR4478	0.0175388281788623	0.0724526735123342	0.0175388281788623
33638	MIR3148	0.00387836978018344	0.69123509160808	0.00387836978018344
34304	MIR4685	-0.0643578848148419	4.17770343186778e-11	0.0643578848148419
34711	MIR32	-0.0269630891164569	0.00574922247293764	0.0269630891164569
35734	MIR5003	0.0112387020108932	0.249742556143659	0.0112387020108932
36320	MIR4760	0.0111522792723317	0.253402622468608	0.0111522792723317
36796	MIR4715	0.0183095425214909	0.0607638546512664	0.0183095425214909
37242	MIR1203	-0.0218964228655143	0.0249194849022784	0.0218964228655143
37395	MIR338	0.0552676233018858	1.47709109705352e-08	0.0552676233018858
37404	MIR556	0.00731110500151526	0.454020397261066	0.00731110500151526
38265	MIR1305	0.0193984043492301	0.0469502925897647	0.0193984043492301
38471	MIR328	-0.0250804351320602	0.0102035529446419	0.0250804351320602
40765	MIR4287	-0.0054442960575447	0.577154233494461	0.0054442960575447
40874	MIR4255	0.00318675746823847	0.744158149889816	0.00318675746823847
40964	MIR603	0.023220683247783	0.0173919194655509	0.023220683247783
41350	MIR1226	-0.000235233721300393	0.980780874179082	0.000235233721300393
43404	MIR4258	-0.0149510786330392	0.1257192175119	0.0149510786330392
44244	MIR204	0.000614723688480757	0.9498039829897	0.000614723688480757
44286	MIR4282	0.0215859274454867	0.0270469233966564	0.0215859274454867
44293	MIR3679	0.00711486819904135	0.466226693747436	0.00711486819904135
44704	MIR3143	-0.000345477624228557	0.971776856100614	0.000345477624228557
45623	MIR527	-0.00632452589841105	0.517184398915731	0.00632452589841105
45828	MIR4447	0.00179178953511983	0.854409941015389	0.00179178953511983
47130	MIR3919	-0.000342021613822833	0.972059072357973	0.000342021613822833
47207	MIR4706	0.00448394137850206	0.646093422773968	0.00448394137850206
47896	MIR4764	0.0111421927341856	0.253832216130399	0.0111421927341856
47947	MIR559	-0.0413861879467841	2.23406485672004e-05	0.0413861879467841
47986	MIR942	0.0145524939344796	0.136124893314925	0.0145524939344796
49127	MIR4668	-0.03732381259795	0.000131513109993077	0.03732381259795
49494	MIR4684	0.00138043287262898	0.887579136769754	0.00138043287262898
49769	MIR4682	0.0793840031688178	3.87364320878918e-16	0.0793840031688178
50779	MIR625	-0.000833567701278511	0.931971671242007	0.000833567701278511
51649	MIR4797	-0.00121784087976051	0.900747361819581	0.00121784087976051
51808	MIR5584	0.00809992751856674	0.406813052772	0.00809992751856674
52003	MIR4713	-0.00567730462428495	0.560964892595878	0.00567730462428495
52150	MIR4718	0.00553888294797868	0.570555875612847	0.00553888294797868
52818	MIR4728	0.00919275654973882	0.346481338796352	0.00919275654973882
53874	MIR3125	0.0962988430036674	4.84554563493479e-23	0.0962988430036674
54541	MIR586	0.00422654564438778	0.66513383430024	0.00422654564438778
57005	MIR141	-0.0309821809972753	0.00150560843538239	0.0309821809972753
57140	MIR5007	-0.00208129034664032	0.831216171220229	0.00208129034664032
57974	MIR3133	-0.000946575879003659	0.922776081030821	0.000946575879003659
58161	MIR765	0.0315664545017248	0.00122292388042863	0.0315664545017248
58673	MIR539	0.0105926990544303	0.278004571511235	0.0105926990544303
59127	MIR4768	-0.0282449972796984	0.00381453948021015	0.0282449972796984
59633	MIR545	0.00185259071009974	0.8495276145802	0.00185259071009974
