	Symbol	cor	pval	absCOR
1	RP11-368I23.2	0.117621193571539	1.23142216122627e-33	0.117621193571539
3	RAB4B	-0.0299333761970903	0.00216856964974394	0.0299333761970903
5	TIGAR	0.0152690630071177	0.117870904106974	0.0152690630071177
6	RNF44	-0.010982040518043	0.260721199603744	0.010982040518043
8	DNAH3	-0.0467088979881431	1.7013797408045e-06	0.0467088979881431
9	RPL23A	-0.0254932736353293	0.00902377388635368	0.0254932736353293
14	ARL8B	-0.036488527192456	0.000185504791144378	0.036488527192456
16	CALB2	0.0196262244544828	0.0444221178595222	0.0196262244544828
17	MFSD3	-0.0653483255418984	2.09298535633052e-11	0.0653483255418984
19	LINC00636	0.0115215392579626	0.238023019451599	0.0115215392579626
20	PIGV	-0.20277781970167	9.08090831889273e-98	0.20277781970167
24	RP5-1071N3.1	0.0119485477093815	0.221074297399459	0.0119485477093815
26	ZNF708	0.275035369902599	2.04962078685368e-181	0.275035369902599
27	CTB-175P5.4	0.0642113826726203	4.62339843596758e-11	0.0642113826726203
30	MYADML2	0.00481834725610562	0.6216999173432	0.00481834725610562
31	RP4-612B18.4	-0.00178298568628592	0.855117355787979	0.00178298568628592
32	PHEX	-0.00806785228993853	0.408673597838945	0.00806785228993853
34	MOGAT2	-0.0539224631608339	3.273552206092e-08	0.0539224631608339
36	PFN2	0.284988383455536	3.3234295997725e-195	0.284988383455536
38	RP11-236J17.3	0.0150628843745222	0.122914544272127	0.0150628843745222
41	RMND5A	-0.0236715368257267	0.0153292225949739	0.0236715368257267
45	RAD23A	-0.0571462397047104	4.71170162122103e-09	0.0571462397047104
48	OR2D2	0.0213513334193355	0.0287566013509683	0.0213513334193355
49	SERPINB11	-0.0358698869035081	0.000238256307520486	0.0358698869035081
51	RP11-725G5.2	-0.0607923210071682	4.62244370003654e-10	0.0607923210071682
52	SIN3B	0.145660345158123	7.6926442892986e-51	0.145660345158123
56	TLL2	0.0439441119614172	6.71823746710426e-06	0.0439441119614172
59	CTSA	-0.111450593918859	2.37405443151128e-30	0.111450593918859
61	IL32	-0.0988541583319324	3.36944869222011e-24	0.0988541583319324
62	RP11-43F13.3	-0.0438360088798	7.07769279741919e-06	0.0438360088798
66	PTPN4	0.0365296389918253	0.00018242038909326	0.0365296389918253
67	NUCB2	-0.0978101891580454	1.00979468674826e-23	0.0978101891580454
69	SERPINB12	-0.0246312123042431	0.0116415286509962	0.0246312123042431
73	TMEM143	-0.123300823563895	8.08991729718445e-37	0.123300823563895
74	DACH1	0.0186149354287491	0.0565863103288016	0.0186149354287491
77	COLCA1	-0.0839903004569144	6.90029265101002e-18	0.0839903004569144
83	FGF23	0.0733951621567119	5.21423603050069e-14	0.0733951621567119
85	SERTAD2	-0.0367093004671859	0.000169498382902857	0.0367093004671859
87	ST3GAL6	0.0246446360501729	0.0115960795324043	0.0246446360501729
91	PKP2	-0.0844496140509009	4.56143953640277e-18	0.0844496140509009
98	KRT1	-0.0245423825439063	0.0119462845112549	0.0245423825439063
114	SLC45A4	-0.0541698747822769	2.83177696406313e-08	0.0541698747822769
118	MTRF1	-0.0753207060717369	1.12333715900134e-14	0.0753207060717369
123	RP4-635B5.1	0.0437262279908209	7.46150998782026e-06	0.0437262279908209
131	ESM1	-0.0120216810377472	0.21826050199544	0.0120216810377472
135	RWDD2A	0.0559484923094245	9.80359124731255e-09	0.0559484923094245
136	LOC283404	-0.00183573007606317	0.850880951572873	0.00183573007606317
137	RP11-429G19.2	0.00485788587046233	0.618842340480741	0.00485788587046233
139	AC096670.3	0.0362778813439272	0.000202092355581262	0.0362778813439272
142	RP11-760D2.1	0.0106385155576128	0.275931161208813	0.0106385155576128
143	SCFD2	0.171984992403386	1.88079812202701e-70	0.171984992403386
145	YWHAB	-0.0476472871811572	1.04876914026396e-06	0.0476472871811572
147	TMEM155	0.0868872695717347	4.88444589285786e-19	0.0868872695717347
149	TOMM40	-0.0395156127106559	5.15875686549601e-05	0.0395156127106559
151	PRSS48	0.0183849815727326	0.0597088470155074	0.0183849815727326
153	ADTRP	-0.0661363185366899	1.19889433420472e-11	0.0661363185366899
154	NDUFAF2	-0.0536128607954833	3.92121098132835e-08	0.0536128607954833
155	SEPSECS	-0.0966793821686212	3.27224644141009e-23	0.0966793821686212
158	DCDC2C	0.0208443860057946	0.0327712919793301	0.0208443860057946
159	CWC27	0.18597647014463	2.85833755107639e-82	0.18597647014463
167	RP11-181C3.1	-0.00178097041853937	0.855279304792085	0.00178097041853937
171	LHX5	0.133253171545131	9.16542564398406e-43	0.133253171545131
172	MYOM2	0.0146576073073306	0.133318281522172	0.0146576073073306
176	EVX1	-0.0479452012856728	8.97751454410472e-07	0.0479452012856728
178	MAP9	0.0917670745870156	4.61498447566121e-21	0.0917670745870156
181	APIP	-0.0758769859582136	7.15748764355759e-15	0.0758769859582136
184	MAF1	-0.067484130509392	4.55369237609379e-12	0.067484130509392
186	FOXP1	-0.132708652138801	1.99375537669921e-42	0.132708652138801
187	OR5L2	0.0059571112767009	0.541819268762177	0.0059571112767009
188	PLCE1	0.0394336085163206	5.34722222748647e-05	0.0394336085163206
189	PRAMEF4	-0.0128774755712863	0.187230105298295	0.0128774755712863
190	RAD17	-0.0391750599700542	5.9850492999573e-05	0.0391750599700542
195	SPCS2	-0.0186873435109392	0.0556316755826393	0.0186873435109392
197	DGCR11	-0.089410942042331	4.52330482850376e-20	0.089410942042331
198	SETDB2	-0.139505065977111	9.66450866677406e-47	0.139505065977111
200	DESI2	0.0745949098769866	2.01274019738995e-14	0.0745949098769866
201	PAX3	-0.0181804225505291	0.0626054016820629	0.0181804225505291
202	COX17	-0.137666666616932	1.49308916495344e-45	0.137666666616932
204	NLGN2	0.469292382387539	0	0.469292382387539
206	SERPINE3	0.045002791178868	4.00728515784212e-06	0.045002791178868
207	HAO1	-0.0524852468437245	7.50496385727712e-08	0.0524852468437245
209	RP11-166A12.1	0.00699897424515394	0.473520220448916	0.00699897424515394
210	RP11-169F17.1	-0.0184530007019175	0.0587706738795532	0.0184530007019175
212	PKMYT1	-0.00763259452618157	0.434417995886718	0.00763259452618157
220	FAM89B	0.0681299554443196	2.84444168278595e-12	0.0681299554443196
221	RP4-607I7.1	-0.00466043618399947	0.63316926478698	0.00466043618399947
226	MED8	-0.0872016484822457	3.64492265961572e-19	0.0872016484822457
227	PHF1	0.00217011101023419	0.824128562626767	0.00217011101023419
228	ZNF781	0.252823429898769	1.13271215720021e-152	0.252823429898769
232	FAM69A	0.153368062913532	3.12360649397392e-56	0.153368062913532
234	ANKMY1	-0.0650937696149089	2.50228973705528e-11	0.0650937696149089
235	PSMB6	-0.0418417307107314	1.81244189895384e-05	0.0418417307107314
237	GUCY1A3	-0.0281042426440861	0.00399341060212411	0.0281042426440861
239	PRKG2	-0.0192892137998734	0.0482042750551375	0.0192892137998734
241	FBXO45	0.0358580463346471	0.000239391380717206	0.0358580463346471
245	AMZ2	0.0988954760692251	3.22544063815715e-24	0.0988954760692251
249	TMEM52	-0.0607709743480907	4.68758271532168e-10	0.0607709743480907
252	CHN2	-0.0545913807741677	2.20884793441071e-08	0.0545913807741677
254	LNCPRESS1	0.0101910718058431	0.296633728098315	0.0101910718058431
255	CTC-444N24.6	0.00406121191564875	0.677480019446432	0.00406121191564875
260	GCNT4	-0.107620712771478	2.11090018372314e-28	0.107620712771478
262	KLK8	-0.0388123117356196	7.0022717444729e-05	0.0388123117356196
269	IP6K3	-0.00080125361232329	0.934602825817597	0.00080125361232329
271	MTF2	0.109601515048633	2.1137211460166e-29	0.109601515048633
272	RP11-885B4.1	0.165233507656533	4.25120786522489e-65	0.165233507656533
273	NOBOX	-0.0145008725113542	0.137519821421659	0.0145008725113542
274	RBM15B	0.0465474000426886	1.84743970675072e-06	0.0465474000426886
275	PIH1D2	-0.0141372076007954	0.147661100443477	0.0141372076007954
279	RP11-95H3.1	0.0458743402196571	2.59656630100668e-06	0.0458743402196571
285	OR52E1	-0.00273296724127021	0.779569888917312	0.00273296724127021
287	MT1A	-0.0339019116070698	0.000514978457952484	0.0339019116070698
289	HIST2H3PS2	0.012246710777018	0.209764138475855	0.012246710777018
295	ATP2A1	-0.00286364666936167	0.769321630104319	0.00286364666936167
304	NCAPG	0.0560703185875862	9.10569599034112e-09	0.0560703185875862
307	FANK1	-0.0783103820676101	9.59083354070097e-16	0.0783103820676101
308	NOP2	0.0244920955518069	0.0121219254724829	0.0244920955518069
309	ZNF880	0.105392107782082	2.67278885704321e-27	0.105392107782082
310	MELTF	-0.0503828726366881	2.43136050894271e-07	0.0503828726366881
312	PTPRB	-0.0339873299862092	0.000498432996308623	0.0339873299862092
313	RP11-611E13.2	0.0301702643421056	0.00199890577280595	0.0301702643421056
316	DGKD	0.0508652542729708	1.86404781915377e-07	0.0508652542729708
318	TMCO1	-0.0460512325703763	2.37542451750912e-06	0.0460512325703763
321	RAB5C	-0.00226719077463748	0.816398292365507	0.00226719077463748
322	NPBWR2	-0.0103726754625901	0.288109196568233	0.0103726754625901
323	UPP1	-0.0719347245291119	1.62768872667441e-13	0.0719347245291119
333	TRABD2B	-0.0477338594564286	1.00253232886113e-06	0.0477338594564286
340	AMN	-0.101060451468099	3.18784529785247e-25	0.101060451468099
341	KCNE1B	-0.0215902483769883	0.0270162743048057	0.0215902483769883
342	KLK10	-0.0621210004673031	1.91672979116508e-10	0.0621210004673031
346	KDM5B	0.131772173599592	7.5306518936677e-42	0.131772173599592
347	KRTAP19-3	0.00104622535188795	0.914676015268007	0.00104622535188795
348	STPG1	-0.145816373717333	6.02271251025442e-51	0.145816373717333
350	FHOD1	-0.0794105310743433	3.78725070492235e-16	0.0794105310743433
351	PTPRH	-0.111049153644707	3.82829621185459e-30	0.111049153644707
352	PCMTD1	-0.108609588321842	6.72705161859057e-29	0.108609588321842
354	OR14A16	-0.00150932035045269	0.877162439275477	0.00150932035045269
359	GLRA3	0.0444823627249031	5.17346362835177e-06	0.0444823627249031
